task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
8	fd/435417	1671093	alignReads (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	COMPLETED	0	2026-06-25 21:05:02.638	6m 51s	6m 50s	936.9%	19.3 GB	58.5 GB	19.3 GB	7.9 GB
28	84/27a7d9	1686830	alignReads (260516_EMseq_LV_index_A1_Bap1_Math1_adult_ctrl_3139_S63_L001)	COMPLETED	0	2026-06-25 21:11:53.888	6m 9s	6m 8s	918.0%	20.5 GB	59.9 GB	17.4 GB	6 GB
15	4a/2cb3cb	1701685	alignReads (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-25 21:18:02.705	5m 43s	5m 42s	918.9%	20.4 GB	59.9 GB	17.4 GB	6 GB
18	a2/f5256d	1715322	alignReads (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-25 21:23:46.218	5m 57s	5m 49s	923.5%	20.3 GB	59.9 GB	17.4 GB	6 GB
10	c5/3c5ed1	1729975	alignReads (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	COMPLETED	0	2026-06-25 21:29:43.288	6m 52s	6m 49s	931.1%	19.3 GB	58.5 GB	19.3 GB	7.9 GB
14	e5/c1c6a5	1746882	alignReads (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	COMPLETED	0	2026-06-25 21:36:35.168	6m 19s	6m 17s	931.7%	19.1 GB	58.5 GB	18.3 GB	6.9 GB
30	a6/443ac0	1761785	alignReads (260516_EMseq_LV_index_A1_Bap1_Math1_adult_ctrl_3139_S63_L001)	COMPLETED	0	2026-06-25 21:42:53.735	2m 45s	2m 43s	859.8%	19.2 GB	59.6 GB	13.9 GB	2.4 GB
32	0d/57e5b4	1768882	alignReads (260516_EMseq_LV_index_B1_Bap1_Math1_adult_mut_3391_S64_L001)	COMPLETED	0	2026-06-25 21:45:38.349	5m 43s	5m 42s	924.8%	20.3 GB	59.9 GB	17.4 GB	6 GB
13	0f/82d2d0	1782624	alignReads (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	COMPLETED	0	2026-06-25 21:51:21.844	7m 30s	7m 29s	938.0%	19.6 GB	58.8 GB	19.3 GB	7.9 GB
17	25/008935	1800207	alignReads (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-25 21:58:52.359	5m 57s	5m 56s	889.9%	20.4 GB	59.8 GB	17.4 GB	6 GB
23	56/e593d7	1815334	alignReads (260516_EMseq_LV_index_A1_Bap1_Math1_adult_ctrl_3139_S63_L001)	COMPLETED	0	2026-06-25 22:04:49.890	6m 2s	6m 1s	909.4%	20.5 GB	59.9 GB	17.4 GB	6 GB
24	87/d89656	1829705	alignReads (260516_EMseq_LV_index_A1_Bap1_Math1_adult_ctrl_3139_S63_L001)	COMPLETED	0	2026-06-25 22:10:52.052	5m 58s	5m 57s	927.9%	20.5 GB	59.8 GB	17.4 GB	6 GB
16	7e/411c1f	1843895	alignReads (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-25 22:16:50.157	5m 47s	5m 45s	924.8%	20.2 GB	59.9 GB	17.4 GB	6 GB
21	f9/dd9c21	1857781	alignReads (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-25 22:22:36.929	6m 1s	5m 59s	906.9%	20.4 GB	59.9 GB	17.4 GB	6 GB
19	cb/e1ba6b	1872280	alignReads (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-25 22:28:37.534	6m 7s	6m 5s	889.0%	20.4 GB	59.9 GB	17.4 GB	6 GB
25	e7/a486a9	1887870	alignReads (260516_EMseq_LV_index_A1_Bap1_Math1_adult_ctrl_3139_S63_L001)	COMPLETED	0	2026-06-25 22:34:44.358	6m	5m 58s	914.5%	20.4 GB	59.9 GB	17.4 GB	6 GB
29	26/6e0a88	1902304	alignReads (260516_EMseq_LV_index_A1_Bap1_Math1_adult_ctrl_3139_S63_L001)	COMPLETED	0	2026-06-25 22:40:44.009	6m 11s	6m 10s	912.9%	20.5 GB	59.9 GB	17.4 GB	6 GB
11	7f/14ac10	1916928	alignReads (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	COMPLETED	0	2026-06-25 22:46:55.045	7m 8s	7m 6s	919.9%	19.3 GB	58.5 GB	19.3 GB	7.9 GB
7	35/d5b0fa	1933147	alignReads (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	COMPLETED	0	2026-06-25 22:54:02.614	6m 52s	6m 50s	933.2%	19.2 GB	58.5 GB	19.3 GB	7.9 GB
9	cb/9653dc	1949466	alignReads (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	COMPLETED	0	2026-06-25 23:00:54.301	6m 48s	6m 47s	941.1%	19.3 GB	58.5 GB	19.3 GB	7.9 GB
20	1d/5e386e	1965775	alignReads (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-25 23:07:42.796	5m 57s	5m 56s	912.7%	20.4 GB	59.9 GB	17.4 GB	6 GB
33	6a/1bb204	1979901	alignReads (260516_EMseq_LV_index_B1_Bap1_Math1_adult_mut_3391_S64_L001)	COMPLETED	0	2026-06-25 23:13:40.012	6m 38s	6m 37s	797.1%	20.3 GB	59.9 GB	17.4 GB	6 GB
34	8c/f7ace6	1995565	alignReads (260516_EMseq_LV_index_B1_Bap1_Math1_adult_mut_3391_S64_L001)	COMPLETED	0	2026-06-25 23:20:17.835	6m 2s	5m 58s	910.9%	20.4 GB	59.9 GB	17.4 GB	6 GB
36	78/8277c0	2010541	alignReads (260516_EMseq_LV_index_B1_Bap1_Math1_adult_mut_3391_S64_L001)	COMPLETED	0	2026-06-25 23:26:19.777	3m 43s	3m 42s	910.7%	19.8 GB	59.8 GB	15.2 GB	3.7 GB
35	ce/dda043	2019864	alignReads (260516_EMseq_LV_index_B1_Bap1_Math1_adult_mut_3391_S64_L001)	COMPLETED	0	2026-06-25 23:30:02.752	5m 49s	5m 48s	925.6%	20.4 GB	59.9 GB	17.4 GB	6 GB
31	71/d1b1d0	2034195	alignReads (260516_EMseq_LV_index_B1_Bap1_Math1_adult_mut_3391_S64_L001)	COMPLETED	0	2026-06-25 23:35:51.749	5m 46s	5m 45s	916.4%	20.3 GB	59.8 GB	17.4 GB	6 GB
41	71/c9a1d3	2048237	alignReads (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	COMPLETED	0	2026-06-25 23:41:37.921	7m 11s	7m 10s	927.5%	19.4 GB	58.5 GB	19.3 GB	7.9 GB
39	65/b8c5c4	2064876	alignReads (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	COMPLETED	0	2026-06-25 23:48:49.450	6m 33s	6m 32s	940.3%	19.3 GB	58.5 GB	19.3 GB	7.9 GB
43	2a/685db1	2080609	alignReads (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	COMPLETED	0	2026-06-25 23:55:22.842	3m 11s	3m 10s	867.0%	18.3 GB	58.4 GB	14.7 GB	3.3 GB
40	fb/50d20e	2088931	alignReads (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	COMPLETED	0	2026-06-25 23:58:34.169	6m 48s	6m 46s	931.2%	19.2 GB	58.5 GB	19.3 GB	7.9 GB
42	20/f613db	2105630	alignReads (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	COMPLETED	0	2026-06-26 00:05:21.853	7m 14s	7m 13s	943.7%	19.5 GB	58.5 GB	19.3 GB	7.9 GB
37	e8/de12f0	2123555	alignReads (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	COMPLETED	0	2026-06-26 00:12:35.866	6m 36s	6m 35s	935.1%	19.2 GB	58.5 GB	19.3 GB	7.9 GB
38	bb/1fea4e	2138561	alignReads (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	COMPLETED	0	2026-06-26 00:19:11.740	6m 35s	6m 34s	942.8%	19.3 GB	58.5 GB	19.3 GB	7.9 GB
47	7f/08f6a0	2154275	alignReads (260516_EMseq_LV_index_D1_Bap1_Math1_adult_mut_3201_S66_L001)	COMPLETED	0	2026-06-26 00:25:46.608	5m 46s	5m 44s	924.4%	20.3 GB	59.9 GB	17.4 GB	6 GB
48	8b/2d5ecc	2169154	alignReads (260516_EMseq_LV_index_D1_Bap1_Math1_adult_mut_3201_S66_L001)	COMPLETED	0	2026-06-26 00:31:32.433	5m 50s	5m 49s	914.5%	20.4 GB	59.9 GB	17.4 GB	6 GB
45	1c/6c3fe0	2183094	alignReads (260516_EMseq_LV_index_D1_Bap1_Math1_adult_mut_3201_S66_L001)	COMPLETED	0	2026-06-26 00:37:22.733	5m 39s	5m 38s	924.0%	20.3 GB	59.9 GB	17.4 GB	6 GB
44	7f/9e5b2e	2196573	alignReads (260516_EMseq_LV_index_D1_Bap1_Math1_adult_mut_3201_S66_L001)	COMPLETED	0	2026-06-26 00:43:02.029	6m 6s	6m 5s	848.1%	20.3 GB	59.8 GB	17.4 GB	6 GB
49	84/9a09d4	2210309	alignReads (260516_EMseq_LV_index_D1_Bap1_Math1_adult_mut_3201_S66_L001)	COMPLETED	0	2026-06-26 00:49:08.524	5m 45s	5m 44s	924.1%	20.3 GB	59.8 GB	17.4 GB	6 GB
46	7b/70cb0d	2224048	alignReads (260516_EMseq_LV_index_D1_Bap1_Math1_adult_mut_3201_S66_L001)	COMPLETED	0	2026-06-26 00:54:53.981	6m	5m 59s	872.5%	20.3 GB	59.9 GB	17.4 GB	6 GB
50	e6/189e32	2239259	alignReads (260516_EMseq_LV_index_D1_Bap1_Math1_adult_mut_3201_S66_L001)	COMPLETED	0	2026-06-26 01:00:53.933	3m 19s	3m 18s	874.7%	19.7 GB	59.8 GB	14.7 GB	3.2 GB
58	b6/cc2f60	2248102	combine_nonconverted_counts (6)	COMPLETED	0	2026-06-26 01:04:13.929	2.3s	55ms	45.6%	3 MB	12.6 MB	152.1 KB	5.5 KB
56	1c/f44dbf	2248229	combine_nonconverted_counts (5)	COMPLETED	0	2026-06-26 01:04:16.241	263ms	107ms	17.0%	6.3 MB	37.5 MB	152 KB	4.1 KB
55	91/6513c3	2248352	combine_nonconverted_counts (4)	COMPLETED	0	2026-06-26 01:04:16.535	235ms	65ms	27.0%	3 MB	12.6 MB	150.9 KB	5.5 KB
51	50/8b194e	2248471	combine_nonconverted_counts (1)	COMPLETED	0	2026-06-26 01:04:16.798	666ms	147ms	12.7%	6.3 MB	37.5 MB	153.1 KB	4 KB
54	ad/381ddd	2248594	combine_nonconverted_counts (3)	COMPLETED	0	2026-06-26 01:04:17.534	291ms	137ms	13.6%	6.3 MB	37.5 MB	153.3 KB	5.6 KB
53	c7/259cb5	2248719	combine_nonconverted_counts (2)	COMPLETED	0	2026-06-26 01:04:17.869	1.2s	148ms	12.7%	6.3 MB	37.5 MB	153.3 KB	5.6 KB
52	e6/af6268	2249532	mergeAndMarkDuplicates (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	COMPLETED	0	2026-06-26 01:13:16.257	8m 43s	8m 41s	137.1%	16 GB	39.2 GB	6.5 GB	4.3 GB
59	92/339ab3	2259561	mergeAndMarkDuplicates (260516_EMseq_LV_index_A1_Bap1_Math1_adult_ctrl_3139_S63_L001)	COMPLETED	0	2026-06-26 01:21:59.718	6m 27s	6m 21s	139.9%	15.7 GB	39.1 GB	4.8 GB	3.2 GB
62	d1/3c6a00	2267709	mergeAndMarkDuplicates (260516_EMseq_LV_index_D1_Bap1_Math1_adult_mut_3201_S66_L001)	COMPLETED	0	2026-06-26 01:28:26.365	5m 43s	5m 37s	138.3%	15 GB	38.9 GB	4.2 GB	2.8 GB
60	bd/15a62e	2275362	mergeAndMarkDuplicates (260516_EMseq_LV_index_B1_Bap1_Math1_adult_mut_3391_S64_L001)	COMPLETED	0	2026-06-26 01:34:09.681	5m 2s	5m	135.7%	14.4 GB	39.3 GB	3.7 GB	2.5 GB
57	c4/ae05c7	2281322	mergeAndMarkDuplicates (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-26 01:39:12.167	5m 59s	5m 56s	141.4%	15.4 GB	39.8 GB	4.5 GB	3 GB
61	73/eaef84	2288369	mergeAndMarkDuplicates (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	COMPLETED	0	2026-06-26 01:45:11.373	6m 56s	6m 53s	139.3%	15 GB	38.8 GB	5.3 GB	3.6 GB
68	b6/ebb638	2296299	gc_bias (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	ABORTED	-	2026-06-26 01:52:07.571	-	-	-	-	-	-	-
