subcompartment	median_signal	n_bins	mark	genome_median	fold_enrichment	log2_fold	condition	tp
A.1	1.48483999668062	7630	H3K27ac	0.389904999285936	3.80820969056545	1.92911291961486	mut	250831
B.2	0.0183250000476837	8018	H3K4me3	0.129939999639988	0.141026628432007	-2.82596049907405	mut	250831
B.1	0.0662799997925758	3686	H3K4me3	0.129939999639988	0.510081575928978	-0.971200103142763	mut	250831
A.2	0.252494999706745	4489	H3K4me3	0.129939999639988	1.94316607977765	0.958409211387525	mut	250831
A.1	1.82191999194026	7630	H3K4me3	0.129939999639988	14.0212405493926	3.8095420943985	mut	250831
B.2	0.0856449971348047	8018	ATAC	0.264859994262457	0.323359506871909	-1.62878906818694	mut	250831
B.1	0.197959995448589	3686	ATAC	0.264859994262457	0.747413727013924	-0.420021034362372	mut	250831
A.2	0.362774991735816	4489	ATAC	0.264859994262457	1.36968587025012	0.45384505712956	mut	250831
A.1	0.906919990606606	7630	ATAC	0.264859994262457	3.42414864552143	1.77574533185057	mut	250831
B.2	0.384585870020092	8018	H3K36me3	0.686312463484705	0.560365563037254	-0.83555979643829	mut	250831
B.1	0.610103392060846	3686	H3K36me3	0.686312463484705	0.888958636949543	-0.169811802554549	mut	250831
A.2	0.822789176285267	4489	H3K36me3	0.686312463484705	1.19885506975585	0.261657261102005	mut	250831
A.1	1.14718119601905	7630	H3K36me3	0.686312463484705	1.67151444430183	0.741155821980489	mut	250831
B.2	0	8018	RNA	0.1055	0	NA	mut	250831
B.1	0.03425	3686	RNA	0.1055	0.324644549763033	-1.62306710574666	mut	250831
A.2	0.3	4489	RNA	0.1055	2.8436018957346	1.5077195017887	mut	250831
A.1	1.65875	7630	RNA	0.1055	15.7227488151659	3.97478156155037	mut	250831
B.2	0.468860016733408	8018	DNAmethylation	0.842515024423599	0.556500481465212	-0.845545159149106	mut	250831
B.1	0.817785024344921	3686	DNAmethylation	0.842515024423599	0.970647407628609	-0.0429807700413553	mut	250831
A.2	1.06293002825975	4489	DNAmethylation	0.842515024423599	1.26161551716772	0.335272309695126	mut	250831
A.1	1.22112252345681	7630	DNAmethylation	0.842515024423599	1.44937774171118	0.535433643943724	mut	250831
B.2	0.543939995408058	8018	H3K27me1	0.716744996130467	0.758903094328749	-0.398012417753818	mut	250831
B.1	0.529502496808767	3686	H3K27me1	0.716744996130467	0.738759949029883	-0.436822440400003	mut	250831
A.2	0.69359499630332	4489	H3K27me1	0.716744996130467	0.96770120481883	-0.0473664367156249	mut	250831
A.1	1.56343498930335	7630	H3K27me1	0.716744996130467	2.18129878512436	1.12518739780707	mut	250831
B.2	0.214382500991225	8018	H2AK119ub	0.531434999257326	0.403403052660856	-1.30970609362857	mut	250831
B.1	0.558902500867844	3686	H2AK119ub	0.531434999257326	1.05168553378852	0.0727033865078824	mut	250831
A.2	0.815510002136231	4489	H2AK119ub	0.531434999257326	1.53454327109787	0.61780932753665	mut	250831
A.1	0.805489999264479	7630	H2AK119ub	0.531434999257326	1.51568865503804	0.59997343295283	mut	250831
B.2	0.252852493435144	8018	H3K27me3	0.510614990890026	0.495192068283014	-1.01393988845393	mut	250831
B.1	0.882587488561869	3686	H3K27me3	0.510614990890026	1.72847939114258	0.789503402284928	mut	250831
A.2	1.13816499853134	4489	H3K27me3	0.510614990890026	2.22900819372237	1.15640191988205	mut	250831
A.1	0.50867249506712	7630	H3K27me3	0.510614990890026	0.996195772044372	-0.0054988068075599	mut	250831
