	ctrl	mut
loop_119	277.460420131683	240.035137176514
loop_120	123.193028211594	71.843490421772
loop_121	42.3388723134995	25.3779287040234
loop_122	878.076179504395	819.481307983398
loop_123	299.13041806221	238.540150642395
loop_124	497.789939880371	414.298118591309
loop_125	164.129772186279	137.271922707558
loop_126	198.628289937973	126.558305382729
loop_127	874.996644973755	916.800779342651
loop_128	118.376000702381	107.804953217506
loop_129	346.261873006821	291.545657157898
loop_130	192.199661016464	210.679752826691
loop_131	96.4674152731895	88.5376744270325
loop_132	117.422093033791	110.200259685516
loop_133	585.024435997009	537.282116889954
loop_134	270.10973739624	216.497310161591
loop_135	795.715700149536	762.404567718506
loop_136	470.111375808716	357.43575668335
loop_137	162.469882965088	140.911065340042
loop_138	211.365495443344	167.56653547287
loop_139	169.441130161285	132.117084145546
loop_140	172.928108215332	100.602970123291
loop_141	437.029907226562	385.042101383209
loop_142	102.851835668087	66.2756898403168
loop_143	381.058616161346	424.844062328339
loop_144	602.364163398743	547.800758361816
loop_145	214.891612052917	221.016062736511
loop_146	461.4736328125	446.658282279968
loop_147	883.499057769775	813.639318466187
loop_148	43.9487497210503	38.0272697806358
loop_149	293.449814558029	302.745802283287
loop_150	366.026044368744	249.407950878143
loop_151	407.086168289185	341.323769569397
loop_152	344.027972221375	300.66374540329
loop_153	433.597030639648	379.674579620361
loop_154	414.208061218262	310.824397087097
loop_155	211.060693264008	148.50184237957
loop_156	252.799515485764	249.296966791153
loop_157	30.7300537228584	26.9102870225906
loop_158	474.847639560699	421.49573469162
loop_159	799.991088867188	764.522749900818
loop_160	361.567257881165	309.263605594635
loop_161	245.593279838562	163.430855512619
loop_162	224.626729011536	209.181669950485
loop_163	619.706512928009	583.019132614136
loop_164	35.6898440122604	35.3500465154648
loop_165	191.327542304993	157.83849811554
loop_166	96.0622152090073	79.8070166110992
loop_167	104.357649862766	84.9642516374588
loop_168	23.7116798758507	13.9514629542828
loop_169	305.141463756561	241.366022825241
loop_170	224.68837428093	202.368849754333
loop_171	367.459860801697	326.308533668518
loop_172	156.583189606667	142.734673500061
loop_173	255.082211971283	195.547717809677
loop_174	135.924920678139	118.755058884621
loop_175	607.06259059906	551.539037704468
loop_176	148.71969139576	161.076908051968
loop_177	512.189491271973	471.008187294006
loop_178	124.16859793663	120.401273369789
loop_179	284.435168981552	295.147864818573
loop_180	640.795269966125	586.437730789185
loop_181	328.66980266571	250.251108169556
loop_182	257.313233375549	202.971610307693
loop_183	227.919888734818	254.25679731369
loop_184	79.5756725072861	61.4963725209236
loop_185	260.783436894417	211.864242911339
loop_186	597.639701843262	513.985541820526
loop_187	274.498146533966	226.295324802399
loop_188	101.308320343494	73.6625940799713
loop_189	490.448106765747	485.960070133209
loop_190	430.533805370331	360.522464752197
loop_191	650.081915855408	557.348129272461
loop_192	673.147783279419	670.477314949036
loop_193	177.583881855011	157.860626280308
loop_194	132.944552779198	96.632806122303
loop_195	305.493783473969	269.973787307739
loop_196	444.544202804565	426.223227500916
loop_197	102.992525696754	73.9811624288559
loop_198	330.572851657867	330.978182792664
loop_199	197.35956120491	183.528287410736
loop_200	394.206097602844	368.442301750183
loop_201	363.314728736877	399.207529067993
loop_202	450.153757095337	444.549890518188
loop_203	225.819297552109	200.192707777023
loop_204	268.518849372864	186.91985976696
loop_205	206.039976358414	149.247668385506
loop_206	671.050598144531	698.484048843384
loop_207	87.1871227324009	59.9555169939995
loop_208	304.194910287857	277.939259529114
loop_209	578.300726890564	502.50471496582
loop_210	893.611583709717	716.092581748962
loop_211	192.259353160858	157.555807352066
loop_212	267.221228599548	201.211287498474
loop_213	140.338445067406	94.0213562548161
loop_214	338.222629547119	275.993569374084
loop_215	822.042297363281	811.247838020325
loop_216	220.558545351028	217.744754552841
loop_217	166.659765601158	133.208966016769
loop_218	406.844108104706	336.053216934204
loop_219	131.769439220428	143.965965032578
loop_220	576.140288352966	558.317149162292
loop_221	142.71964097023	121.797644615173
loop_222	353.962585926056	317.633040904999
loop_223	254.663018703461	217.940046787262
loop_224	272.825050354004	287.581154346466
loop_225	124.282823085785	86.0916279554367
loop_226	245.949549674988	167.605323433876
loop_227	122.82520544529	121.04983317852
loop_228	289.202256202698	255.919695854187
loop_229	591.973881721497	596.637298583984
loop_230	324.383612155914	388.540030479431
loop_231	139.601995587349	121.878919124603
loop_232	537.856813430786	520.884126663208
loop_233	507.241268157959	442.648692131042
loop_234	69.3716598153114	53.6759749650955
loop_235	111.066290140152	121.066974401474
loop_236	214.293061256409	214.328350782394
loop_237	272.972587585449	311.463707923889
loop_238	433.934589385986	408.271127223969
loop_239	355.012247562408	370.79959487915
loop_240	102.669227898121	65.0625932812691
loop_241	274.294015884399	213.100462675095
loop_242	217.26488494873	191.45232963562
loop_243	285.227738857269	280.98731470108
loop_244	379.504548072815	337.893297672272
loop_245	311.55461025238	250.489426136017
loop_246	275.749768257141	241.563561916351
loop_247	302.575712203979	279.118872642517
loop_248	82.9762236475945	94.2219495177269
loop_249	247.735325813293	220.323049783707
loop_250	193.031580686569	146.598603963852
loop_251	407.615183830261	376.669008255005
loop_252	771.679050445557	647.756735801697
loop_253	630.553842544556	598.078992843628
loop_254	244.405264377594	195.628413438797
loop_255	609.214940071106	524.243619918823
loop_256	105.040481209755	94.2666547298431
loop_257	648.483082771301	598.484720230103
loop_258	335.908540725708	284.688451290131
loop_259	179.326612472534	154.219336032867
loop_260	558.506306171417	436.055378437042
loop_261	392.430188179016	309.04139995575
loop_262	664.856603145599	488.179223060608
loop_263	190.19671869278	168.014241576195
loop_264	112.575896382332	129.25777554512
loop_265	388.315856933594	380.189749240875
loop_266	188.49417412281	129.652990162373
loop_267	399.32412147522	245.558223247528
loop_268	746.894399642944	753.148668289185
loop_269	259.073100566864	234.08969783783
loop_270	338.561860084534	304.058748245239
loop_271	110.67484921217	113.147485256195
loop_272	198.47629904747	189.137421607971
loop_273	146.207962989807	139.307339131832
loop_274	116.772553443909	110.277269721031
loop_275	102.164093375206	97.9918277263641
loop_276	415.429893493652	411.763452529907
loop_277	281.697271347046	268.35865354538
loop_278	154.257241666317	137.618586540222
loop_279	457.371040344238	442.802515029907
loop_280	947.13233089447	913.889231681824
loop_281	52.9762853384018	43.4123334884644
loop_282	250.096534729004	206.853626966476
loop_283	411.470826148987	342.875335693359
loop_284	89.0592973232269	74.7056152820587
loop_285	524.353918075562	471.259994506836
loop_286	326.209276199341	268.644873142242
loop_287	145.234652757645	129.916023135185
loop_288	322.288568258286	304.074479579926
loop_289	112.550602853298	102.777402281761
loop_290	122.464734077454	133.373433828354
loop_291	203.33927154541	182.458220243454
loop_292	401.162545204163	420.154090881348
loop_293	431.883220672607	389.047337055206
loop_294	365.9386677742	358.143371582031
loop_295	719.471698760986	743.577534675598
loop_296	108.652477741241	52.1133862137794
loop_297	536.783625602722	491.733557701111
loop_298	25.8715395331383	18.6947412192822
loop_299	459.142764091492	414.842658996582
loop_300	193.534505844116	168.278274774551
loop_301	332.899666786194	307.144185066223
loop_302	388.904941558838	432.331348419189
loop_303	182.149119973183	188.12967133522
loop_304	124.640975356102	89.9822213053703
loop_305	226.529298782349	183.541315793991
loop_306	163.293707132339	157.395463943481
loop_307	66.8696053028107	57.619822204113
loop_308	764.493235588074	758.737271308899
loop_309	148.206626176834	131.888374328613
loop_310	81.1965118646622	59.3261770606041
loop_311	342.057020187378	352.515801429749
loop_312	808.171472072601	667.640907287598
loop_313	191.940017461777	138.615328788757
loop_314	549.820594787598	507.567354202271
loop_315	205.775882959366	158.478227615356
loop_316	59.2248767614365	60.9563710987568
loop_317	622.180918693542	597.54789352417
loop_318	33.639572262764	34.9373933672905
loop_319	221.069111824036	239.982303142548
loop_320	902.411708831787	754.643753051758
loop_321	374.466393470764	380.200037956238
loop_322	137.931855142117	124.106230020523
loop_323	443.908452987671	388.1399974823
loop_324	135.451675653458	131.975217819214
loop_325	170.277401685715	165.248311519623
loop_326	70.2445785999298	59.2140526175499
loop_327	126.618858575821	115.612905025482
loop_328	107.877517938614	63.3287467956543
loop_329	228.505396366119	218.722476005554
loop_330	618.135154724121	455.7878074646
loop_331	382.726175785065	452.21878528595
loop_332	131.532268047333	121.035098135471
loop_333	827.307426452637	713.128618240356
loop_334	336.813178062439	335.03796339035
loop_335	532.16863155365	511.705519676208
loop_336	327.289758205414	364.074620246887
loop_337	291.208240032196	268.370527267456
loop_338	669.458778381348	523.218216896057
loop_339	192.75168466568	198.928507566452
loop_340	442.864954948425	380.485007286072
loop_341	110.74325633049	95.7125653028488
loop_342	205.341789484024	207.514370918274
loop_343	282.369338989258	268.731960296631
loop_344	358.931399345398	341.279210090637
loop_345	344.93639087677	318.209028720856
loop_346	804.075328826904	838.273717880249
loop_347	200.899147033691	176.857771396637
loop_348	309.145966053009	285.686224937439
loop_349	405.346538543701	378.921622276306
loop_350	159.63756775856	145.942489862442
loop_351	152.742172956467	148.321140527725
loop_352	258.779095172882	219.153860569
loop_353	697.684781074524	677.802165985107
loop_354	195.185038924217	197.58182477951
loop_355	433.074684143066	368.795506477356
loop_356	100.978721499443	74.4832723140717
loop_357	85.7836475372314	74.456741631031
loop_358	42.5312529504299	27.1058640480042
loop_359	148.302129149437	136.068169593811
loop_360	344.879179954529	327.054945468903
loop_361	90.8512850999832	71.6886605620384
loop_362	159.736846208572	133.495643854141
loop_363	422.100153923035	374.903820514679
loop_364	516.998277664185	543.391933441162
loop_365	581.504727363586	523.0544090271
loop_366	606.610157012939	551.852929115295
loop_367	292.477059364319	222.233391284943
loop_368	632.462568283081	635.078049659729
loop_369	889.210561752319	859.866612434387
loop_370	341.642001152039	318.106662750244
loop_371	1064.44126701355	994.318551063538
loop_372	266.123262763023	220.083924055099
loop_373	327.740793228149	233.443078517914
loop_374	391.46951675415	353.432278633118
loop_375	372.236715316772	313.594073414803
loop_376	1160.69083404541	1170.0678024292
loop_377	107.8904722929	83.676918387413
loop_378	358.343887805939	311.389328956604
loop_379	291.175020694733	254.076405525208
loop_380	586.713976860046	613.858997344971
loop_381	156.480798363686	157.708770394325
loop_382	2556.86736297607	2335.24934768677
loop_383	559.424440860748	502.243290901184
loop_384	568.364777565002	455.851984024048
loop_385	160.847300410271	180.148278474808
loop_386	696.133563995361	504.745732307434
loop_387	238.932900428772	257.307877063751
loop_388	378.170791625977	359.862320899963
loop_389	477.183486938477	410.675099849701
loop_390	660.851587295532	625.478618621826
loop_391	450.539148330688	435.890700340271
loop_392	577.185284614563	538.730180740356
loop_393	718.219338417053	633.140312194824
loop_394	109.581750273705	83.8383713364601
loop_395	1135.70202827454	1029.80507087708
loop_396	240.574444770813	198.532372832298
loop_397	827.733577728271	695.449130058289
loop_398	744.868208885193	767.211049079895
loop_399	144.887808442116	149.378559172153
loop_400	276.570053815842	268.859796285629
loop_401	348.666971445084	385.620357513428
loop_402	638.213698863983	514.829996585846
loop_403	181.933218717575	118.404816627502
loop_404	568.863121986389	609.544661521912
loop_405	1044.14522743225	935.967178344727
loop_406	775.434158325195	704.831132888794
loop_407	135.843574166298	121.133211255074
loop_408	996.43803024292	853.100467681885
loop_409	117.648019373417	48.1550518274307
loop_410	350.959884166718	259.512594223022
loop_411	221.658059835434	165.401107549667
loop_412	1181.60353851318	1118.13486480713
loop_413	251.159424066544	280.187329053879
loop_414	214.78276848793	183.559592008591
loop_415	264.514229536057	208.759571552277
loop_416	1099.90257072449	983.650150299072
loop_417	216.468402862549	171.450310468674
loop_418	440.915802955627	399.84188079834
loop_419	258.114095926285	228.56672668457
loop_420	1467.85158920288	1442.56055831909
loop_421	425.439268112183	413.351466178894
loop_422	173.457398414612	125.842833995819
loop_423	662.590851783752	470.078143119812
loop_424	51.5879957377911	25.6618264615536
loop_425	175.390640735626	150.064251661301
loop_426	857.393362045288	626.611867904663
loop_427	246.256506919861	210.171892404556
loop_428	627.848631858826	547.015749931335
loop_429	744.729200363159	673.988985061646
loop_430	461.116534233093	526.51059627533
loop_431	598.758358001709	504.118213176727
loop_432	117.682922542095	107.329026699066
loop_433	517.074193954468	434.28760433197
loop_434	1174.86218070984	1106.88214492798
loop_435	628.326958656311	622.42725276947
loop_436	325.87030172348	284.346148490906
loop_437	418.047000408173	315.575132369995
loop_438	1079.99705505371	890.684012413025
loop_439	1444.86768531799	1393.55778694153
loop_440	255.050734519958	232.702859401703
loop_441	486.940183639526	455.417285919189
loop_442	438.973635673523	397.916330814362
loop_443	422.693867683411	586.55276966095
loop_444	339.498058795929	303.319487094879
loop_445	349.020219326019	314.544339418411
loop_446	351.21718120575	216.0154774189
loop_447	567.374624252319	545.144804000854
loop_448	609.260951042175	636.113193511963
loop_449	547.538860321045	426.068835735321
loop_450	629.468377113342	576.09730052948
loop_451	295.860104322433	225.683584690094
loop_452	877.717433929443	799.965314865112
loop_453	235.812195777893	221.107887506485
loop_454	132.960621595383	114.10985481739
loop_455	155.778388381004	104.863745808601
loop_456	232.963666319847	169.614134073257
loop_457	592.148838043213	542.229261875153
loop_458	340.956654071808	327.11150598526
loop_459	826.790077209473	776.419642448425
loop_460	449.486919403076	416.797307014465
loop_461	200.951262831688	129.565936028957
loop_462	869.049295425415	770.984437942505
loop_463	608.181039810181	555.003971099854
loop_464	647.429037094116	607.362155914307
loop_465	999.902366638184	1050.37532997131
loop_466	573.062662124634	484.040070533752
loop_467	493.532489776611	251.756580352783
loop_468	859.620265960693	713.799243927002
loop_469	369.626560211182	284.749669551849
loop_470	779.947694778442	729.169477462769
loop_471	1137.07343387604	1051.62451171875
loop_472	588.266705513	561.466996192932
loop_473	484.807713985443	255.595125675201
loop_474	129.717253684998	96.6453437209129
loop_475	163.522041082382	140.914674937725
loop_476	177.431512355804	166.252214670181
loop_477	1074.35087776184	1036.71571540833
loop_478	528.447257995605	427.52002286911
loop_479	262.143618583679	269.356591701508
loop_480	474.393157958984	365.862124919891
loop_481	277.8220911026	275.883001804352
loop_482	156.90188908577	150.43590760231
loop_483	885.569018363953	833.598631858826
loop_484	362.447610378265	322.561958312988
loop_485	634.951988220215	573.143271446228
loop_486	146.968653440475	127.516182422638
loop_487	294.565066814423	279.798285007477
loop_488	640.374571800232	569.858192443848
loop_489	996.042572498322	865.74941444397
loop_490	1462.18472290039	1281.74145889282
loop_491	279.773242473602	284.213889122009
loop_492	825.010750770569	773.66014289856
loop_493	585.757294654846	531.054411888123
loop_494	292.446836948395	231.453793168068
loop_495	425.950572490692	356.457062244415
loop_496	684.019278526306	577.144958496094
loop_497	600.147938728333	531.909708976746
loop_498	67.9077333211899	47.7044354081154
loop_499	243.350557804108	220.001759529114
loop_500	361.101360321045	369.84806728363
loop_501	1072.88310623169	999.973621368408
loop_502	389.331167697906	361.309041976929
loop_503	401.596384048462	358.218635559082
loop_504	196.206310272217	190.659741401672
loop_505	458.706874847412	443.576121330261
loop_506	254.397594451904	194.301779508591
loop_507	164.860763430595	189.320553183556
loop_508	75.6641015410423	35.6637263894081
loop_509	496.790686607361	469.651807785034
loop_510	617.014317512512	370.867437362671
loop_511	548.562491416931	479.213549613953
loop_512	490.848505020142	442.47278213501
loop_513	841.866571426392	647.768998146057
loop_514	780.120269775391	711.081926345825
loop_515	284.919402599335	102.001190781593
loop_516	153.547842919827	134.434235095978
loop_517	874.189249038696	793.111331939697
loop_518	293.059232234955	244.670457363129
loop_519	454.665046691895	403.053905963898
loop_520	446.780736923218	398.088099479675
loop_521	438.222167015076	566.262663841248
loop_522	271.052203178406	283.773295164108
loop_523	527.109887123108	508.510601997375
loop_524	205.898638248444	211.17097735405
loop_525	164.901762247086	157.801684141159
loop_526	843.557577133179	718.386489868164
loop_527	313.205808162689	279.74674654007
loop_528	485.624213218689	485.704714775085
loop_529	189.91159081459	104.200689911842
loop_530	1099.20879936218	1050.09084129333
loop_531	393.075302124023	351.889400482178
loop_532	846.952529907227	696.885541915894
loop_533	589.17301940918	591.795932769775
loop_534	879.722742080688	801.441087722778
loop_535	1177.6346206665	1005.49027061462
loop_536	310.41800403595	260.713268995285
loop_537	426.4759349823	428.096256256104
loop_538	844.22878074646	820.506208896637
loop_539	735.159074783325	704.253497123718
loop_540	211.549502372742	168.333407878876
loop_541	634.845686912537	490.280716896057
loop_542	217.690870046616	179.33637714386
loop_543	470.549580574036	417.299495220184
loop_544	176.006176710129	145.354743301868
loop_545	369.801650524139	364.711905479431
loop_546	502.716060638428	463.302623748779
loop_547	165.980884790421	120.884425938129
loop_548	145.354114174843	121.856590390205
loop_549	88.6305499076843	96.7685662508011
loop_550	348.725039482117	320.300971031189
loop_551	511.236074447632	497.029613494873
loop_552	655.841596603394	559.196378707886
loop_553	248.283196687698	185.515025854111
loop_554	99.5745451450348	82.7988126277924
loop_555	521.735697746277	464.049224853516
loop_556	145.418164968491	129.457160949707
loop_557	726.152149200439	698.545484542847
loop_558	203.492093205452	183.908899784088
loop_559	371.275356292725	188.883693933487
loop_560	707.319108963013	590.360642433167
loop_561	774.397346496582	747.852686882019
loop_562	293.483668088913	279.03998708725
loop_563	768.494516372681	674.352256774902
loop_564	709.843302726746	669.48553276062
loop_565	165.462667703629	116.3189432621
loop_566	192.030244350433	149.329081296921
loop_567	513.963031768799	423.123677253723
loop_568	269.430223464966	231.460465669632
loop_569	900.709604263306	811.987335205078
loop_570	1028.41719436646	988.429265975952
loop_571	223.627118587494	304.340597629547
loop_572	473.836686134338	457.442782878876
loop_573	949.473770141602	851.765773773193
loop_574	895.880958557129	765.96343421936
loop_575	415.258241176605	346.514405012131
loop_576	353.890789031982	316.132187843323
loop_577	1205.00542259216	1101.16058731079
loop_578	454.048981666565	397.629602432251
loop_579	149.430177211761	150.560632944107
loop_580	208.673848509789	201.617733955383
loop_581	385.759907245636	359.569136619568
loop_582	295.754974365234	238.711667776108
loop_583	312.196426868439	257.809513568878
loop_584	675.460748672485	582.224946975708
loop_585	1483.78556442261	1378.29112625122
loop_586	606.762479782104	536.482637405396
loop_587	1088.89822769165	858.387860298157
loop_588	235.977377653122	233.514534950256
loop_589	808.688869476318	748.143646240234
loop_590	388.095973014832	400.171649932861
loop_591	256.447448253632	210.65451669693
loop_592	229.679749250412	206.187337875366
loop_593	518.209903717041	417.668510913849
loop_594	893.193759918213	804.946615219116
loop_595	565.76417350769	541.979232788086
loop_596	391.17488527298	383.559213638306
loop_597	363.462158203125	324.6917719841
loop_598	244.107469558716	173.639283895493
loop_599	70.7558622956276	46.9921616911888
loop_600	1266.24313735962	1014.14965057373
loop_601	1539.91040420532	1479.55199623108
loop_602	390.150886535645	353.606381416321
loop_603	140.580513715744	150.314144968987
loop_604	753.125484466553	709.777312278748
loop_605	247.419687747955	171.910835266113
loop_606	1013.7998714447	1037.46368408203
loop_607	1058.78293609619	1022.1535282135
loop_608	423.048871040344	358.960259437561
loop_609	221.094822406769	192.372604846954
loop_610	367.455098152161	277.944149494171
loop_611	71.4223381280899	76.675395488739
loop_612	443.463091850281	457.560716152191
loop_613	723.008531570435	646.212550163269
loop_614	869.578548431396	730.00807762146
loop_615	138.610881209373	108.890125393867
loop_616	423.359519958496	330.85665512085
loop_617	97.6104407310486	56.2926644682884
loop_618	948.840785980225	817.364724159241
loop_619	481.66535282135	339.777629375458
loop_620	82.9753096103668	78.5698837041855
loop_621	158.563580513	121.329029738903
loop_622	324.352299690247	257.280690670013
loop_623	388.453595638275	326.264101028442
loop_624	416.870264530182	366.073115587234
loop_625	761.065893173218	711.336366653442
loop_626	159.818887472153	215.400179743767
loop_627	603.675754547119	516.905652046204
loop_628	291.991975665092	218.443908333778
loop_629	896.947599411011	908.070592880249
loop_630	554.389426231384	468.420828342438
loop_631	636.602801799774	608.251247406006
loop_632	433.982132911682	434.807967185974
loop_633	811.221397399902	887.156881332397
loop_634	768.47559928894	740.149312973022
loop_635	801.554697036743	643.824647903442
loop_636	641.720896720886	580.302964687347
loop_637	2260.41025161743	2544.61063575745
loop_638	161.222868323326	176.317485570908
loop_639	434.03168964386	298.113495826721
loop_640	382.395756721497	345.180775165558
loop_641	392.920224189758	332.715946912766
loop_642	487.552491188049	423.183107376099
loop_643	97.4053500294685	104.208709716797
loop_644	872.469915390015	839.039518356323
loop_645	264.109312295914	233.484807014465
loop_646	227.618561029434	200.273344516754
loop_647	758.920902252197	558.714702606201
loop_648	158.987760663033	154.355502605438
loop_649	464.522150039673	409.374837875366
loop_650	174.392078399658	138.959214925766
loop_651	223.67301595211	209.843321204185
loop_652	274.857653617859	215.706937432289
loop_653	407.24321269989	332.74739408493
loop_654	928.689279556274	860.737449645996
loop_655	361.752034187317	299.14545583725
loop_656	445.84684753418	464.049090385437
loop_657	187.232687711716	196.337443590164
loop_658	123.839789867401	109.090948581696
loop_659	768.738185882568	712.500143051147
loop_660	440.250256538391	346.038121700287
loop_661	470.121005058289	486.407093048096
loop_662	834.732173919678	794.395523071289
loop_663	546.189990997314	454.071816921234
loop_664	1873.87766838074	1762.30606842041
loop_665	820.410866737366	762.481817245483
loop_666	262.786155223846	255.238152503967
loop_667	187.488785982132	145.029125094414
loop_668	1500.73621749878	1286.41240310669
loop_669	1434.05776596069	1322.45826148987
loop_670	919.743366241455	882.700242996216
loop_671	689.650044441223	593.837579727173
loop_672	395.008644104004	368.398353815079
loop_673	331.010011196136	287.533160209656
loop_674	817.137768745422	667.831016540527
loop_675	2854.24921417236	3454.57015991211
loop_676	525.780138969421	463.367868900299
loop_677	220.198356866837	183.899074792862
loop_678	181.911558866501	172.825481712818
loop_679	381.801483154297	404.20428943634
loop_680	81.1385153532028	82.7364184856415
loop_681	344.803020000458	311.316660404205
loop_682	575.766062736511	454.095272064209
loop_683	409.079074144363	474.585951805115
loop_684	120.509681284428	119.149814009666
loop_685	543.446179389954	528.09899520874
loop_686	476.502961158752	425.001760005951
loop_687	315.412199020386	240.740752696991
loop_688	583.844704151154	556.533084869385
loop_689	378.504558563232	311.783172607422
loop_690	722.83976650238	588.216296195984
loop_691	279.02099609375	203.99827504158
loop_692	321.605997562408	288.843903541565
loop_693	852.278157234192	663.169564247131
loop_694	215.046466112137	174.403050661087
loop_695	873.822107315063	802.484908103943
loop_696	1028.09363174438	976.835479736328
loop_697	1973.45431184769	1877.76494216919
loop_698	175.113562941551	134.861268043518
loop_699	244.595024108887	204.252007484436
loop_700	618.434867858887	566.956812858582
loop_701	300.895340919495	276.365390300751
loop_702	700.257127285004	720.621288299561
loop_703	1015.40192127228	999.487055778503
loop_704	130.034917414188	145.321025073528
loop_705	202.508712530136	182.599450111389
loop_706	340.117466926575	316.190899372101
loop_707	1393.95565223694	1287.43748855591
loop_708	1338.96529579163	1219.5612487793
loop_709	493.206774711609	468.536551475525
loop_710	1022.68016815186	946.623090744019
loop_711	648.876473426819	712.949549674988
loop_712	479.521150588989	285.005972385406
loop_713	345.094024658203	301.404944419861
loop_714	1232.55933189392	1018.7483291626
loop_715	1068.70720672607	924.175271987915
loop_716	1496.14108467102	1247.12641906738
loop_717	226.701865196228	259.04420042038
loop_718	314.624101161957	251.799707889557
loop_719	831.911361694336	769.529396057129
loop_720	443.619309425354	338.291045188904
loop_721	458.304977893829	409.142387866974
loop_722	1105.65152931213	1021.72973632812
loop_723	551.460601806641	470.112101554871
loop_724	1541.76238441467	1347.57272624969
loop_725	1147.04242515564	1086.16254234314
loop_726	188.495078921318	168.314194440842
