pair_class	loop_id	sample	group	center_value	background_mean	enrichment
DEG-SE	12	ctrl_M3	ctrl	0	2.15736386179924	0
DEG-SE	12	mut_M1	mut	1.52005302906036	1.42184689640999	1.06906941450471
DEG-SE	12	mut_M2	mut	0.714819431304932	0.75057315826416	0.952364767423983
DEG-SE	12	mut_M3	mut	1.96330571174622	0.427901417016983	4.58821970124089
DEG-SE	13	ctrl_M1	ctrl	18.1118469238281	20.5588177442551	0.880977065370857
DEG-SE	13	ctrl_M2	ctrl	29.6226978302002	31.2198774814606	0.948840937886165
DEG-SE	13	ctrl_M3	ctrl	24.0669937133789	30.1381685733795	0.798555282308588
DEG-SE	13	mut_M1	mut	25.4975070953369	24.6943371295929	1.03252445941469
DEG-SE	13	mut_M2	mut	38.6127510070801	30.0166163444519	1.28637920290496
DEG-SE	13	mut_M3	mut	19.9286289215088	22.2926340103149	0.893955775360044
DEG-SE	14	ctrl_M1	ctrl	4.62104225158691	18.163872718811	0.254408425071225
DEG-SE	14	ctrl_M2	ctrl	11.3567962646484	23.7990634441376	0.4771950917861
DEG-SE	14	ctrl_M3	ctrl	9.07318687438965	28.6220016479492	0.317000431555763
DEG-SE	14	mut_M1	mut	9.15036392211914	16.7143805325031	0.547454564907455
DEG-SE	14	mut_M2	mut	11.3100252151489	18.4758253097534	0.612152638679602
DEG-SE	14	mut_M3	mut	11.4676427841187	18.6795008182526	0.61391591219146
DEG-SE	15	ctrl_M1	ctrl	77.1383285522461	32.9210906028748	2.34312798086678
DEG-SE	15	ctrl_M2	ctrl	84.4501419067383	37.174777507782	2.27170537574999
DEG-SE	15	ctrl_M3	ctrl	81.4741744995117	41.5607566833496	1.96036311658764
DEG-SE	15	mut_M1	mut	98.8957901000977	37.5669946670532	2.63251801153076
DEG-SE	15	mut_M2	mut	84.9286651611328	38.7417068481445	2.19217665070945
DEG-SE	15	mut_M3	mut	69.3042144775391	33.6307582855225	2.06073897856099
DEG-SE	16	ctrl_M1	ctrl	23.2593784332275	58.7281221151352	0.396051799300309
DEG-SE	16	ctrl_M2	ctrl	25.663875579834	61.0089209079742	0.420657752962806
DEG-SE	16	ctrl_M3	ctrl	29.7029304504395	67.2235082387924	0.441853322277204
DEG-SE	16	mut_M1	mut	13.6754379272461	67.1398495435715	0.203685858997512
DEG-SE	16	mut_M2	mut	21.6935405731201	59.7914640903473	0.362820026289042
DEG-SE	16	mut_M3	mut	17.4182262420654	52.7926442623138	0.329936613053866
DEG-SE	17	ctrl_M1	ctrl	133.234664916992	38.4149688482285	3.46830074087478
DEG-SE	17	ctrl_M2	ctrl	192.540451049805	54.1645500659943	3.55473184610991
DEG-SE	17	ctrl_M3	ctrl	182.00146484375	53.6863539218903	3.39008801209613
DEG-SE	17	mut_M1	mut	150.777328491211	48.9395678043365	3.0808880269239
DEG-SE	17	mut_M2	mut	160.496398925781	53.0024328231812	3.02809494540006
DEG-SE	17	mut_M3	mut	122.174964904785	43.3283584117889	2.81974599045837
DEG-SE	18	ctrl_M1	ctrl	23.8550109863281	18.7759733200073	1.27050729034157
DEG-SE	18	ctrl_M2	ctrl	38.3316917419434	23.2685819864273	1.64735830332516
DEG-SE	18	ctrl_M3	ctrl	31.5272674560547	28.1783692836761	1.11884641508757
DEG-SE	18	mut_M1	mut	30.4368152618408	18.4763203561306	1.64734182321869
DEG-SE	18	mut_M2	mut	30.7601871490479	21.5489575862885	1.42745592337239
DEG-SE	18	mut_M3	mut	20.4643115997314	17.3702921867371	1.17812132229743
DEG-SE	19	ctrl_M1	ctrl	18.1877250671387	32.8641192317009	0.553421953557018
DEG-SE	19	ctrl_M2	ctrl	31.0224056243896	44.8444011211395	0.691778791751235
DEG-SE	19	ctrl_M3	ctrl	25.7566738128662	41.1023471355438	0.626647274617385
DEG-SE	19	mut_M1	mut	17.4474277496338	31.0172625780106	0.562507013820201
DEG-SE	19	mut_M2	mut	19.3876190185547	37.6239678859711	0.515299690806503
DEG-SE	19	mut_M3	mut	17.526123046875	33.5734927654266	0.522022631643589
DEG-SE	20	ctrl_M1	ctrl	148.492874145508	89.2557346820831	1.66367880645898
DEG-SE	20	ctrl_M2	ctrl	207.990661621094	119.454304695129	1.74117343156386
DEG-SE	20	ctrl_M3	ctrl	199.078598022461	127.214418172836	1.56490593504887
DEG-SE	20	mut_M1	mut	183.071655273438	104.932228326797	1.74466565889829
DEG-SE	20	mut_M2	mut	155.296508789062	109.752348661423	1.41497207743718
DEG-SE	20	mut_M3	mut	146.549911499023	94.4890184402466	1.5509729481601
DEG-SE	21	ctrl_M1	ctrl	0	0.180777356028557	0
DEG-SE	21	ctrl_M2	ctrl	2.85547089576721	2.17041540145874	1.31563335472465
DEG-SE	21	ctrl_M3	ctrl	0.967401444911957	1.1868294775486	0.815114102920773
DEG-SE	21	mut_M1	mut	2.14330554008484	1.3380820453167	1.60177438116477
DEG-SE	21	mut_M2	mut	2.06238722801208	0.909844443202019	2.26674707244891
DEG-SE	21	mut_M3	mut	0	0.876975983381271	0
DEG-SE	22	ctrl_M1	ctrl	2.16966009140015	0.468174561858177	4.63429726465445
DEG-SE	22	ctrl_M2	ctrl	0.705495893955231	2.16435319185257	0.325961537428817
DEG-SE	22	ctrl_M3	ctrl	3.36653137207031	1.01971670985222	3.30143787930886
DEG-SE	22	mut_M1	mut	1.53834855556488	0.666061520576477	2.3096193189984
DEG-SE	22	mut_M2	mut	4.93341732025146	0.671437054872513	7.34754998171524
DEG-SE	22	mut_M3	mut	3.86342716217041	0.660718575119972	5.84731125724579
DEG-SE	23	ctrl_M1	ctrl	0	0.675367087125778	0
DEG-SE	23	ctrl_M2	ctrl	2.039146900177	0.807296723127365	2.52589517801782
DEG-SE	23	ctrl_M3	ctrl	1.95477986335754	1.59772747755051	1.22347514881226
DEG-SE	23	mut_M1	mut	1.49315237998962	0.753957182168961	1.98042065955811
DEG-SE	23	mut_M2	mut	0	1.83847993612289	0
DEG-SE	23	mut_M3	mut	3.45105457305908	0	NA
DEG-SE	24	ctrl_M1	ctrl	3.18049359321594	0.789612501859665	4.02791696651885
DEG-SE	24	ctrl_M2	ctrl	2.84064173698425	1.89626601338387	1.49801858860253
DEG-SE	24	ctrl_M3	ctrl	0	0.975159108638763	0
DEG-SE	24	mut_M1	mut	0	0.510382115840912	0
DEG-SE	24	mut_M2	mut	3.00599098205566	0.820127353072166	3.66527341247104
DEG-SE	24	mut_M3	mut	0.996509194374084	2.07117938995361	0.481131281630029
DEG-SE	25	ctrl_M1	ctrl	3.60652732849121	0.751898989081383	4.79655828889651
DEG-SE	25	ctrl_M2	ctrl	3.50916028022766	1.15736021101475	3.03203812160685
DEG-SE	25	ctrl_M3	ctrl	1.28600931167603	1.41037341952324	0.911821857867079
DEG-SE	25	mut_M1	mut	2.38114309310913	0.488876059651375	4.87064777687654
DEG-SE	25	mut_M2	mut	3.42409682273865	1.38040232658386	2.48050641236776
DEG-SE	25	mut_M3	mut	1.29021048545837	1.10280713438988	1.16993302384843
DEG-SE	26	ctrl_M1	ctrl	0.688213765621185	0.243764042854309	2.82327843582949
DEG-SE	26	ctrl_M2	ctrl	0.676185727119446	1.51019057631493	0.447748607178726
DEG-SE	26	ctrl_M3	ctrl	4.355881690979	0.873474270105362	4.98684602404325
DEG-SE	26	mut_M1	mut	1.54079055786133	0.547410324215889	2.81469035146233
DEG-SE	26	mut_M2	mut	2.06922745704651	0.580010056495667	3.56757168927117
DEG-SE	26	mut_M3	mut	2.07449388504028	0.327504247426987	6.33425032297564
DEG-SE	27	ctrl_M1	ctrl	0	0.411193996667862	0
DEG-SE	27	ctrl_M2	ctrl	0.828380942344666	0.744366586208344	1.11286690952139
DEG-SE	27	ctrl_M3	ctrl	0.763372838497162	0.418908357620239	1.82229078176854
DEG-SE	27	mut_M1	mut	1.72993791103363	0.628640964627266	2.75186952231047
DEG-SE	27	mut_M2	mut	0	0.622178256511688	0
DEG-SE	27	mut_M3	mut	0	0.409372434020042	0
DEG-SE	28	ctrl_M1	ctrl	0.699002206325531	0.437971293926239	1.59600004844896
DEG-SE	28	ctrl_M2	ctrl	0	0.211708962917328	0
DEG-SE	28	ctrl_M3	ctrl	0	0.682404145598412	0
DEG-SE	28	mut_M1	mut	0	1.25333382189274	0
DEG-SE	28	mut_M2	mut	0.693186044692993	0	NA
DEG-SE	28	mut_M3	mut	0	0	NA
DEG-SE	29	ctrl_M1	ctrl	0	1.10178618133068	0
DEG-SE	29	ctrl_M2	ctrl	0.948761940002441	0.942488595843315	1.00665614861208
DEG-SE	29	ctrl_M3	ctrl	0.806978821754456	0.66375033557415	1.21578668740922
DEG-SE	29	mut_M1	mut	0.882402896881104	0.75295153260231	1.17192522848236
DEG-SE	29	mut_M2	mut	1.77895832061768	0	NA
DEG-SE	29	mut_M3	mut	0	0	NA
DEG-SE	30	ctrl_M1	ctrl	0	0.289135545492172	0
DEG-SE	30	ctrl_M2	ctrl	0	0.313987821340561	0
DEG-SE	30	ctrl_M3	ctrl	0	1.12622644007206	0
DEG-SE	30	mut_M1	mut	0	0.19507996737957	0
DEG-SE	30	mut_M2	mut	1.01943349838257	0.471656173467636	2.16139119072194
DEG-SE	30	mut_M3	mut	0.979628920555115	0	NA
DEG-SE	31	ctrl_M1	ctrl	0	0.687106147408485	0
DEG-SE	31	ctrl_M2	ctrl	0	0.617507353425026	0
DEG-SE	31	ctrl_M3	ctrl	0	0	NA
DEG-SE	31	mut_M1	mut	0	0.235788702964783	0
DEG-SE	31	mut_M2	mut	0.905214488506317	0.408110782504082	2.21806070144021
DEG-SE	31	mut_M3	mut	0	0.621496543288231	0
DEG-SE	32	ctrl_M1	ctrl	5.2906289100647	5.24652895331383	1.00840554910557
DEG-SE	32	ctrl_M2	ctrl	3.07721710205078	6.35875654220581	0.483933781962867
DEG-SE	32	ctrl_M3	ctrl	5.24473571777344	6.35431170463562	0.825382191110845
DEG-SE	32	mut_M1	mut	3.21337556838989	4.63394567370415	0.693442650099365
DEG-SE	32	mut_M2	mut	2.2754385471344	4.38042628765106	0.519455961066878
DEG-SE	32	mut_M3	mut	3.48081803321838	4.10600566864014	0.847738243471834
DEG-SE	33	ctrl_M1	ctrl	2.64499068260193	1.2054300904274	2.19422984676292
DEG-SE	33	ctrl_M2	ctrl	0.857663691043854	2.1091183423996	0.406645598685595
DEG-SE	33	ctrl_M3	ctrl	0.779747247695923	2.26554360985756	0.344176666608041
DEG-SE	33	mut_M1	mut	2.9259626865387	0.909088760614395	3.2185665617087
DEG-SE	33	mut_M2	mut	0.8692946434021	1.51949639618397	0.572093915842926
DEG-SE	33	mut_M3	mut	0	0.484820693731308	0
DEG-SE	34	ctrl_M1	ctrl	1.52534937858582	1.259601816535	1.21097743633131
DEG-SE	34	ctrl_M2	ctrl	2.99229907989502	1.63535022735596	1.82976039617702
DEG-SE	34	ctrl_M3	ctrl	1.33832180500031	1.57072174549103	0.852042577778108
DEG-SE	34	mut_M1	mut	1.67756319046021	2.08511132001877	0.804543706781614
DEG-SE	34	mut_M2	mut	3.85948705673218	1.04742383956909	3.68474242320087
DEG-SE	34	mut_M3	mut	0.767902731895447	0.52923184633255	1.45097604616356
DEG-SE	35	ctrl_M1	ctrl	49.2942161560059	22.7400985956192	2.16772218241403
DEG-SE	35	ctrl_M2	ctrl	58.1366081237793	27.7348303794861	2.09615877682741
DEG-SE	35	ctrl_M3	ctrl	64.2290344238281	29.5766875743866	2.17161013255083
DEG-SE	35	mut_M1	mut	55.0110473632812	26.7223837375641	2.05861303031703
DEG-SE	35	mut_M2	mut	63.5373954772949	28.8885426521301	2.19939774194909
DEG-SE	35	mut_M3	mut	41.9350471496582	20.5535751581192	2.04027994288345
DEG-SE	36	ctrl_M1	ctrl	4.35627889633179	3.34588152170181	1.30198241272932
DEG-SE	36	ctrl_M2	ctrl	10.4022407531738	5.35726594924927	1.94170699228242
DEG-SE	36	ctrl_M3	ctrl	7.16181087493896	3.64894878864288	1.96270523095025
DEG-SE	36	mut_M1	mut	5.64402389526367	4.15791085362434	1.35741820687279
DEG-SE	36	mut_M2	mut	2.60072565078735	5.22281956672668	0.49795433626617
DEG-SE	36	mut_M3	mut	2.58773517608643	2.89501196146011	0.893859925463413
DEG-SE	37	ctrl_M1	ctrl	5.27570104598999	3.23197361826897	1.63234656872467
DEG-SE	37	ctrl_M2	ctrl	9.77101230621338	8.06059622764587	1.21219473476431
DEG-SE	37	ctrl_M3	ctrl	6.14609909057617	6.29874151945114	0.975766202120917
DEG-SE	37	mut_M1	mut	2.42694664001465	4.54989543557167	0.533407124269377
DEG-SE	37	mut_M2	mut	10.0071220397949	4.63415104150772	2.15942940792433
DEG-SE	37	mut_M3	mut	3.92003583908081	6.1389484256506	0.638551681376175
DEG-SE	38	ctrl_M1	ctrl	130.036773681641	41.1849806308746	3.1573833880635
DEG-SE	38	ctrl_M2	ctrl	155.35417175293	61.1105923652649	2.54218075361404
DEG-SE	38	ctrl_M3	ctrl	169.177047729492	56.2969051599503	3.00508610995272
DEG-SE	38	mut_M1	mut	159.712463378906	53.2705950737	2.99813552219463
DEG-SE	38	mut_M2	mut	148.835296630859	46.5674234628677	3.1961247920349
DEG-SE	38	mut_M3	mut	136.815322875977	51.4372291564941	2.65985017310566
DEG-SE	39	ctrl_M1	ctrl	10.2841367721558	10.9023049473763	0.943299313475059
DEG-SE	39	ctrl_M2	ctrl	14.0207557678223	15.0947504043579	0.928849791631826
DEG-SE	39	ctrl_M3	ctrl	8.32094573974609	13.3581658005714	0.622910799579246
DEG-SE	39	mut_M1	mut	8.27075004577637	14.2311401069164	0.581172694783374
DEG-SE	39	mut_M2	mut	12.4814910888672	9.85066115856171	1.26707140647294
DEG-SE	39	mut_M3	mut	7.54719352722168	8.96521389484406	0.841830838142313
DEG-SE	40	ctrl_M1	ctrl	6.67214584350586	7.69219863414764	0.867391257148053
DEG-SE	40	ctrl_M2	ctrl	12.2292385101318	11.2578527927399	1.08628516780912
DEG-SE	40	ctrl_M3	ctrl	14.2816829681396	13.0058373212814	1.09809792444278
DEG-SE	40	mut_M1	mut	8.69353580474854	8.66463112831116	1.00333593848478
DEG-SE	40	mut_M2	mut	10.3441743850708	12.7010871171951	0.814432204867451
DEG-SE	40	mut_M3	mut	10.9755668640137	9.06825244426727	1.21032877409055
DEG-SE	41	ctrl_M1	ctrl	18.1263370513916	27.3665978908539	0.662352592152112
DEG-SE	41	ctrl_M2	ctrl	23.363697052002	42.8193135261536	0.545634554316983
DEG-SE	41	ctrl_M3	ctrl	20.909351348877	43.0774481296539	0.485389740031588
DEG-SE	41	mut_M1	mut	18.9234504699707	34.3388924598694	0.551079231576436
DEG-SE	41	mut_M2	mut	28.3902263641357	38.8794561624527	0.73021150927397
DEG-SE	41	mut_M3	mut	14.3854627609253	33.7974798679352	0.425637142684513
DEG-SE	42	ctrl_M1	ctrl	7.79019165039062	10.4422153234482	0.746028635599729
DEG-SE	42	ctrl_M2	ctrl	22.0399074554443	18.6608117818832	1.18107977900735
DEG-SE	42	ctrl_M3	ctrl	21.8848438262939	18.2181525230408	1.20126581433632
DEG-SE	42	mut_M1	mut	19.5283393859863	13.2628693580627	1.47240682681645
DEG-SE	42	mut_M2	mut	11.5457725524902	14.8772419691086	0.776069420425111
DEG-SE	42	mut_M3	mut	9.24252986907959	13.6611571311951	0.67655541769404
DEG-SE	43	ctrl_M1	ctrl	18.2911128997803	7.5411924123764	2.42549346304457
DEG-SE	43	ctrl_M2	ctrl	31.4570198059082	15.0200951099396	2.09432893571303
DEG-SE	43	ctrl_M3	ctrl	31.586332321167	14.9728380441666	2.10957550118383
DEG-SE	43	mut_M1	mut	19.7582168579102	10.3141649961472	1.91563901346263
DEG-SE	43	mut_M2	mut	27.028434753418	17.7048223018646	1.5266142914392
DEG-SE	43	mut_M3	mut	18.6680870056152	11.2971557974815	1.6524590206835
DEG-SE	44	ctrl_M1	ctrl	14.1549072265625	8.67618954181671	1.63146588238304
DEG-SE	44	ctrl_M2	ctrl	14.6902914047241	12.2977733612061	1.19454888078076
DEG-SE	44	ctrl_M3	ctrl	12.1120615005493	12.0714709758759	1.00336251685934
DEG-SE	44	mut_M1	mut	13.2608871459961	8.54738211631775	1.55145598564967
DEG-SE	44	mut_M2	mut	11.3440380096436	10.251602768898	1.10656238496285
DEG-SE	44	mut_M3	mut	11.6016683578491	7.77338087558746	1.49248680124301
DEG-SE	45	ctrl_M1	ctrl	30.1101875305176	53.9741427898407	0.55786319104238
DEG-SE	45	ctrl_M2	ctrl	42.7636375427246	73.7043933868408	0.580204728343367
DEG-SE	45	ctrl_M3	ctrl	49.9967041015625	71.5877995491028	0.69839699524874
DEG-SE	45	mut_M1	mut	35.2181625366211	64.2999305725098	0.547716960547979
DEG-SE	45	mut_M2	mut	39.0042610168457	61.2237985134125	0.637076789809128
DEG-SE	45	mut_M3	mut	36.9592552185059	63.4605889320374	0.582396978037615
DEG-SE	46	ctrl_M1	ctrl	123.510971069336	115.780912876129	1.06676452967232
DEG-SE	46	ctrl_M2	ctrl	169.831619262695	146.307935476303	1.16078200891709
DEG-SE	46	ctrl_M3	ctrl	152.716278076172	166.829988956451	0.915400636488901
DEG-SE	46	mut_M1	mut	158.362045288086	140.318363666534	1.12859102080489
DEG-SE	46	mut_M2	mut	145.958236694336	128.021860122681	1.14010401469302
DEG-SE	46	mut_M3	mut	147.9677734375	115.815145254135	1.27762023794739
DEG-SE	47	ctrl_M1	ctrl	7.41656637191772	4.16286087036133	1.78160322981776
DEG-SE	47	ctrl_M2	ctrl	7.60957813262939	8.41307157278061	0.904494638705938
DEG-SE	47	ctrl_M3	ctrl	4.99557971954346	7.11774843931198	0.701848310900173
DEG-SE	47	mut_M1	mut	8.15225124359131	5.8526132106781	1.39292499779714
DEG-SE	47	mut_M2	mut	10.2830238342285	6.57477599382401	1.5640112824966
DEG-SE	47	mut_M3	mut	12.8473701477051	4.48075887560844	2.86723086520931
DEG-SE	48	ctrl_M1	ctrl	1.92257821559906	3.4481173157692	0.557573318867829
DEG-SE	48	ctrl_M2	ctrl	3.77048254013062	3.24116960167885	1.16330923817674
DEG-SE	48	ctrl_M3	ctrl	2.54641556739807	3.3639553040266	0.756970689934569
DEG-SE	48	mut_M1	mut	5.93847370147705	2.82433122396469	2.10261234627461
DEG-SE	48	mut_M2	mut	5.43941116333008	1.51793897151947	3.58341887611277
DEG-SE	48	mut_M3	mut	2.59858202934265	2.21058332920074	1.17551869455299
DEG-SE	49	ctrl_M1	ctrl	4.15777015686035	4.3237282037735	0.961616910431995
DEG-SE	49	ctrl_M2	ctrl	5.75523376464844	4.38876444101334	1.31135626940132
DEG-SE	49	ctrl_M3	ctrl	7.28424835205078	3.52647897601128	2.06558677978844
DEG-SE	49	mut_M1	mut	2.55356073379517	3.38051199913025	0.755376917594777
DEG-SE	49	mut_M2	mut	7.24495553970337	2.4779018163681	2.92382671978602
DEG-SE	49	mut_M3	mut	3.14917373657227	1.98105129599571	1.58964775063507
DEG-SE	50	ctrl_M1	ctrl	2.69509601593018	2.14777106046677	1.25483393716296
DEG-SE	50	ctrl_M2	ctrl	0.896155655384064	4.54352205991745	0.197238099334846
DEG-SE	50	ctrl_M3	ctrl	5.25557804107666	3.79557347297668	1.38465980924747
DEG-SE	50	mut_M1	mut	2.52413654327393	4.22857391834259	0.596923831063895
DEG-SE	50	mut_M2	mut	7.08115530014038	4.72531545162201	1.49855715933414
DEG-SE	50	mut_M3	mut	5.21720838546753	2.44653046131134	2.13249271487554
DEG-SE	51	ctrl_M1	ctrl	0	1.62833169102669	0
DEG-SE	51	ctrl_M2	ctrl	1.99816942214966	2.35175505280495	0.849650315310871
DEG-SE	51	ctrl_M3	ctrl	1.78596377372742	3.63801646232605	0.490916902719434
DEG-SE	51	mut_M1	mut	3.06449484825134	0.661228597164154	4.63454675341358
DEG-SE	51	mut_M2	mut	3.04339647293091	2.45086696743965	1.24176322638607
DEG-SE	51	mut_M3	mut	7.23608350753784	1.78701682388783	4.0492531524102
DEG-SE	52	ctrl_M1	ctrl	1.81306374073029	1.48473593592644	1.22113548736798
DEG-SE	52	ctrl_M2	ctrl	2.61427664756775	2.23478057980537	1.1698135697042
DEG-SE	52	ctrl_M3	ctrl	3.8316810131073	2.71935695409775	1.40903937136072
DEG-SE	52	mut_M1	mut	1.7569887638092	1.82304975390434	0.963763473841754
DEG-SE	52	mut_M2	mut	0	1.45716007053852	0
DEG-SE	52	mut_M3	mut	4.93271827697754	0	NA
DEG-SE	53	ctrl_M1	ctrl	0.996583342552185	0.825249835848808	1.20761410576611
DEG-SE	53	ctrl_M2	ctrl	2.46102857589722	1.13256113231182	2.17297636806031
DEG-SE	53	ctrl_M3	ctrl	2.99554324150085	0.499823182821274	5.99320588651447
DEG-SE	53	mut_M1	mut	1.51987886428833	0.586162686347961	2.5929300852598
DEG-SE	53	mut_M2	mut	2.95915627479553	0.232165321707726	12.7459012958052
DEG-SE	53	mut_M3	mut	1.2541983127594	0.471656143665314	2.65913702090855
DEG-SE	54	ctrl_M1	ctrl	2.31534552574158	0.361856445670128	6.39851950530756
DEG-SE	54	ctrl_M2	ctrl	0	2.41140089929104	0
DEG-SE	54	ctrl_M3	ctrl	2.95693373680115	0.511551201343536	5.78032800829138
DEG-SE	54	mut_M1	mut	2.31434655189514	0.879415154457092	2.6316882761975
DEG-SE	54	mut_M2	mut	1.08643174171448	1.01041446626186	1.0752337560386
DEG-SE	54	mut_M3	mut	2.80469632148743	1.21097189188004	2.31607053829559
DEG-SE	55	ctrl_M1	ctrl	0	0.177348300814629	0
DEG-SE	55	ctrl_M2	ctrl	0.711795151233673	0.561140388250351	1.26847962851697
DEG-SE	55	ctrl_M3	ctrl	0	0.736982375383377	0
DEG-SE	55	mut_M1	mut	0	0.822732910513878	0
DEG-SE	55	mut_M2	mut	0	0.74636098742485	0
DEG-SE	55	mut_M3	mut	1.29816651344299	0.580555081367493	2.23607811748917
DEG-SE	56	ctrl_M1	ctrl	0.802561938762665	1.39290913939476	0.576176805840609
DEG-SE	56	ctrl_M2	ctrl	0	2.00971741974354	0
DEG-SE	56	ctrl_M3	ctrl	0.758892357349396	1.09592826664448	0.692465356033729
DEG-SE	56	mut_M1	mut	2.48898363113403	0.207968384027481	11.9680866049579
DEG-SE	56	mut_M2	mut	0	0.771603092551231	0
DEG-SE	56	mut_M3	mut	0	0.759428322315216	0
