category	subcategory	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Environmental Information Processing	Signal transduction	mmu04152	AMPK signaling pathway	45/1558	127/10689	0.354330708661417	2.43096337925667	6.70085277817772	3.29322592034249e-09	1.01790619356041e-07	5.45194338965791e-08	12912/12283/72674/16367/18640/23797/226849/64930/68365/18706/56458/74343/59021/26409/108079/19744/108099/22241/207565/11652/16001/13631/52432/16337/15568/384783/73699/74769/235542/20869/56484/19052/74370/72508/72149/26931/19325/26932/15357/74551/71978/18642/19082/20250/20249	45
Organismal Systems	Aging	mmu04211	Longevity regulating pathway	35/1558	90/10689	0.388888888888889	2.66805733846812	6.56406029485193	1.17430468370051e-08	3.32719660381811e-07	1.78205886210691e-07	12421/12912/72674/16367/23797/64930/11909/51897/18706/56458/13684/18033/18749/108079/19744/108099/22241/207565/16653/11652/16001/18747/16337/384783/74769/140742/20869/56484/432530/74370/72508/104111/68118/11514/19082	35
Environmental Information Processing	Signal transduction	mmu04068	FoxO signaling pathway	45/1558	133/10689	0.338345864661654	2.32129585838795	6.33357592701266	1.69889335406371e-08	4.44325954139739e-07	2.37982631783823e-07	16367/23797/18706/56458/73251/108079/12452/108099/26414/12576/109880/110157/16653/21803/11652/16001/26417/12176/19651/93739/16337/384783/16150/74769/20393/20869/14816/56484/26420/56486/18099/20848/14784/20663/26556/74551/26419/19082/12914/252870/12053/26416/17128/19211/12675	45
Organismal Systems	Nervous system	mmu04722	Neurotrophin signaling pathway	42/1558	121/10689	0.347107438016529	2.38140655003766	6.31234273957111	2.18783351049186e-08	4.85830612323696e-07	2.60212680904023e-07	16367/12043/17164/23797/12064/18706/20661/108058/109905/18033/22062/26414/19247/108960/109880/110157/18205/16653/11652/26417/18036/18213/16150/23938/74769/26408/56484/327826/215449/26420/12928/26406/12323/14784/20663/73086/18212/26419/26416/12314/12015/110651	42
Environmental Information Processing	Signal transduction	mmu04012	ErbB signaling pathway	33/1558	84/10689	0.392857142857143	2.69528241335045	6.44316333895464	2.28209892616687e-08	4.85830612323696e-07	2.60212680904023e-07	17974/11352/13869/23797/18706/108058/26414/12576/109880/110157/16653/11652/26417/12402/83961/74769/17973/26420/12928/12323/26398/72508/20851/14784/20663/26419/18183/17869/208650/224105/100042150/15200/12015	33
Cellular Processes	Cellular community - eukaryotes	mmu04520	Adherens junction	35/1558	92/10689	0.380434782608696	2.61005609197968	6.40643214843497	2.28626170505269e-08	4.85830612323696e-07	2.60212680904023e-07	12995/12388/19271/99167/56426/109905/26409/242687/79264/22612/231858/73178/12386/69903/16001/26417/14182/16337/14360/83767/216033/19263/215449/216527/18099/66313/19878/77446/12914/17356/14158/67268/12385/19877/17128	35
Cellular Processes	Transport and catabolism	mmu04137	Mitophagy - animal	36/1558	100/10689	0.36	2.46985879332478	6.09987476284986	7.63282560906963e-08	1.52656512181393e-06	8.17633950692908e-07	53375/228361/12995/12048/67414/68350/100756/56715/26414/22241/231874/52440/13666/17342/19349/16653/66922/12176/14232/93739/23802/56484/66687/56480/14479/26420/56486/59040/17966/66313/15251/13665/26419/20683/28185/50873	36
Organismal Systems	Development and regeneration	mmu04360	Axon guidance	54/1558	181/10689	0.298342541436464	2.04684430386031	5.8672437026262	8.96206225931987e-08	1.6765226939758e-06	8.97951783460724e-07	17974/241568/214968/58220/18706/108058/19055/22253/14679/80883/13841/50780/19059/18762/20346/14677/19247/192198/20355/259302/110157/16653/26417/18021/20187/18007/22063/74769/17973/14678/14360/57764/19058/20564/16886/12323/19878/20354/19206/218397/14365/20356/140570/19876/224105/117606/13837/268902/67268/93737/19877/20358/319713/226251	54
Environmental Information Processing	Signal transduction	mmu04150	mTOR signaling pathway	49/1558	158/10689	0.310126582278481	2.12769129523407	5.89870589369174	9.36880328986478e-08	1.6765226939758e-06	8.97951783460724e-07	108664/14369/12283/16367/320311/23797/64930/227743/18706/56692/13684/329679/52187/108079/277854/19744/22241/252875/109880/110379/110157/11973/16974/16653/11652/16001/26417/16337/16150/20539/74769/20393/20869/216742/74370/72508/72149/14784/20663/268706/14365/78757/75705/11964/64898/72124/19211/12675/110651	49
Organismal Systems	Endocrine system	mmu04919	Thyroid hormone signaling pathway	40/1558	120/10689	0.333333333333333	2.28690629011553	5.85589627553894	1.66154392195682e-07	2.71464260518727e-06	1.45397266469783e-06	20846/18802/18640/11931/23797/68975/18798/18706/56458/329650/11928/18749/19744/11938/110157/16653/11652/26417/18747/20466/234959/11933/74769/15182/18821/72472/16416/20185/327987/15251/17977/13371/210789/69790/17869/18642/12914/53901/18519/12015	40
Cellular Processes	Cellular community - eukaryotes	mmu04530	Tight junction	51/1558	170/10689	0.3	2.05821566110398	5.744922780748	1.67669102085096e-07	2.71464260518727e-06	1.45397266469783e-06	76709/67771/74117/58220/18538/18759/16800/76089/109905/18749/12695/242653/54357/108079/18762/56378/56443/108099/26414/14924/56449/23859/52432/71960/70497/18747/73699/19684/83964/235442/26408/20869/26420/19052/192786/66713/19878/18260/218518/26419/71978/17886/19082/13383/21844/56173/17356/67268/83814/93737/19877	51
Organismal Systems	Immune system	mmu04660	T cell receptor signaling pathway	40/1558	122/10689	0.327868852459016	2.24941602306446	5.73302599128939	2.74035904573081e-07	4.23510034340217e-06	2.26833547804512e-06	17974/23797/226849/18706/19055/12042/18033/26409/19059/26414/19247/110157/16653/11652/26417/52432/18036/18021/16150/73699/74769/17973/235542/14360/19058/26420/19052/53859/14784/26931/20663/26932/26419/71978/13383/208650/224105/26416/26410/12675	40
NA	NA	mmu04517	IgSF CAM signaling	76/1558	300/10689	0.253333333333333	1.7380487804878	5.35588938589805	4.87232171978726e-07	7.20256254229421e-06	3.85771925639907e-06	17974/17756/76709/67771/74117/94332/23797/241568/58220/18759/18706/56458/22253/99167/192167/76089/109905/17096/19266/50791/19303/56378/56443/26414/19247/66797/73178/14924/259302/111173/260299/11652/26417/71960/18213/233977/14182/12927/67703/71566/54725/19684/83964/54698/74769/17973/14360/11735/327814/215449/20564/26420/192786/16416/66713/20742/13384/14784/218397/26419/12805/17886/19876/224105/239857/268902/11820/17356/26416/13823/22153/67268/67951/93737/17196/331461	76
Human Diseases	Cancer: specific types	mmu05212	Pancreatic cancer	28/1558	76/10689	0.368421052631579	2.52763326802243	5.52051506689876	1.23008829376546e-06	1.67292007952103e-05	8.96022209774422e-06	20846/23797/12048/18706/18033/16451/26414/109880/110157/16653/21803/11652/26417/16150/74769/26420/72508/20848/56044/13557/27015/26419/19645/19765/17126/17128/12015/12675	28
Human Diseases	Cancer: specific types	mmu05220	Chronic myeloid leukemia	28/1558	76/10689	0.368421052631579	2.52763326802243	5.52051506689876	1.23008829376546e-06	1.67292007952103e-05	8.96022209774422e-06	23797/12048/18706/18033/19247/12576/109880/110157/16653/21803/11652/26417/13017/16150/12402/74769/15182/12928/20851/14784/20663/13557/27015/19645/17869/17128/12015/12675	28
Human Diseases	Cancer: overview	mmu05231	Choline metabolism in cancer	33/1558	98/10689	0.336734693877551	2.3102420685861	5.3823120236418	1.52323971163336e-06	1.9919288536744e-05	1.06688449438288e-05	18777/23797/64930/104418/74182/18706/100434/242687/19744/26414/110157/16653/11652/26417/74769/83767/212862/13139/26420/30805/72508/56077/14784/217480/15251/20663/19012/26419/380921/20683/110197/12660/18719	33
Organismal Systems	Endocrine system	mmu04910	Insulin signaling pathway	42/1558	140/10689	0.3	2.05821566110398	5.2060140292685	2.02656700031072e-06	2.47933400028378e-05	1.32794050169998e-05	16367/23797/64930/18759/18706/56458/13684/18749/108079/18762/19046/19744/108099/26414/19085/109880/110157/16653/11652/26417/212111/18747/102093/16337/384783/16150/12402/74769/15275/26420/12928/14252/74370/72508/14784/20663/74551/26419/19082/208650/12314/12015	42
Organismal Systems	Endocrine system	mmu04935	Growth hormone synthesis, secretion and action	37/1558	117/10689	0.316239316239316	2.16962904446858	5.2545469362184	2.04180447082194e-06	2.47933400028378e-05	1.32794050169998e-05	20846/12912/16367/23797/18798/11909/208188/18706/14679/18749/14677/26414/110157/16653/11652/26417/18747/384783/12927/74769/14678/432530/26420/12928/26399/26398/20851/20848/14784/104111/20663/26419/11514/12914/16005/26416/16452	37
Human Diseases	Infectious disease: bacterial	mmu05135	Yersinia infection	41/1558	136/10689	0.301470588235294	2.06830495356037	5.17904286006765	2.32855360258636e-06	2.73002836165298e-05	1.46221333302156e-05	76709/67771/74117/23797/140579/18706/18033/109333/26409/242687/19303/56378/56443/26414/26431/330319/73178/11652/26417/54126/18021/16150/320795/12927/74769/68652/56480/26420/12928/68524/26399/66713/26398/19878/140580/26419/26416/19877/18719/12675/110651	41
Cellular Processes	Cell motility	mmu04810	Regulation of actin cytoskeleton	61/1558	235/10689	0.259574468085106	1.78086745145167	4.9996865988219	2.79157283379361e-06	3.16378254496609e-05	1.69453368507472e-05	329165/18711/76709/67771/74117/329251/23797/50884/18706/242687/19046/14176/19303/56378/56443/14673/101314/381810/73178/109880/110157/16653/11652/20430/26417/232807/71960/66922/14183/54126/14182/12927/19684/74769/83767/17931/16404/12928/16416/14674/16886/66713/76884/16400/108083/19878/20663/14180/219140/66214/17886/16419/224105/21844/67268/11789/19877/13367/14164/18719/54004	61
Organismal Systems	Endocrine system	mmu04914	Progesterone-mediated oocyte maturation	31/1558	93/10689	0.333333333333333	2.28690629011553	5.14861243093397	3.99696823446323e-06	4.38377161199193e-05	2.34796436184088e-05	23797/99152/17222/18706/14679/18749/66440/231207/14677/26414/59008/109880/110157/16653/11652/16001/26417/18747/74769/14678/432530/67579/26420/66156/217232/104111/26419/11514/26416/208922/110651	31
Cellular Processes	Cell growth and death	mmu04114	Oocyte meiosis	37/1558	123/10689	0.300813008130081	2.06379348132377	4.90148135708169	7.56160891432649e-06	8.03420947147189e-05	4.30315244137659e-05	226849/99152/54401/17222/108058/19055/18749/19059/66440/19046/231207/59008/26965/16001/26417/18747/73699/432530/19058/67579/103583/19052/66156/12323/217232/104111/26931/22630/26932/11514/26416/12314/12234/20874/13006/208922/110651	37
Genetic Information Processing	Translation	mmu03015	mRNA surveillance pathway	33/1558	105/10689	0.314285714285714	2.15622593068036	4.91796254515481	8.33032332672088e-06	8.58275736692454e-05	4.59695673212986e-05	226517/226849/326622/228410/98985/24018/68991/51796/230908/19046/66899/54188/52432/74737/233789/73699/77305/235542/56422/70248/78428/432508/19052/103677/192160/26931/26932/56215/71978/14852/74320/67897/225363	33
Metabolism	Lipid metabolism	mmu00564	Glycerophospholipid metabolism	32/1558	101/10689	0.316831683168317	2.17369310743655	4.89531962044308	9.42354330362713e-06	9.42354330362713e-05	5.04728480349069e-05	18777/14571/110911/66586/104418/74182/66350/99712/26394/28042/320951/14792/27388/52123/14712/102247/28169/212862/13139/237625/66358/56077/217480/19012/67630/380921/110197/55979/64898/225010/12660/208449	32
Human Diseases	Cancer: overview	mmu05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	29/1558	88/10689	0.329545454545455	2.26091871863695	4.90600276505019	1.04451725594554e-05	0.000101467390577567	5.43463113619786e-05	20846/23797/12995/18706/19055/18033/19059/16451/19247/110157/16653/11652/26417/18036/18021/16150/74769/19058/26406/26399/72508/20848/15251/15980/26416/78798/16452/19211/12675	29
Human Diseases	Drug resistance: antineoplastic	mmu01522	Endocrine resistance	30/1558	93/10689	0.32258064516129	2.21313511946664	4.85347115362051	1.19415110360712e-05	0.000112171369013847	6.00794019795526e-05	12043/23797/18706/18749/26414/12576/109880/110157/16653/11652/16001/26417/18747/59035/74769/432530/26420/20185/72508/14784/104111/20663/13557/26419/19645/20683/11514/26416/15200/12015	30
Human Diseases	Infectious disease: viral	mmu05161	Hepatitis B	45/1558	164/10689	0.274390243902439	1.88251432418047	4.70441269012206	1.22068842750363e-05	0.000112171369013847	6.00794019795526e-05	20846/12912/12043/23797/54401/11909/18538/18706/18033/26409/16451/26414/109880/110157/16653/21803/11652/26417/12367/18021/16150/74769/20847/68652/56480/26420/26399/26398/20851/20848/14784/22031/22630/20663/13557/26419/19645/17869/15975/12914/26416/17128/12015/16452/12675	45
Human Diseases	Neurodegenerative disease	mmu05010	Alzheimer disease	87/1558	389/10689	0.223650385604113	1.53440242087443	4.43503838528468	1.82953945345237e-05	0.000163695635308896	8.76759904286038e-05	12421/14369/70247/227059/227197/16367/67273/226646/23797/16574/59029/228361/18798/12995/19177/51897/26444/18706/30791/19055/19185/18033/26445/230075/19059/26414/22241/12861/11938/13666/20422/68202/109880/20617/110157/66108/16974/16653/11652/68197/67003/26417/26440/12367/16337/384783/16150/11487/74769/26408/66414/215999/106947/16971/19058/26420/22333/69077/19184/66997/14813/19167/13665/328133/76559/17993/26419/100504663/19173/14365/213053/68118/14811/68194/11820/66416/22153/12314/225326/11789/93687/67951/16573/106957/12015/12868/12675	87
Environmental Information Processing	Signal transduction	mmu04024	cAMP signaling pathway	56/1558	224/10689	0.25	1.71517971758665	4.46830037350461	2.32109107708108e-05	0.000202351529796812	0.000108380231129562	12912/381290/11539/11931/23797/56508/12064/208188/18706/108058/11928/109905/14679/18033/18749/19046/109305/14677/26414/11938/54611/109880/11941/110157/11652/26417/66922/18747/11933/74769/14678/18821/67972/17931/215449/432530/26420/12921/12323/14813/11430/104111/19878/22355/238871/19206/26419/11514/12914/14811/21844/23984/17356/12314/19877/12015	56
Organismal Systems	Aging	mmu04213	Longevity regulating pathway - multiple species	22/1558	61/10689	0.360655737704918	2.4743576253709	4.76996028156482	2.47467335390309e-05	0.000210347235081763	0.000112662760585588	16367/23797/18706/56458/18749/108079/108099/16653/11652/16001/18747/16337/384783/74769/15182/56484/432530/74370/72508/104111/11514/19082	22
Human Diseases	Cancer: specific types	mmu05211	Renal cell carcinoma	24/1558	70/10689	0.342857142857143	2.35224646983312	4.68852076503339	2.84101310373662e-05	0.000235596208602549	0.000126186204607557	14194/23797/18706/11863/94315/109905/19247/109880/110157/16653/21803/11652/26417/112405/74769/215449/12928/14784/15251/20663/12914/224105/71745/12015	24
Cellular Processes	Transport and catabolism	mmu04142	Lysosome	61/1558	252/10689	0.242063492063492	1.66072956782199	4.38438767809852	2.92677401206009e-05	0.000235686464431732	0.000126234545964984	108664/18711/252903/228545/228983/67489/20661/56692/52187/56433/12492/252972/77573/17342/67166/67774/19349/11973/11772/11771/11778/13423/11765/64933/52120/75620/65114/320528/15586/69091/235380/53599/211329/103199/30930/11776/14533/71770/11975/74008/74370/67300/353047/217265/260302/17775/11782/211978/218035/11881/11774/268706/94245/74325/211286/11964/16004/54397/240283/64291/76303	61
Human Diseases	Infectious disease: viral	mmu05166	Human T-cell leukemia virus 1 infection	60/1558	247/10689	0.242914979757085	1.6665713855093	4.37800321767774	3.03729616360284e-05	0.000235686464431732	0.000126234545964984	12912/13714/23797/99152/11909/17222/12048/18706/74343/19055/18033/18749/19059/66440/16451/26414/59008/16653/21803/11652/26417/70461/18747/18021/234729/16150/382056/16168/245000/74769/237336/432530/19058/26420/22333/26406/66156/12330/26398/20851/53859/217232/104111/13557/26419/19645/17869/11514/13383/23872/12914/21374/14991/18519/13653/17126/17128/19211/81601/12675	60
Genetic Information Processing	Chromosome	mmu03083	Polycomb repressive complex	28/1558	88/10689	0.318181818181818	2.18295600420119	4.60266418585446	3.06804526785277e-05	0.000235686464431732	0.000126234545964984	19821/29808/228790/66105/241915/77593/29871/54383/269536/17765/30841/12417/15182/216080/14055/75302/22632/17187/16468/54650/67057/74112/12914/252870/56550/212391/225876/71041	28
Organismal Systems	Environmental adaptation	mmu04710	Circadian rhythm	15/1558	34/10689	0.441176470588235	3.02678773691762	4.88926725655444	3.18514359169398e-05	0.000235686464431732	0.000126234545964984	12912/12953/108079/108099/26965/20893/79362/19883/12952/103583/217166/353187/50789/19082/12234	15
Human Diseases	Neurodegenerative disease	mmu05012	Parkinson disease	65/1558	274/10689	0.237226277372263	1.62754279770996	4.34672106350347	3.18869922466462e-05	0.000235686464431732	0.000126234545964984	70247/227059/227197/67273/226646/16574/59029/19177/12048/26444/67414/30791/108058/19185/14679/18749/56228/26445/140499/230075/14677/26414/12861/13666/20422/68202/20617/66108/68197/67003/26440/12367/18747/14678/26408/66414/215999/106947/26420/22333/67128/69077/19184/66997/12323/19167/13665/328133/17993/26419/19173/213053/66725/56551/68194/50873/66416/13163/22153/12314/67951/16573/106957/12868/17161	65
Human Diseases	Substance dependence	mmu05032	Morphine addiction	29/1558	93/10689	0.311827956989247	2.13936394881776	4.55832987630706	3.40273660040795e-05	0.000246155413646533	0.00013184175405836	11539/16524/18583/14679/18749/14409/14688/14400/14677/320129/54611/18575/18747/12286/14681/14678/18390/432530/14401/14406/14394/104111/238871/14702/11514/16522/23984/14773/110355	29
Human Diseases	Neurodegenerative disease	mmu05022	Pathways of neurodegeneration - multiple diseases	102/1558	481/10689	0.212058212058212	1.45487177707974	4.21661526660561	3.76604749478118e-05	0.000266761697547	0.000142878556271304	12421/14369/70247/74018/227197/67273/12043/226646/16574/59029/228361/12064/19122/18798/12995/19177/51897/12048/26444/67414/108058/19055/19185/18033/56228/26445/140499/73205/230075/19059/230908/26414/22241/12861/11938/13666/20422/68202/109880/20617/110157/66108/16974/16653/68197/67003/26417/269881/26440/12367/26408/66414/14816/103199/215999/56480/19058/19324/26420/22333/13385/67128/69077/19184/66997/26399/12323/14813/56444/19167/13665/110616/76559/13411/17993/26419/100504663/19173/14365/66725/68118/67819/54152/73916/14811/68194/68942/11820/50873/26416/66416/13163/22153/12314/225326/11789/67665/93687/67951/16573/12015/12868	102
Organismal Systems	Nervous system	mmu04720	Long-term potentiation	23/1558	67/10689	0.343283582089552	2.35517214952197	4.59622730490349	4.05540816232101e-05	0.000281395668405948	0.000150716565431049	18798/108058/19055/109905/18749/19059/19046/109880/110157/16653/26417/18747/14816/215449/432530/19058/12323/14813/11514/12914/14811/12314/110651	23
Organismal Systems	Nervous system	mmu04728	Dopaminergic synapse	38/1558	137/10689	0.277372262773723	1.90297311732241	4.39380209049393	4.37933569835798e-05	0.000297794827488342	0.000159500015961248	12912/16524/23797/226849/16574/18798/11909/108058/19055/14679/18749/14688/19046/14677/26414/11652/52432/18747/12286/14681/73699/235542/14678/26420/19052/12323/13195/26931/26932/14702/26419/71978/14811/16522/26416/12314/16573/17161	38
Human Diseases	Neurodegenerative disease	mmu05014	Amyotrophic lateral sclerosis	83/1558	376/10689	0.220744680851064	1.51446719744353	4.19499918402633	4.65389497852302e-05	0.000310259665234868	0.000166176229367282	12421/70247/74018/227197/13869/67273/12043/226646/269254/227699/16574/59029/228361/19177/51897/12048/26444/19055/19185/26445/73205/230075/19059/230908/22241/12861/13666/20422/68202/54563/110379/66108/68197/67003/269966/26440/12367/83961/26408/19386/66414/103199/215999/56480/19058/19324/22333/69077/19184/66997/26399/14813/56444/19167/13665/76559/13411/218210/56085/17993/18183/100504663/19173/68118/67819/54152/14811/68194/68942/50873/26416/66416/13163/22153/225326/17184/67665/67951/72124/16573/100042150/12015/12868	83
Organismal Systems	Endocrine system	mmu04920	Adipocytokine signaling pathway	24/1558	72/10689	0.333333333333333	2.28690629011553	4.52569248637725	4.80080623312003e-05	0.000313898869088618	0.000168125400471613	74205/72674/16367/23797/18033/108079/108099/26414/19247/207565/11652/18036/14081/384783/16150/11604/20869/26420/20848/74551/26419/19082/16452/12675	24
Human Diseases	Cancer: overview	mmu05205	Proteoglycans in cancer	51/1558	204/10689	0.25	1.71517971758665	4.26009058204244	5.29675370810789e-05	0.000339791747312582	0.000181993722244819	14369/13869/329251/23797/18706/108058/18749/19046/19303/15442/19247/109880/110157/16653/21803/11652/16001/26417/232807/66922/14182/12367/18747/19684/12402/74769/11735/17022/17931/327826/16416/12323/72508/20848/13207/14784/19878/15251/20663/19206/14365/14000/15529/17869/75705/16419/21844/26416/17126/19877/15200	51
Genetic Information Processing	Translation	mmu03013	Nucleocytoplasmic transport	34/1558	119/10689	0.285714285714286	1.9602053915276	4.35083792080343	5.67127833980361e-05	0.000353249980245469	0.000189202001803301	226747/326622/227699/110750/97112/16649/230673/51796/67878/320938/54563/110379/233726/269966/74204/212999/19386/20610/78428/73192/192160/66011/218210/238799/76582/70572/66231/56215/57258/16648/65246/16646/56698/72124	34
Environmental Information Processing	Signal transduction	mmu04015	Rap1 signaling pathway	53/1558	215/10689	0.246511627906977	1.69124697734125	4.22930463451438	5.71433791573553e-05	0.000353249980245469	0.000189202001803301	23797/56508/18798/58220/12388/18759/18706/76089/109905/14679/12801/110351/18762/79264/50791/14176/14677/381810/109880/14924/110157/16653/11652/16001/26417/74206/14183/14182/14681/16337/12927/244668/74769/14678/215449/432530/192786/12928/16416/26399/104111/238130/56044/14180/11600/11514/14811/21844/17356/26416/12314/93737/14164	53
Organismal Systems	Nervous system	mmu04723	Retrograde endocannabinoid signaling	41/1558	154/10689	0.266233766233766	1.82655502392344	4.2676386357429	6.24817672307709e-05	0.00037290391368997	0.000199728721573885	227197/67273/226646/16524/18798/14679/18749/14409/12801/14688/230075/14400/231871/14677/242864/26414/23945/68202/66108/68197/26417/18747/12286/14681/14678/66414/14816/432530/14401/26420/14406/14394/104111/17993/14702/26419/11514/68194/16522/26416/66416	41
Environmental Information Processing	Signal transduction	mmu04072	Phospholipase D signaling pathway	40/1558	149/10689	0.268456375838926	1.84180372358298	4.27421583615103	6.25162443539068e-05	0.00037290391368997	0.000199728721573885	103967/23797/64930/56508/18798/104418/18706/19744/19247/14673/381810/110157/16653/11652/26417/66922/52123/16337/74769/14360/14816/28169/13139/432530/11841/14674/56077/14784/19157/104111/217480/20663/19012/56044/380921/11514/110197/55979/268934/18719	40
