gene	mc_diff	hmc_diff	mc_q	hmc_q	combined_effect	n_k119ub_ctrl	n_k119ub_mut	net_k119ub
Cuedc2	0.130716708723793	-0.11593313509223	2.65997045805434e-05	9.68493906889388e-05	0.246649843816023	0	0	0
Gpr68	0.168160341562967	-0.0779898916222767	1.88550262144259e-12	0.000732304435313547	0.246150233185244	10	10	0
Slc39a3	0.152798531394738	-0.0914046727427198	0.000186529156833133	0.00569784441658465	0.244203204137457	0	0	0
Xk	0.121643172744591	-0.118162831033095	3.78462554086253e-06	6.18525980465035e-08	0.239806003777687	0	1	1
Slc5a5	0.116941529235382	-0.12072178196616	0.0336648389847303	0.00503168315688368	0.237663311201542	0	0	0
Syn2	0.149960657857046	-0.0851204942495088	8.83856624927036e-84	4.25440559579786e-32	0.235081152106555	0	0	0
Gnai2	0.117535873927109	-0.11666847383165	4.12688774660339e-07	3.05271897658799e-11	0.234204347758759	1	1	0
Max	0.162624957878486	-0.0697190174665511	1.13627859420803e-18	0.00014832826750973	0.232343975345037	1	4	3
Rps6ka5	0.127804487237224	-0.101596197255059	9.46813758378864e-127	1.80240201371416e-105	0.229400684492284	0	1	1
Arhgap26	0.138229191563247	-0.0896847412278744	8.85640346406078e-254	6.35305780059072e-137	0.227913932791122	1	4	3
Plekhf1	0.164610050748213	-0.0620282041542559	3.10344448265957e-08	0.0242481156394015	0.226638254902469	0	0	0
Chac2	0.121767598913491	-0.103468981178706	6.23800779138383e-05	0.000148072320546865	0.225236580092197	0	0	0
Cd83	0.136352942789747	-0.0870374603127613	3.8903499159492e-12	1.9503941671422e-06	0.223390403102508	3	4	1
Syne4	0.139146381373381	-0.0841980278780942	0.000257635924013275	0.0163268534242315	0.223344409251475	0	0	0
Rnf122	0.161740525815992	-0.058724826214727	3.239192596302e-14	0.00445529033897926	0.220465352030719	1	4	3
Kank2	0.155751800354501	-0.0645523753306364	4.76990582192686e-11	0.00671954102474038	0.220304175685137	0	1	1
Wipf3	0.142509781164221	-0.0772653894691789	1.07102811943014e-46	1.2192134284438e-17	0.219775170633399	1	0	-1
Flrt3	0.159908992956269	-0.0591425765042662	4.11366838874465e-32	3.28177402809314e-07	0.219051569460535	11	15	4
Lrrn1	0.140984645320972	-0.0779367678145376	2.46750330107218e-36	1.54027710852983e-12	0.21892141313551	4	7	3
Rfk	0.120589868881362	-0.0962910530830102	0.00041977687877242	5.0582916027156e-05	0.216880921964372	0	0	0
Itgb5	0.120307636847554	-0.0965479303620208	6.27684962570557e-35	1.1283689913637e-28	0.216855567209575	2	1	-1
Nr4a1	0.134922502706322	-0.0817337420459572	7.83308839688763e-05	0.0108950967697298	0.216656244752279	1	1	0
Pim2	0.125454017057672	-0.0903769437933443	0.0176922830126075	0.0198386098662277	0.215830960851017	0	0	0
Usp2	0.139196841662994	-0.075925248980276	5.26620982991216e-12	6.10642949917054e-05	0.21512209064327	1	2	1
Kcnc4	0.110952352365973	-0.10375513119624	9.34189491274097e-06	4.02251801191134e-06	0.214707483562212	4	6	2
Ccer2	0.104221781305115	-0.109442640692641	0.0466685204523707	0.00586010829793762	0.213664421997755	0	0	0
Prag1	0.143292991235068	-0.0691469364234398	7.93271528531567e-37	6.85793972956599e-10	0.212439927658508	4	4	0
Trp53bp2	0.129154721510786	-0.0832712837005908	2.07676802591069e-43	8.33951399973906e-23	0.212426005211377	0	0	0
Sem1	0.143010056105177	-0.0692874404857594	1.97534788926246e-17	4.16094036293788e-05	0.212297496590937	0	0	0
Klhl33	0.131089364672811	-0.0774075881478593	0.000661697327030649	0.0298634092808459	0.208496952820671	0	1	1
Zfp608	0.128609620417748	-0.0776866311537925	3.47901605108614e-94	4.34446570298163e-43	0.206296251571541	30	37	7
Ccndbp1	0.136854689765432	-0.068803461978851	1.03278633292751e-05	0.0196852954750725	0.205658151744283	0	0	0
Atp5o	0.12218150570623	-0.0823132376186916	0.0129276167815884	0.0120359898384142	0.204494743324922	0	0	0
Pnmal1	0.12120038133481	-0.0823911423825012	3.01896921239187e-05	0.00192527601748954	0.203591523717311	0	0	0
Chka	0.138959681843707	-0.0644813449478126	1.03272755699606e-35	1.49967822864578e-09	0.20344102679152	0	0	0
Cox6a1	0.112747526951983	-0.089861600642806	0.015313896861015	0.018967031798031	0.202609127594789	0	0	0
Rnaseh2c	0.119202975023871	-0.0827925188870463	0.00734051113416705	0.0303935031899898	0.201995493910917	0	0	0
Reep6	0.113614641857162	-0.0862161236470493	0.0174233658549288	0.0498594516724737	0.199830765504211	0	0	0
Tmem181a	0.116220944127518	-0.0829248106237725	0.000332346094293607	0.00854670970426825	0.199145754751291	0	0	0
Exoc8	0.0941893806606566	-0.104592045874422	0.0196871874000343	0.00252253334594445	0.198781426535079	0	0	0
Clk1	0.10921571675269	-0.0891632943273226	6.88776632415257e-08	2.51183888993431e-06	0.198379011080013	0	0	0
Arhgap26	0.138229191563247	-0.0596566811536082	8.85640346406078e-254	4.37340066480364e-72	0.197885872716856	1	4	3
Fkbp8	0.105746850850299	-0.0916586861414448	0.0333993316497698	0.0107687974193521	0.197405536991744	0	0	0
Cpeb2	0.133237736018754	-0.0625840430457056	3.41471370068727e-43	3.11925738055431e-12	0.19582177906446	3	4	1
Sptssb	0.104865557226518	-0.0909015650606013	1.86648202677862e-15	1.27918256194085e-15	0.19576712228712	1	3	2
Sypl	0.114684720558623	-0.0808907771401098	1.45865908668103e-14	6.85793972956599e-10	0.195575497698733	0	0	0
Prdx3	0.104016702711815	-0.0912504886717812	8.20081803656439e-05	3.57789145728025e-05	0.195267191383596	0	0	0
Rnf225	0.111980081499816	-0.0831017800830797	0.0190416151414846	0.0389487598211654	0.195081861582895	0	0	0
Cyb5d1	0.105632402696306	-0.0892359187301742	0.02008707809483	0.0230062776708144	0.19486832142648	0	0	0
Cadm4	0.109935641794996	-0.0843976998358032	0.0056841944365011	0.0295320716381245	0.194333341630799	0	0	0
Zfp395	0.131293644630561	-0.0629907318693909	4.32841522205131e-12	0.000384412461091953	0.194284376499952	2	4	2
Hpcal1	0.107068588736527	-0.0866138584339458	1.58200360996599e-15	3.08871471571921e-12	0.193682447170473	9	7	-2
Rab4a	0.126586231892448	-0.0668955202582606	1.82585605202187e-17	4.62523135528777e-06	0.193481752150709	0	1	1
Wrap73	0.134630774020832	-0.0580601094973998	1.0337282795934e-08	0.0108817662727801	0.192690883518232	0	0	0
Lpcat3	0.128980822513016	-0.0633193855073989	5.05286468400042e-29	3.91161974006957e-09	0.192300208020415	0	0	0
Boc	0.159558687830958	-0.032028005881917	7.83229941344653e-38	0.0170015235154393	0.191586693712875	1	5	4
Ndufb1-ps	0.0993014401481221	-0.092267597645172	0.00582967897749027	0.00261223807385473	0.191569037793294	0	0	0
Rpl31	0.104912905483343	-0.0863148442912806	0.00281954738504653	0.00169568108191127	0.191227749774624	2	2	0
Prelid3a	0.126969064752895	-0.0642443947954741	7.31925646959159e-06	0.0252341679102257	0.191213459548369	0	0	0
Lgr4	0.112348721982846	-0.0785994103523526	2.36382830609582e-58	7.5423586031497e-36	0.190948132335198	2	3	1
Eomes	0.105283174195499	-0.0854612393898724	0.000114116430652513	0.000175264976660033	0.190744413585371	2	2	0
Rnf152	0.110440765144632	-0.0800804061490913	5.60850518550318e-25	3.08376065647001e-16	0.190521171293723	0	4	4
Scd2	0.131019812304484	-0.0594517437145174	2.54325527068249e-20	1.41906298145049e-05	0.190471556019001	1	2	1
Epha3	0.104051470235206	-0.0862241491111775	6.93186761935593e-163	1.90881967701924e-150	0.190275619346384	7	10	3
Acot13	0.125673372813221	-0.0640570243283834	2.38469996916295e-14	4.51507566504374e-07	0.189730397141605	0	0	0
Ebag9	0.121511528394647	-0.0679523801366616	2.98792995467597e-12	6.88729109653209e-06	0.189463908531308	2	4	2
Ulk1	0.102733029655208	-0.0864398766732266	0.0210362003246247	0.0233869151210423	0.189172906328434	0	0	0
Arhgap26	0.0993239691328179	-0.0896847412278744	1.03821506052119e-151	6.35305780059072e-137	0.189008710360692	1	4	3
Dclk2	0.10706643135295	-0.0814758939130806	2.37321247888488e-53	6.95266520329568e-37	0.18854232526603	4	5	1
Ubash3b	0.103667550847379	-0.0842752363309894	9.03169764524219e-35	7.62984166561456e-28	0.187942787178369	0	1	1
Unc5c	0.109485763908707	-0.077752288784648	2.81386922254427e-136	1.1252928584428e-80	0.187238052693355	2	5	3
Acot2	0.103519452113909	-0.0836838541035706	0.000822468634063756	0.00377407352450766	0.18720330621748	0	0	0
Dcaf4	0.10636149834994	-0.0803281713239748	0.000103937387749066	0.000647092191950244	0.186689669673914	0	0	0
Sesn1	0.11894650221423	-0.0676263576882618	3.36206730257358e-42	1.49177539893451e-16	0.186572859902492	0	0	0
Patj	0.115709058602197	-0.070684216783815	9.4894812197785e-202	3.92570586802877e-116	0.186393275386012	0	3	3
Caln1	0.105913062069809	-0.0804521397370424	1.0799169251807e-72	1.96729381972639e-49	0.186365201806852	0	0	0
Vps18	0.0873788098869959	-0.0986602291471552	0.0385381759557095	0.00709234388525068	0.186039039034151	2	3	1
Cpeb4	0.120485915533601	-0.064942721429521	1.23970350053699e-25	1.23818172111919e-08	0.185428636963122	0	0	0
Dbndd1	0.108192368303592	-0.0771572887346396	0.0241284947693108	0.0457176661600567	0.185349657038231	1	0	-1
Atoh8	0.103312257128856	-0.0819892330522453	0.00548509274628247	0.0189483043729914	0.185301490181101	10	10	0
Slc9a5	0.110805275583587	-0.0743544416211946	8.32603505105678e-07	0.000113264727372729	0.185159717204781	1	0	-1
Nampt	0.103777071170305	-0.0812485435120962	1.86322961449526e-25	1.76103983965524e-22	0.185025614682401	6	7	1
E2f3	0.09666982371787	-0.0880945360760223	6.12708230931016e-59	4.40894630454472e-61	0.184764359793892	3	6	3
Mgll	0.125161291537043	-0.0593189431020802	5.70516347583939e-38	4.04157497320147e-10	0.184480234639123	3	4	1
Smim18	0.0861356876602419	-0.0983317975339112	0.0421469602977894	0.000900519694484841	0.184467485194153	4	2	-2
Pkib	0.117711187467188	-0.0664887284220293	7.47704942657507e-38	1.93221082002333e-14	0.184199915889217	1	2	1
Snu13	0.0784604534776643	-0.105556733003133	0.0199495449983784	3.15804346577454e-05	0.184017186480798	0	0	0
Stap2	0.104027606329884	-0.0799810835227747	0.000121580049943031	0.000165146772331601	0.184008689852659	0	0	0
Lgi1	0.109245772015736	-0.0741745084535664	4.82485018769468e-21	4.21986324707511e-15	0.183420280469302	0	1	1
Ndst3	0.124769037132139	-0.0584440137052784	4.26966941262801e-91	2.45087916422478e-23	0.183213050837418	0	5	5
Map1s	0.107834491199402	-0.0751269353959065	0.0066643644169599	0.0313043050198223	0.182961426595309	0	0	0
Ntn4	0.108683025928842	-0.0740160489321889	3.6674690667907e-34	1.89521115383107e-20	0.182699074861031	1	1	0
Adamts10	0.098902323680133	-0.0836569132646365	6.55178273708574e-07	1.44628966052945e-06	0.182559236944769	0	0	0
Rpl24	0.096039194547029	-0.086488975957774	0.0295986961658086	0.0202981133162662	0.182528170504803	0	0	0
Crtam	0.143492457039913	-0.0383669641980037	4.15610506921584e-23	0.00251719984399438	0.181859421237916	0	0	0
Runx1t1	0.120807554673665	-0.0604442655296833	6.67093035533868e-79	4.94472589549716e-24	0.181251820203349	20	26	6
Ppt2	0.0884014593439003	-0.0928194319451689	8.03981102537424e-09	3.37935263917616e-13	0.181220891289069	0	0	0
Foxj2	0.105810910829953	-0.0749841313920736	5.39006104879529e-07	2.03480367255098e-05	0.180795042222026	2	2	0
Terf2ip	0.0965919104242381	-0.0841862188924043	0.00652245335439526	0.00463160864706068	0.180778129316642	2	2	0
Sdcbp	0.115156991366294	-0.0654612943613659	1.18018460311758e-21	7.58814925464903e-09	0.18061828572766	1	1	0
Exph5	0.12848172929311	-0.0519834241044095	2.38482425380397e-29	3.82392908627763e-06	0.18046515339752	0	1	1
Jph1	0.116427152747354	-0.0639819480239521	1.03023726838098e-48	6.83056519675312e-18	0.180409100771306	4	5	1
Fdxr	0.099708116821869	-0.0806931306761527	0.0144267799167828	0.00637257819021967	0.180401247498022	0	0	0
Fbxo33	0.096491794244143	-0.0837730436039045	2.79639559654932e-10	9.14856038114918e-10	0.180264837848047	0	0	0
Prnp	0.124948679895894	-0.0543259605403159	4.69353822477162e-08	0.0209129096755398	0.17927464043621	0	0	0
Lyn	0.0957847941003911	-0.0834632741975025	2.27485346345046e-30	7.20993668723643e-37	0.179248068297894	1	1	0
Ehd3	0.0913219781557931	-0.087794728527375	0.000417220193578747	0.00029436516893112	0.179116706683168	5	5	0
Gls	0.10178060409397	-0.0769836944023053	1.33978288077411e-29	2.47593471582341e-20	0.178764298496275	0	2	2
Tmem64	0.12923182275004	-0.049265785778857	2.57650886517685e-13	0.00507084357588271	0.178497608528897	4	10	6
Maf	0.110827562526468	-0.0675583095584378	4.68616909759622e-18	7.13686866675154e-10	0.178385872084906	9	12	3
Gm50478	0.0968785312896858	-0.0811289561751204	0.00231268431811056	0.000543862493137099	0.178007487464806	0	0	0
Kctd2	0.0818610669194452	-0.0961114980916843	0.000391440261959118	4.27257802757425e-08	0.17797256501113	0	0	0
Ppp6r1	0.104201988237542	-0.0735659660287247	0.000125351164580708	0.00194287898867371	0.177767954266267	0	0	0
Ptchd4	0.0949286754883609	-0.082320648165601	3.59120291464918e-69	5.74656605489231e-68	0.177249323653962	0	3	3
Pln	0.10671489200428	-0.070515565510057	0.00105802050237192	0.0200607797267163	0.177230457514337	0	0	0
Tmem62	0.0974525673743346	-0.079751400616564	4.52983499820382e-07	1.5722084838729e-06	0.177203967990899	0	0	0
Rnf182	0.136028462909941	-0.0406292166032771	3.71852039037624e-34	0.000634364626438714	0.176657679513218	2	3	1
Daxx	0.0992528698253715	-0.0773023641507593	0.0458694396377248	0.0229493204881759	0.176555233976131	0	0	0
Tiparp	0.103224498199518	-0.0733019154643347	7.96974654248083e-15	1.42852337780406e-10	0.176526413663853	0	1	1
Orai1	0.0900457503868758	-0.0862949552722489	2.85218499922288e-06	1.4396262221158e-07	0.176340705659125	0	0	0
Dnttip2	0.0973978335296823	-0.0789078449222972	3.31401436792025e-06	3.94314975810605e-06	0.17630567845198	0	0	0
Speg	0.0927003825015508	-0.0820571291173905	1.60716846863913e-08	6.45697231455497e-09	0.174757511618941	1	1	0
Igfbp5	0.106356180072684	-0.0675518411798942	0.00879475088550676	0.0312129365150557	0.173908021252578	1	1	0
Slc7a8	0.106821952614807	-0.0667976949647174	1.07132975996285e-29	9.64037027666517e-15	0.173619647579524	0	0	0
Ldlr	0.100539794570548	-0.0727937640800644	1.16511337974507e-07	5.93838944965009e-05	0.173333558650612	0	0	0
Foxn2	0.127303876616343	-0.0458290228423379	3.55088158711458e-24	0.000776031015031823	0.173132899458681	0	2	2
Prps1l3	0.0959910991878887	-0.076989734440954	8.4285696901244e-05	0.000484529937048149	0.172980833628843	0	0	0
Sptb	0.115066027093783	-0.0578841633537936	4.41230285921225e-36	2.7210995449629e-10	0.172950190447577	4	4	0
AL731706.1	0.119611965399796	-0.0531552453091136	1.86169986699454e-07	0.0152901211426514	0.172767210708909	0	0	0
Tmtc2	0.0919655586838457	-0.0807475475717277	5.31177495719595e-163	5.67260169152918e-162	0.172713106255573	2	6	4
Mterf2	0.0948572799562628	-0.0778163195011802	1.71177053048156e-05	3.59260592447456e-05	0.172673599457443	0	1	1
Fam160b2	0.0802783126977893	-0.0923504651649778	0.0381982091438974	0.00402688549794032	0.172628777862767	0	0	0
Spop	0.0999937032139991	-0.0725230116500721	6.13554500817695e-24	8.05463904069867e-16	0.172516714864071	0	0	0
Rplp2	0.129111850211061	-0.0431626119586878	4.52632306154633e-06	0.0367645014570029	0.172274462169749	0	0	0
Pld5	0.102894705131192	-0.0686046913915036	2.77785836258324e-99	1.55746696856265e-55	0.171499396522696	1	3	2
Snx30	0.111156867020028	-0.0600999347908592	8.05440191945397e-19	1.90504197311165e-06	0.171256801810887	0	1	1
Pcdh1	0.097873220964627	-0.0730704475994065	5.39677657192967e-12	1.31184744824529e-08	0.170943668564034	6	5	-1
Cdk17	0.103747403170037	-0.0668644219420851	8.86849874894689e-46	5.50220151147234e-23	0.170611825112122	0	0	0
Rgcc	0.0882247035090516	-0.0822412191006163	0.0237085688255266	0.00450353484290564	0.170465922609668	2	3	1
Brinp1	0.110346408430355	-0.0601049030318581	1.02520316041237e-62	3.82818423308902e-20	0.170451311462213	2	3	1
Slc22a4	0.0902960942585371	-0.0800666584718911	1.20559317712079e-06	3.73529098594124e-07	0.170362752730428	1	1	0
Fam78b	0.100815654905691	-0.0689708258753864	2.74303040482551e-27	8.31672752448445e-15	0.169786480781077	10	11	1
Kctd8	0.100533013145587	-0.0690672344669567	8.67778278074767e-62	9.74355236511371e-35	0.169600247612544	1	3	2
Pip4p1	0.0903473095941715	-0.0790922311842814	0.0184449707103144	0.00931850184104129	0.169439540778453	0	1	1
Fkbp4	0.10478059780104	-0.0643671449690608	0.00223683863594855	0.0396084878559116	0.169147742770101	1	1	0
Pcmtd2	0.0966713865900532	-0.071687597059928	7.53838628199135e-08	3.41143323558079e-06	0.168358983649981	0	0	0
Sms	0.0955592581027096	-0.0724807539355728	0.000636691443834998	0.00048354971264558	0.168040012038282	0	0	0
Zadh2	0.0879678387505205	-0.079934885951814	0.000118654391008262	4.07192745488671e-05	0.167902724702334	0	0	0
Bhlhe41	0.117002880631814	-0.0504989565524318	9.5779309395505e-07	0.0425501782290359	0.167501837184246	3	3	0
Itgb1bp1	0.0955372677225945	-0.0718681892889902	1.81517751012553e-05	0.00015761081117746	0.167405457011585	0	0	0
Dcstamp	0.112150998935516	-0.054878696233747	1.19431771435136e-06	0.0205107243915054	0.167029695169263	2	4	2
Mul1	0.110751816593083	-0.056053777287221	4.54072621323077e-05	0.0145609539059541	0.166805593880304	0	0	0
H6pd	0.111660976386445	-0.0550759002365655	4.24162862022737e-09	0.00359668641559795	0.166736876623011	2	3	1
Ypel2	0.107705303517097	-0.0586840618510422	8.70434175623714e-20	4.34279939548756e-07	0.16638936536814	0	1	1
Gnai1	0.102174747850108	-0.0639970809688079	4.15171696872737e-32	6.8129904952446e-15	0.166171828818915	1	3	2
Synj2bp	0.0871733345863291	-0.0786961437829891	0.000129396994416921	6.64749120696427e-05	0.165869478369318	0	0	0
Ssu72	0.0988325279502769	-0.0669011320544705	2.87813177647194e-17	2.09863650453631e-11	0.165733660004747	0	0	0
Hbp1	0.0962832005344143	-0.06927361910951	1.0494767682502e-10	1.28151566731151e-07	0.165556819643924	11	12	1
Shld1	0.116874234798866	-0.0484044360481004	3.99355335465583e-20	6.1890690242443e-05	0.165278670846966	0	0	0
Prcc	0.0913122441457279	-0.0738359264966435	0.00216047144017023	0.00401539879013074	0.165148170642371	0	0	0
Syt12	0.119321234534603	-0.0457831029600937	4.02597270478955e-09	0.0331327425803222	0.165104337494696	0	0	0
Rab43	0.104712928811436	-0.0603421830433009	0.00109000760932152	0.039038781284689	0.165055111854737	1	1	0
Mib2	0.0899407368331363	-0.0747835040945768	0.0138146256566052	0.0158750105467971	0.164724240927713	0	0	0
Fam207a	0.107727366084518	-0.0563122587678659	0.000231891992056957	0.0449028858404594	0.164039624852384	0	0	0
Lrrc3b	0.104146825375666	-0.0595090176479642	3.40425951125637e-24	9.12495133967687e-09	0.16365584302363	2	2	0
Galnt15	0.0870416636655924	-0.0762956271521718	4.02384756102068e-07	8.58624716784102e-08	0.163337290817764	3	3	0
Crbn	0.0870410049195989	-0.0762634673477034	6.81126125328135e-11	2.46282468614726e-11	0.163304472267302	0	4	4
Med25	0.0814618500100299	-0.0818121834096046	0.000375798492895262	3.1271502234824e-06	0.163274033419634	0	0	0
Add3	0.0967472411284265	-0.0664800142141743	1.78653857255775e-39	3.91922774968143e-23	0.163227255342601	1	1	0
Get1	0.104074275589495	-0.0591042071790384	4.85248840897707e-06	0.00521445897733426	0.163178482768533	0	1	1
Bmp5	0.0923197088772908	-0.0705834269627389	1.03844604942792e-60	6.27494303243719e-61	0.16290313584003	0	0	0
Cdh8	0.090659238397037	-0.0722114046309268	1.71330110075028e-116	1.47671908503589e-96	0.162870643027964	1	2	1
Rnf138	0.0853833397999251	-0.0773654928907319	6.71113577047812e-05	1.53433522405891e-05	0.162748832690657	0	0	0
Lysmd2	0.0907237073701417	-0.071484651548889	0.000916177121277393	0.0045907789919121	0.162208358919031	0	0	0
Akirin2	0.103065134991236	-0.0591072931435645	8.06976453799282e-06	0.00969414414024599	0.162172428134801	1	1	0
St3gal2	0.104269675615639	-0.0578619306201139	1.39646150263861e-11	0.000218802519584701	0.162131606235753	3	2	-1
Cluh	0.0873672667976648	-0.0746900402379612	0.0194795570456762	0.0118021230363179	0.162057307035626	0	0	0
Plcxd2	0.0932241486739389	-0.0685023975143124	2.76461692826992e-20	1.87465997214951e-15	0.161726546188251	0	1	1
2310022B05Rik	0.0932426094838508	-0.0682094176551886	4.24503757768349e-05	0.000621732179775331	0.161452027139039	2	1	-1
Podxl2	0.114338017537624	-0.0467775608736682	1.83918637552418e-07	0.0287171385176016	0.161115578411292	1	0	-1
Hdac11	0.0882996479419925	-0.0725181362048044	0.00302919515175435	0.0127208369685782	0.160817784146797	4	3	-1
Dlg1	0.0918570720201706	-0.0689000797137899	6.46764048408777e-63	3.38337023513527e-44	0.16075715173396	0	3	3
Lancl3	0.109575072883513	-0.0510702478995461	1.80448086471475e-09	1.05129832293101e-05	0.160645320783059	0	0	0
Ppm1l	0.093055537073915	-0.0671537146315581	1.06771078524924e-94	1.515933329102e-58	0.160209251705473	1	2	1
Reep3	0.112649223349509	-0.0475220572732805	7.53669011730829e-36	1.75411501442091e-07	0.16017128062279	0	1	1
Napb	0.0866850892757778	-0.0733770429389227	2.32480180092427e-14	4.13259121440491e-14	0.1600621322147	1	1	0
Gbp6	0.0702310559212285	-0.0898295443025375	0.0108898689483784	2.78070023601811e-05	0.160060600223766	0	0	0
Rnf185	0.077183707722851	-0.0821163163550272	2.43941892874934e-07	3.49923537727527e-10	0.159300024077878	0	0	0
Coq10a	0.0623978424287499	-0.0968735377202637	0.025483131566464	1.61823553273879e-05	0.159271380149014	0	0	0
Arhgap26	0.0993239691328179	-0.0596566811536082	1.03821506052119e-151	4.37340066480364e-72	0.158980650286426	1	4	3
Yod1	0.0814818516687792	-0.0774791088267625	0.00753839661303324	0.00774756422971503	0.158960960495542	0	1	1
Dact1	0.0906866290049782	-0.0682287695200475	0.00114598197436426	0.000798766241864184	0.158915398525026	2	3	1
Asic1	0.0894612411535374	-0.0693563438678241	0.0019962216150778	0.0104723063841804	0.158817585021361	0	0	0
2310061I04Rik	0.0896069888189682	-0.0691246671564439	0.0215765275873198	0.0303031083915724	0.158731655975412	0	0	0
Efr3b	0.100121273472927	-0.0585707476096969	3.98970917592828e-17	6.12097506885919e-08	0.158692021082624	2	2	0
Rnmt	0.119124589168958	-0.0395175114637269	4.7027924091766e-17	0.00350280630725854	0.158642100632685	0	0	0
Nr3c1	0.12129135724471	-0.0372349892260535	2.93844459461317e-57	2.65951067174029e-07	0.158526346470763	7	15	8
Psmb5	0.08817446874007	-0.070017151353841	0.00716560050276848	0.0217360918978527	0.158191620093911	0	0	0
Ccdc167	0.10415688600256	-0.0539297645373525	1.85804824306826e-05	0.024239666878216	0.158086650539913	5	6	1
Plcl2	0.0902698568596564	-0.0676226052517046	1.99103086268668e-52	8.14839365567732e-34	0.157892462111361	4	7	3
Rgmb	0.107066585956466	-0.0507744489246103	1.17006280447201e-13	1.32245531162194e-05	0.157841034881076	2	2	0
Dnajb9	0.0849466714060432	-0.0726266528495879	0.0263639173239122	0.0313059344363584	0.157573324255631	0	0	0
Lemd3	0.0877361968654475	-0.0694397784029758	2.26803697443172e-17	4.99832776125903e-13	0.157175975268423	0	1	1
Grk3	0.0779238580652029	-0.0790244564237415	2.67731831524514e-11	6.27581559670476e-15	0.156948314488944	0	0	0
Manea	0.0927339454948329	-0.0642141040152032	9.72609105359888e-09	6.39351646588462e-06	0.156948049510036	2	3	1
Saraf	0.101627289225834	-0.0550668813252197	2.28851993450927e-08	0.000690053585815052	0.156694170551054	0	0	0
Rims2	0.0917915773752762	-0.0647872873583024	2.00083591720528e-114	5.60722359151866e-70	0.156578864733579	0	0	0
Afap1l2	0.113308192034925	-0.0432466468252817	8.28572812596819e-16	0.00278484068779252	0.156554838860207	3	4	1
Map3k10	0.0834331202949526	-0.0731023072832392	0.0170310683072368	0.0183068784616745	0.156535427578192	0	0	0
Rcan3	0.108931635408841	-0.0474606070044889	9.10454536069567e-14	0.000401123918417296	0.15639224241333	0	0	0
Ssx2ip	0.0975739297832066	-0.0583209971996893	2.32973934173895e-23	9.72567189887828e-12	0.155894926982896	0	2	2
