category	subcategory	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Cellular Processes	Transport and catabolism	mmu04142	Lysosome	117/2776	252/11035	0.464285714285714	1.84560261424454	7.87243842390945	1.17270447190962e-13	3.67802766189834e-12	1.82919453513175e-12	108664/18711/252903/11305/228545/18457/108011/80743/19025/228983/269338/67489/20661/110173/56692/83409/52187/12757/66290/19063/71665/72392/56433/21871/12492/252972/77573/100561/11769/76252/17342/67166/67774/71720/19349/58911/11973/232910/67605/66508/20597/11772/11771/12751/13033/94178/16783/26889/11966/13423/11765/64933/52120/75620/11972/15211/320528/15587/15586/109685/69091/71732/235380/53599/432486/75612/211329/103199/30930/11776/14533/14667/71770/11975/27419/74008/74370/67300/353047/217265/260302/17775/11782/73834/211978/14420/19141/218035/11881/11774/268706/17828/94245/74325/211286/55946/106039/18174/67474/11773/11964/26373/11974/16004/11984/71718/54397/63959/11777/240283/104082/64291/56464/65221/76303/271564/16889	117
Human Diseases	Neurodegenerative disease	mmu05016	Huntington disease	136/2776	308/11035	0.441558441558442	1.75525843033048	7.79371081384747	1.47934342704443e-13	4.25311235275273e-12	2.11520156673896e-12	12421/66495/12912/70247/227197/67273/66052/226646/16574/59029/228361/20511/12064/18798/22030/19177/51897/228980/26444/66046/66377/19185/11950/12757/26445/67680/12371/53598/19181/15194/231329/20022/74781/26414/22241/12861/18181/68198/13191/16438/20422/17992/68202/66108/232910/68197/67003/11772/57296/110323/11771/26440/70316/66491/66916/12857/22152/22335/11739/12858/66925/12866/26408/15182/66414/237336/21780/66594/26420/22333/13385/69077/71770/26446/22123/19184/66997/66152/29869/20020/67300/56208/78943/52639/26443/56444/19167/105000/19179/217864/16593/76559/13411/19166/66694/74325/407785/66945/17993/22334/67089/66413/26419/100504663/19173/66218/328572/68118/20683/12864/54152/67130/11773/21762/73916/20655/12914/68194/20656/21374/78330/66416/19170/74764/22153/72900/20463/225326/67665/16573/14682/17995/12868/67710/67264/54130	136
Genetic Information Processing	Translation	mmu03013	Nucleocytoplasmic transport	67/2776	118/11035	0.567796610169492	2.25707334049724	7.9590723449432	2.09918428466998e-13	5.46778124025123e-12	2.71929318737132e-12	22218/226432/226747/326622/74412/227699/59015/56488/110750/13628/97112/16649/433702/230673/16650/51796/67878/100042165/269113/107939/70699/320938/54563/110379/233726/269966/74204/67031/212999/234733/234865/19386/20610/69736/78428/73192/107829/103573/192160/66011/19069/16211/170930/192170/21681/218210/73666/238799/76582/20220/70572/66231/56215/57258/16648/65246/170762/75826/68092/16646/53817/72322/22196/225160/56698/72124/53319	67
Human Diseases	Infectious disease: bacterial	mmu05132	Salmonella infection	116/2776	251/11035	0.462151394422311	1.83711838524863	7.7776122728536	2.21880977865267e-13	5.46778124025123e-12	2.71929318737132e-12	76709/67771/170760/12043/74117/23797/74192/16574/13427/22034/228545/80743/67068/110750/22030/50884/269338/140579/18706/16649/18033/26409/21898/192656/53598/69582/19159/56443/245880/26414/77573/19353/13426/20336/13191/67166/101314/73178/19349/110157/11652/20430/18479/26417/17907/56212/18704/75465/22152/16150/320795/234663/234686/13430/71999/17920/235661/110350/11797/71732/26395/17281/26396/68652/22027/19344/26420/26397/11841/26399/66713/76884/11840/26398/18643/19345/353047/53413/19157/19878/56444/13424/16593/218035/140580/19766/56044/66482/170625/26419/105504/16648/66513/56551/26413/16646/66616/21648/100040563/26416/271457/100310872/100040531/74764/22153/67268/225326/67665/16573/19697/12675/54130/66724/67117/319642/56382	116
Organismal Systems	Environmental adaptation	mmu04714	Thermogenesis	109/2776	238/11035	0.457983193277311	1.8205491850919	7.41914798899396	2.44151205148677e-12	5.61547771841958e-11	2.79274711854277e-11	66495/12912/74205/76178/227197/67273/66052/226646/64930/69487/14683/11909/69702/66046/66377/11950/18749/12801/69893/67680/76947/108079/93760/20111/83766/19744/108099/231430/12861/68033/68198/23945/17992/68202/104263/66108/16653/29861/67605/68197/68185/67003/66853/16890/110323/70316/14182/14081/66916/18747/12857/20586/12858/66925/12866/26408/66414/68094/20587/66594/327826/432530/216739/26397/69802/74370/208501/66152/70383/72508/57376/83796/14784/104111/20663/70127/214663/66694/407785/66945/75597/17993/105787/66218/66379/12864/11514/67130/12895/19082/11515/68194/239985/26416/78330/66416/73694/72900/20662/20463/277250/329003/67155/17995/12868/226139/67264/110651/50790	109
Metabolism	Carbohydrate metabolism	mmu00562	Inositol phosphate metabolism	46/2776	77/11035	0.597402597402597	2.37476140574123	7.01809970196163	1.17100257336523e-10	2.52497429881877e-09	1.25574618064824e-09	269180/18711/18802/320404/16329/227399/18798/18718/64436/327655/18706/107650/55980/18720/16330/269615/97287/21991/101490/212111/233011/18704/54384/77116/27399/83493/69718/18717/103199/19062/170835/74302/108083/217837/75678/219135/224020/104015/20975/225326/17330/19211/84095/18719/17772/53332	46
Organismal Systems	Nervous system	mmu04722	Neurotrophin signaling pathway	63/2776	121/11035	0.520661157024793	2.06970312239503	6.8592473091504	1.68112429444181e-10	3.41169342107309e-09	1.69673845197533e-09	16367/12043/17164/23797/19165/107746/22034/12064/18706/20661/108058/109905/18033/192656/20111/22062/26414/19247/19353/109880/110157/18205/16653/11652/26417/18213/20399/16150/23938/26395/26408/26396/56484/72843/327826/215449/26420/12928/22627/26406/12323/14784/192662/19164/12313/20663/73086/18212/18708/26401/12325/26419/26413/12929/56637/26416/18037/18607/20662/12314/19697/12015/110651	63
Environmental Information Processing	Signal transduction	mmu04152	AMPK signaling pathway	65/2776	127/11035	0.511811023622047	2.03452256688375	6.79800926604103	2.24803585420313e-10	4.30873538722267e-09	2.14286458617024e-09	12912/12283/72674/16367/18640/23797/226849/64930/14378/68365/18706/56458/74343/12428/59021/26409/108079/19744/108099/22241/207565/16846/68465/11652/67605/16001/13631/52432/16890/12443/19053/56690/16337/15568/384783/73699/235542/20869/56484/93759/19052/68401/74370/72508/72149/26931/19325/26932/56421/15357/18708/74551/69008/71978/105787/18642/12895/19082/51792/18607/19326/21770/12683/20250/20249	65
Environmental Information Processing	Signal transduction	mmu04070	Phosphatidylinositol signaling system	53/2776	96/11035	0.552083333333333	2.19461080091258	6.81531180750284	2.84174935854774e-10	5.16001857209985e-09	2.56623349276056e-09	269180/18711/18802/227333/320404/16329/227399/110911/18798/18718/64436/104418/327655/18706/107650/55980/18720/72519/16330/16438/97287/101490/212111/233011/18704/54384/77116/27399/83493/69718/18717/74302/56077/108083/217480/12313/217837/75678/18708/219135/219024/380921/224020/110197/104015/20975/12314/225326/19211/84095/18719/17772/53332	53
Genetic Information Processing	Translation	mmu03015	mRNA surveillance pathway	55/2776	104/11035	0.528846153846154	2.10223966415429	6.54749605197067	1.13749818993402e-09	1.96218437763618e-08	9.75853710311817e-09	226517/226849/326622/74412/228410/56488/67337/98985/229512/24018/433702/68991/51796/230908/19046/66899/19047/54188/233908/52432/74737/233789/67031/19053/68219/234733/73699/77305/235542/56422/70248/78428/19052/103677/192160/192170/21681/54451/51786/18789/26931/26932/20220/56215/71978/68092/14852/51792/53817/21770/74320/67897/225363/53319/14853	55
Human Diseases	Neurodegenerative disease	mmu05020	Prion disease	113/2776	273/11035	0.413919413919414	1.64538931289652	6.25992437899934	2.01347816050208e-09	3.3078569779677e-08	1.64509744442024e-08	66495/12912/70247/227197/67273/66052/226646/14828/16574/59029/19122/12995/19177/11909/26444/18706/66046/19055/66377/19185/11950/18749/26445/67680/12371/19059/19181/26414/12861/19353/68198/13666/16438/20422/17992/68202/66108/68197/67003/26417/57296/110323/26440/70316/66916/18747/12857/22152/22335/11739/13000/12858/17967/66925/12866/14360/66414/13198/215999/66594/19058/26420/22333/69077/26446/22123/19184/66997/66152/14813/26443/19167/13665/19179/16593/19166/66694/407785/66945/18708/17993/22334/67089/66413/19056/12289/26419/19173/66218/12864/67130/26413/21762/56637/20655/14811/68194/26416/78330/66416/19170/13001/74764/22153/72900/20463/13653/16573/12015/17995/20867/12868/67264	113
Environmental Information Processing	Signal transduction	mmu04150	mTOR signaling pathway	74/2776	158/11035	0.468354430379747	1.86177634698866	6.32529866687067	2.41156739938644e-09	3.78177614903782e-08	1.88079179952148e-08	108664/14369/12283/16367/320311/23797/64930/18706/56692/13684/329679/83409/52187/66290/13542/108079/20111/277854/80909/19744/22241/56430/252875/109880/110379/110157/11973/16974/16653/11652/67605/16001/66508/26417/11966/16337/16150/20539/26395/20393/20869/26396/216742/13543/74370/17168/216805/29869/72508/72149/14784/20663/73834/218268/268706/67046/18708/69008/14365/105787/78757/75705/26413/56637/11964/64898/18607/71718/20662/72124/19211/17254/12675/110651	74
Environmental Information Processing	Signal transduction	mmu04071	Sphingolipid signaling pathway	64/2776	131/11035	0.488549618320611	1.94205512902303	6.28827509262689	3.56757990248532e-09	5.35136985372798e-08	2.66139827965724e-08	227102/433323/12043/11539/23797/13244/226849/241447/18798/22030/18706/76893/66183/14679/18033/18201/18762/14677/26414/14673/19353/110157/16653/11652/14389/20597/26417/52432/56632/13033/19053/73699/26395/235542/14678/26408/14360/26396/20397/66844/26420/19052/14674/19878/26931/104725/26932/81535/268656/18708/26419/71978/71949/17250/26413/51792/26416/18607/21770/19877/19697/14682/19211/208449	64
Cellular Processes	Cell growth and death	mmu04110	Cell cycle	73/2776	157/11035	0.464968152866242	1.84831540593623	6.20647686315714	4.58097455288571e-09	6.58515091977321e-08	3.27499496544022e-08	18393/226849/99152/12531/54401/26428/17222/18538/13555/13559/12428/50793/66440/12579/52206/12545/56317/100710/26429/71521/59008/17220/26965/12576/12237/12443/69957/19053/19651/104394/74549/73699/245000/211586/20842/69010/12530/12581/15182/12567/56371/17246/19052/22627/66156/217232/26931/22630/26932/66671/13557/12572/218914/19645/56438/328572/71175/22631/19357/56637/12914/51792/320209/21770/72415/67052/17126/77805/52563/17128/13006/24061/22589	73
Human Diseases	Endocrine and metabolic disease	mmu04932	Non-alcoholic fatty liver disease	74/2776	162/11035	0.45679012345679	1.81580656064326	6.06432536928601	9.37685504476458e-09	1.29400599617751e-07	6.4354836728279e-08	66495/72674/227197/16367/67273/66052/226646/23797/12125/16396/22030/18706/66046/66377/18033/67680/108079/208104/108099/26414/12861/19353/16846/68198/13666/17992/68202/68465/66108/11652/68197/67003/606496/110323/70316/66916/12857/16337/384783/16150/12858/66925/12866/26408/66414/13198/66594/26420/21428/66152/78943/13665/66694/407785/66945/18708/17993/26419/105787/66218/12864/67130/19082/56637/68194/26416/78330/66416/72900/20463/19697/17995/12868/67264	74
Cellular Processes	Cell growth and death	mmu04114	Oocyte meiosis	60/2776	123/11035	0.48780487804878	1.93909467913123	6.07186692303916	1.17629577214956e-08	1.56085400535231e-07	7.76259962997486e-08	226849/99152/54401/17222/108058/19055/18749/19059/66440/20111/19046/231207/52206/19047/56317/330228/59008/26965/16438/16001/26417/69957/19053/18747/73699/69010/26395/432530/19058/67579/103583/19052/22627/66156/12323/217232/104111/12313/26931/22630/26932/19056/12325/56438/22631/11514/26413/11515/51792/26416/21770/72415/12314/52563/12234/20874/13006/208922/24061/110651	60
Organismal Systems	Endocrine system	mmu04910	Insulin signaling pathway	66/2776	140/11035	0.471428571428571	1.87399650061754	6.03354535823299	1.26343075840043e-08	1.61438374684499e-07	8.02881924441599e-08	16367/23797/64930/107746/14378/110078/19246/18759/18706/56458/13684/18749/108079/18762/19046/19047/19744/108099/26414/19085/109880/110157/16653/11652/18576/26417/68961/212111/16890/18747/102093/16337/384783/16150/19087/12402/26395/26396/15275/17347/26420/12928/14252/68401/19084/74370/72508/14784/53413/12313/20663/218268/18708/67296/74551/26419/105787/19082/26413/12929/56637/208650/18607/20662/12314/12015	66
Genetic Information Processing	Transcription	mmu03022	Basal transcription factors	29/2776	44/11035	0.659090909090909	2.61998133350799	6.24209296312437	1.37473271926057e-08	1.69386710051749e-07	8.42411403155916e-08	209361/228980/99730/66464/14886/21343/14884/24075/68153/102162/235459/237336/619332/70439/17420/83602/66671/108143/12572/68705/319944/74197/66467/21374/68776/63856/13872/226182/407786	29
Environmental Information Processing	Signal transduction	mmu04068	FoxO signaling pathway	63/2776	133/11035	0.473684210526316	1.88296299105111	5.93919685197133	2.14537345530228e-08	2.55225462785961e-07	1.26931351438937e-07	16367/23797/14378/12125/58231/18706/56458/73251/12579/108079/12452/108099/26414/57436/12576/109880/110157/16653/11652/16001/26417/26557/12176/12443/19651/93739/16337/384783/16150/12581/26395/20393/20869/26396/14816/56484/93759/17246/26420/68401/18099/14784/20663/26556/18708/74551/26419/105787/328572/19082/26413/12914/252870/12053/20656/26416/18607/20662/67526/17128/19211/12675/54601	63
Human Diseases	Infectious disease: bacterial	mmu05135	Yersinia infection	64/2776	136/11035	0.470588235294118	1.87065604339719	5.92291137670607	2.28151311264153e-08	2.62374007953776e-07	1.30486539424761e-07	76709/67771/74117/23797/74192/16401/22034/22030/140579/18019/18706/18720/18033/109333/26409/21898/242687/20111/19303/56443/26414/26431/19353/330319/12525/73178/11652/54131/26417/56212/54126/18021/16412/16150/320795/12927/69632/26395/26396/18717/68652/56480/26420/26397/12928/68524/26399/66713/26398/19878/140580/18708/26419/66513/26413/12929/56637/26416/19877/19697/14682/18719/12675/110651	64
Environmental Information Processing	Signal transduction	mmu04010	MAPK signaling pathway	118/2776	299/11035	0.394648829431438	1.56878596281553	5.78063702484217	2.41190425824967e-08	2.68421602934237e-07	1.3349419154319e-07	26921/13714/63953/13869/17164/23797/12296/22034/12064/12531/58231/22030/12298/11909/19099/329502/19055/56692/76089/13636/109905/18033/18749/26409/16765/19059/20111/12293/330177/26414/17165/14673/19353/319734/109880/110157/18205/70686/16653/11652/16001/18479/109689/26417/19060/66922/14183/14182/319520/18747/12286/18021/234878/16337/16150/19417/23938/26395/114713/102626/26408/26396/19279/13198/68652/17347/215449/19058/26420/26397/12928/18015/26406/26399/26398/216965/18099/72349/53859/14784/19042/20663/17187/338372/73086/18212/17260/218397/26401/14180/19056/12289/26419/66513/60597/56274/11600/26404/26413/12929/71751/224105/26416/19043/26407/30957/19252/20807/20662/225028/26405/26410/14164/19697/240672/22340/12675/110651	118
Genetic Information Processing	Folding, sorting and degradation	mmu03018	RNA degradation	44/2776	83/11035	0.530120481927711	2.10730530189924	5.87046084385612	4.71293664702906e-08	5.0811348225782e-07	2.52700221534782e-07	58184/15510/24128/72162/319885/50912/72587/231464/76522/67678/53621/66373/13807/232791/27998/214627/78651/234594/68533/13209/353190/24127/69305/213550/75686/78893/103135/66094/72068/57316/69125/13808/104625/56421/210106/72198/75901/109075/18642/57259/70640/15526/225929/66583	44
Organismal Systems	Development and regeneration	mmu04360	Axon guidance	78/2776	181/11035	0.430939226519337	1.71304552040378	5.6075624937544	8.55470480862682e-08	8.94355502720077e-07	4.44790074579321e-07	17974/18845/20353/14270/241568/214968/58220/18019/18706/108058/19055/22253/13636/14679/80883/13841/50780/19059/13842/18762/20346/14677/19247/19353/192198/13835/20355/18844/259302/110157/16653/20352/18479/16202/26417/56513/18021/16412/20187/69632/18007/22063/17973/14678/14360/57764/54712/19058/20564/16886/12323/19878/107448/20354/19206/218397/18708/19056/12325/14365/20356/140570/26413/56637/19876/224105/117606/13837/268902/18607/67268/93737/19877/20358/319713/12631/226251/13641	78
Organismal Systems	Aging	mmu04211	Longevity regulating pathway	46/2776	90/11035	0.511111111111111	2.03174031380083	5.69765645751196	1.0069325830086e-07	1.02174041511167e-06	5.08142449010533e-07	12421/12912/72674/16367/23797/64930/77683/11909/51897/18706/56458/13684/18033/18749/108079/19744/108099/22241/207565/68465/16653/11652/67605/16001/18747/16337/384783/140742/11793/20869/56484/93759/432530/74370/72508/104111/218268/18708/72993/105787/68118/11514/19082/11515/20656/19697	46
Organismal Systems	Endocrine system	mmu04914	Progesterone-mediated oocyte maturation	47/2776	93/11035	0.505376344086022	2.0089437885408	5.66464342983644	1.14434441120997e-07	1.12799663390697e-06	5.60986884292404e-07	23797/99152/12531/17222/18706/12428/14679/18749/66440/20111/231207/52206/56317/330228/14677/26414/59008/109880/110157/16653/11652/16001/18576/26417/69957/18747/69010/12530/26395/14678/56371/432530/67579/20868/26420/66156/217232/104111/18708/26419/11514/26413/11515/26416/52563/208922/110651	47
Human Diseases	Cancer: overview	mmu05208	Chemical carcinogenesis - reactive oxygen species	93/2776	229/11035	0.406113537117904	1.61435982784441	5.44653824112605	1.56726060126292e-07	1.5019580762103e-06	7.4696923393525e-07	66495/11352/227197/67273/66447/66052/226646/23797/19246/19271/18706/66046/11863/66377/11950/18033/67680/58810/384214/26414/231583/12861/19247/19353/68198/17992/68202/109880/110157/66108/16653/101540/11652/50490/68197/67003/26417/110323/70316/66916/12857/22335/16150/11739/18104/12858/50868/66925/26395/12866/26408/26396/66414/56484/14871/66594/26420/22333/66152/26398/53859/14784/15251/20663/66694/407785/66945/18708/17993/22334/26419/66218/12864/67130/26413/20655/68194/20656/26416/78330/66416/18607/72900/20662/20463/13521/19697/12015/19211/17995/12868/12675/67264	93
Organismal Systems	Endocrine system	mmu04919	Thyroid hormone signaling pathway	56/2776	120/11035	0.466666666666667	1.85506724303554	5.45998575844769	2.4169079274496e-07	2.25360333775706e-06	1.12078518399512e-06	20846/18802/18640/11931/23797/68975/16410/18798/18706/56458/329650/11928/18749/20544/12371/19744/11938/110157/16653/11652/26417/12443/18747/234959/26395/11933/15182/18821/26396/72472/17246/21833/16416/20185/11932/327987/19014/15251/17977/13371/56421/18708/210789/69790/328572/18642/26413/56637/12914/54720/53901/18519/18607/15183/12015/26896	56
Metabolism	Carbohydrate metabolism	mmu00020	Citrate cycle (TCA cycle)	22/2776	32/11035	0.6875	2.73291156340058	5.69125860588725	2.58733896816427e-07	2.28879985645301e-06	1.13828947857159e-06	15926/66052/14194/11428/67680/17448/56451/269951/67834/66925/235339/12974/18293/17449/78920/13382/66945/74551/20916/68263/11429/18563	22
Cellular Processes	Transport and catabolism	mmu04136	Autophagy - other	22/2776	32/11035	0.6875	2.73291156340058	5.69125860588725	2.58733896816427e-07	2.28879985645301e-06	1.13828947857159e-06	77040/66615/245860/51897/242557/74781/57436/19053/93739/235040/11793/19052/74370/29869/56208/52639/76559/66795/68118/67841/225326/67526	22
