gene	chromatin_state	mc_diff	hmc_diff	delta_ratio	atac_fold	k27ac_fold	k27me3_fold	k119ub_fold	n_concordant	dmr_group
Ercc8	Active_Promoter	0.0580773638624523	-0.0294432119640605	-0.0411757095572447	-0.58422355749516	-2.138452110952	NA	1.76785218361711	3	mC Hyper
Exoc2	Active_Promoter	0.016678087319274	-0.0282496543353859	-0.0301776009472743	0.118864927477083	-0.373215894992795	2.13909840745265	1.59420664302397	3	mC Hyper
Exoc3l	Active_Promoter	0.157686000672382	-0.0259510986772792	-0.131873067672217	-0.455424569754599	-1.7820399707813	NA	0.679870129094594	3	mC Hyper
Fam72a	Active_Promoter	0.0461862156037857	0.0161355100822666	0.00608656254745693	-0.658306761655456	-0.798199919096603	NA	0.926468268281676	3	mC Hyper
Fam78b	Active_Promoter	0.10825065940244	-0.0599924260199723	-0.0900148965083062	-0.119694479514055	-0.53623592565745	1.97794177474054	0.644891484605068	3	mC Hyper
Fbln5	Repressed_Promoter	-0.00538360539935012	0.00214708797455414	0.00296760040206002	-0.782054732002809	-0.635424692464079	0.435241496402907	0.0756908164035449	3	Non-DMR
Fkbp7	Active_Promoter	0.0237855784641929	-0.0306511177128115	-0.0382158469728844	-0.574572368899574	-0.973425501042805	NA	1.55028742861668	3	mC Hyper
Flrt3	Active_Promoter	0.163200566148247	-0.044089958274745	-0.110281266326589	-0.18221066559272	-1.50086441940529	1.43489517359953	0.706233352000747	3	mC Hyper
Fmo9	Other	-0.0014372876736316	-0.00449942751627829	-0.00476192542466795	-0.258455161440431	-1.73542346106551	2.9533273509287	0.764156814446089	3	Non-DMR
Foxo1	Active_Promoter	0.0684453865451764	-0.0627625943773245	-0.0713687065239254	-0.070185952007217	-1.93259537283541	2.6942578430766	0.361857923587451	3	mC Hyper
Frmd6	Active_Promoter	0.0689621598562271	-0.0277379904015943	-0.0493797457813651	-0.133300654091659	-0.45973260171158	0.627915089663849	0.608452857127535	3	mC Hyper
Fut10	Active_Promoter	0.02385261064655	-0.0252864252000681	-0.0287185935048359	-0.375880936152946	NA	4.54486878445474	1.0775033532837	3	mC Hyper
Fzd1	Active_Promoter	0.00391628372576924	-0.107902323787597	-0.126273811128557	-0.158259270010944	-0.474141512036044	0.890663812607799	0.272970017286067	3	Non-DMR
Gabra4	Repressed_Promoter	0.00843819228187614	-0.00083339115737302	-0.00182551921693669	0.0403436898921061	-0.86458931784487	0.547533723872948	0.531239504699952	3	Non-DMR
Gal3st2b	Other	0.0596388736995461	-0.032877211360829	-0.0438017803272117	-0.70631243923924	-0.703298323440667	NA	0.433838046882844	3	mC Hyper
Galnt5	Other	0.0092009234085817	-0.00186482506788603	-0.00337744649824948	-0.106849183984473	-2.12662484497267	1.74928065473594	1.02437561322146	3	Non-DMR
Gclm	Active_Promoter	0.16255577172913	-0.114220509656659	-0.14821195936874	-0.0629769241599408	-1.32047172561438	3.61791358160929	1.58188468577145	3	mC Hyper
Gm5105	Repressed_Promoter	0.00800436794670034	-0.0102602297810019	-0.0122159408249301	0.162498259620705	-1.44543032591089	0.943982742681605	1.09866010687325	3	Non-DMR
Gm815	Other	-0.0517482341667357	-0.00551744442880897	0.0062106992994096	-0.0993737286395277	-1.3393035366395	1.96368989187778	0.827757873478475	3	mC Hypo
Golim4	Active_Promoter	0.0246162915670632	-0.0331764150373776	-0.0365203735708511	-0.164511603021975	-0.582223231275143	2.80277559487082	0.814122732172413	3	mC Hyper
Gpr176	Active_Promoter	0.0303946918808957	-0.0395032731437714	-0.0448706377012381	-0.765088581335791	-1.45990051920372	NA	0.427228109472583	3	mC Hyper
Gstt2	Other	0.0132049033858231	-0.0415850416546864	-0.0666434827749294	0.033472358089744	-0.632421842132728	3.7428688083433	1.01258813760888	3	Non-DMR
Hebp2	Other	-0.0150909664836809	0.0112367319743431	0.0130370007788098	0.00140779235045843	-0.60905328327519	1.41129240391713	0.380366490032572	3	Non-DMR
Heg1	Active_Promoter	0.0965833781730514	-0.0440865455663329	-0.0674941125683882	-0.504232840438927	-1.4722801671329	NA	0.552717578870544	3	mC Hyper
Hibadh	Active_Promoter	0.0188740518428904	-0.0360641316421851	-0.0377770304364751	-0.125399347344687	-0.297994033160933	1.31754822681842	0.442103047085624	3	mC Hyper
Hif3a	Other	0.0158561031075739	-0.0116687793119464	-0.0149078812051173	0.178173138680623	-0.676698426877153	3.26484994859554	0.408838442086022	3	Non-DMR
Ift57	Active_Promoter	0.0688419183999052	-0.0300000365702312	-0.04120745242373	0.00712936901596849	-1.00434044022009	2.30444284234829	1.16271337359494	3	mC Hyper
Impa2	Active_Promoter	0.00334512006335408	-0.016915071759587	-0.0172174318218251	-0.0945911999970225	-0.910970760803194	1.76540223908183	0.317774313162097	3	Non-DMR
Iqgap2	Other	-0.00702004320598326	-0.0018066380455778	-0.000921998568533061	0.117450768196811	-0.829389085292671	0.716870218721312	0.328819163707538	3	mC Hypo
Itga7	Active_Promoter	0.132242628118528	-0.0324421614890726	-0.0679671046494973	-0.616585017789456	-2.13101402591683	NA	0.508425987062689	3	mC Hyper
Kbtbd12	Other	0.030280692477249	-0.00766755433353238	-0.0127252680207687	-1.4304570101242	-1.75180179543345	NA	1.01167283172837	3	mC Hyper
Kif16b	Active_Promoter	0.0196009537823941	-0.0222553459151075	-0.0242580942026795	-0.123136884278443	-1.09131905310179	0.853384756096806	1.20872986778163	3	mC Hyper
Ldlrad3	Active_Promoter	0.091061600791114	-0.0576038076512929	-0.075866504970373	0.00281265870467371	-0.444577943957369	2.19833310088244	0.590342826100116	3	mC Hyper
Ldoc1	Other	0.00981969981940761	0.0662071795044414	0.0662063400824861	-0.62617235786045	-1.78094279514747	NA	0.608729735503377	3	Non-DMR
Lekr1	Active_Promoter	0.00150176224369991	-0.00807927134953758	-0.00841083099019545	0.168478073094312	-0.587486767042248	2.68954966054651	1.36471771075188	3	Non-DMR
Lep	Other	0.048968561734384	0.00231021192238834	-0.0162818950955417	-0.570594749708221	-1.07447185001519	NA	0.294740028938348	3	mC Hyper
Lrrn1	Active_Promoter	0.13145642040864	-0.0688823649498744	-0.118784858492219	-0.0195470822188211	-0.303578901114289	0.839134579136368	0.466356311578752	3	mC Hyper
Lyn	Active_Promoter	0.0937094074616896	-0.074594878109194	-0.0921684740403398	-0.362842498747913	-1.40560762637123	NA	0.903890464833708	3	mC Hyper
Manea	Active_Promoter	0.0944665219474121	-0.0558815125174836	-0.0723030904746778	-0.136908040991994	-0.989352189384265	3.99316318993542	1.32389845789001	3	mC Hyper
Marchf3	Active_Promoter	0.0386514606497472	-0.0328662290121304	-0.038296470303334	-0.0745819845523187	-0.525135200141859	2.25800030945627	0.413375930636015	3	mC Hyper
Mat2b	Active_Promoter	0.0433572776928369	-0.0179817259240988	-0.0525893268361791	-0.312125030881603	-0.418688450706494	0.57368373663309	0.879419742529223	3	mC Hyper
Mboat4	Other	-0.0301485185187534	0.00330810397418371	0.00796186554257899	-0.633582490509389	-0.754831071129434	NA	0.557599948007585	3	mC Hypo
Mc2r	Other	0.00955180049411297	-0.010892575720303	-0.0120781066117491	-0.26242019471097	-1.50865618788662	2.86621616849656	0.759257458796601	3	Non-DMR
Mef2c	Active_Promoter	0.0335400502362915	-0.0365067664605429	-0.0433371404006436	-0.393094278611613	-1.61837440038467	2.19491888763176	0.529905505327763	3	mC Hyper
Mos	Repressed_Promoter	-0.0396888486910638	-0.00662732529518928	0.0255063301696077	-0.540146783031703	NA	0.512161423461676	0.440158859804506	3	mC Hypo
Mpdz	Active_Promoter	0.0101671189575624	-0.0154819455031566	-0.0162113946861116	-0.08235801652882	-1.62687309254801	1.97976809740578	0.314668290693239	3	mC Hyper
Mstn	Other	0.0105664447820437	-0.00541533675475761	-0.00732076065251311	-0.715407782895235	NA	2.08323124151456	0.524222555015758	3	Non-DMR
Muc13	Other	0.0129879880755335	-0.0121077520179616	-0.0135555076293737	-0.814053723923416	-1.5126423806885	NA	0.466126157500315	3	Non-DMR
Muc15	Other	0.0513533801931479	-0.0317238514615007	-0.0378532577851532	-0.81290460670557	-1.66746901773682	NA	0.779327396818094	3	mC Hyper
Myof	Other	0.00391300833268948	0.00255997987359771	0.00237750717754515	0.0818984648676423	-1.15090470331915	0.90399158854158	0.739374801420987	3	Non-DMR
Myt1l	Active_Promoter	0.0802093036689328	-0.0613076744710364	-0.0771493175809572	-0.0921243555387427	-1.27502909234454	2.64355120027033	1.58921618967208	3	mC Hyper
Ndp	Active_Promoter	0.0478097750129641	-0.0243037963538592	-0.0424406688632209	-0.555530172406597	-1.09647810318026	NA	1.2633461422576	3	mC Hyper
Necab1	Repressed_Promoter	0.0127424847015261	-0.0218810576486362	-0.0248912965030586	0.0338611685333636	-1.16733907492682	1.44974890805419	0.803324830077094	3	mC Hyper
Nfia	Active_Promoter	0.0753905618880685	-0.0317963749701107	-0.0617810304681309	-0.0288721630059298	-0.360996079910919	1.98059661325798	1.20440208813628	3	mC Hyper
Nr0b2	Other	0.0867213098731495	-0.0742326674053072	-0.094046001896956	-1.2851465572053	-2.32141719595945	0.738972500468908	NA	3	mC Hyper
Nrros	Other	0.0553052514272532	-0.00891767389774981	-0.0234786737739264	-0.609234228859248	-1.66447158848714	NA	0.787278305805686	3	mC Hyper
Optc	Other	0.0352399241935839	-0.0361844343369045	-0.0414065746651982	-1.00972579247639	-1.85501440126805	2.0091118874635	-0.0248553617176155	3	mC Hyper
Osbpl1a	Active_Promoter	0.0351982968779032	-0.0186508523276429	-0.0245294512799839	-0.173181772456957	-0.458562645332335	2.11450174977173	0.676900412043974	3	mC Hyper
Otx2	Bivalent_Promoter	0.00606701790036845	-0.0250079610530764	-0.0513265856363073	-0.288019632812002	-0.848858685428393	0.897721761283297	0.642428379476849	3	Non-DMR
Pax6	Bivalent_Promoter	0.0562784756936629	0.00353373498300384	-0.0909956640773789	-0.627574020892824	NA	1.26838732334469	0.605849579791486	3	mC Hyper
Pde4d	Active_Promoter	0.0497414447717939	-0.0422690273409891	-0.0502728289110926	-0.542462381322116	-1.15852773300409	0.403543753599529	0.365696013687801	3	mC Hyper
Pla2g4a	Other	-0.00361594631851647	-0.000913383374294863	-0.000696420981873336	0.350737892281986	-1.28260446284501	0.85989253486003	0.80351371537744	3	Non-DMR
Ppp1r14bl	Other	0.024139201180766	-0.000304626485317441	-0.00327166655072572	-0.805220956567219	-2.38042195050622	NA	1.10702901014862	3	Non-DMR
Ppp2r5a	Active_Promoter	0.0234568801283928	-0.0336213513712378	-0.0390237532896575	-0.0898327924156573	-0.68125268091018	3.95213683116246	0.727199764671051	3	mC Hyper
Prl5a1	Other	-0.00188410720307686	-0.00428664470406469	-0.00466884779845427	-0.0506294223292776	-0.924958824877038	1.41964605869886	0.943126491038108	3	Non-DMR
Ptpn21	Active_Promoter	0.0606878761189416	-0.0528565918011568	-0.0664889107649525	-0.212308207490821	-1.13931860554708	3.66957527347666	1.44875809828774	3	mC Hyper
Ptpn3	Active_Promoter	0.0240744479366787	-0.0239865469440294	-0.0281331464308787	0.0271161647544024	-0.932741373682483	0.572478286320565	0.571565189417719	3	mC Hyper
Rag1	Other	0.0185722684484357	0.0168040894977809	0.0139785149315244	-0.48713733956543	-1.10393822801938	NA	1.20170567709061	3	Non-DMR
Rag2	Active_Promoter	0.0299267780840705	-0.0266987440201247	-0.038986634370617	0.0417082512251878	-0.446954737247279	0.833269492025524	1.10888086988817	3	Non-DMR
Rasgef1b	Bivalent_Promoter	-0.0119626124267196	-0.0184394189512575	-0.0159464194312255	-0.283857168225883	-0.520357352720995	0.440370043689918	0.421267998464119	3	mC Hypo
Rep15	Other	0.127224545403201	-0.0302530288264316	-0.0651849939197604	-0.615005348600868	-1.97115315956769	NA	1.38926836491158	3	mC Hyper
Rgmb	Bivalent_Promoter	0.0968716027014742	-0.0518736632253739	-0.105364299313981	-0.161388818859145	-0.908757387675997	1.22445090111504	0.568705457619687	3	mC Hyper
Rnf225	Other	0.116551982596947	-0.0364738968579556	-0.0746230559268834	-0.388501695427705	-1.43233051344141	NA	0.461874420641843	3	mC Hyper
Rpa1	Other	0.00679013975272214	-0.0125027698306434	-0.0137818863007857	0.152920525502626	-0.759585466607557	0.906002855878965	0.292885541588498	3	Non-DMR
Runx1t1	Bivalent_Promoter	0.106841455699991	-0.0503352607127691	-0.0810469330147788	0.19289857493927	-0.451517154845818	0.684376443328084	0.594327651271796	3	mC Hyper
Rwdd3	Other	0.0552947511953075	-0.0259703571237692	-0.0416241981598316	-0.0190350132254473	-0.910147284470566	1.05245083720484	0.856376127939845	3	mC Hyper
Scg2	Active_Promoter	0.176922911915099	-0.0194862062160437	-0.117698996582351	-0.148663550670956	-0.925630542209818	1.13402961158799	0.840801351573172	3	mC Hyper
Sema3a	Active_Promoter	0.0219808648554563	-0.00637810951726289	-0.00906409364495117	1.96114919378056	-0.571446590158763	0.883713075615544	1.41096452073278	3	mC Hyper
Sesn1	Active_Promoter	0.120635261644227	-0.0489870008676958	-0.0986234356150803	-0.706366856284898	-1.43713631245341	NA	0.705783650407535	3	mC Hyper
Slc13a1	Other	0.066205169727829	-0.0273882811837622	-0.039117080584378	-0.803444401135199	-2.21046438324349	NA	1.15390038078754	3	mC Hyper
Slc19a2	Active_Promoter	0.039686545858466	-0.0299024466158591	-0.0371113216544415	-0.0542682651532441	-0.246153942985495	1.94234087892898	0.914339013341517	3	mC Hyper
Slc25a26	Other	-0.000146693581062785	-0.0206840480492379	-0.021562652733931	0.115114892332523	-1.48838310997597	0.488440234966322	0.397995748309407	3	Non-DMR
Slc35b3	Active_Promoter	0.0147106852111063	-0.0293679144657384	-0.031587013607751	-0.614525321717064	-1.63038701075524	0.263225450615178	1.26473061670752	3	mC Hyper
Smim20	Other	0.0653562440066021	-0.00588559742528849	-0.0342175243721752	0.0593812286948714	-0.35790612052584	0.744381770257362	0.593589642222559	3	mC Hyper
Smpx	Other	0.0103481278641055	0.00356452148168623	0.00219486999690104	-0.529006788836103	-0.615389459708755	NA	0.308394906441568	3	mC Hyper
Smyd2	Active_Promoter	0.0363974282291089	-0.0261231918589569	-0.0329481378015854	0.10863772029672	-0.542418568901876	0.712818392669424	0.564177827804399	3	mC Hyper
Snx10	Active_Promoter	0.0555058224447984	-0.0514737595649904	-0.0609579880328341	-0.0763649822218022	-1.53714332860283	2.06755075815802	0.995084455766586	3	mC Hyper
Snx19	Other	0.0306599979529103	-0.0315642534410567	-0.0355149184423253	0.113535228134768	-1.10554165039909	0.443864578811699	0.798387843241313	3	mC Hyper
Spry2	Active_Promoter	0.182151699462217	0.0361113949383559	-0.285154991017108	0.0412890436526127	-0.693347122354466	1.98744417092436	0.47815220605272	3	mC Hyper
Srek1ip1	Active_Promoter	0.0115127380565039	-0.0208513223301386	-0.023681400674162	-0.440399983341134	-1.77231421807028	1.07354503211562	1.20134580708304	3	mC Hyper
Stom	Active_Promoter	0.0511567655759588	-0.0161566256461619	-0.0314272841953723	-0.531243657149615	-1.33159066882431	NA	0.436907503971746	3	mC Hyper
Sv2b	Active_Promoter	0.056164477196564	-0.0268954533459769	-0.0494059199898007	-0.484257452393078	-0.875335274660599	NA	0.817894442942495	3	mC Hyper
Sv2c	Bivalent_Promoter	0.0108906840170128	-0.030130250670423	-0.0332690451860645	-0.279405767746119	-1.68193261562792	1.58125934043953	0.316134924330988	3	mC Hyper
Taar5	Other	0.079489898989899	-0.0558181818181818	-0.130637527353062	-0.590420406021925	NA	1.93108491418009	0.338167312907999	3	Non-DMR
Tas2r119	Other	-0.0884410860593263	0.0184399776310907	0.0271798430652625	-0.680090897486894	-0.709759797395671	1.14800789742506	-0.192308142464435	3	mC Hypo
Tiam2	Other	0.00930170089182414	-0.0124507074787617	-0.0140291213650735	-0.429109365454398	-1.22285440050218	0.980653437237554	0.12160954722697	3	mC Hyper
Tlcd4	Active_Promoter	0.0850085089716813	-0.0388148995615385	-0.0596403300557976	-0.930037142210254	-1.42030539156024	NA	1.07408825351644	3	mC Hyper
Tlx3	Bivalent_Promoter	-0.068716307277628	-0.0850572776280323	-0.22225257215697	-2.23684704393388	-1.97640893603237	0.515958200312059	-0.0448497268853212	3	mC Hypo
Tmem132c	Bivalent_Promoter	0.0687753057079349	-0.060075420560391	-0.072083836518377	-0.822210640354482	-1.39450355693955	1.00840635110887	-0.0227437614552371	3	mC Hyper
Tmem161b	Active_Promoter	0.0885743521263399	-0.0754565743477596	-0.0883792574122897	-0.812204621411736	0.0788163360876732	3.60299035804464	1.17578545178657	3	mC Hyper
Tmem236	Other	0.0094182800915309	0.00280603005085395	0.00170877661120591	-0.652903182844715	-1.12589327587609	NA	0.791737608809359	3	Non-DMR
Tmem64	Active_Promoter	0.146237986435619	-0.0589013873693476	-0.106321829596081	0.0400387080008004	-0.43592418907007	2.28997547984251	1.10957702284642	3	mC Hyper
Tmtc2	Active_Promoter	0.0931623052254122	-0.0806346985661661	-0.0953214459697708	-0.0427458097609953	-0.602042999570041	2.53318382371355	0.69304549416245	3	mC Hyper
Tnfaip8	Repressed_Promoter	-0.01429475079771	0.000903528282578225	0.00330712946961959	0.0309564462121607	-0.711842630322601	0.501773931012558	0.219323163337633	3	mC Hypo
Tnfsf13	Other	0.144332536244143	-0.0250288702635197	-0.153431460462555	-0.694721516454645	-1.86829561365241	NA	0.467702128354451	3	mC Hyper
Tpd52	Active_Promoter	0.0539376440921127	-0.0418594050924315	-0.0530681934982343	0.0571299076712135	-0.670315883736131	0.485313560532386	0.897064478204215	3	mC Hyper
Tph2	Other	0.00769382177796785	0.00517987871956853	0.00404656178025481	-0.0199006277389262	-1.07650243488722	0.471177667005068	0.554673284106899	3	mC Hyper
