gene_symbol	gene_class	feature_idx	feature_label	distance_to_tss	k27ac_class
Hjurp	DEG_up	51	P60	401629.5	stable_k27ac
Hjurp	DEG_up	52	P60	79241	lost_k27ac
Hjurp	DEG_up	53	P60	1285004.5	stable_k27ac
Lrrfip1	DEG_up	53	P60	1436099.5	stable_k27ac
Espnl	DEG_up	53	P60	1759437.5	stable_k27ac
Espnl	DEG_up	54	P60	1754073	gained_k27ac
Sned1	DEG_up	54	P60	159693	gained_k27ac
Lemd1	DEG_down	1	P60	870692.5	lost_k27ac
Lemd1	DEG_down	2	P60	185835.5	stable_k27ac
Lemd1	DEG_down	3	P60	335166.5	gained_k27ac
Lemd1	DEG_down	4	P60	384997	stable_k27ac
Lemd1	DEG_down	5	P60	721426	gained_k27ac
Lemd1	DEG_down	6	P60	1691489	lost_k27ac
Lemd1	DEG_down	7	P60	1881507	lost_k27ac
Lemd1	DEG_down	8	P60	2026790.5	lost_k27ac
Klhdc8a	DEG_down	1	P60	977887.5	lost_k27ac
Klhdc8a	DEG_down	2	P60	78640.5	stable_k27ac
Klhdc8a	DEG_down	3	P60	227971.5	gained_k27ac
Klhdc8a	DEG_down	4	P60	277802	stable_k27ac
Klhdc8a	DEG_down	5	P60	614231	gained_k27ac
Klhdc8a	DEG_down	6	P60	1584294	lost_k27ac
Klhdc8a	DEG_down	7	P60	1774312	lost_k27ac
Klhdc8a	DEG_down	8	P60	1919595.5	lost_k27ac
Klhdc8a	DEG_down	9	P60	2008566.5	lost_k27ac
Plekha6	DEG_up	1	P60	1843471.5	lost_k27ac
Plekha6	DEG_up	2	P60	786943.5	stable_k27ac
Plekha6	DEG_up	3	P60	637612.5	gained_k27ac
Plekha6	DEG_up	4	P60	587782	stable_k27ac
Plekha6	DEG_up	5	P60	251353	gained_k27ac
Plekha6	DEG_up	6	P60	718710	lost_k27ac
Plekha6	DEG_up	7	P60	908728	lost_k27ac
Plekha6	DEG_up	8	P60	1054011.5	lost_k27ac
Plekha6	DEG_up	9	P60	1142982.5	lost_k27ac
Plekha6	DEG_up	10	P60	1551007.5	gained_k27ac
Atp2b4	DEG_down	2	P60	1423774.5	stable_k27ac
Atp2b4	DEG_down	3	P60	1274443.5	gained_k27ac
Atp2b4	DEG_down	4	P60	1224613	stable_k27ac
Atp2b4	DEG_down	5	P60	888184	gained_k27ac
Atp2b4	DEG_down	6	P60	81879	lost_k27ac
Atp2b4	DEG_down	7	P60	271897	lost_k27ac
Atp2b4	DEG_down	8	P60	417180.5	lost_k27ac
Atp2b4	DEG_down	9	P60	506151.5	lost_k27ac
Atp2b4	DEG_down	10	P60	914176.5	gained_k27ac
Cyb5r1	DEG_down	3	P60	1878961.5	gained_k27ac
Cyb5r1	DEG_down	4	P60	1829131	stable_k27ac
Cyb5r1	DEG_down	5	P60	1492702	gained_k27ac
Cyb5r1	DEG_down	6	P60	522639	lost_k27ac
Cyb5r1	DEG_down	7	P60	332621	lost_k27ac
Cyb5r1	DEG_down	8	P60	187337.5	lost_k27ac
Cyb5r1	DEG_down	9	P60	98366.5	lost_k27ac
Cyb5r1	DEG_down	10	P60	309658.5	gained_k27ac
Syt2	DEG_up	5	P60	1733820	gained_k27ac
Syt2	DEG_up	6	P60	763757	lost_k27ac
Syt2	DEG_up	7	P60	573739	lost_k27ac
Syt2	DEG_up	8	P60	428455.5	lost_k27ac
Syt2	DEG_up	9	P60	339484.5	lost_k27ac
Syt2	DEG_up	10	P60	68540.5	gained_k27ac
Nav1	DEG_up	6	P60	1805185	lost_k27ac
Nav1	DEG_up	7	P60	1615167	lost_k27ac
Nav1	DEG_up	8	P60	1469883.5	lost_k27ac
Nav1	DEG_up	9	P60	1380912.5	lost_k27ac
Nav1	DEG_up	10	P60	972887.5	gained_k27ac
Rgs16	DEG_up	11	P60	1717741.5	lost_k27ac
Rgs16	DEG_up	12	P60	1653580.5	stable_k27ac
Rgs16	DEG_up	13	P60	727810	lost_k27ac
Rgs16	DEG_up	14	P60	63430	gained_k27ac
Rgs16	DEG_up	15	P60	1124708.5	stable_k27ac
Rgs16	DEG_up	16	P60	1477665.5	lost_k27ac
Teddm2	DEG_up	11	P60	1828587.5	lost_k27ac
Teddm2	DEG_up	12	P60	1764426.5	stable_k27ac
Teddm2	DEG_up	13	P60	838656	lost_k27ac
Teddm2	DEG_up	14	P60	174276	gained_k27ac
Teddm2	DEG_up	15	P60	1013862.5	stable_k27ac
Teddm2	DEG_up	16	P60	1366819.5	lost_k27ac
Stx6	DEG_down	14	P60	1481796	gained_k27ac
Stx6	DEG_down	15	P60	293657.5	stable_k27ac
Stx6	DEG_down	16	P60	59299.5	lost_k27ac
Mpzl1	DEG_down	17	P60	1417293	lost_k27ac
Pogk	DEG_down	17	P60	641968	lost_k27ac
Gm16701	DEG_down	17	P60	52103	lost_k27ac
Fam78b	DEG_down	17	P60	50414	lost_k27ac
Aldh9a1	DEG_down	17	P60	298160	lost_k27ac
Fcrlb	DEG_down	18	P60	1291788.5	stable_k27ac
Fcrlb	DEG_down	19	P60	1414815.5	stable_k27ac
Nectin4	DEG_down	18	P60	834630.5	stable_k27ac
Nectin4	DEG_down	19	P60	957657.5	stable_k27ac
Nectin4	DEG_down	20	P60	1993265	stable_k27ac
Mndal	DEG_down	18	P60	1676151.5	stable_k27ac
Mndal	DEG_down	19	P60	1553124.5	stable_k27ac
Mndal	DEG_down	20	P60	517517	stable_k27ac
Pld5	DEG_down	21	P60	72796.5	lost_k27ac
Pld5	DEG_down	22	P60	658133	lost_k27ac
Pld5	DEG_down	23	P60	1185443	stable_k27ac
Pld5	DEG_down	24	P60	1322001.5	lost_k27ac
Itpkb	DEG_down	25	P60	1592184.5	lost_k27ac
Itpkb	DEG_down	26	P60	1306904	lost_k27ac
Itpkb	DEG_down	27	P60	178819	lost_k27ac
Stum	DEG_down	25	P60	1745203.5	lost_k27ac
Stum	DEG_down	26	P60	1459923	lost_k27ac
Stum	DEG_down	27	P60	25800	lost_k27ac
Enah	DEG_up	27	P60	1510686	lost_k27ac
Trp53bp2	DEG_down	27	P60	1899868	lost_k27ac
Kcnk2	DEG_up	28	P60	767390.5	stable_k27ac
Smyd2	DEG_down	28	P60	247300.5	stable_k27ac
Tatdn3	DEG_down	28	P60	893268.5	stable_k27ac
Tatdn3	DEG_down	29	P60	1319505	lost_k27ac
Tatdn3	DEG_down	30	P60	1387206.5	lost_k27ac
Ppp2r5a	DEG_down	28	P60	1229635.5	stable_k27ac
Ppp2r5a	DEG_down	29	P60	983138	lost_k27ac
Ppp2r5a	DEG_down	30	P60	1050839.5	lost_k27ac
Ppp2r5a	DEG_down	31	P60	1930617	lost_k27ac
Kcnh1	DEG_up	29	P60	191663	lost_k27ac
Kcnh1	DEG_up	30	P60	259364.5	lost_k27ac
Kcnh1	DEG_up	31	P60	1139142	lost_k27ac
Lamb3	DEG_down	29	P60	825288	lost_k27ac
Lamb3	DEG_down	30	P60	757586.5	lost_k27ac
Lamb3	DEG_down	31	P60	122191	lost_k27ac
A330023F24Rik	DEG_up	31	P60	1646459	lost_k27ac
Fam107b	DEG_down	564	P60	174415.5	lost_k27ac
Bend7	DEG_up	564	P60	972927.5	lost_k27ac
Phyh	DEG_down	564	P60	1174115.5	lost_k27ac
Camk1d	DEG_down	564	P60	1969611.5	lost_k27ac
Cacna1b	DEG_up	541	P60	503321	stable_k27ac
Cacna1b	DEG_up	542	P60	669815.5	stable_k27ac
Cacna1b	DEG_up	543	P60	719367	lost_k27ac
Cacna1b	DEG_up	544	P60	816506.5	stable_k27ac
Cacna1b	DEG_up	545	P60	1125097.5	gained_k27ac
Cacna1b	DEG_up	546	P60	1368127	lost_k27ac
Cacna1b	DEG_up	547	P60	1554092	stable_k27ac
Arrdc1	DEG_down	541	P60	331221	stable_k27ac
Arrdc1	DEG_down	542	P60	497715.5	stable_k27ac
Arrdc1	DEG_down	543	P60	547267	lost_k27ac
Arrdc1	DEG_down	544	P60	644406.5	stable_k27ac
Arrdc1	DEG_down	545	P60	952997.5	gained_k27ac
Arrdc1	DEG_down	546	P60	1196027	lost_k27ac
Arrdc1	DEG_down	547	P60	1381992	stable_k27ac
Nsmf	DEG_up	541	P60	212118	stable_k27ac
Nsmf	DEG_up	542	P60	378612.5	stable_k27ac
Nsmf	DEG_up	543	P60	428164	lost_k27ac
Nsmf	DEG_up	544	P60	525303.5	stable_k27ac
Nsmf	DEG_up	545	P60	833894.5	gained_k27ac
Nsmf	DEG_up	546	P60	1076924	lost_k27ac
Nsmf	DEG_up	547	P60	1262889	stable_k27ac
Paxx	DEG_down	541	P60	194621	stable_k27ac
Paxx	DEG_down	542	P60	28126.5	stable_k27ac
Paxx	DEG_down	543	P60	21425	lost_k27ac
Paxx	DEG_down	544	P60	118564.5	stable_k27ac
Paxx	DEG_down	545	P60	427155.5	gained_k27ac
Paxx	DEG_down	546	P60	670185	lost_k27ac
Paxx	DEG_down	547	P60	856150	stable_k27ac
Fam163b	DEG_up	541	P60	1876018	stable_k27ac
Fam163b	DEG_up	542	P60	1709523.5	stable_k27ac
Fam163b	DEG_up	543	P60	1659972	lost_k27ac
Fam163b	DEG_up	544	P60	1562832.5	stable_k27ac
Fam163b	DEG_up	545	P60	1254241.5	gained_k27ac
Fam163b	DEG_up	546	P60	1011212	lost_k27ac
Fam163b	DEG_up	547	P60	825247	stable_k27ac
Fam163b	DEG_up	548	P60	1067781	gained_k27ac
Fam163b	DEG_up	549	P60	1244792	lost_k27ac
Fam163b	DEG_up	550	P60	1389598.5	lost_k27ac
Rxra	DEG_up	545	P60	1788190.5	gained_k27ac
Rxra	DEG_up	546	P60	1545161	lost_k27ac
Rxra	DEG_up	547	P60	1359196	stable_k27ac
Rxra	DEG_up	548	P60	533832	gained_k27ac
Rxra	DEG_up	549	P60	710843	lost_k27ac
Rxra	DEG_up	550	P60	855649.5	lost_k27ac
Barhl1	DEG_up	548	P60	706396	gained_k27ac
Barhl1	DEG_up	549	P60	529385	lost_k27ac
Barhl1	DEG_up	550	P60	384578.5	lost_k27ac
Barhl1	DEG_up	551	P60	970557.5	stable_k27ac
Barhl1	DEG_up	552	P60	1338399.5	gained_k27ac
Barhl1	DEG_up	553	P60	1426989	stable_k27ac
Barhl1	DEG_up	554	P60	1506277.5	stable_k27ac
Barhl1	DEG_up	555	P60	1784633	lost_k27ac
Cercam	DEG_up	548	P60	1658892	gained_k27ac
Cercam	DEG_up	549	P60	1481881	lost_k27ac
Cercam	DEG_up	550	P60	1337074.5	lost_k27ac
Cercam	DEG_up	551	P60	18061.5	stable_k27ac
Cercam	DEG_up	552	P60	385903.5	gained_k27ac
Cercam	DEG_up	553	P60	474493	stable_k27ac
Cercam	DEG_up	554	P60	553781.5	stable_k27ac
Cercam	DEG_up	555	P60	832137	lost_k27ac
Cercam	DEG_up	556	P60	1210502.5	lost_k27ac
Cercam	DEG_up	557	P60	1392150.5	gained_k27ac
Crat	DEG_up	549	P60	2028530	lost_k27ac
Crat	DEG_up	550	P60	1883723.5	lost_k27ac
Crat	DEG_up	551	P60	528587.5	stable_k27ac
Crat	DEG_up	552	P60	160745.5	gained_k27ac
Crat	DEG_up	553	P60	72156	stable_k27ac
Crat	DEG_up	554	P60	7132.5	stable_k27ac
Crat	DEG_up	555	P60	285488	lost_k27ac
Crat	DEG_up	556	P60	663853.5	lost_k27ac
Crat	DEG_up	557	P60	845501.5	gained_k27ac
Crat	DEG_up	558	P60	1763199	gained_k27ac
Crat	DEG_up	559	P60	1912312	gained_k27ac
Ass1	DEG_up	551	P60	1582981.5	stable_k27ac
Ass1	DEG_up	552	P60	1215139.5	gained_k27ac
Ass1	DEG_up	553	P60	1126550	stable_k27ac
Ass1	DEG_up	554	P60	1047261.5	stable_k27ac
Ass1	DEG_up	555	P60	768906	lost_k27ac
Ass1	DEG_up	556	P60	390540.5	lost_k27ac
Ass1	DEG_up	557	P60	208892.5	gained_k27ac
Ass1	DEG_up	558	P60	708805	gained_k27ac
Ass1	DEG_up	559	P60	857918	gained_k27ac
Ass1	DEG_up	560	P60	1126085	stable_k27ac
Ass1	DEG_up	561	P60	1350242.5	gained_k27ac
Ass1	DEG_up	562	P60	1831946.5	gained_k27ac
Fam78a	DEG_up	552	P60	1829789.5	gained_k27ac
Fam78a	DEG_up	553	P60	1741200	stable_k27ac
Fam78a	DEG_up	554	P60	1661911.5	stable_k27ac
Fam78a	DEG_up	555	P60	1383556	lost_k27ac
Fam78a	DEG_up	556	P60	1005190.5	lost_k27ac
Fam78a	DEG_up	557	P60	823542.5	gained_k27ac
Fam78a	DEG_up	558	P60	94155	gained_k27ac
Fam78a	DEG_up	559	P60	243268	gained_k27ac
Fam78a	DEG_up	560	P60	511435	stable_k27ac
Fam78a	DEG_up	561	P60	735592.5	gained_k27ac
Fam78a	DEG_up	562	P60	1217296.5	gained_k27ac
Prrc2b	DEG_up	552	P60	1896014.5	gained_k27ac
Prrc2b	DEG_up	553	P60	1807425	stable_k27ac
Prrc2b	DEG_up	554	P60	1728136.5	stable_k27ac
Prrc2b	DEG_up	555	P60	1449781	lost_k27ac
Prrc2b	DEG_up	556	P60	1071415.5	lost_k27ac
Prrc2b	DEG_up	557	P60	889767.5	gained_k27ac
Prrc2b	DEG_up	558	P60	27930	gained_k27ac
Prrc2b	DEG_up	559	P60	177043	gained_k27ac
Prrc2b	DEG_up	560	P60	445210	stable_k27ac
Prrc2b	DEG_up	561	P60	669367.5	gained_k27ac
Prrc2b	DEG_up	562	P60	1151071.5	gained_k27ac
Pip5kl1	DEG_down	555	P60	1874417	lost_k27ac
Pip5kl1	DEG_down	556	P60	1496051.5	lost_k27ac
Pip5kl1	DEG_down	557	P60	1314403.5	gained_k27ac
Pip5kl1	DEG_down	558	P60	396706	gained_k27ac
Pip5kl1	DEG_down	559	P60	247593	gained_k27ac
Pip5kl1	DEG_down	560	P60	20574	stable_k27ac
Pip5kl1	DEG_down	561	P60	244731.5	gained_k27ac
Pip5kl1	DEG_down	562	P60	726435.5	gained_k27ac
Sh2d3c	DEG_up	555	P60	2019754	lost_k27ac
Sh2d3c	DEG_up	556	P60	1641388.5	lost_k27ac
Sh2d3c	DEG_up	557	P60	1459740.5	gained_k27ac
Sh2d3c	DEG_up	558	P60	542043	gained_k27ac
Sh2d3c	DEG_up	559	P60	392930	gained_k27ac
Sh2d3c	DEG_up	560	P60	124763	stable_k27ac
Sh2d3c	DEG_up	561	P60	99394.5	gained_k27ac
Sh2d3c	DEG_up	562	P60	581098.5	gained_k27ac
Stxbp1	DEG_up	556	P60	1767578.5	lost_k27ac
Stxbp1	DEG_up	557	P60	1585930.5	gained_k27ac
Stxbp1	DEG_up	558	P60	668233	gained_k27ac
Stxbp1	DEG_up	559	P60	519120	gained_k27ac
Stxbp1	DEG_up	560	P60	250953	stable_k27ac
Stxbp1	DEG_up	561	P60	26795.5	gained_k27ac
Stxbp1	DEG_up	562	P60	454908.5	gained_k27ac
Garnl3	DEG_up	556	P60	2051987.5	lost_k27ac
Garnl3	DEG_up	557	P60	1870339.5	gained_k27ac
Garnl3	DEG_up	558	P60	952642	gained_k27ac
Garnl3	DEG_up	559	P60	803529	gained_k27ac
Garnl3	DEG_up	560	P60	535362	stable_k27ac
Garnl3	DEG_up	561	P60	311204.5	gained_k27ac
Garnl3	DEG_up	562	P60	170499.5	gained_k27ac
C230014O12Rik	DEG_down	558	P60	1928717	gained_k27ac
C230014O12Rik	DEG_down	559	P60	1779604	gained_k27ac
C230014O12Rik	DEG_down	560	P60	1511437	stable_k27ac
C230014O12Rik	DEG_down	561	P60	1287279.5	gained_k27ac
C230014O12Rik	DEG_down	562	P60	805575.5	gained_k27ac
C230014O12Rik	DEG_down	563	P60	1567769.5	lost_k27ac
Pbx3	DEG_down	560	P60	1776850	stable_k27ac
Pbx3	DEG_down	561	P60	1552692.5	gained_k27ac
Pbx3	DEG_down	562	P60	1070988.5	gained_k27ac
Pbx3	DEG_down	563	P60	1302356.5	lost_k27ac
Stom	DEG_down	562	P60	2034822.5	gained_k27ac
Stom	DEG_down	563	P60	338522.5	lost_k27ac
Mbd5	DEG_up	566	P60	707570.5	gained_k27ac
Mbd5	DEG_up	567	P60	785323.5	gained_k27ac
Lypd6b	DEG_up	566	P60	130609.5	gained_k27ac
Lypd6b	DEG_up	567	P60	52856.5	gained_k27ac
Arl5a	DEG_up	568	P60	217468.5	lost_k27ac
Arl5a	DEG_up	569	P60	104685.5	lost_k27ac
BB557941	DEG_down	570	P60	2016771	lost_k27ac
Gpd2	DEG_down	570	P60	1960890	lost_k27ac
Acvr1c	DEG_down	570	P60	840630	lost_k27ac
Acvr1c	DEG_down	571	P60	1293863.5	lost_k27ac
Acvr1	DEG_down	570	P60	631368	lost_k27ac
Acvr1	DEG_down	571	P60	1084601.5	lost_k27ac
Csrnp3	DEG_down	572	P60	173844.5	gained_k27ac
Scn1a	DEG_up	572	P60	768917.5	gained_k27ac
Gm13629	DEG_up	572	P60	768957.5	gained_k27ac
Scn9a	DEG_up	572	P60	963039.5	gained_k27ac
Mettl8	DEG_down	573	P60	951939	lost_k27ac
Metap1d	DEG_down	573	P60	554246	lost_k27ac
Dlx1as	DEG_down	573	P60	469631	lost_k27ac
Pdk1	DEG_down	573	P60	134298	lost_k27ac
Map3k20	DEG_up	573	P60	278115	lost_k27ac
Prkra	DEG_down	574	P60	1155531	stable_k27ac
Fkbp7	DEG_down	574	P60	1130430	stable_k27ac
Ptprj	DEG_down	576	P60	89815.5	lost_k27ac
Ptprj	DEG_down	577	P60	20219.5	lost_k27ac
Ptprj	DEG_down	578	P60	237838	stable_k27ac
Ptprj	DEG_down	579	P60	286811.5	lost_k27ac
Ptprj	DEG_down	580	P60	390065	stable_k27ac
Ptprj	DEG_down	581	P60	546790.5	lost_k27ac
Ptprj	DEG_down	582	P60	689911	lost_k27ac
Ptprj	DEG_down	583	P60	1371492	lost_k27ac
Ptprj	DEG_down	584	P60	1822080	stable_k27ac
Agbl2	DEG_up	576	P60	291895.5	lost_k27ac
Agbl2	DEG_up	577	P60	222299.5	lost_k27ac
Agbl2	DEG_up	578	P60	35758	stable_k27ac
Agbl2	DEG_up	579	P60	84731.5	lost_k27ac
Agbl2	DEG_up	580	P60	187985	stable_k27ac
Agbl2	DEG_up	581	P60	344710.5	lost_k27ac
Agbl2	DEG_up	582	P60	487831	lost_k27ac
Agbl2	DEG_up	583	P60	1169412	lost_k27ac
Agbl2	DEG_up	584	P60	1620000	stable_k27ac
C1qtnf4	DEG_up	576	P60	395028.5	lost_k27ac
C1qtnf4	DEG_up	577	P60	325432.5	lost_k27ac
C1qtnf4	DEG_up	578	P60	67375	stable_k27ac
C1qtnf4	DEG_up	579	P60	18401.5	lost_k27ac
C1qtnf4	DEG_up	580	P60	84852	stable_k27ac
C1qtnf4	DEG_up	581	P60	241577.5	lost_k27ac
C1qtnf4	DEG_up	582	P60	384698	lost_k27ac
C1qtnf4	DEG_up	583	P60	1066279	lost_k27ac
C1qtnf4	DEG_up	584	P60	1516867	stable_k27ac
Mybpc3	DEG_down	576	P60	627312.5	lost_k27ac
Mybpc3	DEG_down	577	P60	557716.5	lost_k27ac
Mybpc3	DEG_down	578	P60	299659	stable_k27ac
Mybpc3	DEG_down	579	P60	250685.5	lost_k27ac
Mybpc3	DEG_down	580	P60	147432	stable_k27ac
Mybpc3	DEG_down	581	P60	9293.5	lost_k27ac
Mybpc3	DEG_down	582	P60	152414	lost_k27ac
Mybpc3	DEG_down	583	P60	833995	lost_k27ac
Mybpc3	DEG_down	584	P60	1284583	stable_k27ac
Mybpc3	DEG_down	585	P60	1817710.5	lost_k27ac
Phf21a	DEG_up	576	P60	1602285.5	lost_k27ac
Phf21a	DEG_up	577	P60	1532689.5	lost_k27ac
Phf21a	DEG_up	578	P60	1274632	stable_k27ac
Phf21a	DEG_up	579	P60	1225658.5	lost_k27ac
Phf21a	DEG_up	580	P60	1122405	stable_k27ac
Phf21a	DEG_up	581	P60	965679.5	lost_k27ac
Phf21a	DEG_up	582	P60	822559	lost_k27ac
Phf21a	DEG_up	583	P60	140978	lost_k27ac
Phf21a	DEG_up	584	P60	309610	stable_k27ac
Phf21a	DEG_up	585	P60	842737.5	lost_k27ac
Phf21a	DEG_up	586	P60	1123259	lost_k27ac
Phf21a	DEG_up	587	P60	1696741	lost_k27ac
Trp53i11	DEG_down	582	P60	1916990	lost_k27ac
Trp53i11	DEG_down	583	P60	1235409	lost_k27ac
Trp53i11	DEG_down	584	P60	784821	stable_k27ac
Trp53i11	DEG_down	585	P60	251693.5	lost_k27ac
Trp53i11	DEG_down	586	P60	28828	lost_k27ac
Trp53i11	DEG_down	587	P60	602310	lost_k27ac
Trp53i11	DEG_down	588	P60	1086216.5	lost_k27ac
Tspan18	DEG_down	583	P60	1382366	lost_k27ac
Tspan18	DEG_down	584	P60	931778	stable_k27ac
Tspan18	DEG_down	585	P60	398650.5	lost_k27ac
Tspan18	DEG_down	586	P60	118129	lost_k27ac
Tspan18	DEG_down	587	P60	455353	lost_k27ac
Tspan18	DEG_down	588	P60	939259.5	lost_k27ac
Iftap	DEG_down	499	P60	257805	stable_k27ac
Iftap	DEG_down	500	P60	402596.5	lost_k27ac
Iftap	DEG_down	501	P60	463981	lost_k27ac
