## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics --Histogram_FILE /dev/null --MINIMUM_PCT 0.0 --INCLUDE_DUPLICATES true --INPUT 260516_EMseq_LV_index_D1_Bap1_Math1_adult_mut_3201_S66_L001.good_mapq --OUTPUT 260516_EMseq_LV_index_D1_Bap1_Math1_adult_mut_3201_S66_L001.good_mapq.insert_size_metrics.txt --VALIDATION_STRINGENCY SILENT --DEVIATIONS 10.0 --METRIC_ACCUMULATION_LEVEL ALL_READS --ASSUME_SORTED true --STOP_AFTER 0 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Jun 26 13:54:46 PDT 2026

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
220	178	54	2	151653539	232.490301	79.630578	10796645	FR	23	43	65	87	109	133	159	195	255	323	459			
16104	1310	15695	47	117282463	12962.277778	17777.303283	93	RF	129	255	6315	27873	31391	1051919	11113415	65367907	99190947	148603655	234532719			
0	0	0	0	0	0	0	0	TANDEM	0	0	0	0	0	0	0	0	0	0	0			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count	All_Reads.rf_count
160	54847	0
161	55934	0
162	55632	0
163	55983	0
164	56779	0
165	56454	0
166	56922	0
167	57325	0
168	57404	0
169	57765	0
170	57455	0
171	58157	0
172	58025	0
173	57679	0
174	57810	0
175	58165	0
176	57782	0
177	58228	0
178	58477	0
179	57927	0
180	57682	0
181	57616	0
182	58038	0
183	57433	0
184	57579	0
185	57880	0
186	56990	0
187	56781	0
188	57288	0
189	57003	0
190	56727	0
191	56429	0
192	56575	0
193	56709	0
194	56440	0
195	55494	0
196	56027	0
197	55451	0
198	55481	0
199	55944	0
200	54729	0
201	54673	0
202	54854	0
203	54448	0
204	54849	0
205	54408	0
206	54079	0
207	53514	0
208	53759	0
209	53758	0
210	53470	0
211	52983	0
212	53150	0
213	53183	0
214	52779	0
215	52564	0
216	51878	0
217	52034	0
218	51415	0
219	51430	0
220	51196	0
221	50824	0
222	50962	0
223	50511	0
224	50368	0
225	50584	0
226	49558	0
227	50080	0
228	49591	0
229	49090	0
230	49326	0
231	48850	0
232	48938	0
233	48532	0
234	47937	0
235	47870	0
236	46921	0
237	47027	0
238	46543	0
239	46851	0
240	46760	0
241	46034	0
242	45847	0
243	45383	1
244	45156	0
245	44720	0
246	44780	0
247	44693	0
248	44167	0
249	44414	0
250	43965	0
251	43639	0
252	43549	0
253	42759	0
254	42497	0
255	42388	0
256	42188	0
257	42305	0
258	41674	0
259	41645	0
260	41284	0
261	40792	0
262	40595	0
263	40320	0
264	39765	0
265	39540	0
266	39739	0
267	39581	0
268	38796	0
269	38659	0
270	38241	0
271	38218	0
272	37584	0
273	37519	0
274	37053	0
275	36884	0
276	36881	0
277	36378	0
278	35963	0
279	35772	0
280	35519	0
281	35261	0
282	34787	0
283	34400	0
284	34046	0
285	34285	0
286	33846	0
287	33046	0
288	33122	0
289	32644	0
290	32664	0
291	31956	0
292	32439	0
293	31927	0
294	31967	0
295	31196	0
296	31042	0
297	30507	0
298	30303	0
299	30116	0
300	29715	0
301	29460	0
302	29376	0
303	29089	0
304	29070	0
305	28646	0
306	28276	0
307	28116	0
308	27637	0
309	27429	0
310	27354	0
311	26736	0
312	26745	0
313	26409	0
314	26116	0
315	26020	0
316	25524	0
317	25137	0
318	25112	0
319	24793	0
320	24529	0
321	24487	0
322	24016	0
323	23891	0
324	23242	0
325	22564	0
326	23277	0
327	22967	0
328	22291	0
329	22228	0
330	22063	0
331	21663	0
332	21486	0
333	21301	0
334	20903	0
335	21008	0
336	20572	0
337	20163	0
338	19961	0
339	19503	0
340	19761	0
341	19358	0
342	19418	0
343	19037	0
344	18312	0
345	18376	0
346	18375	0
347	17965	0
348	17751	0
349	17569	0
350	17264	0
351	16968	0
352	16768	0
353	16583	0
354	16177	0
355	16229	0
356	15974	0
357	15845	0
358	15535	0
359	15041	0
360	15119	0
361	15098	0
362	14503	0
363	14225	0
364	14190	0
365	14245	0
366	13938	0
367	13590	0
368	13411	0
369	13096	0
370	12973	0
371	12771	0
372	12731	0
373	12540	0
374	12490	0
375	11923	0
376	11920	0
377	11872	0
378	11681	0
379	11294	0
380	11262	0
381	10987	0
382	10765	0
383	10581	0
384	10368	0
385	10594	0
386	10124	0
387	9770	0
388	9671	0
389	9484	0
390	9270	0
391	9272	0
392	9003	0
393	8860	0
394	8742	0
395	8508	0
396	8513	0
397	8324	0
398	8104	0
399	7751	0
400	7784	0
401	7651	0
402	7495	0
403	7423	0
404	7203	0
405	7031	0
406	6951	0
407	6751	0
408	6639	0
409	6514	1
410	6346	0
411	6303	0
412	6428	0
413	6278	0
414	6016	0
415	5691	0
416	5615	0
417	5466	0
418	5598	0
419	5388	0
420	5339	0
421	5169	0
422	5014	0
423	4872	1
424	4872	0
425	4769	0
426	4640	0
427	4502	0
428	4366	0
429	4275	0
430	4244	0
431	4095	0
432	4215	0
433	4022	0
434	3820	0
435	3782	0
436	3728	0
437	3690	0
438	3624	0
439	3621	0
440	3529	0
441	3522	0
442	3274	0
443	3308	0
444	3050	0
445	3186	0
446	3152	0
447	2974	0
448	2981	0
449	2746	0
450	2698	0
451	2714	0
452	2574	0
453	2475	0
454	2531	0
455	2431	0
456	2341	0
457	2249	0
458	2321	0
459	2297	0
460	2096	0
461	2010	0
462	1998	0
463	1961	0
464	1845	0
465	1955	0
466	1862	0
467	1791	0
468	1699	0
469	1580	0
470	1694	0
471	1628	0
472	1494	0
473	1494	0
474	1441	0
475	1403	0
476	1433	0
477	1311	0
478	1368	0
479	1234	0
480	1250	0
481	1179	0
482	1186	0
483	1071	0
484	1151	0
485	1030	0
486	1127	0
487	994	0
488	988	0
489	977	0
490	967	0
491	926	0
492	837	0
493	801	0
494	847	0
495	730	0
496	826	0
497	736	0
498	741	0
499	786	0
500	687	0
501	669	0
502	738	0
503	622	0
504	687	0
505	583	0
506	607	0
507	600	0
508	578	0
509	546	0
510	572	0
511	563	0
512	515	0
513	510	0
514	500	0
515	516	0
516	478	0
517	442	0
518	479	0
519	449	0
520	421	0
521	419	0
522	375	0
523	418	0
524	359	0
525	369	0
526	402	0
527	392	0
528	343	0
529	349	0
530	387	0
531	283	0
532	293	0
533	330	0
534	278	0
535	313	0
536	260	0
537	300	0
538	258	0
539	260	0
540	251	0
541	261	0
542	232	0
543	224	0
544	244	0
545	215	0
546	231	0
547	211	0
548	211	0
549	196	0
550	176	0
551	198	0
552	174	0
553	229	0
554	212	0
555	208	0
556	158	0
557	187	0
558	139	0
559	171	0
560	193	0
561	156	0
562	160	0
563	120	0
564	146	0
565	133	0
566	136	0
567	115	0
568	107	0
569	136	0
570	116	0
571	117	0
572	137	0
573	98	0
574	92	0
575	115	0
576	128	0
577	103	0
578	98	0
579	102	0
580	95	0
581	112	0
582	102	0
583	103	0
584	104	0
585	92	0
586	125	0
587	73	0
588	105	0
589	87	0
590	80	0
591	92	0
592	90	0
593	80	0
594	88	0
595	82	0
596	59	0
597	63	0
598	82	0
599	70	0
600	74	0
601	79	0
602	68	0
603	72	0
604	57	0
605	38	0
606	65	0
607	30	0
608	52	0
609	67	0
610	36	0
611	43	0
612	58	0
613	45	0
614	71	0
615	61	0
616	55	0
617	54	0
618	51	0
619	66	0
620	74	0
621	39	0
622	50	0
623	36	0
624	35	0
625	39	0
626	51	0
627	25	0
628	47	0
629	62	0
630	34	0
631	28	0
632	25	0
633	37	0
634	30	0
635	18	1
636	20	0
637	27	0
638	31	0
639	24	0
640	18	0
641	15	0
642	25	0
643	12	0
644	15	0
645	16	0
646	26	0
647	19	0
648	25	0
649	21	0
650	28	0
651	25	0
652	19	0
653	21	0
654	16	0
655	17	0
656	20	0
657	16	0
658	25	0
659	16	0
660	16	0
661	14	0
662	14	0
663	10	0
664	6	0
665	19	0
666	17	0
667	11	0
668	17	0
669	21	0
670	9	0
671	16	0
672	18	0
673	13	0
674	9	0
675	11	0
676	12	0
677	7	0
678	9	0
679	9	0
680	13	0
681	9	0
682	16	0
683	12	0
684	3	0
685	5	0
686	12	0
687	12	0
688	5	0
689	9	0
690	13	0
691	10	0
692	5	0
693	9	0
694	5	0
695	5	0
696	5	0
697	7	0
698	6	0
699	7	0
700	1	0
701	7	0
702	8	0
703	6	0
704	8	0
705	5	0
706	3	0
707	3	0
708	7	0
709	5	0
710	7	0
711	1	0
712	8	0
713	2	0
714	8	0
715	8	0
716	5	0
717	6	0
718	7	0
719	3	0
720	4	0
721	5	0
722	11	0
723	3	0
724	3	0
726	4	0
727	6	0
728	2	0
729	3	0
730	3	0
731	9	0
732	3	0
733	3	0
734	3	0
735	3	0
736	2	0
738	6	0
739	1	0
741	10	0
742	3	0
743	5	0
744	1	0
745	3	0
746	3	0
747	3	0
749	3	0
750	7	0
751	4	0
752	3	0
753	2	0
754	4	0
755	4	0
756	1	0
757	3	0
758	2	0
1076	0	2
1310	0	3
2168	0	2
2240	0	2
2325	0	1
2331	0	1
2488	0	1
7808	0	1
9866	0	3
15868	0	1
15899	0	2
15908	0	1
15945	0	2
15947	0	1
15977	0	3
15998	0	1
16001	0	1
16004	0	1
16008	0	1
16015	0	1
16027	0	1
16036	0	1
16040	0	1
16047	0	1
16056	0	1
16074	0	1
16086	0	1
16104	0	1
16106	0	1
16122	0	1
16125	0	2
19261	0	1
75244	0	1
111670	0	1

