18	9	E	-2674854.8154440667	78
probinit	1	1.5175623548498698E-259
probinit	2	0.0
probinit	3	0.0
probinit	4	0.0
probinit	5	0.0
probinit	6	0.0
probinit	7	0.0
probinit	8	0.0
probinit	9	0.0
probinit	10	2.9818084880449237E-226
probinit	11	0.0
probinit	12	4.499624307446667E-176
probinit	13	1.0
probinit	14	5.411339734784936E-172
probinit	15	0.0
probinit	16	4.652979310230481E-205
probinit	17	1.9981761559072757E-271
probinit	18	4.402139864762095E-193
transitionprobs	12	7	0.0036523192812454937
transitionprobs	12	8	0.0021695080129842813
transitionprobs	12	9	0.0
transitionprobs	12	10	0.006104494257964859
transitionprobs	12	11	0.018918610081437477
transitionprobs	12	12	0.7261444973406932
transitionprobs	12	13	0.11693397939297569
transitionprobs	12	14	0.003011608125312535
transitionprobs	12	15	1.555628871006468E-4
transitionprobs	12	16	0.0010202379127171152
transitionprobs	12	17	0.0
transitionprobs	12	18	9.791409638299571E-5
transitionprobs	13	1	5.441248851155596E-4
transitionprobs	13	2	1.817530060907546E-4
transitionprobs	13	3	3.107280284444127E-5
transitionprobs	13	4	9.282459810499445E-5
transitionprobs	13	5	0.0060403286705798
transitionprobs	13	6	8.296994149550443E-5
transitionprobs	13	7	4.192157210979423E-5
transitionprobs	13	8	3.387925761340266E-5
transitionprobs	13	9	1.0745521422382701E-4
transitionprobs	13	10	5.130521871561319E-4
transitionprobs	13	11	8.415965202438397E-5
transitionprobs	13	12	3.364302848339038E-4
transitionprobs	13	13	0.9882939968285583
transitionprobs	13	14	8.341917785710846E-4
transitionprobs	13	15	3.24208094183015E-4
transitionprobs	13	16	0.001196079422177433
transitionprobs	13	17	9.054706522355484E-4
transitionprobs	13	18	3.5608115208228726E-4
transitionprobs	14	1	0.0015185272216654416
transitionprobs	14	2	1.2667223917094312E-4
transitionprobs	14	3	0.0
transitionprobs	14	4	1.0712939620424877E-4
transitionprobs	14	5	0.006532695262021748
transitionprobs	14	6	1.2448105603874826E-4
transitionprobs	14	7	4.18561841196002E-5
transitionprobs	14	8	3.611521635283344E-5
transitionprobs	14	9	8.046334279470544E-5
transitionprobs	14	10	0.001678044130688319
transitionprobs	14	11	0.0012717260762378497
transitionprobs	14	12	0.004055245069208945
transitionprobs	14	13	0.43742475171249917
transitionprobs	14	14	0.4971420521028598
transitionprobs	14	15	0.045207809858073496
transitionprobs	14	16	0.0042047110502244495
transitionprobs	14	17	3.430314673879001E-4
transitionprobs	14	18	1.0468861445170216E-4
transitionprobs	15	1	1.6413074339945616E-4
transitionprobs	15	2	0.0
transitionprobs	15	3	2.173185341370404E-4
transitionprobs	15	4	0.002212174397362741
transitionprobs	15	5	0.35592891063073684
transitionprobs	15	6	3.3711588082105306E-4
transitionprobs	15	7	2.0498541727668622E-4
transitionprobs	15	8	3.272618952503611E-5
transitionprobs	15	9	9.37968093689654E-4
transitionprobs	15	10	8.252547832570236E-5
transitionprobs	15	11	0.0
transitionprobs	15	12	2.69949624900516E-4
transitionprobs	15	13	0.10470905633780363
transitionprobs	15	14	0.026380770173408796
transitionprobs	15	15	0.5035514243780482
transitionprobs	15	16	0.004814368919319968
transitionprobs	15	17	1.5392130528979028E-4
transitionprobs	15	18	2.6538959548421016E-6
transitionprobs	16	1	0.0016152412963052164
transitionprobs	16	2	2.5660486403261473E-4
transitionprobs	16	3	2.02790696987953E-4
transitionprobs	16	4	3.6116987768082694E-4
transitionprobs	16	5	0.013962027578393136
transitionprobs	16	6	3.490095284579477E-4
transitionprobs	16	7	2.1987491763166903E-4
transitionprobs	16	8	2.4861171902137747E-4
transitionprobs	16	9	4.3857860895544614E-4
transitionprobs	16	10	0.002136249194352244
transitionprobs	16	11	6.79591265364597E-4
transitionprobs	16	12	0.0014949209335655413
transitionprobs	16	13	0.4518038338979052
transitionprobs	16	14	0.002960366068326461
transitionprobs	16	15	0.00576592096799436
transitionprobs	16	16	0.5155861538516616
transitionprobs	16	17	0.0016783725380407311
transitionprobs	16	18	2.4068219532331287E-4
transitionprobs	17	1	2.284257998154576E-4
transitionprobs	17	2	0.01779112129345592
transitionprobs	17	3	0.003651304681835264
transitionprobs	17	4	2.8551498715475626E-5
transitionprobs	17	5	2.746608514592998E-4
transitionprobs	17	6	0.0
transitionprobs	17	7	0.0
transitionprobs	17	8	1.7683862484860952E-5
transitionprobs	17	9	5.220207071905252E-6
transitionprobs	17	10	2.673826333516626E-5
transitionprobs	17	11	0.0
transitionprobs	17	12	1.2326815968596729E-5
transitionprobs	17	13	0.06500450867730621
transitionprobs	17	14	6.876787026911166E-5
transitionprobs	17	15	1.194817296313121E-5
transitionprobs	17	16	2.3681919361976414E-4
transitionprobs	17	17	0.9125117371169911
transitionprobs	17	18	1.3018569470864985E-4
transitionprobs	18	1	4.1729005885950203E-4
transitionprobs	18	2	1.684977633360672E-4
transitionprobs	18	3	1.6803399898122475E-4
transitionprobs	18	4	0.0
transitionprobs	18	5	0.0014377509960869588
transitionprobs	18	6	1.1781411760533199E-4
transitionprobs	18	7	4.932523555818128E-5
transitionprobs	18	8	0.0
transitionprobs	18	9	4.2147713753480386E-5
transitionprobs	18	10	2.9681816219314386E-4
transitionprobs	18	11	0.0
transitionprobs	18	12	9.602551420853631E-5
transitionprobs	18	13	0.1342468349844443
transitionprobs	18	14	1.6600560175314847E-4
transitionprobs	18	15	5.091864540096648E-5
transitionprobs	18	16	1.1851178386555557E-4
transitionprobs	18	17	5.013759926829847E-4
transitionprobs	18	18	0.8621226494312706
emissionprobs	1	0	ATAC	0	0.97941541418639
emissionprobs	1	0	ATAC	1	0.02058458581360996
emissionprobs	1	1	CTCF	0	0.9815243532755044
emissionprobs	1	1	CTCF	1	0.01847564672449568
emissionprobs	1	2	H2AK119ub	0	0.005428574215079876
emissionprobs	1	2	H2AK119ub	1	0.9945714257849201
emissionprobs	1	3	H3K27ac	0	1.0
emissionprobs	1	3	H3K27ac	1	5.9632822360358956E-24
emissionprobs	1	4	H3K27me3	0	1.0
emissionprobs	1	4	H3K27me3	1	5.242312579398192E-67
emissionprobs	1	5	H3K4me1	0	1.0
emissionprobs	1	5	H3K4me1	1	2.713371149817294E-46
emissionprobs	1	6	H3K4me3	0	0.9981507810786621
emissionprobs	1	6	H3K4me3	1	0.0018492189213379362
emissionprobs	1	7	H3K9ac	0	0.9299549852041299
emissionprobs	1	7	H3K9ac	1	0.0700450147958702
emissionprobs	1	8	H3K9me3	0	0.9989997313475983
emissionprobs	1	8	H3K9me3	1	0.001000268652401698
emissionprobs	2	0	ATAC	0	0.9912805293367267
emissionprobs	2	0	ATAC	1	0.008719470663273275
emissionprobs	2	1	CTCF	0	0.9881761488992654
emissionprobs	2	1	CTCF	1	0.011823851100734604
emissionprobs	2	2	H2AK119ub	0	0.0013243500140633117
emissionprobs	2	2	H2AK119ub	1	0.9986756499859367
emissionprobs	2	3	H3K27ac	0	0.9987613960525779
emissionprobs	2	3	H3K27ac	1	0.0012386039474221121
emissionprobs	2	4	H3K27me3	0	2.581027927318226E-4
emissionprobs	2	4	H3K27me3	1	0.9997418972072681
emissionprobs	2	5	H3K4me1	0	1.0
emissionprobs	2	5	H3K4me1	1	1.0441936036583528E-50
emissionprobs	2	6	H3K4me3	0	1.0
emissionprobs	2	6	H3K4me3	1	2.988615991892858E-74
emissionprobs	2	7	H3K9ac	0	1.0
emissionprobs	2	7	H3K9ac	1	3.948916133033655E-37
emissionprobs	2	8	H3K9me3	0	0.9973874418349528
emissionprobs	2	8	H3K9me3	1	0.002612558165047149
emissionprobs	3	0	ATAC	0	0.8443690557501758
emissionprobs	3	0	ATAC	1	0.15563094424982413
emissionprobs	3	1	CTCF	0	0.955226282531985
emissionprobs	3	1	CTCF	1	0.044773717468014854
emissionprobs	3	2	H2AK119ub	0	0.051227830560787405
emissionprobs	3	2	H2AK119ub	1	0.9487721694392126
emissionprobs	3	3	H3K27ac	0	0.9916761738975017
emissionprobs	3	3	H3K27ac	1	0.008323826102498346
emissionprobs	3	4	H3K27me3	0	3.045045184344277E-4
emissionprobs	3	4	H3K27me3	1	0.9996954954815656
emissionprobs	3	5	H3K4me1	0	0.147723501381476
emissionprobs	3	5	H3K4me1	1	0.852276498618524
emissionprobs	3	6	H3K4me3	0	0.9205088916650264
emissionprobs	3	6	H3K4me3	1	0.07949110833497372
emissionprobs	3	7	H3K9ac	0	0.630701748282008
emissionprobs	3	7	H3K9ac	1	0.3692982517179919
emissionprobs	3	8	H3K9me3	0	0.9914029535637121
emissionprobs	3	8	H3K9me3	1	0.008597046436287852
emissionprobs	4	0	ATAC	0	0.7590552770687726
emissionprobs	4	0	ATAC	1	0.24094472293122748
emissionprobs	4	1	CTCF	0	0.960009728185551
emissionprobs	4	1	CTCF	1	0.03999027181444901
emissionprobs	4	2	H2AK119ub	0	0.0010703609208609405
emissionprobs	4	2	H2AK119ub	1	0.9989296390791391
emissionprobs	4	3	H3K27ac	0	1.0
emissionprobs	4	3	H3K27ac	1	4.372158082488199E-106
emissionprobs	4	4	H3K27me3	0	1.0
emissionprobs	4	4	H3K27me3	1	1.4003075603442162E-118
emissionprobs	4	5	H3K4me1	0	2.422548953866043E-25
emissionprobs	4	5	H3K4me1	1	1.0
emissionprobs	4	6	H3K4me3	0	0.9692567612067781
emissionprobs	4	6	H3K4me3	1	0.030743238793221973
emissionprobs	4	7	H3K9ac	0	0.743404950445663
emissionprobs	4	7	H3K9ac	1	0.256595049554337
emissionprobs	4	8	H3K9me3	0	0.9989589986657937
emissionprobs	4	8	H3K9me3	1	0.0010410013342061785
emissionprobs	5	0	ATAC	0	1.0
emissionprobs	5	0	ATAC	1	3.9868281964556216E-27
emissionprobs	5	1	CTCF	0	0.9949950301711499
emissionprobs	5	1	CTCF	1	0.0050049698288500396
emissionprobs	5	2	H2AK119ub	0	1.0
emissionprobs	5	2	H2AK119ub	1	8.23061391751148E-112
emissionprobs	5	3	H3K27ac	0	1.0
emissionprobs	5	3	H3K27ac	1	9.39175270671898E-131
emissionprobs	5	4	H3K27me3	0	1.0
emissionprobs	5	4	H3K27me3	1	8.845354414293951E-163
emissionprobs	5	5	H3K4me1	0	9.088523268641241E-38
emissionprobs	5	5	H3K4me1	1	1.0
emissionprobs	5	6	H3K4me3	0	1.0
emissionprobs	5	6	H3K4me3	1	4.1811298533388957E-35
emissionprobs	5	7	H3K9ac	0	1.0
emissionprobs	5	7	H3K9ac	1	5.29608451773551E-116
emissionprobs	5	8	H3K9me3	0	1.0
emissionprobs	5	8	H3K9me3	1	1.1365452210941044E-121
emissionprobs	6	0	ATAC	0	0.8484917495035664
emissionprobs	6	0	ATAC	1	0.15150825049643368
emissionprobs	6	1	CTCF	0	0.9644784254860115
emissionprobs	6	1	CTCF	1	0.03552157451398859
emissionprobs	6	2	H2AK119ub	0	0.9997072038125514
emissionprobs	6	2	H2AK119ub	1	2.9279618744872354E-4
emissionprobs	6	3	H3K27ac	0	1.0
emissionprobs	6	3	H3K27ac	1	1.6440530861285548E-107
emissionprobs	6	4	H3K27me3	0	0.9999741606796165
emissionprobs	6	4	H3K27me3	1	2.5839320383533798E-5
emissionprobs	6	5	H3K4me1	0	5.926308615827865E-36
emissionprobs	6	5	H3K4me1	1	1.0
emissionprobs	6	6	H3K4me3	0	0.7420992709590417
emissionprobs	6	6	H3K4me3	1	0.2579007290409584
emissionprobs	6	7	H3K9ac	0	0.08220656090119909
emissionprobs	6	7	H3K9ac	1	0.917793439098801
emissionprobs	6	8	H3K9me3	0	0.9975333582454102
emissionprobs	6	8	H3K9me3	1	0.002466641754589858
emissionprobs	7	0	ATAC	0	0.7928540117177597
emissionprobs	7	0	ATAC	1	0.20714598828224037
emissionprobs	7	1	CTCF	0	0.9664688501997821
emissionprobs	7	1	CTCF	1	0.033531149800217874
emissionprobs	7	2	H2AK119ub	0	1.0
emissionprobs	7	2	H2AK119ub	1	2.788101871058411E-49
emissionprobs	7	3	H3K27ac	0	5.263959997360334E-44
emissionprobs	7	3	H3K27ac	1	1.0
emissionprobs	7	4	H3K27me3	0	0.9956984704059151
emissionprobs	7	4	H3K27me3	1	0.004301529594085002
emissionprobs	7	5	H3K4me1	0	1.827579236300704E-11
emissionprobs	7	5	H3K4me1	1	0.9999999999817243
emissionprobs	7	6	H3K4me3	0	0.5898004611594988
emissionprobs	7	6	H3K4me3	1	0.4101995388405011
emissionprobs	7	7	H3K9ac	0	0.04866789334070426
emissionprobs	7	7	H3K9ac	1	0.9513321066592957
emissionprobs	7	8	H3K9me3	0	0.9984592087600592
emissionprobs	7	8	H3K9me3	1	0.0015407912399408093
emissionprobs	8	0	ATAC	0	0.7184137425880327
emissionprobs	8	0	ATAC	1	0.2815862574119673
emissionprobs	8	1	CTCF	0	0.9593192285920075
emissionprobs	8	1	CTCF	1	0.0406807714079926
emissionprobs	8	2	H2AK119ub	0	1.0762857130937299E-4
emissionprobs	8	2	H2AK119ub	1	0.9998923714286907
emissionprobs	8	3	H3K27ac	0	6.653798499380319E-4
emissionprobs	8	3	H3K27ac	1	0.999334620150062
emissionprobs	8	4	H3K27me3	0	0.9375413807031594
emissionprobs	8	4	H3K27me3	1	0.06245861929684059
emissionprobs	8	5	H3K4me1	0	0.16062957018113014
emissionprobs	8	5	H3K4me1	1	0.8393704298188699
emissionprobs	8	6	H3K4me3	0	0.6429136614714515
emissionprobs	8	6	H3K4me3	1	0.3570863385285486
emissionprobs	8	7	H3K9ac	0	0.01985997731440439
emissionprobs	8	7	H3K9ac	1	0.9801400226855956
emissionprobs	8	8	H3K9me3	0	0.9978854944649722
emissionprobs	8	8	H3K9me3	1	0.002114505535027838
emissionprobs	9	0	ATAC	0	0.7455352312397348
emissionprobs	9	0	ATAC	1	0.25446476876026525
emissionprobs	9	1	CTCF	0	0.9746415354848612
emissionprobs	9	1	CTCF	1	0.025358464515138755
emissionprobs	9	2	H2AK119ub	0	0.8222566620164946
emissionprobs	9	2	H2AK119ub	1	0.1777433379835054
emissionprobs	9	3	H3K27ac	0	9.941576072060926E-4
emissionprobs	9	3	H3K27ac	1	0.9990058423927939
emissionprobs	9	4	H3K27me3	0	0.9988304159926812
emissionprobs	9	4	H3K27me3	1	0.0011695840073188272
emissionprobs	9	5	H3K4me1	0	7.964247622373551E-42
emissionprobs	9	5	H3K4me1	1	1.0
emissionprobs	9	6	H3K4me3	0	1.0
emissionprobs	9	6	H3K4me3	1	1.177165194543248E-32
emissionprobs	9	7	H3K9ac	0	1.0
emissionprobs	9	7	H3K9ac	1	2.922144310998055E-69
emissionprobs	9	8	H3K9me3	0	0.9968486152193171
emissionprobs	9	8	H3K9me3	1	0.0031513847806828653
emissionprobs	10	0	ATAC	0	0.9145299769605529
emissionprobs	10	0	ATAC	1	0.08547002303944706
emissionprobs	10	1	CTCF	0	0.9793705788813707
emissionprobs	10	1	CTCF	1	0.020629421118629216
emissionprobs	10	2	H2AK119ub	0	0.9148868768024576
emissionprobs	10	2	H2AK119ub	1	0.08511312319754241
emissionprobs	10	3	H3K27ac	0	0.017109880806920746
emissionprobs	10	3	H3K27ac	1	0.9828901191930792
emissionprobs	10	4	H3K27me3	0	0.9970398203129458
emissionprobs	10	4	H3K27me3	1	0.002960179687054155
emissionprobs	10	5	H3K4me1	0	1.0
emissionprobs	10	5	H3K4me1	1	5.345396989999948E-36
emissionprobs	10	6	H3K4me3	0	0.9991436527080151
emissionprobs	10	6	H3K4me3	1	8.563472919848664E-4
emissionprobs	10	7	H3K9ac	0	0.7592756507312893
emissionprobs	10	7	H3K9ac	1	0.24072434926871072
emissionprobs	10	8	H3K9me3	0	0.9955682541675073
emissionprobs	10	8	H3K9me3	1	0.004431745832492647
emissionprobs	11	0	ATAC	0	0.6036043333914781
emissionprobs	11	0	ATAC	1	0.3963956666085218
emissionprobs	11	1	CTCF	0	0.9553212176418078
emissionprobs	11	1	CTCF	1	0.04467878235819222
emissionprobs	11	2	H2AK119ub	0	0.7578036800159523
emissionprobs	11	2	H2AK119ub	1	0.24219631998404764
emissionprobs	11	3	H3K27ac	0	3.802522950793923E-5
emissionprobs	11	3	H3K27ac	1	0.9999619747704921
emissionprobs	11	4	H3K27me3	0	0.9946213194237528
emissionprobs	11	4	H3K27me3	1	0.005378680576247228
emissionprobs	11	5	H3K4me1	0	0.9999999999999992
emissionprobs	11	5	H3K4me1	1	7.547329626572883E-16
emissionprobs	11	6	H3K4me3	0	4.644420177006803E-16
emissionprobs	11	6	H3K4me3	1	0.9999999999999996
emissionprobs	11	7	H3K9ac	0	0.07866791820930914
emissionprobs	11	7	H3K9ac	1	0.9213320817906908
emissionprobs	11	8	H3K9me3	0	0.99799230395438
emissionprobs	11	8	H3K9me3	1	0.002007696045619981
emissionprobs	12	0	ATAC	0	0.7540978955395577
emissionprobs	12	0	ATAC	1	0.2459021044604423
emissionprobs	12	1	CTCF	0	0.9674162968566477
emissionprobs	12	1	CTCF	1	0.0325837031433523
emissionprobs	12	2	H2AK119ub	0	0.9519408562629649
emissionprobs	12	2	H2AK119ub	1	0.04805914373703513
emissionprobs	12	3	H3K27ac	0	1.0
emissionprobs	12	3	H3K27ac	1	1.2453463415734908E-38
emissionprobs	12	4	H3K27me3	0	0.9995701303500018
emissionprobs	12	4	H3K27me3	1	4.298696499982566E-4
emissionprobs	12	5	H3K4me1	0	0.9999999996575542
emissionprobs	12	5	H3K4me1	1	3.4244594150832006E-10
emissionprobs	12	6	H3K4me3	0	0.6159877173649475
emissionprobs	12	6	H3K4me3	1	0.3840122826350526
emissionprobs	12	7	H3K9ac	0	0.12576304624806547
emissionprobs	12	7	H3K9ac	1	0.8742369537519346
emissionprobs	12	8	H3K9me3	0	0.9993285734582833
emissionprobs	12	8	H3K9me3	1	6.714265417166737E-4
emissionprobs	13	0	ATAC	0	1.0
emissionprobs	13	0	ATAC	1	1.0274606390803862E-34
emissionprobs	13	1	CTCF	0	1.0
emissionprobs	13	1	CTCF	1	6.332431291072313E-76
emissionprobs	13	2	H2AK119ub	0	1.0
emissionprobs	13	2	H2AK119ub	1	5.0040744615575105E-155
emissionprobs	13	3	H3K27ac	0	1.0
emissionprobs	13	3	H3K27ac	1	1.658055923891946E-205
emissionprobs	13	4	H3K27me3	0	1.0
emissionprobs	13	4	H3K27me3	1	7.611035307410736E-164
emissionprobs	13	5	H3K4me1	0	1.0
emissionprobs	13	5	H3K4me1	1	3.1062405986527995E-98
emissionprobs	13	6	H3K4me3	0	1.0
emissionprobs	13	6	H3K4me3	1	3.935943128879192E-152
emissionprobs	13	7	H3K9ac	0	1.0
emissionprobs	13	7	H3K9ac	1	2.2056798212768905E-154
emissionprobs	13	8	H3K9me3	0	1.0
emissionprobs	13	8	H3K9me3	1	7.904754914718672E-205
emissionprobs	14	0	ATAC	0	0.02135257003556335
emissionprobs	14	0	ATAC	1	0.9786474299644367
emissionprobs	14	1	CTCF	0	0.6815045584561082
emissionprobs	14	1	CTCF	1	0.3184954415438917
emissionprobs	14	2	H2AK119ub	0	1.0
