task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
9	7b/70cb0d	2224048	alignReads (260516_EMseq_LV_index_D1_Bap1_Math1_adult_mut_3201_S66_L001)	CACHED	0	2026-06-26 00:54:53.981	6m	5m 59s	872.5%	20.3 GB	59.9 GB	17.4 GB	6 GB
10	7f/08f6a0	2154275	alignReads (260516_EMseq_LV_index_D1_Bap1_Math1_adult_mut_3201_S66_L001)	CACHED	0	2026-06-26 00:25:46.608	5m 46s	5m 44s	924.4%	20.3 GB	59.9 GB	17.4 GB	6 GB
1	d8/21e344	1609905	fastp (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	CACHED	0	2026-06-25 20:36:38.334	4m 26s	4m 25s	117.8%	1.6 GB	1.8 GB	9.7 GB	9.7 GB
30	65/b8c5c4	2064876	alignReads (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	CACHED	0	2026-06-25 23:48:49.450	6m 33s	6m 32s	940.3%	19.3 GB	58.5 GB	19.3 GB	7.9 GB
34	2a/685db1	2080609	alignReads (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	CACHED	0	2026-06-25 23:55:22.842	3m 11s	3m 10s	867.0%	18.3 GB	58.4 GB	14.7 GB	3.3 GB
32	71/c9a1d3	2048237	alignReads (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	CACHED	0	2026-06-25 23:41:37.921	7m 11s	7m 10s	927.5%	19.4 GB	58.5 GB	19.3 GB	7.9 GB
33	20/f613db	2105630	alignReads (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	CACHED	0	2026-06-26 00:05:21.853	7m 14s	7m 13s	943.7%	19.5 GB	58.5 GB	19.3 GB	7.9 GB
31	fb/50d20e	2088931	alignReads (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	CACHED	0	2026-06-25 23:58:34.169	6m 48s	6m 46s	931.2%	19.2 GB	58.5 GB	19.3 GB	7.9 GB
28	e8/de12f0	2123555	alignReads (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	CACHED	0	2026-06-26 00:12:35.866	6m 36s	6m 35s	935.1%	19.2 GB	58.5 GB	19.3 GB	7.9 GB
29	bb/1fea4e	2138561	alignReads (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	CACHED	0	2026-06-26 00:19:11.740	6m 35s	6m 34s	942.8%	19.3 GB	58.5 GB	19.3 GB	7.9 GB
3	80/504c44	1589027	fastp (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	CACHED	0	2026-06-25 20:20:56.471	5m 24s	5m 23s	117.6%	1.6 GB	1.8 GB	11.9 GB	11.8 GB
40	5b/4e9be5	1619612	alignReads (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	CACHED	0	2026-06-25 20:44:23.901	7m 31s	7m 30s	887.6%	19.4 GB	58.5 GB	19.3 GB	7.9 GB
41	0f/82d2d0	1782624	alignReads (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	CACHED	0	2026-06-25 21:51:21.844	7m 30s	7m 29s	938.0%	19.6 GB	58.8 GB	19.3 GB	7.9 GB
36	fd/435417	1671093	alignReads (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	CACHED	0	2026-06-25 21:05:02.638	6m 51s	6m 50s	936.9%	19.3 GB	58.5 GB	19.3 GB	7.9 GB
39	7f/14ac10	1916928	alignReads (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	CACHED	0	2026-06-25 22:46:55.045	7m 8s	7m 6s	919.9%	19.3 GB	58.5 GB	19.3 GB	7.9 GB
38	c5/3c5ed1	1729975	alignReads (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	CACHED	0	2026-06-25 21:29:43.288	6m 52s	6m 49s	931.1%	19.3 GB	58.5 GB	19.3 GB	7.9 GB
37	cb/9653dc	1949466	alignReads (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	CACHED	0	2026-06-25 23:00:54.301	6m 48s	6m 47s	941.1%	19.3 GB	58.5 GB	19.3 GB	7.9 GB
35	35/d5b0fa	1933147	alignReads (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	CACHED	0	2026-06-25 22:54:02.614	6m 52s	6m 50s	933.2%	19.2 GB	58.5 GB	19.3 GB	7.9 GB
42	e5/c1c6a5	1746882	alignReads (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	CACHED	0	2026-06-25 21:36:35.168	6m 19s	6m 17s	931.7%	19.1 GB	58.5 GB	18.3 GB	6.9 GB
2	82/da43fc	3115014	fastp (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-26 12:13:42.493	3m 30s	3m 28s	124.5%	1.6 GB	1.8 GB	7.5 GB	7.5 GB
47	d5/f8420a	3119530	alignReads (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-26 12:17:12.215	6m 8s	6m 7s	792.0%	20.4 GB	59.9 GB	17.4 GB	6 GB
44	ab/927998	3133524	alignReads (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-26 12:23:20.198	5m 7s	5m 6s	925.7%	20.4 GB	59.9 GB	17.4 GB	6 GB
50	37/b42f0e	3146489	alignReads (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-26 12:28:27.422	29.4s	28.3s	318.3%	15.1 GB	40.2 GB	11.6 GB	153.1 MB
48	d3/c7b231	3148811	alignReads (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-26 12:28:56.907	5m 21s	5m 19s	893.0%	20.4 GB	59.9 GB	17.4 GB	6 GB
49	98/d47d46	3162374	alignReads (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-26 12:34:17.625	5m 10s	5m 9s	923.3%	20.4 GB	59.9 GB	17.4 GB	6 GB
43	57/04439e	3175029	alignReads (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-26 12:39:27.518	4m 59s	4m 58s	925.4%	20.3 GB	59.8 GB	17.4 GB	6 GB
46	2c/d57b6e	3187358	alignReads (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-26 12:44:26.421	5m 3s	5m 2s	924.9%	20.4 GB	59.9 GB	17.4 GB	6 GB
45	52/ee5090	3199603	alignReads (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-26 12:49:29.240	4m 59s	4m 58s	926.2%	20.3 GB	59.8 GB	17.4 GB	6 GB
61	50/8b194e	2248471	combine_nonconverted_counts (1)	CACHED	0	2026-06-26 01:04:16.798	666ms	147ms	12.7%	6.3 MB	37.5 MB	153.1 KB	4 KB
57	91/6513c3	2248352	combine_nonconverted_counts (4)	CACHED	0	2026-06-26 01:04:16.535	235ms	65ms	27.0%	3 MB	12.6 MB	150.9 KB	5.5 KB
59	b6/cc2f60	2248102	combine_nonconverted_counts (6)	CACHED	0	2026-06-26 01:04:13.929	2.3s	55ms	45.6%	3 MB	12.6 MB	152.1 KB	5.5 KB
60	1c/f44dbf	2248229	combine_nonconverted_counts (5)	CACHED	0	2026-06-26 01:04:16.241	263ms	107ms	17.0%	6.3 MB	37.5 MB	152 KB	4.1 KB
52	ad/381ddd	2248594	combine_nonconverted_counts (3)	CACHED	0	2026-06-26 01:04:17.534	291ms	137ms	13.6%	6.3 MB	37.5 MB	153.3 KB	5.6 KB
55	73/eaef84	2288369	mergeAndMarkDuplicates (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	CACHED	0	2026-06-26 01:45:11.373	6m 56s	6m 53s	139.3%	15 GB	38.8 GB	5.3 GB	3.6 GB
51	92/339ab3	2259561	mergeAndMarkDuplicates (260516_EMseq_LV_index_A1_Bap1_Math1_adult_ctrl_3139_S63_L001)	CACHED	0	2026-06-26 01:21:59.718	6m 27s	6m 21s	139.9%	15.7 GB	39.1 GB	4.8 GB	3.2 GB
56	e6/af6268	2249532	mergeAndMarkDuplicates (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	CACHED	0	2026-06-26 01:13:16.257	8m 43s	8m 41s	137.1%	16 GB	39.2 GB	6.5 GB	4.3 GB
53	bd/15a62e	2275362	mergeAndMarkDuplicates (260516_EMseq_LV_index_B1_Bap1_Math1_adult_mut_3391_S64_L001)	CACHED	0	2026-06-26 01:34:09.681	5m 2s	5m	135.7%	14.4 GB	39.3 GB	3.7 GB	2.5 GB
54	d1/3c6a00	2267709	mergeAndMarkDuplicates (260516_EMseq_LV_index_D1_Bap1_Math1_adult_mut_3201_S66_L001)	CACHED	0	2026-06-26 01:28:26.365	5m 43s	5m 37s	138.3%	15 GB	38.9 GB	4.2 GB	2.8 GB
58	2c/dcbc6d	3213635	mergeAndMarkDuplicates (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-26 12:54:28.318	6m 4s	5m 46s	136.8%	15.4 GB	38.7 GB	4.5 GB	3 GB
62	c4/64fe57	3221774	combine_nonconverted_counts (6)	COMPLETED	0	2026-06-26 13:00:32.923	378ms	195ms	9.9%	6.3 MB	37.5 MB	153.3 KB	5.6 KB
66	ff/7b8df3	3221898	gc_bias (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	COMPLETED	0	2026-06-26 13:00:33.323	3m 22s	3m 19s	113.7%	2.7 GB	69.7 GB	18.2 GB	11.2 GB
67	38/b2411a	3228152	picard_metrics (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	COMPLETED	0	2026-06-26 13:03:55.399	3m 41s	3m 39s	101.9%	2.6 GB	69.5 GB	4.4 GB	700.2 KB
69	47/2c1878	3233238	methylDackel_mbias (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	COMPLETED	0	2026-06-26 13:07:36.618	57.5s	56.4s	44.9%	463.5 MB	2 GB	907.2 MB	2.8 MB
64	55/648acf	3242040	insert_size_metrics (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	COMPLETED	0	2026-06-26 13:08:34.169	1m 52s	1m 50s	150.9%	2.7 GB	139.1 GB	13.1 GB	11.2 GB
70	1a/71b9cd	3247476	methylDackel_extract (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	COMPLETED	0	2026-06-26 13:10:26.505	1m 18s	1m 16s	1095.8%	343.8 MB	1 GB	20.5 GB	17.5 GB
63	21/6156fc	3248902	fastqc (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	COMPLETED	0	2026-06-26 13:11:44.167	3m 14s	3m 12s	129.0%	461.8 MB	3.6 GB	1.8 GB	2.3 MB
89	92/1cc398	3252355	insert_size_metrics (260516_EMseq_LV_index_B1_Bap1_Math1_adult_mut_3391_S64_L001)	COMPLETED	0	2026-06-26 13:14:57.697	1m 26s	1m 24s	160.1%	2.8 GB	142.6 GB	9.1 GB	7.8 GB
73	b3/09424a	3257593	insert_size_metrics (260516_EMseq_LV_index_A1_Bap1_Math1_adult_ctrl_3139_S63_L001)	COMPLETED	0	2026-06-26 13:16:24.156	1m 48s	1m 46s	152.3%	2.7 GB	139.2 GB	11.9 GB	10.3 GB
78	91/4f9b2a	3262865	methylDackel_extract (260516_EMseq_LV_index_A1_Bap1_Math1_adult_ctrl_3139_S63_L001)	COMPLETED	0	2026-06-26 13:18:12.377	1m 7s	1m 6s	1149.5%	324.2 MB	1 GB	18.8 GB	15.7 GB
82	8b/e93ac6	3264200	picard_metrics (260516_EMseq_LV_index_B1_Bap1_Math1_adult_mut_3391_S64_L001)	COMPLETED	0	2026-06-26 13:19:19.431	2m 31s	2m 28s	102.8%	2.7 GB	69.7 GB	3.9 GB	698.9 KB
83	c7/588d88	3268306	methylDackel_extract (260516_EMseq_LV_index_B1_Bap1_Math1_adult_mut_3391_S64_L001)	COMPLETED	0	2026-06-26 13:21:50.323	54.7s	53.5s	1142.2%	316.6 MB	1 GB	15.5 GB	12.5 GB
81	b9/322653	3269677	gc_bias (260516_EMseq_LV_index_B1_Bap1_Math1_adult_mut_3391_S64_L001)	COMPLETED	0	2026-06-26 13:22:45.027	2m 49s	2m 47s	113.4%	2.6 GB	69.7 GB	14.3 GB	7.8 GB
90	37/f72a4f	3275336	insert_size_metrics (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	COMPLETED	0	2026-06-26 13:25:34.426	2m 15s	2m 13s	146.4%	2.7 GB	139.2 GB	16.1 GB	13.8 GB
77	c0/7a04d7	3281833	methylDackel_mbias (260516_EMseq_LV_index_A1_Bap1_Math1_adult_ctrl_3139_S63_L001)	COMPLETED	0	2026-06-26 13:27:49.414	57.9s	56.6s	38.7%	492.6 MB	2 GB	870.4 MB	1.9 MB
96	07/1622d8	3291015	picard_metrics (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	COMPLETED	0	2026-06-26 13:28:47.300	4m 26s	4m 23s	101.6%	2.8 GB	69.7 GB	4.8 GB	701.2 KB
79	99/a3e63c	3297574	picard_metrics (260516_EMseq_LV_index_A1_Bap1_Math1_adult_ctrl_3139_S63_L001)	COMPLETED	0	2026-06-26 13:33:12.924	3m 13s	3m 11s	102.2%	2.2 GB	69.7 GB	4.2 GB	700.2 KB
85	72/efe498	3302102	methylDackel_mbias (260516_EMseq_LV_index_B1_Bap1_Math1_adult_mut_3391_S64_L001)	COMPLETED	0	2026-06-26 13:36:26.265	44.8s	43.7s	39.7%	446.5 MB	2 GB	798.7 MB	1.9 MB
94	49/2b293d	3310051	methylDackel_mbias (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	COMPLETED	0	2026-06-26 13:37:11.117	1m 7s	1m 6s	43.9%	498.5 MB	2 GB	980.1 MB	2.8 MB
80	f6/030826	3319206	gc_bias (260516_EMseq_LV_index_A1_Bap1_Math1_adult_ctrl_3139_S63_L001)	COMPLETED	0	2026-06-26 13:38:18.095	3m 18s	3m 15s	114.2%	2.8 GB	69.7 GB	17.1 GB	10.3 GB
98	24/900362	3325491	gc_bias (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	COMPLETED	0	2026-06-26 13:41:35.713	3m 46s	3m 44s	114.0%	3.4 GB	69.7 GB	21.2 GB	13.7 GB
86	d1/48c965	3331968	fastqc (260516_EMseq_LV_index_B1_Bap1_Math1_adult_mut_3391_S64_L001)	COMPLETED	0	2026-06-26 13:45:22.036	1m 54s	1m 53s	101.2%	412.7 MB	3.6 GB	1.3 GB	2.1 MB
97	97/1ed2e7	3334010	methylDackel_extract (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	COMPLETED	0	2026-06-26 13:47:16.501	1m 26s	1m 25s	1132.8%	367.1 MB	1.1 GB	23.1 GB	19.9 GB
76	30/0d6011	3335713	fastqc (260516_EMseq_LV_index_A1_Bap1_Math1_adult_ctrl_3139_S63_L001)	COMPLETED	0	2026-06-26 13:48:42.372	2m 25s	2m 24s	101.3%	387.4 MB	3.5 GB	1.6 GB	2.1 MB
93	27/2ecb7b	3338121	fastqc (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	COMPLETED	0	2026-06-26 13:51:07.795	3m 35s	3m 34s	140.7%	442.5 MB	3.6 GB	2.2 GB	2.1 MB
101	fc/b19323	3341565	insert_size_metrics (260516_EMseq_LV_index_D1_Bap1_Math1_adult_mut_3201_S66_L001)	COMPLETED	0	2026-06-26 13:54:43.224	1m 36s	1m 34s	154.4%	2.7 GB	139.2 GB	10.5 GB	9 GB
99	3e/d59a70	3347028	methylDackel_extract (260516_EMseq_LV_index_D1_Bap1_Math1_adult_mut_3201_S66_L001)	COMPLETED	0	2026-06-26 13:56:19.685	1m 1s	59.2s	1145.8%	318.5 MB	1 GB	17.5 GB	14.4 GB
104	d7/7a919f	3348354	gc_bias (260516_EMseq_LV_index_D1_Bap1_Math1_adult_mut_3201_S66_L001)	COMPLETED	0	2026-06-26 13:57:20.417	3m 5s	3m 3s	113.3%	2.7 GB	69.7 GB	15.7 GB	9 GB
107	4d/c77f52	3354557	picard_metrics (260516_EMseq_LV_index_D1_Bap1_Math1_adult_mut_3201_S66_L001)	COMPLETED	0	2026-06-26 14:00:25.723	2m 54s	2m 52s	102.5%	2.8 GB	69.7 GB	4.1 GB	699.6 KB
100	2e/b9cf30	3358968	methylDackel_mbias (260516_EMseq_LV_index_D1_Bap1_Math1_adult_mut_3201_S66_L001)	COMPLETED	0	2026-06-26 14:03:19.829	50.1s	49s	40.6%	449.6 MB	2 GB	836.4 MB	1.9 MB
106	13/70b2ee	3367026	fastqc (260516_EMseq_LV_index_D1_Bap1_Math1_adult_mut_3201_S66_L001)	COMPLETED	0	2026-06-26 14:04:09.971	2m 10s	2m 9s	101.3%	387.4 MB	3.6 GB	1.4 GB	2.1 MB
114	37/2b65de	3369226	methylDackel_extract (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-26 14:06:20.435	1m 4s	1m 2s	1135.0%	323.7 MB	1 GB	18.1 GB	15.1 GB
112	7e/809011	3370716	methylDackel_mbias (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-26 14:07:24.105	52.3s	51.1s	40.7%	477.1 MB	2 GB	842.8 MB	1.9 MB
116	15/d3f658	3379246	insert_size_metrics (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-26 14:08:16.413	1m 46s	1m 44s	148.5%	2.7 GB	139.2 GB	11.3 GB	9.7 GB
110	8d/63c3d9	3384506	picard_metrics (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-26 14:10:02.917	3m 8s	3m 6s	102.1%	2.3 GB	69.7 GB	4.2 GB	700 KB
113	90/06057e	3388827	gc_bias (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-26 14:13:10.669	3m 14s	3m 12s	113.8%	2.7 GB	69.8 GB	16.5 GB	9.7 GB
108	da/2ce8c0	3394631	fastqc (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-26 14:16:24.558	2m 21s	2m 20s	100.5%	391.5 MB	3.5 GB	1.5 GB	2.1 MB
102	0d/3e53c5	3397107	tasmanian (260516_EMseq_LV_index_D1_Bap1_Math1_adult_mut_3201_S66_L001)	COMPLETED	0	2026-06-26 14:18:45.583	5m 44s	5m 42s	79.0%	2.9 GB	6.1 GB	4.2 GB	1.4 GB
75	52/cbb922	3406790	tasmanian (260516_EMseq_LV_index_A1_Bap1_Math1_adult_ctrl_3139_S63_L001)	COMPLETED	0	2026-06-26 14:24:29.153	4m 29s	4m 28s	101.3%	2.9 GB	6.1 GB	4.2 GB	1.4 GB
87	5f/4c5164	3414969	tasmanian (260516_EMseq_LV_index_B1_Bap1_Math1_adult_mut_3391_S64_L001)	COMPLETED	0	2026-06-26 14:28:58.366	4m 30s	4m 29s	101.3%	2.9 GB	6.1 GB	4.2 GB	1.4 GB
68	f1/c07ba0	3423234	tasmanian (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	COMPLETED	0	2026-06-26 14:33:28.230	6m 14s	6m 13s	100.9%	2.9 GB	6.1 GB	4.5 GB	1.7 GB
95	08/a090d1	3432693	tasmanian (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	COMPLETED	0	2026-06-26 14:39:42.344	6m 8s	6m 7s	100.9%	2.9 GB	6.1 GB	4.5 GB	1.7 GB
109	48/113222	3441882	tasmanian (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-26 14:45:50.813	4m 33s	4m 32s	101.2%	2.9 GB	6.1 GB	4.2 GB	1.4 GB
103	07/4532c3	3448913	flagstats (260516_EMseq_LV_index_D1_Bap1_Math1_adult_mut_3201_S66_L001)	COMPLETED	0	2026-06-26 14:50:24.141	3.8s	2.6s	463.9%	19 MB	968.7 MB	1.4 GB	6.5 KB
65	2a/3eebd8	3449631	idx_stats (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	COMPLETED	0	2026-06-26 14:50:27.943	1.2s	148ms	63.8%	8.2 MB	31 MB	7.1 MB	7.9 KB
105	ed/a7a679	3449833	idx_stats (260516_EMseq_LV_index_D1_Bap1_Math1_adult_mut_3201_S66_L001)	COMPLETED	0	2026-06-26 14:50:29.216	1.2s	162ms	52.6%	6 MB	28.2 MB	6.8 MB	7.9 KB
71	e5/c85235	3450036	flagstats (250504_B1_Bap1_P60_ctrl2_5mC_S45_L002)	COMPLETED	0	2026-06-26 14:50:30.407	4.5s	3.5s	417.2%	9.4 MB	904.7 MB	1.8 GB	6.5 KB
88	7b/89c9d4	3450415	flagstats (260516_EMseq_LV_index_B1_Bap1_Math1_adult_mut_3391_S64_L001)	COMPLETED	0	2026-06-26 14:50:34.958	2.6s	1.5s	662.3%	8.9 MB	904.7 MB	1.2 GB	6.5 KB
92	e7/85f61a	3450687	idx_stats (250504_A1_Bap1_P60_ctrl1_5mC_S44_L002)	COMPLETED	0	2026-06-26 14:50:37.582	1.2s	157ms	60.3%	8 MB	30.9 MB	7.3 MB	7.9 KB
115	bb/45e180	3450889	idx_stats (260516_EMseq_LV_index_C1_Bap1_Math1_adult_ctrl_3200_S65_L001)	COMPLETED	0	2026-06-26 14:50:38.848	1.1s	101ms	81.0%	3 MB	12.6 MB	6.9 MB	7.9 KB
74	4f/f65e76	3451091	flagstats (260516_EMseq_LV_index_A1_Bap1_Math1_adult_ctrl_3139_S63_L001)	COMPLETED	0	2026-06-26 14:50:40.024	3.2s	2.1s	623.9%	9.6 MB	967 MB	1.6 GB	6.5 KB
