component_1,component_2,label
-12.965484,5.052087,0
4.9832816,3.7223666,6
8.526831,9.364212,6
-3.783174,-9.6939945,0
-8.359639,-4.4209156,0
-17.385258,10.816515,8
-7.6751623,-2.8336394,0
13.642065,-12.466585,9
-12.653551,-9.197029,0
1.8278011,-14.184115,9
9.94382,5.850556,6
23.163643,3.603562,3
12.798169,-8.82619,9
23.686005,-2.60509,3
16.902958,2.0865269,3
-8.229687,-1.863602,0
20.642609,-8.955597,3
3.0129848,14.32734,6
13.042588,-17.420727,9
-20.46731,-0.58586633,0
-4.9908004,-5.346507,0
1.8793461,-1.0438842,6
15.54646,-10.263765,9
-2.9786305,-5.4689946,0
8.341663,6.039694,6
-0.044265125,8.631386,6
17.324228,7.450887,3
13.780525,-0.5377724,3
24.422703,11.517143,7
-8.457818,21.913063,2
16.06845,-13.297348,9
7.6179414,3.8409398,6
-5.1766415,-4.2130475,0
-5.246037,8.980103,0
-0.65282595,-7.1116223,0
24.439367,12.341357,7
21.864796,-0.91194695,3
24.428635,13.5391445,7
24.56101,6.599969,7
22.672653,11.864711,7
22.839258,-3.199571,3
7.2328877,16.249523,6
22.154737,-4.627189,3
7.90414,-1.571926,9
16.915154,-7.652201,3
14.552899,11.330635,6
15.207417,3.8895419,3
13.695937,-10.324414,3
1.4763886,-12.091203,0
23.386099,12.720041,7
18.280294,14.710497,7
25.647543,11.692852,7
16.943012,13.37101,7
21.53587,5.157778,3
20.943096,-2.6876378,3
23.44782,-7.5460067,3
1.2119143,2.5347137,6
17.367897,-9.590793,9
17.3633,-5.8275037,9
5.3542676,-6.2483845,9
3.171538,14.240016,6
13.007248,4.0069804,6
4.0576673,2.7041962,6
1.4351854,-2.7215457,9
20.289318,4.8307295,3
7.9572883,11.686498,6
5.6874633,-8.351435,9
17.401278,12.182702,7
18.201756,11.311517,7
0.23671187,2.9913096,6
8.486146,-2.935821,9
9.613164,-14.659771,9
6.1760917,-10.774791,9
1.6056443,3.960124,6
15.642099,-1.143079,3
11.457054,13.815202,6
23.97096,10.897567,7
21.438232,14.9339485,7
16.290007,14.140362,6
13.575241,-0.26189226,3
12.0981245,4.7992015,6
6.395917,-13.132262,9
7.0265775,-2.026322,9
1.2882571,8.972507,6
21.037916,13.017294,7
11.762539,2.5428464,6
9.33284,5.543672,6
11.505174,5.884294,6
23.668201,14.431898,7
14.927953,12.60961,6
22.40895,3.5087006,3
24.221867,-4.167341,3
4.0235577,13.877725,6
20.77537,11.016273,7
22.252497,4.030611,3
9.393616,12.783073,6
19.80517,1.414178,3
7.4803667,-9.2064495,9
11.63654,-12.710032,9
8.043037,14.313279,6
21.114351,11.323604,7
-2.8937318,15.074006,6
19.808636,-5.8607316,3
13.022393,8.415167,6
23.45507,5.330868,3
8.848248,-6.3290257,9
24.12832,5.81336,3
18.429924,8.416556,7
14.810964,-8.559763,9
23.49382,1.6062421,3
10.534141,15.155207,6
19.362782,-10.075062,9
17.55454,-8.575544,9
24.265545,4.636039,3
22.767384,9.851957,7
14.979767,-9.047012,3
2.0394335,6.869586,6
18.302551,-2.932803,3
13.609368,-7.666895,9
7.8153234,16.316853,6
13.301431,9.86123,6
19.540836,-8.033489,3
19.204298,-8.266811,3
-10.599533,-9.50654,0
20.633545,7.1607456,3
10.738526,2.5100527,6
22.91837,-4.6284432,3
-5.213026,16.717075,6
2.1837962,-1.2680178,9
6.2537346,16.881603,6
12.265942,10.393978,6
22.993605,6.179069,3
-0.47154352,1.5136237,0
22.600006,-3.5896678,3
10.723047,-2.8042357,9
10.128828,2.2718213,6
17.910889,-4.071654,3
7.891986,-9.3202715,9
7.0264525,6.6683354,6
22.324198,-7.4163,3
23.677782,-8.685422,3
4.2948356,-1.8396862,9
16.909843,-12.621289,9
2.7365875,-23.464802,2
-10.692496,-2.5107346,0
20.970766,-0.7195164,3
23.079922,6.836884,7
19.650705,-4.8909087,3
24.3153,9.916288,7
17.862078,10.028819,7
20.156622,11.31658,7
11.673699,4.4811916,6
3.2925313,6.175296,6
25.279198,-3.9174738,3
3.5208812,-4.012917,9
23.191877,11.79421,7
6.871968,-11.716461,9
17.210423,-6.513333,9
21.530128,3.2078075,3
11.222217,-2.637784,9
-6.591704,-4.8829103,0
-7.8436027,1.8116006,0
22.526571,-0.295627,3
10.1909895,8.378755,6
19.866322,9.725744,7
2.7033167,0.4212898,6
3.7308683,0.98885113,6
8.938118,-11.826507,9
-8.543867,4.757628,0
2.4429548,10.602999,6
2.3035672,6.0286155,6
2.9216306,3.5264883,6
21.28911,-3.6953056,3
12.881663,-2.0410464,9
-14.540689,7.972071,0
2.054902,-20.794912,9
25.07764,13.15042,7
19.47714,12.46916,7
22.65953,9.213753,7
25.621374,12.670865,7
-4.701417,-6.572442,0
22.786938,5.0819464,3
19.87805,-4.890311,3
11.550369,14.430492,6
19.700787,-3.8685713,3
20.093584,10.034414,7
6.262452,-0.04814594,6
22.680254,2.4696426,3
15.504594,4.4337034,3
1.7953297,-5.671645,9
5.2642174,7.783434,6
-10.968335,4.6854935,0
10.947318,0.9142006,6
11.771805,-1.9767952,9
5.6368284,-6.4619493,9
17.184113,4.5499654,3
11.307851,8.373476,6
23.652538,6.4078074,7
15.36762,7.2249975,6
20.93426,-5.968015,3
24.295336,6.62741,7
24.033552,-2.5306044,3
6.2386665,4.965473,6
25.072973,11.648608,7
22.314493,-10.586165,3
16.669466,3.1518416,3
2.870651,7.006212,6
13.101194,17.147047,7
23.22612,-4.470228,3
0.6425783,-12.88737,0
0.92472893,10.086236,6
-5.8626547,4.7988687,0
20.61154,-1.5608772,3
11.68782,10.996147,6
15.8941345,10.337004,6
22.66995,-7.6322446,3
20.83733,-2.1977882,3
16.754131,-4.7257423,3
23.215757,-3.9941535,3
-2.2366083,-16.923964,9
15.984251,-14.942445,9
6.1655297,-0.41654235,9
-5.5712442,-6.659558,0
12.696474,6.664686,6
-8.108543,-9.524389,0
0.3454167,2.496893,6
12.781095,0.21668147,3
0.77256626,-2.9436812,0
1.1587732,-14.803732,0
-9.942584,-9.557341,0
20.38002,-4.757336,3
24.105192,9.447141,7
21.08178,6.17884,3
11.109508,-3.3859484,9
6.8200803,7.474538,6
22.481268,-5.9291563,3
18.575191,-7.0468135,3
20.439901,12.93985,7
25.443815,-3.621968,3
19.841522,5.5500503,3
13.3514,11.951782,6
22.320288,10.813311,7
16.318207,9.877427,6
-0.27651012,5.124514,6
16.732779,-11.677514,9
-4.4784994,9.267999,0
16.360413,7.7496243,6
23.72871,0.88822854,3
19.854149,-5.3376083,3
24.344767,-0.29745576,1
24.045294,-3.9781814,3
19.173285,11.771751,7
9.407434,11.279406,6
22.230352,11.471051,7
21.206903,7.6516376,7
10.441653,10.297692,6
17.052368,-12.231276,9
13.145443,10.721705,6
17.778261,4.887606,3
21.331223,4.847787,3
13.836926,12.613596,6
8.9408,9.649981,6
12.30335,11.037117,6
24.461073,-5.5383067,3
-3.2767558,8.362852,0
13.47049,5.369404,6
5.310933,-9.512304,9
22.593765,3.9642515,3
8.544196,6.3434296,6
11.495454,1.9837482,6
12.36362,9.450245,6
18.936775,4.9687114,3
8.395054,2.5281076,6
-3.3877783,-9.759696,0
21.906149,5.108791,3
13.890837,14.56975,6
15.438516,0.5394482,3
17.81434,3.9932568,3
10.92869,3.6678543,6
22.604687,-2.0908318,3
9.417144,-6.778843,9
17.236313,7.6621776,6
19.656181,-8.821523,3
22.606773,-7.1200743,3
15.55437,4.4578004,3
17.973186,0.08504182,3
12.614218,-1.3291271,9
24.590628,-7.172629,3
7.2464166,-1.8203194,9
23.985857,11.417912,7
15.662817,11.972405,6
21.517292,10.926076,7
20.79333,5.8907266,3
15.393057,-11.47672,9
11.161146,5.783163,6
5.139044,13.680322,6
-4.426401,-4.444303,0
21.071892,13.935759,7
25.572336,-6.994275,1
16.605608,-5.676181,9
4.169066,-11.4253435,9
22.774212,-9.089307,3
-5.1888103,6.069646,0
2.876423,14.823707,6
13.76552,-3.7855237,9
18.237108,-8.705135,9
6.348725,10.63262,6
6.998199,-8.30779,9
18.78616,-12.176128,9
4.0715413,5.671079,6
14.482197,-15.6400175,9
-3.9325325,-3.4908316,0
14.310223,-7.896543,9
13.534419,4.7590766,6
21.05461,7.637847,7
21.841755,1.0311668,3
20.073025,4.2420135,3
14.1559725,7.9214296,6
14.078956,-10.81683,9
22.414524,10.077179,7
21.291132,7.219596,3
2.27415,-1.2998235,9
-22.70511,7.3736496,8
-3.1964183,-6.1155124,0
-5.5673103,-5.3417563,0
24.381487,8.4548435,7
5.724077,12.112439,6
-1.3233234,3.513622,0
15.931612,-7.0999346,3
11.356811,-8.097626,9
23.160322,10.760263,7
25.092257,-4.876047,3
1.7673502,2.7361438,6
-20.759941,14.3830185,8
7.806712,2.9364357,6
4.942851,6.777658,6
2.2369325,-21.07998,3
-13.001083,-1.5845561,0
-4.674212,7.1687236,6
-5.9341407,-8.144419,0
-11.209034,0.68576634,0
13.624477,-13.389123,9
23.306122,-8.287855,3
14.661443,10.834656,6
20.506779,-11.690253,3
-6.031253,-5.778488,0
20.779556,-6.5704927,3
24.205223,13.090136,7
18.006033,-9.134516,9
4.530606,-11.208898,9
21.827084,-10.680168,3
-3.673334,7.1490984,6
6.444073,-12.530611,9
22.228666,9.646995,7
13.593616,-10.593785,9
21.578014,-7.740623,3
14.962345,11.813176,6
15.194386,5.9596415,6
8.111459,8.112064,6
12.414663,8.6449375,6
1.9885558,4.8709574,6
1.5141358,-20.239767,9
24.850325,-3.4428523,3
9.005641,14.205571,6
22.784422,-3.218453,3
18.299799,0.06778783,3
-11.696364,5.6589417,0
17.89871,3.8832777,3
-0.17346397,-0.784471,0
2.500808,-0.419863,6
20.183289,-1.9323378,3
14.270012,-3.3211226,9
22.259903,13.7529335,7
21.55717,-10.074162,3
10.759559,-4.9143186,9
-4.4773855,-9.848721,0
-0.96405905,1.6221937,0
-0.8230814,9.727404,6
21.948416,-3.7730622,3
-1.9735241,-4.1986666,0
18.9415,-7.708233,3
21.784767,3.9539979,3
21.692183,-3.4579194,3
23.309492,-6.3503966,3
22.308695,5.0849066,3
20.110336,-8.889572,3
3.7989159,-7.1337004,9
2.2711158,-4.003833,9
25.446524,11.184005,7
-10.461517,20.837034,4
-0.6690499,-22.555754,2
-4.2882123,-9.202718,0
9.666308,10.144288,6
21.310524,8.4105625,7
9.687291,1.0127053,6
-0.7002209,1.8385329,0
0.14163297,-3.3074741,0
19.565525,-7.202346,3
-17.782585,-4.912534,0
-5.498044,-14.282544,0
21.566605,-6.82894,3
-0.7511356,-16.921484,9
9.588149,6.423074,6
16.758877,-10.095947,9
23.3717,7.6750755,7
22.812895,0.07374288,3
2.0155733,-10.083983,9
4.6118517,12.106373,6
1.0300491,12.478909,6
-0.21723567,17.416555,8
20.882442,-2.6633046,3
20.741385,10.798092,7
12.761889,-3.2208016,9
6.510546,-0.3719977,6
15.482945,11.11299,6
6.880122,-10.58398,9
4.1163816,-8.612013,9
-4.329061,-10.525926,0
7.0281196,-12.5379925,9
2.346808,0.71002877,6
10.169739,6.330201,6
4.265142,5.805853,6
13.702,6.434681,6
21.712568,8.081252,7
-22.658697,6.4054527,8
17.515358,-11.623678,9
2.3415086,-5.24543,9
21.611704,8.817868,7
1.5922128,15.136036,6
18.153643,9.538054,7
20.674107,-8.074579,3
17.328733,3.1594229,3
19.93767,-5.6372466,3
5.5618644,-7.774464,9
11.2721815,4.5042195,6
2.0524678,6.291695,6
13.029494,-0.47849554,3
5.7464767,-8.691775,9
21.253693,-11.132466,3
-10.404271,-3.706373,0
-2.1528654,-23.318205,9
22.130344,-6.733215,3
13.288375,-11.197189,9
16.919464,1.1186053,6
6.64617,-7.9274416,9
-7.1177964,-9.559176,0
11.9218,1.525663,6
6.322536,-7.744131,9
15.911339,3.2648807,3
15.104126,-12.093781,9
-3.978554,-21.550077,9
7.088978,-3.2552934,9
5.2259474,-10.52371,9
-15.276222,-2.597389,0
18.353191,-11.992701,9
6.8629117,-6.3196545,9
6.166202,-6.3586864,9
6.1254005,-5.2709837,9
15.909102,9.581063,6
9.622522,-0.15549493,9
-15.521912,5.652803,0
21.680098,-11.146534,3
21.844465,-4.7347574,3
14.227037,-0.46952593,3
16.609966,-6.1217866,9
7.6685705,-7.8297477,9
-15.450506,3.386153,0
18.679825,-3.3888128,3
15.219991,-14.804538,9
13.989489,10.387122,6
15.057425,-0.53890747,3
5.2796783,4.231377,6
5.2493577,-10.56169,9
12.652046,-0.24374047,9
13.300746,-2.7374098,9
0.78802556,13.128391,6
10.648856,-2.3230457,9
-10.447397,0.6048097,0
24.832796,-4.6816206,3
9.923084,6.6579213,6
3.4473593,-15.723362,9
-1.6535803,-14.574076,9
14.222682,-12.422975,9
19.599583,5.84718,3
-4.6905212,-6.802211,0
-17.61373,7.7173553,8
-1.6865792,-4.3326893,0
2.3430018,-14.9527,9
11.292564,2.290379,6
7.0379457,-7.3584757,9
20.468325,-8.54116,3
23.495157,10.455715,7
-22.191677,13.560766,8
-4.320741,6.854091,0
20.669477,3.7288437,3
-22.880215,13.087376,8
9.36769,-7.6582417,9
8.772781,-10.970517,9
-7.174197,1.6929427,0
4.7812796,5.5360017,6
4.9246697,-4.1901097,9
-7.2542815,-5.9660397,0
0.6472981,-5.118986,9
2.8994393,-12.898111,9
22.145184,-2.8422256,3
16.220236,-10.970028,9
16.682981,-14.499015,9
11.003224,0.6126655,6
10.463111,-12.238391,9
-20.751465,5.025116,8
16.90408,4.4964437,3
3.1643007,-22.848347,2
21.31801,-4.63429,3
13.015806,3.5409582,6
18.143164,-5.041163,3
15.980424,-0.37012017,3
13.571074,-17.677645,9
-11.2648325,-8.208966,0
-14.938875,-6.3792176,0
6.296942,-5.668348,9
-12.974427,-4.7566304,0
-13.014912,-3.4752185,0
0.47726735,15.782548,6
21.36776,-4.8938537,3
15.820805,-8.866932,9
19.771439,-7.665522,3
-15.931035,-2.4602916,0
20.468962,-6.353995,3
24.14006,12.64207,7
-8.136651,-1.0500662,0
20.751003,5.4693933,3
6.6837664,-4.6914744,9
24.14325,-5.873119,3
-0.029430013,1.8197464,0
0.90416616,10.824161,6
-8.002775,-7.652027,0
15.2336035,-15.297107,9
3.158623,-19.539236,9
22.348059,-9.655286,3
2.626239,-12.37796,9
0.9985658,-11.855343,0
18.929657,-8.669968,9
18.53083,-7.583688,3
13.629201,-18.205887,9
-12.211052,-12.880831,0
-0.13979793,-16.88912,9
-2.7312536,7.419889,6
-12.702539,-3.5473754,0
2.0693426,7.8494368,6
-3.484615,15.999949,6
-17.725094,15.432474,4
23.673471,8.364693,7
19.989357,12.335892,7
4.091146,8.571902,6
6.493997,8.689526,6
-12.502881,-4.7572584,0
8.7419195,7.9711094,6
-14.632635,8.164492,0
-24.60365,13.180824,8
-0.85723907,12.439018,6
4.597818,-0.25658792,6
13.967849,13.003755,6
24.028706,11.110268,7
8.74868,7.3908544,6
-10.296532,19.684065,4
8.005371,12.324991,6
-3.4330401,-13.141067,9
-13.660536,8.721504,0
21.147175,12.415426,7
21.318764,9.821202,7
9.718426,12.158548,6
2.5782664,11.451989,6
1.1327692,10.383352,6
-13.239052,16.451553,4
-5.016467,-12.507906,0
11.753745,14.919474,6
4.731871,8.462545,6
3.6084838,4.3021064,6
-20.461786,-1.3755121,0
-9.827911,-11.295477,0
-21.479748,-2.6608493,0
14.291544,0.037053674,3
16.084108,12.298819,6
19.9919,-7.258001,3
-4.520895,-25.710367,9
-22.98554,-2.0489218,8
-23.481901,7.2315607,8
9.413623,8.383585,6
13.713815,10.0966,6
13.407629,11.114339,6
19.367285,15.229858,7
8.656865,14.770771,6
17.317062,-11.054697,9
-16.443552,-10.105044,0
1.2474802,13.554702,6
8.718166,-8.368249,9
14.961695,14.705765,6
19.3003,15.209093,7
-15.539418,3.284552,0
-16.157143,1.5136217,0
16.086332,3.56447,3
8.402525,7.676629,6
-9.278796,8.626502,0
-24.057886,13.646597,8
-4.289505,8.779506,0
7.7232375,13.907388,6
6.694187,0.40061197,6
6.3294954,12.2311945,6
-1.4642774,8.998389,6
12.1874695,8.857933,6
20.831608,14.880694,7
20.47094,-11.993837,3
-19.345615,11.300482,8
17.932438,11.108103,7
2.4632688,-19.071608,9
23.42878,9.663371,7
24.542019,13.400943,7
-9.990859,3.4552226,0
-2.3787534,13.871491,4
5.2296734,9.314818,6
-11.338757,17.7942,4
-0.9280716,-22.951565,2
-5.954722,-22.593714,0
2.312128,1.3031013,6
-0.0054321466,-0.10728263,6
-13.653804,10.180563,0
-1.5264693,-28.034195,9
10.90474,14.284092,6
12.036216,14.658541,6
-7.582285,6.5677085,0
-5.591649,-24.443213,9
22.261105,7.3127604,7
7.137479,9.864811,6
3.0293803,13.274946,6
-4.739326,-5.971161,0
-3.6919405,7.7928176,0
-10.948955,18.751398,4
-13.863324,10.629877,0
10.979616,-13.109641,9
0.76145583,-24.107605,2
-14.025964,21.151863,4
5.2488117,17.143505,6
5.0781345,16.84239,6
19.110302,16.401665,7
5.8391833,15.911587,6
-17.335867,1.7796493,0
-20.222101,15.343842,8
-1.98993,-22.312649,9
-15.38704,1.1483603,0
-6.3123865,8.199149,0
19.74024,-12.291225,9
-17.995033,12.54673,8
-14.878587,5.9954443,0
-23.145668,7.7021475,8
20.863825,9.00051,7
15.569557,4.9610868,3
4.656787,-8.667956,9
-18.685917,10.633144,8
-24.529196,11.552051,8
-11.367956,-3.3436058,0
14.860172,9.686244,6
22.965109,13.241593,7
22.755713,12.520612,7
12.648158,14.059326,6
13.89682,-2.106998,9
-3.709422,-10.408834,0
-14.194635,6.853506,0
-18.246233,-2.8644865,0
22.655855,10.867852,7
7.30184,15.164854,6
-16.381058,-4.864136,0
-13.962643,12.182317,0
10.753839,14.220759,6
12.134329,11.631257,6
3.16026,11.872342,6
16.68141,14.899861,7
-23.556036,4.5907,8
15.3903885,13.113973,6
0.10923159,11.751878,6
11.839061,5.8202076,6
-3.354111,15.892123,6
12.089872,7.395125,6
-13.042351,19.169333,4
1.4009666,-23.73017,2
-20.586586,12.006994,8
-5.943782,-23.111269,0
-21.176537,-4.005692,0
2.8866394,12.6639185,6
-2.263137,8.066887,6
-2.036259,4.8934007,6
-5.5628595,7.3403554,0
-6.9158864,10.76621,0
-13.048002,-11.144375,0
12.95813,-19.170174,5
1.6121941,12.32144,6
2.34856,-10.614698,9
-24.726692,9.317305,8
10.116149,13.060181,6
10.411938,3.04923,6
12.447261,16.694983,7
-2.2501125,13.165259,6
-4.0314693,-13.666249,9
1.1256671,7.2264276,6
1.7798842,-24.52689,2
-22.397694,10.330881,8
-5.7668247,-24.69945,0
5.593443,9.220672,6
-15.10064,15.261927,4
0.4645633,12.182621,6
-5.6113048,16.675087,2
18.625683,13.363723,7
13.868928,14.788903,6
6.691539,13.325729,6
17.063385,13.079312,7
-4.520501,9.08953,6
4.2136135,7.663231,6
-3.7429886,-17.218212,0
-20.63192,8.228383,8
-0.88451,5.283575,6
5.434643,-3.5197866,9
4.4554,-9.015819,9
1.8475674,-4.237086,9
-4.080829,-19.91749,2
-8.964212,-9.439208,0
22.567764,-9.703504,3
-4.2038136,-20.846773,2
-2.7864313,-21.192009,9
-17.777775,-4.659735,0
1.2149551,-16.48951,9
-21.510374,14.4949,8
17.681509,-0.024506778,3
-5.64332,-9.297234,0
-7.3553705,-1.1363513,0
-1.0126555,9.278806,6
16.869703,0.95418745,6
6.1456103,-6.295905,9
5.6399393,9.221255,6
-8.690222,7.3888426,0
9.173612,10.292115,6
-13.533019,-4.1296954,0
-0.7989571,-17.158524,9
-16.217161,-8.872162,0
4.0692677,6.97097,6
3.2600105,3.0557895,6
-21.717543,6.130028,8
2.593556,-17.791893,9
-3.793816,8.481126,0
-9.056598,-2.7844777,0
-13.959839,-7.8146834,0
18.027061,-7.9321437,9
17.582457,-1.9876492,3
23.193474,-9.891074,3
-0.19508669,-21.802837,2
-22.66261,5.487314,8
18.610859,-10.460368,9
-1.6582536,-16.40053,9
9.841977,-8.271889,9
5.052402,-11.258061,9
-15.564596,0.23137699,0
-2.451108,-14.413289,9
-13.303974,-2.9093683,0
-4.4838204,-20.8897,2
15.739881,-14.4285145,9
-0.41387555,17.227074,6
-14.850955,-1.686377,0
13.917489,-0.91647124,3
-0.6117927,2.5790508,0
15.631226,4.07874,3
9.48369,-13.287857,9
17.779972,14.970803,7
7.6796546,5.7433577,6
7.179969,-14.018785,9
-25.579086,8.95984,8
14.424373,-14.148264,9
1.4521077,-6.1382937,9
-18.320421,1.0207422,0
9.0966625,-7.8837543,9
-1.2941554,-22.229115,9
-1.5770586,12.150064,6
6.449585,16.290379,6
10.348333,-14.491561,9
12.704016,12.317227,6
-5.5937934,-4.4494605,0
7.3539915,7.217423,6
-11.677386,-1.7006521,0
-5.2345734,7.455726,6
9.78425,9.757304,6
11.825605,-13.604692,9
8.69371,-12.893041,9
-10.7917595,-7.3968267,0
-10.061385,-7.741347,0
-23.665857,3.2646377,8
-22.76058,9.263218,8
17.96688,-9.776549,9
-0.5349607,-5.3881693,0
21.460575,-9.210231,3
5.835571,-8.754997,9
-14.109433,8.889001,0
-23.493116,14.039186,8
13.920143,9.487324,6
-7.8081274,4.208132,0
7.8696113,-13.209222,9
-8.347366,-7.850655,0
2.4404833,3.3391228,6
2.8139296,-18.686829,9
-8.981099,6.1716337,0
-5.3879385,-22.735138,9
22.1303,3.3554935,3
20.617405,4.1101665,3
18.074982,-12.471121,9
3.4234693,-23.753702,2
-11.867231,-10.804897,0
0.54883677,-22.708105,2
-21.738073,15.746403,8
-10.645999,-1.6871102,0
8.443088,-14.760946,9
-17.375956,-5.648635,0
-17.322447,-9.454898,0
9.831787,11.827066,6
12.502121,-17.785748,9
14.336841,11.268364,6
-21.213789,6.680761,8
-12.948075,-0.70398027,0
-12.764031,3.4084182,0
2.293856,-18.120985,9
4.9469256,-1.6371663,9
16.842073,0.56123734,3
13.2476225,-3.3155842,9
13.898682,-17.86551,9
3.762899,-0.92480594,9
2.605809,2.770269,6
-18.654446,-2.4211607,0
20.660076,-10.975536,9
-15.371129,0.27531397,0
0.5713244,15.311934,6
-17.26655,-9.56623,0
-11.894363,19.148575,4
-21.612295,5.4553657,8
9.088916,-12.353385,9
1.2082307,-18.447105,9
9.845425,-15.313515,9
9.713145,11.715835,6
-13.196031,-4.336629,0
-16.315287,-0.2903495,0
-9.436326,21.523592,4
-6.57096,-3.0469859,0
-24.018929,5.278287,8
-12.627296,-11.276881,0
-0.16207519,-23.589344,2
10.463821,7.9338884,6
6.6931987,-9.471312,9
-2.0148325,4.1260633,0
-23.491304,6.009227,8
-23.828623,4.978157,8
4.7570667,-14.744392,9
-5.9954233,-7.269773,0
9.339475,-15.919697,9
-13.731711,-9.525933,0
5.7333446,-14.861361,9
-24.126465,9.441437,8
21.780294,13.201721,7
-11.6296,20.401838,4
24.238367,-5.4101653,3
15.402355,-10.712301,9
16.328508,13.695029,6
-5.2445765,5.7232046,0
0.71827495,10.269655,6
1.8136435,-4.8836336,9
16.03929,10.965969,6
10.127611,-12.38789,9
-0.45757377,10.569742,6
-8.899777,20.162975,2
7.894272,6.5951304,6
-4.2876844,-4.8070974,0
-18.481298,-7.0515676,0
-21.168262,-0.60949135,0
