subcompartment	median_signal	n_bins	mark	genome_median	fold_enrichment	log2_fold	condition	tp
B.1	1.11626499438286	3707	H3K27me3	0.462754999935627	2.41221595560965	1.27035907147532	ctrl	250402
A.2	0.718384997449816	3854	H3K27me3	0.462754999935627	1.55240893680187	0.634508643468301	ctrl	250402
A.1	0.253509999111295	5473	H3K27me3	0.462754999935627	0.547827682351483	-0.868205925992389	ctrl	250402
B.2	0.089222499743104	6560	H3K27ac	0.43188499879837	0.206588559434449	-2.27516773276665	mut	250402
B.1	0.321859997928143	4005	H3K27ac	0.43188499879837	0.745244680467373	-0.424213922545096	mut	250402
A.2	0.752174997448921	4381	H3K27ac	0.43188499879837	1.7416094551598	0.800421145019975	mut	250402
A.1	2.18762500101328	5117	H3K27ac	0.43188499879837	5.0652951760304	2.34064634337725	mut	250402
B.2	0.0196299998760224	6560	H3K4me3	0.155214998841286	0.126469735673515	-2.98313590694423	mut	250402
B.1	0.102909999907017	4005	H3K4me3	0.155214998841286	0.663015821120786	-0.592884798033411	mut	250402
A.2	0.612180000007153	4381	H3K4me3	0.155214998841286	3.94407759931199	1.97968793686827	mut	250402
A.1	2.52770999383926	5117	H3K4me3	0.155214998841286	16.2852173611389	4.02549107060794	mut	250402
B.2	0.0912474971488118	6560	ATAC	0.290939995124936	0.3136299535223	-1.67286474291375	mut	250402
B.1	0.242649995267391	4005	ATAC	0.290939995124936	0.834020758002666	-0.26184480342987	mut	250402
A.2	0.496804994165897	4381	ATAC	0.290939995124936	1.70758576507351	0.771958041027157	mut	250402
A.1	1.17384498846531	5117	ATAC	0.290939995124936	4.0346635324622	2.01244836612059	mut	250402
B.2	0.407492086343468	6560	H3K36me3	0.717876710928977	0.567635194372231	-0.816964053106604	mut	250402
B.1	0.673349141336978	4005	H3K36me3	0.717876710928977	0.93797323563488	-0.0923813377839385	mut	250402
A.2	0.8891615498662	4381	H3K36me3	0.717876710928977	1.23859924180514	0.308709468038498	mut	250402
A.1	1.28549005398154	5117	H3K36me3	0.717876710928977	1.79068360125242	0.840510447748977	mut	250402
B.2	0	6560	RNA	0.143	0	NA	mut	250402
B.1	0.049	4005	RNA	0.143	0.342657342657343	-1.54516149266318	mut	250402
A.2	0.5985	4381	RNA	0.143	4.18531468531469	2.06533610016511	mut	250402
A.1	2.6285	5117	RNA	0.143	18.3811188811189	4.20015268279349	mut	250402
B.2	0.501612513571978	6560	DNAmethylation	0.873175025880337	0.574469606555972	-0.799697528614579	mut	250402
B.1	0.932840025603771	4005	DNAmethylation	0.873175025880337	1.06833108821829	0.0953588242791027	mut	250402
A.2	1.15321503603458	4381	DNAmethylation	0.873175025880337	1.32071463550152	0.40131877966529	mut	250402
A.1	1.17166003096104	5117	DNAmethylation	0.873175025880337	1.34183868781608	0.424211245102955	mut	250402
B.2	0.525047497555614	6560	H3K27me1	0.730464993029833	0.718785297811212	-0.476367194931797	mut	250402
B.1	0.565539996653795	4005	H3K27me1	0.730464993029833	0.774219164573569	-0.369186075176221	mut	250402
A.2	0.866459994852543	4381	H3K27me1	0.730464993029833	1.18617593330329	0.246318005904267	mut	250402
A.1	2.08684999257326	5117	H3K27me1	0.730464993029833	2.85687885454633	1.51443986033769	mut	250402
B.2	0.232550000563264	6560	H2AK119ub	0.556340000033379	0.417999785291929	-1.25842589362989	mut	250402
B.1	0.734254999876022	4005	H2AK119ub	0.556340000033379	1.31979544852423	0.400314347563039	mut	250402
A.2	0.918504999101162	4381	H2AK119ub	0.556340000033379	1.65097781760444	0.723320736455253	mut	250402
A.1	0.746104999393225	5117	H2AK119ub	0.556340000033379	1.34109537216174	0.423411838325303	mut	250402
B.2	0.314382493078709	6560	H3K27me3	0.53990999263525	0.58228685774871	-0.780198037465698	mut	250402
B.1	1.15982999831438	4005	H3K27me3	0.53990999263525	2.14819139140833	1.10312253482006	mut	250402
A.2	0.949374990284443	4381	H3K27me3	0.53990999263525	1.75839492366243	0.81425912646711	mut	250402
A.1	0.31742499512434	5117	H3K27me3	0.53990999263525	0.587922060073418	-0.766303183020403	mut	250402
