subcompartment	median_signal	n_bins	mark	genome_median	fold_enrichment	log2_fold	condition	tp
A.2	0.905100004255772	4789	H2AK119ub	0.676055003002286	1.33879640005077	0.420936576815384	ctrl	250831
A.1	1.05634750191868	6514	H2AK119ub	0.676055003002286	1.56251709879751	0.643871977432581	ctrl	250831
B.2	0.235477499470115	4492	H3K27me3	0.4627299990803	0.508887472042311	-0.974581419871928	ctrl	250831
B.1	0.716994997292757	4272	H3K27me3	0.4627299990803	1.549488900045	0.631792420037137	ctrl	250831
A.2	0.90868499687314	4789	H3K27me3	0.4627299990803	1.96374775501739	0.973609626212216	ctrl	250831
A.1	0.383972499549389	6514	H3K27me3	0.4627299990803	0.829798155106767	-0.269167645223324	ctrl	250831
B.2	0.0671899998486042	4167	H3K27ac	0.43464499822259	0.154585926729554	-2.69351911043477	mut	250831
B.1	0.192409999713302	3922	H3K27ac	0.43464499822259	0.442683110354729	-1.17565376340391	mut	250831
A.2	0.508779998511076	5431	H3K27ac	0.43464499822259	1.1705644850203	0.227204413011597	mut	250831
A.1	1.5297249968946	6547	H3K27ac	0.43464499822259	3.51948142311579	1.81536287107442	mut	250831
B.2	0.0148150000572205	4167	H3K4me3	0.156964998841286	0.0943840994271632	-3.40531235571468	mut	250831
B.1	0.0431849999725818	3922	H3K4me3	0.156964998841286	0.275125029728749	-1.86184069887951	mut	250831
A.2	0.197130000054836	5431	H3K4me3	0.156964998841286	1.25588507954033	0.328704455660572	mut	250831
A.1	1.97158499783278	6547	H3K4me3	0.156964998841286	12.5606664695123	3.65084111060981	mut	250831
B.2	0.0706149974018335	4167	ATAC	0.292629993274808	0.241311550506442	-2.05103112231114	mut	250831
B.1	0.158137496218085	3922	ATAC	0.292629993274808	0.540400846982145	-0.887898159054294	mut	250831
A.2	0.327219995364547	5431	ATAC	0.292629993274808	1.11820388505855	0.161183262550716	mut	250831
A.1	0.986884988427162	6547	ATAC	0.292629993274808	3.37246697572925	1.75380431591338	mut	250831
B.2	0.348985814161599	4167	H3K36me3	0.7199691433236	0.484723293210279	-1.04476668250579	mut	250831
B.1	0.5517124770917	3922	H3K36me3	0.7199691433236	0.766300170233442	-0.384018468690745	mut	250831
A.2	0.787297535821796	5431	H3K36me3	0.7199691433236	1.09351566400108	0.128973886334634	mut	250831
A.1	1.18971082971245	6547	H3K36me3	0.7199691433236	1.65244697046373	0.724603974197976	mut	250831
B.2	0	4167	RNA	0.1455	0	NA	mut	250831
B.1	0.015	3922	RNA	0.1455	0.103092783505155	-3.27798474729977	mut	250831
A.2	0.2425	5431	RNA	0.1455	1.66666666666667	0.736965594166206	mut	250831
A.1	1.7085	6547	RNA	0.1455	11.7422680412371	3.55363918952098	mut	250831
B.2	0.414545013546944	4167	DNAmethylation	0.87470502281189	0.473925498008823	-1.07726781234839	mut	250831
B.1	0.707847519248724	3922	DNAmethylation	0.87470502281189	0.809241402288084	-0.305357962154164	mut	250831
A.2	1.02859502851963	5431	DNAmethylation	0.87470502281189	1.17593360240808	0.233806602537452	mut	250831
A.1	1.27960002815723	6547	DNAmethylation	0.87470502281189	1.46289319803348	0.548824445968601	mut	250831
B.2	0.590039996296167	4167	H3K27me1	0.732179996550083	0.805867408391847	-0.311385607240025	mut	250831
B.1	0.513752497464419	3922	H3K27me1	0.732179996550083	0.701675134372886	-0.511124857105413	mut	250831
A.2	0.645649996250868	5431	H3K27me1	0.732179996550083	0.881818677501529	-0.181446060377041	mut	250831
A.1	1.56432498919964	6547	H3K27me1	0.732179996550083	2.13653062985945	1.09527000001906	mut	250831
B.2	0.172615000605583	4167	H2AK119ub	0.557094998896122	0.309848411756734	-1.69036552162885	mut	250831
B.1	0.43927000078559	3922	H2AK119ub	0.557094998896122	0.788501066525455	-0.342815388482934	mut	250831
A.2	0.799490000098944	5431	H2AK119ub	0.557094998896122	1.43510532617081	0.521156623986695	mut	250831
A.1	0.801809997916222	6547	H2AK119ub	0.557094998896122	1.43926978254158	0.525337042011955	mut	250831
B.2	0.1931799954772	4167	H3K27me3	0.539789988279343	0.357879915655695	-1.48245251340457	mut	250831
B.1	0.63543249219656	3922	H3K27me3	0.539789988279343	1.17718465698501	0.235340643928584	mut	250831
A.2	1.09662499904633	5431	H3K27me3	0.539789988279343	2.03157713714176	1.02260014343149	mut	250831
A.1	0.536499994039536	6547	H3K27me3	0.539789988279343	0.993905047682907	-0.00882006380432143	mut	250831
