Distance	Interaction Frequency (interChr=1.674308e-01)
1025000	3.454022e-04
1030000	3.468350e-04
1035000	3.477559e-04
1040000	3.412194e-04
1045000	3.369398e-04
1050000	3.328978e-04
1055000	3.297482e-04
1060000	3.299789e-04
1065000	3.308952e-04
1070000	3.294844e-04
1075000	3.281385e-04
1080000	3.282902e-04
1085000	3.265762e-04
1090000	3.182961e-04
1095000	3.247072e-04
1100000	3.175703e-04
1105000	3.139354e-04
1110000	3.061596e-04
1115000	3.058774e-04
1120000	3.062702e-04
1125000	2.998299e-04
1130000	2.980628e-04
1135000	2.986918e-04
1140000	2.966169e-04
1145000	2.953367e-04
1150000	2.939817e-04
1155000	2.897562e-04
1160000	2.891473e-04
1165000	2.852463e-04
1170000	2.880022e-04
1175000	2.841169e-04
1180000	2.840079e-04
1185000	2.829341e-04
1190000	2.770866e-04
1195000	2.774047e-04
1200000	2.717986e-04
1205000	2.803168e-04
1210000	2.739388e-04
1215000	2.689458e-04
1220000	2.667385e-04
1225000	2.699414e-04
1230000	2.654271e-04
1235000	2.618408e-04
1240000	2.619063e-04
1245000	2.619484e-04
1250000	2.641173e-04
1255000	2.620187e-04
1260000	2.565000e-04
1265000	2.602755e-04
1270000	2.570505e-04
1275000	2.580206e-04
1280000	2.562143e-04
1285000	2.542760e-04
1290000	2.479752e-04
1295000	2.498682e-04
1300000	2.460769e-04
1305000	2.449945e-04
1310000	2.470953e-04
1315000	2.447216e-04
1320000	2.433093e-04
1325000	2.400530e-04
1330000	2.445811e-04
1335000	2.438741e-04
1340000	2.400824e-04
1345000	2.414939e-04
1350000	2.414152e-04
1355000	2.397378e-04
1360000	2.361595e-04
1365000	2.320544e-04
1370000	2.322417e-04
1375000	2.349488e-04
1380000	2.283102e-04
1385000	2.299283e-04
1390000	2.290623e-04
1395000	2.284690e-04
1400000	2.311181e-04
1405000	2.268646e-04
1410000	2.260418e-04
1415000	2.233546e-04
1420000	2.263916e-04
1425000	2.209854e-04
1430000	2.184815e-04
1435000	2.166697e-04
1440000	2.203255e-04
1445000	2.240547e-04
1450000	2.171608e-04
1455000	2.161123e-04
1460000	2.170290e-04
1465000	2.155265e-04
1470000	2.145784e-04
1475000	2.162563e-04
1480000	2.141018e-04
1485000	2.151527e-04
1490000	2.106389e-04
1495000	2.134038e-04
1500000	2.078866e-04
1505000	2.069358e-04
1510000	2.063482e-04
1515000	2.086282e-04
1520000	2.034345e-04
1525000	2.035957e-04
1530000	2.038708e-04
1535000	2.032653e-04
1540000	1.975033e-04
1545000	2.001068e-04
1550000	2.024207e-04
1555000	1.959841e-04
1560000	1.977187e-04
1565000	1.971888e-04
1570000	1.952656e-04
1575000	1.940593e-04
1580000	1.937070e-04
1585000	1.899458e-04
1590000	1.885429e-04
1595000	1.905065e-04
1600000	1.914872e-04
1605000	1.888565e-04
1610000	1.898245e-04
1615000	1.884223e-04
1620000	1.832054e-04
1625000	1.895956e-04
1630000	1.854208e-04
1635000	1.848818e-04
1640000	1.865846e-04
1645000	1.846741e-04
1650000	1.855584e-04
1655000	1.844004e-04
1660000	1.819192e-04
1665000	1.795697e-04
1670000	1.797741e-04
1675000	1.797703e-04
1680000	1.768718e-04
1685000	1.752368e-04
1690000	1.758141e-04
1695000	1.756254e-04
1700000	1.717147e-04
1705000	1.755998e-04
1710000	1.731650e-04
1715000	1.755100e-04
1720000	1.757108e-04
1725000	1.723396e-04
1730000	1.707601e-04
1735000	1.744713e-04
1740000	1.716618e-04
1745000	1.703356e-04
1750000	1.743670e-04
1755000	1.701753e-04
1760000	1.686689e-04
1765000	1.716200e-04
1770000	1.654738e-04
1775000	1.642122e-04
1780000	1.736225e-04
1785000	1.658758e-04
1790000	1.621103e-04
1795000	1.649835e-04
1800000	1.712232e-04
1805000	1.689294e-04
1810000	1.694333e-04
1815000	1.683072e-04
1820000	1.597210e-04
1825000	1.610555e-04
1830000	1.649485e-04
1835000	1.610086e-04
1840000	1.606310e-04
1845000	1.606939e-04
1850000	1.600590e-04
1855000	1.578372e-04
1860000	1.597068e-04
1865000	1.583196e-04
1870000	1.558999e-04
1875000	1.557983e-04
1880000	1.553270e-04
1885000	1.561976e-04
1890000	1.513777e-04
1895000	1.556410e-04
1900000	1.543269e-04
1905000	1.546255e-04
1910000	1.505377e-04
1915000	1.508474e-04
1920000	1.508940e-04
1925000	1.530863e-04
1930000	1.496017e-04
1935000	1.500083e-04
1940000	1.513528e-04
1945000	1.497337e-04
1950000	1.489273e-04
1955000	1.470991e-04
1960000	1.468539e-04
1965000	1.445375e-04
1970000	1.445582e-04
1975000	1.439203e-04
1980000	1.468324e-04
1985000	1.425199e-04
1990000	1.424332e-04
1995000	1.436583e-04
2000000	1.441746e-04
2005000	1.443503e-04
2010000	1.407718e-04
2015000	1.406031e-04
2020000	1.380938e-04
2025000	1.379907e-04
2030000	1.435962e-04
2035000	1.409487e-04
2040000	1.414726e-04
2045000	1.383427e-04
2050000	1.387532e-04
2055000	1.346049e-04
2060000	1.385563e-04
2065000	1.369641e-04
2070000	1.337645e-04
2075000	1.369561e-04
2080000	1.347733e-04
2085000	1.363517e-04
2090000	1.325413e-04
2095000	1.321682e-04
2100000	1.324746e-04
2105000	1.321016e-04
2110000	1.344970e-04
2115000	1.352560e-04
2120000	1.306889e-04
2125000	1.346702e-04
2130000	1.322290e-04
2135000	1.338048e-04
2140000	1.294936e-04
2145000	1.285810e-04
2150000	1.292390e-04
2155000	1.311797e-04
2160000	1.317852e-04
2165000	1.314202e-04
2170000	1.289931e-04
2175000	1.278654e-04
2180000	1.265453e-04
2185000	1.282830e-04
2190000	1.259558e-04
2195000	1.271160e-04
2200000	1.256463e-04
2205000	1.274303e-04
2210000	1.221671e-04
2215000	1.249145e-04
2220000	1.259582e-04
2225000	1.234965e-04
2230000	1.240562e-04
2235000	1.235632e-04
2240000	1.196674e-04
2245000	1.239971e-04
2250000	1.238404e-04
2255000	1.208798e-04
2260000	1.205997e-04
2265000	1.214528e-04
2270000	1.227673e-04
2275000	1.206314e-04
2280000	1.220275e-04
2285000	1.240632e-04
2290000	1.213768e-04
2295000	1.196223e-04
2300000	1.202735e-04
2305000	1.208508e-04
2310000	1.172874e-04
2315000	1.196231e-04
2320000	1.188848e-04
2325000	1.213063e-04
2330000	1.163125e-04
2335000	1.186030e-04
2340000	1.189331e-04
2345000	1.173273e-04
2350000	1.152798e-04
2355000	1.161222e-04
2360000	1.172023e-04
2365000	1.130618e-04
2370000	1.142709e-04
2375000	1.162669e-04
2380000	1.158201e-04
2385000	1.153812e-04
2390000	1.139856e-04
2395000	1.131318e-04
2400000	1.143855e-04
2405000	1.118948e-04
2410000	1.121573e-04
2415000	1.130451e-04
2420000	1.132090e-04
2425000	1.190576e-04
2430000	1.110621e-04
2435000	1.117994e-04
2440000	1.116093e-04
2445000	1.130453e-04
2450000	1.123366e-04
2455000	1.107209e-04
2460000	1.084698e-04
2465000	1.124035e-04
2470000	1.100377e-04
2475000	1.091085e-04
2480000	1.091544e-04
2485000	1.091724e-04
2490000	1.067893e-04
2495000	1.095745e-04
2500000	1.079795e-04
2505000	1.065514e-04
2510000	1.070879e-04
2515000	1.068316e-04
2520000	1.071643e-04
2525000	1.083436e-04
2530000	1.071279e-04
2535000	1.088000e-04
2540000	1.084385e-04
2545000	1.069685e-04
2550000	1.097593e-04
2555000	1.066266e-04
2560000	1.072980e-04
2565000	1.047222e-04
2570000	1.067163e-04
2575000	1.052447e-04
2580000	1.038540e-04
2585000	1.065432e-04
2590000	1.026559e-04
2595000	1.030572e-04
2600000	1.045631e-04
2605000	1.021739e-04
2610000	1.057518e-04
2615000	1.039155e-04
2620000	1.006313e-04
2625000	1.015670e-04
2630000	1.001398e-04
2635000	1.015497e-04
2640000	9.999871e-05
2645000	1.019006e-04
2650000	1.002891e-04
2655000	9.791186e-05
2660000	1.027600e-04
2665000	9.845476e-05
2670000	9.955345e-05
2675000	9.848037e-05
2680000	1.013265e-04
2685000	1.011323e-04
2690000	9.986824e-05
2695000	9.864521e-05
2700000	1.011983e-04
2705000	9.999861e-05
2710000	9.908029e-05
2715000	9.663787e-05
2720000	1.019238e-04
2725000	9.910264e-05
2730000	9.715361e-05
2735000	9.980780e-05
2740000	9.678256e-05
2745000	9.883066e-05
2750000	9.433426e-05
2755000	9.567592e-05
2760000	9.699677e-05
2765000	9.646802e-05
2770000	9.531316e-05
2775000	9.232187e-05
2780000	9.468607e-05
2785000	9.892897e-05
2790000	9.408206e-05
2795000	9.464512e-05
2800000	9.765270e-05
2805000	9.563545e-05
2810000	9.343861e-05
2815000	9.525175e-05
2820000	9.577828e-05
2825000	9.322970e-05
2830000	9.550868e-05
2835000	9.670166e-05
2840000	9.568717e-05
2845000	9.247420e-05
2850000	9.275816e-05
2855000	9.371327e-05
2860000	9.546943e-05
2865000	9.377260e-05
2870000	9.591379e-05
2875000	9.362104e-05
2880000	9.183592e-05
2885000	9.486032e-05
2890000	9.164780e-05
2895000	9.116477e-05
2900000	9.301443e-05
2905000	9.310704e-05
2910000	9.172146e-05
2915000	9.253010e-05
2920000	9.136650e-05
2925000	9.055365e-05
2930000	9.295916e-05
2935000	9.429392e-05
2940000	9.099593e-05
2945000	9.098205e-05
2950000	9.349091e-05
2955000	8.871931e-05
2960000	9.174840e-05
2965000	9.055753e-05
2970000	9.075898e-05
2975000	9.006781e-05
2980000	9.078817e-05
2985000	9.153098e-05
2990000	8.863405e-05
2995000	8.952656e-05
3000000	9.100523e-05
3005000	8.971680e-05
3010000	8.826622e-05
3015000	8.941691e-05
3020000	9.021580e-05
3025000	8.874933e-05
3030000	9.005233e-05
3035000	8.738178e-05
3040000	8.797095e-05
3045000	9.107423e-05
3050000	8.660614e-05
3055000	8.889960e-05
3060000	8.698664e-05
3065000	8.865589e-05
3070000	8.282802e-05
3075000	8.648883e-05
3080000	8.478896e-05
3085000	8.864254e-05
3090000	8.550215e-05
3095000	8.290343e-05
3100000	8.417325e-05
3105000	8.705983e-05
3110000	8.808905e-05
3115000	8.854708e-05
3120000	8.359301e-05
3125000	8.447418e-05
3130000	8.282139e-05
3135000	8.675568e-05
3140000	8.860178e-05
3145000	8.628098e-05
3150000	8.533337e-05
3155000	8.534237e-05
3160000	8.764808e-05
3165000	8.579373e-05
3170000	8.206429e-05
3175000	8.126345e-05
3180000	8.576784e-05
3185000	8.194039e-05
3190000	8.328613e-05
3195000	8.316249e-05
3200000	8.383372e-05
3205000	8.401532e-05
3210000	8.202127e-05
3215000	7.964900e-05
3220000	8.322760e-05
3225000	8.371413e-05
3230000	7.984419e-05
3235000	8.152388e-05
3240000	8.028117e-05
3245000	8.114023e-05
3250000	8.053017e-05
3255000	7.970969e-05
3260000	7.831782e-05
3265000	8.232506e-05
3270000	8.240543e-05
3275000	8.277890e-05
3280000	7.927355e-05
3285000	8.038267e-05
3290000	8.055905e-05
3295000	8.124112e-05
3300000	7.910489e-05
3305000	8.005715e-05
3310000	7.915045e-05
3315000	7.947977e-05
3320000	7.645256e-05
3325000	7.949146e-05
3330000	7.790728e-05
3335000	7.716767e-05
3340000	7.859440e-05
3345000	7.837692e-05
3350000	7.620326e-05
3355000	7.793473e-05
3360000	7.737724e-05
3365000	8.026152e-05
3370000	7.821739e-05
3375000	7.875620e-05
3380000	8.017814e-05
3385000	7.710375e-05
3390000	7.815225e-05
3395000	7.681917e-05
3400000	7.864913e-05
3405000	7.778739e-05
3410000	7.689454e-05
3415000	7.708814e-05
3420000	7.831156e-05
3425000	7.637422e-05
3430000	7.729318e-05
3435000	7.772350e-05
3440000	7.540305e-05
3445000	7.850278e-05
3450000	7.657519e-05
3455000	7.656560e-05
3460000	7.580334e-05
3465000	7.607202e-05
3470000	7.670522e-05
3475000	7.449795e-05
3480000	7.624309e-05
3485000	7.770901e-05
3490000	7.428992e-05
3495000	7.548227e-05
3500000	7.264717e-05
3505000	7.631879e-05
3510000	7.595072e-05
3515000	7.452976e-05
3520000	7.571917e-05
3525000	7.582611e-05
3530000	7.411679e-05
3535000	7.337498e-05
3540000	7.299381e-05
3545000	7.473703e-05
3550000	7.408899e-05
3555000	7.386070e-05
3560000	7.495186e-05
3565000	7.412763e-05
3570000	7.434749e-05
3575000	7.308314e-05
3580000	7.130553e-05
3585000	7.331705e-05
3590000	7.653862e-05
3595000	7.341090e-05
3600000	7.162630e-05
3605000	7.333158e-05
3610000	7.309095e-05
3615000	7.272391e-05
3620000	7.214714e-05
3625000	7.228284e-05
3630000	7.112802e-05
3635000	7.171035e-05
3640000	7.060564e-05
3645000	7.311630e-05
3650000	7.174476e-05
3655000	6.828898e-05
3660000	7.196602e-05
3665000	6.881547e-05
3670000	7.173668e-05
3675000	7.192871e-05
3680000	6.952345e-05
3685000	6.841029e-05
3690000	6.957190e-05
3695000	7.160000e-05
3700000	7.107457e-05
3705000	7.077343e-05
3710000	6.908034e-05
3715000	7.028161e-05
3720000	6.954022e-05
3725000	6.830851e-05
3730000	6.978586e-05
3735000	6.634625e-05
3740000	7.060703e-05
3745000	7.037038e-05
3750000	7.092665e-05
3755000	6.973503e-05
3760000	6.864167e-05
3765000	6.811238e-05
3770000	7.171370e-05
3775000	6.812433e-05
3780000	7.019279e-05
3785000	6.910464e-05
3790000	6.966451e-05
3795000	6.637613e-05
3800000	6.901787e-05
3805000	6.773347e-05
3810000	6.710853e-05
3815000	6.799117e-05
3820000	6.818835e-05
3825000	6.953912e-05
3830000	6.891604e-05
3835000	6.693564e-05
3840000	6.732104e-05
3845000	6.680168e-05
3850000	6.858492e-05
3855000	7.037438e-05
3860000	6.645305e-05
3865000	6.633309e-05
3870000	6.640849e-05
3875000	6.578842e-05
3880000	6.765179e-05
3885000	6.638478e-05
3890000	6.558502e-05
3895000	6.511659e-05
3900000	6.891436e-05
3905000	6.642222e-05
3910000	6.531911e-05
3915000	6.447255e-05
3920000	6.301085e-05
3925000	6.474315e-05
3930000	6.613298e-05
3935000	6.629130e-05
3940000	6.389188e-05
3945000	6.256063e-05
3950000	6.562799e-05
3955000	6.507949e-05
3960000	6.565125e-05
3965000	6.373196e-05
3970000	6.418525e-05
3975000	6.456986e-05
3980000	6.547987e-05
3985000	6.197570e-05
3990000	6.406731e-05
3995000	6.285356e-05
4000000	6.245377e-05
4005000	6.466510e-05
4010000	6.489523e-05
4015000	6.310740e-05
4020000	6.620374e-05
4025000	6.322367e-05
4030000	6.276573e-05
4035000	6.342195e-05
4040000	6.248917e-05
4045000	6.137864e-05
4050000	5.898965e-05
4055000	6.198247e-05
4060000	6.316664e-05
4065000	6.296956e-05
4070000	6.333694e-05
4075000	6.030424e-05
4080000	6.379292e-05
4085000	6.189154e-05
4090000	5.933989e-05
4095000	6.193449e-05
4100000	6.213232e-05
4105000	6.184992e-05
4110000	6.334783e-05
4115000	6.008067e-05
4120000	5.825702e-05
4125000	6.154000e-05
4130000	6.031415e-05
4135000	5.933007e-05
4140000	5.987434e-05
4145000	6.124955e-05
4150000	6.246622e-05
4155000	5.905438e-05
4160000	6.024429e-05
4165000	6.038964e-05
4170000	6.030762e-05
4175000	6.071149e-05
4180000	6.065347e-05
4185000	6.055331e-05
4190000	5.969087e-05
4195000	6.006008e-05
4200000	5.799746e-05
4205000	5.680914e-05
4210000	5.869029e-05
4215000	5.855615e-05
4220000	6.121121e-05
4225000	5.687292e-05
4230000	5.948028e-05
4235000	5.997244e-05
4240000	6.012529e-05
4245000	6.041828e-05
4250000	5.729970e-05
4255000	5.693180e-05
4260000	5.904400e-05
4265000	6.101102e-05
4270000	5.851112e-05
4275000	5.804997e-05
4280000	5.704122e-05
4285000	5.749289e-05
4290000	5.803052e-05
4295000	5.846510e-05
4300000	5.953129e-05
4305000	5.779425e-05
4310000	5.985947e-05
4315000	5.756642e-05
4320000	5.541104e-05
4325000	5.895281e-05
4330000	5.852201e-05
4335000	5.846110e-05
4340000	5.768533e-05
4345000	5.522280e-05
4350000	5.589427e-05
4355000	5.862114e-05
4360000	5.826312e-05
4365000	5.675127e-05
4370000	5.535753e-05
4375000	5.707377e-05
4380000	5.785319e-05
4385000	5.609571e-05
4390000	5.443475e-05
4395000	5.741882e-05
4400000	5.594308e-05
4405000	5.703275e-05
4410000	5.735614e-05
4415000	5.538477e-05
4420000	5.649267e-05
4425000	5.762291e-05
4430000	5.560323e-05
4435000	5.900788e-05
4440000	5.497341e-05
4445000	5.616537e-05
4450000	5.637467e-05
4455000	5.578397e-05
4460000	5.520851e-05
4465000	5.489200e-05
4470000	5.610784e-05
4475000	5.662459e-05
4480000	5.821143e-05
4485000	5.717204e-05
4490000	5.639493e-05
4495000	5.631516e-05
4500000	5.524448e-05
4505000	5.447849e-05
4510000	5.393581e-05
4515000	5.434241e-05
4520000	5.472313e-05
4525000	5.673284e-05
4530000	5.634220e-05
4535000	5.533172e-05
4540000	5.487454e-05
4545000	5.245271e-05
4550000	5.299928e-05
4555000	5.493514e-05
4560000	5.471632e-05
4565000	5.539497e-05
4570000	5.303749e-05
4575000	5.247709e-05
4580000	5.334647e-05
4585000	5.425035e-05
4590000	5.064630e-05
4595000	5.246720e-05
4600000	5.248538e-05
4605000	5.422357e-05
4610000	5.476817e-05
4615000	5.306591e-05
4620000	5.411882e-05
4625000	5.324096e-05
4630000	5.515326e-05
4635000	5.283750e-05
4640000	5.356087e-05
4645000	5.498737e-05
4650000	5.411800e-05
4655000	5.186295e-05
4660000	5.440201e-05
4665000	5.313667e-05
4670000	5.413139e-05
4675000	5.303089e-05
4680000	5.090470e-05
4685000	5.228069e-05
4690000	5.329030e-05
4695000	5.337186e-05
4700000	5.206234e-05
4705000	5.484284e-05
4710000	5.619005e-05
4715000	5.413100e-05
4720000	5.282712e-05
4725000	5.122183e-05
4730000	5.349886e-05
4735000	5.201590e-05
4740000	5.034989e-05
4745000	5.431026e-05
4750000	5.042855e-05
4755000	5.124667e-05
4760000	5.494739e-05
4765000	5.333432e-05
4770000	5.222172e-05
4775000	5.341360e-05
4780000	5.071800e-05
4785000	5.203479e-05
4790000	5.163607e-05
4795000	5.312347e-05
4800000	5.453208e-05
4805000	5.354816e-05
4810000	5.171238e-05
4815000	4.975741e-05
4820000	5.113987e-05
4825000	5.253643e-05
4830000	5.145547e-05
4835000	5.014168e-05
4840000	5.227707e-05
4845000	5.472704e-05
4850000	5.387150e-05
4855000	4.923692e-05
4860000	5.042207e-05
4865000	5.062479e-05
4870000	5.111691e-05
4875000	4.930456e-05
4880000	5.216468e-05
4885000	5.292696e-05
4890000	5.123460e-05
4895000	5.173477e-05
4900000	5.088234e-05
4905000	4.988514e-05
4910000	5.150630e-05
4915000	5.017778e-05
4920000	5.130392e-05
4925000	4.906208e-05
4930000	4.824395e-05
4935000	4.966904e-05
4940000	5.031072e-05
4945000	4.933464e-05
4950000	4.933945e-05
4955000	5.265925e-05
4960000	5.239973e-05
4965000	5.125606e-05
4970000	4.988247e-05
4975000	4.951204e-05
4980000	4.934721e-05
4985000	5.131479e-05
4990000	5.060078e-05
4995000	5.138827e-05
5000000	5.010902e-05
5005000	5.030908e-05
5010000	4.932103e-05
5015000	4.880594e-05
5020000	5.054738e-05
5025000	4.890772e-05
5030000	4.818819e-05
5035000	4.846641e-05
5040000	4.883561e-05
5045000	5.116937e-05
5050000	5.070515e-05
5055000	4.852743e-05
5060000	4.862562e-05
5065000	4.966102e-05
5070000	4.743783e-05
5075000	4.803335e-05
5080000	4.991071e-05
5085000	4.839612e-05
5090000	4.890027e-05
5095000	5.075241e-05
5100000	4.877376e-05
5105000	4.941706e-05
5110000	5.020591e-05
5115000	4.846612e-05
5120000	4.847085e-05
5125000	5.044714e-05
5130000	4.979496e-05
5135000	4.895101e-05
5140000	4.842835e-05
5145000	5.132869e-05
5150000	4.849523e-05
5155000	4.968440e-05
5160000	4.880259e-05
5165000	4.807298e-05
5170000	4.961536e-05
5175000	4.884383e-05
5180000	4.978562e-05
5185000	5.006528e-05
5190000	4.904179e-05
5195000	5.053178e-05
5200000	4.634855e-05
5205000	4.860701e-05
5210000	4.897068e-05
5215000	4.940840e-05
5220000	4.693075e-05
5225000	4.900553e-05
5230000	4.892600e-05
5235000	4.705941e-05
5240000	4.517985e-05
5245000	4.736507e-05
5250000	4.799566e-05
5255000	4.727037e-05
5260000	4.707964e-05
5265000	4.739436e-05
5270000	4.609729e-05
5275000	4.610785e-05
5280000	4.735713e-05
5285000	4.576149e-05
5290000	4.671637e-05
5295000	4.774418e-05
5300000	4.856948e-05
5305000	4.558108e-05
5310000	4.765252e-05
5315000	4.689812e-05
5320000	4.476247e-05
5325000	4.676349e-05
5330000	4.867408e-05
5335000	4.840025e-05
5340000	4.919342e-05
5345000	4.721291e-05
5350000	4.680679e-05
5355000	4.705615e-05
5360000	4.844437e-05
5365000	4.437174e-05
5370000	4.743735e-05
5375000	4.640032e-05
5380000	4.741629e-05
5385000	4.859352e-05
5390000	4.876161e-05
5395000	4.643382e-05
5400000	4.704556e-05
5405000	4.480334e-05
5410000	4.693732e-05
5415000	4.755785e-05
5420000	4.603996e-05
5425000	4.770927e-05
5430000	4.686287e-05
5435000	4.746228e-05
5440000	4.708531e-05
5445000	4.540552e-05
5450000	4.648903e-05
5455000	4.661700e-05
5460000	4.858847e-05
5465000	4.568945e-05
5470000	4.869605e-05
5475000	4.637390e-05
5480000	4.838799e-05
5485000	4.534325e-05
5490000	4.570957e-05
5495000	4.654037e-05
5500000	4.536999e-05
5505000	4.497129e-05
5510000	4.595643e-05
5515000	4.673724e-05
5520000	4.394162e-05
5525000	4.668048e-05
5530000	4.635087e-05
5535000	4.706374e-05
5540000	4.588813e-05
5545000	4.780568e-05
5550000	4.470957e-05
5555000	4.692211e-05
5560000	4.585787e-05
5565000	4.553948e-05
5570000	4.777146e-05
5575000	4.438799e-05
5580000	4.515340e-05
5585000	4.442073e-05
5590000	4.544740e-05
5595000	4.646693e-05
5600000	4.423794e-05
5605000	4.523117e-05
5610000	4.474214e-05
5615000	4.709804e-05
5620000	4.516074e-05
5625000	4.590892e-05
5630000	4.484708e-05
5635000	4.642941e-05
5640000	4.762981e-05
5645000	4.645185e-05
5650000	4.486086e-05
5655000	4.423323e-05
5660000	4.470876e-05
5665000	4.326271e-05
5670000	4.600484e-05
5675000	4.530272e-05
5680000	4.591759e-05
5685000	4.634173e-05
5690000	4.464740e-05
5695000	4.539343e-05
5700000	4.293671e-05
5705000	4.624047e-05
5710000	4.439152e-05
5715000	4.551739e-05
5720000	4.328267e-05
5725000	4.469241e-05
5730000	4.591070e-05
5735000	4.521073e-05
5740000	4.417881e-05
5745000	4.540361e-05
5750000	4.400149e-05
5755000	4.376929e-05
5760000	4.530312e-05
5765000	4.525575e-05
5770000	4.521827e-05
5775000	4.379627e-05
5780000	4.452483e-05
5785000	4.334103e-05
5790000	4.546237e-05
5795000	4.365762e-05
5800000	4.461858e-05
5805000	4.289509e-05
5810000	4.585173e-05
5815000	4.332176e-05
5820000	4.635945e-05
5825000	4.591187e-05
5830000	4.404830e-05
5835000	4.253715e-05
5840000	4.349084e-05
5845000	4.572423e-05
5850000	4.508328e-05
5855000	4.536944e-05
5860000	4.444920e-05
5865000	4.311037e-05
5870000	4.492476e-05
5875000	4.383400e-05
5880000	4.513603e-05
5885000	4.311981e-05
5890000	4.356691e-05
