===========================================
Fix: cooler balance for 250402 merged files
Start: Mon Apr 20 07:59:26 PDT 2026
===========================================

--- ctrl_merged @ 5000bp ---
INFO:cooler.cli.balance:Balancing "/expanse/lustre/projects/csd940/zalibhai/stripes/stripenn/data/cool/250402/ctrl_merged.mcool::/resolutions/5000"
INFO:cooler._balance:variance is 2.4835313241453587
INFO:cooler._balance:variance is 1.9015621301391281
INFO:cooler._balance:variance is 1.4571223508086988
INFO:cooler._balance:variance is 1.1158339842071263
INFO:cooler._balance:variance is 0.8550047239316958
INFO:cooler._balance:variance is 0.6548192768948305
INFO:cooler._balance:variance is 0.5017400057137319
INFO:cooler._balance:variance is 0.3843002171993448
INFO:cooler._balance:variance is 0.2944556373979207
INFO:cooler._balance:variance is 0.22554986246126302
INFO:cooler._balance:variance is 0.17281698853852262
INFO:cooler._balance:variance is 0.1323833956005087
INFO:cooler._balance:variance is 0.10143175332070584
INFO:cooler._balance:variance is 0.07770346359380585
INFO:cooler._balance:variance is 0.05953587325447448
INFO:cooler._balance:variance is 0.04561005335807867
INFO:cooler._balance:variance is 0.034946030073753055
INFO:cooler._balance:variance is 0.026772688876371915
INFO:cooler._balance:variance is 0.02051298471308763
INFO:cooler._balance:variance is 0.015715667669595257
INFO:cooler._balance:variance is 0.012041199892884871
INFO:cooler._balance:variance is 0.009225324235563688
INFO:cooler._balance:variance is 0.0070683645283781136
INFO:cooler._balance:variance is 0.005415482610375343
INFO:cooler._balance:variance is 0.004149301821110078
INFO:cooler._balance:variance is 0.0031790575189195092
INFO:cooler._balance:variance is 0.0024357735879316214
INFO:cooler._balance:variance is 0.0018662268596422724
INFO:cooler._balance:variance is 0.00142989348867921
INFO:cooler._balance:variance is 0.0010955560232645877
INFO:cooler._balance:variance is 0.0008394108471210789
INFO:cooler._balance:variance is 0.0006431440288042067
INFO:cooler._balance:variance is 0.000492775317411791
INFO:cooler._balance:variance is 0.00037755904160087473
INFO:cooler._balance:variance is 0.00028928523367141725
INFO:cooler._balance:variance is 0.00022164812249666767
INFO:cooler._balance:variance is 0.00016982674750713836
INFO:cooler._balance:variance is 0.00013012040933789708
INFO:cooler._balance:variance is 9.969836878115165e-05
INFO:cooler._balance:variance is 7.638861854302415e-05
INFO:cooler._balance:variance is 5.852909845896575e-05
INFO:cooler._balance:variance is 4.484494530971416e-05
INFO:cooler._balance:variance is 3.4360317984410216e-05
INFO:cooler._balance:variance is 2.632690003271043e-05
INFO:cooler._balance:variance is 2.017176263175589e-05
INFO:cooler._balance:variance is 1.545564527813196e-05
INFO:cooler._balance:variance is 1.1842180325192635e-05
INFO:cooler._balance:variance is 9.073515540880391e-06
Verifying KR column exists:
chr1	0	10000	

--- mut_merged @ 5000bp ---
INFO:cooler.cli.balance:Balancing "/expanse/lustre/projects/csd940/zalibhai/stripes/stripenn/data/cool/250402/mut_merged.mcool::/resolutions/5000"
INFO:cooler._balance:variance is 2693765.802081873
INFO:cooler._balance:variance is 102449416.71988127
INFO:cooler._balance:variance is 2832776.4471593346
INFO:cooler._balance:variance is 33110253.84360446
INFO:cooler._balance:variance is 2767114.5169099015
INFO:cooler._balance:variance is 12183058.92504969
INFO:cooler._balance:variance is 2135405.695899862
INFO:cooler._balance:variance is 5176318.702036461
INFO:cooler._balance:variance is 1461915.9602555726
INFO:cooler._balance:variance is 2437267.8381091156
INFO:cooler._balance:variance is 935873.7353115309
INFO:cooler._balance:variance is 1228848.8344991321
INFO:cooler._balance:variance is 576979.7038737119
INFO:cooler._balance:variance is 649020.3417097399
INFO:cooler._balance:variance is 348740.20841448643
INFO:cooler._balance:variance is 354222.74441066216
INFO:cooler._balance:variance is 208896.98329438863
INFO:cooler._balance:variance is 198057.40636574157
INFO:cooler._balance:variance is 124787.29096783584
INFO:cooler._balance:variance is 112793.78485387444
INFO:cooler._balance:variance is 74589.58516450236
INFO:cooler._balance:variance is 65160.686235639136
INFO:cooler._balance:variance is 44683.465150566946
INFO:cooler._balance:variance is 38070.29210419465
INFO:cooler._balance:variance is 26842.451748585194
INFO:cooler._balance:variance is 22443.48208492964
INFO:cooler._balance:variance is 16170.062602529664
INFO:cooler._balance:variance is 13326.576121002554
INFO:cooler._balance:variance is 9765.831482906995
INFO:cooler._balance:variance is 7958.891767525272
INFO:cooler._balance:variance is 5911.06326489249
INFO:cooler._balance:variance is 4775.257446924267
INFO:cooler._balance:variance is 3584.478815368974
INFO:cooler._balance:variance is 2875.7605257416303
INFO:cooler._balance:variance is 2176.9459636290903
INFO:cooler._balance:variance is 1736.9993124525079
INFO:cooler._balance:variance is 1323.7518042896431
INFO:cooler._balance:variance is 1051.6701865076625
INFO:cooler._balance:variance is 805.7474408637161
INFO:cooler._balance:variance is 637.947912259547
INFO:cooler._balance:variance is 490.83962957776026
INFO:cooler._balance:variance is 387.57027150560054
INFO:cooler._balance:variance is 299.19871912925885
INFO:cooler._balance:variance is 235.74488983407605
INFO:cooler._balance:variance is 182.47525206572544
INFO:cooler._balance:variance is 143.53388887944067
INFO:cooler._balance:variance is 111.33409166190538
INFO:cooler._balance:variance is 87.45852685379062
INFO:cooler._balance:variance is 67.9511965881861
INFO:cooler._balance:variance is 53.32339747960128
INFO:cooler._balance:variance is 41.48420133949728
INFO:cooler._balance:variance is 32.52726662456325
INFO:cooler._balance:variance is 25.331603443407566
INFO:cooler._balance:variance is 19.849453310385012
INFO:cooler._balance:variance is 15.471025414588901
INFO:cooler._balance:variance is 12.116762929277975
INFO:cooler._balance:variance is 9.450128456950008
INFO:cooler._balance:variance is 7.398344662200795
INFO:cooler._balance:variance is 5.773073280530405
INFO:cooler._balance:variance is 4.51825492334081
INFO:cooler._balance:variance is 3.527101607750524
INFO:cooler._balance:variance is 2.759801512781795
INFO:cooler._balance:variance is 2.1550779970820244
INFO:cooler._balance:variance is 1.6859400489011398
INFO:cooler._balance:variance is 1.3168494722428947
INFO:cooler._balance:variance is 1.0300363553747378
INFO:cooler._balance:variance is 0.8046972631967942
INFO:cooler._balance:variance is 0.6293617093405952
INFO:cooler._balance:variance is 0.4917543375347775
INFO:cooler._balance:variance is 0.38457261816479743
INFO:cooler._balance:variance is 0.3005245265357274
INFO:cooler._balance:variance is 0.23500711814775868
INFO:cooler._balance:variance is 0.18366442289857218
INFO:cooler._balance:variance is 0.14361630139800163
INFO:cooler._balance:variance is 0.11224871283237166
INFO:cooler._balance:variance is 0.0877693446956524
INFO:cooler._balance:variance is 0.06860363327284816
INFO:cooler._balance:variance is 0.0536408203645984
INFO:cooler._balance:variance is 0.04192960704480359
INFO:cooler._balance:variance is 0.03278377877424495
INFO:cooler._balance:variance is 0.025627200221768957
INFO:cooler._balance:variance is 0.020036954543448497
INFO:cooler._balance:variance is 0.015663441818822756
INFO:cooler._balance:variance is 0.012246498717086995
INFO:cooler._balance:variance is 0.009573660957349975
INFO:cooler._balance:variance is 0.007485113848563787
INFO:cooler._balance:variance is 0.005851577735556798
INFO:cooler._balance:variance is 0.004574989164263641
INFO:cooler._balance:variance is 0.0035766084794053654
INFO:cooler._balance:variance is 0.0027963147868906428
INFO:cooler._balance:variance is 0.002186113995664219
INFO:cooler._balance:variance is 0.0017091716153593642
INFO:cooler._balance:variance is 0.0013362162797153972
INFO:cooler._balance:variance is 0.0010446921342696933
INFO:cooler._balance:variance is 0.0008167382612680011
INFO:cooler._balance:variance is 0.0006385479823119225
INFO:cooler._balance:variance is 0.0004992187915564991
INFO:cooler._balance:variance is 0.0003903021189829866
INFO:cooler._balance:variance is 0.0003051410015988912
INFO:cooler._balance:variance is 0.00023856685729905415
INFO:cooler._balance:variance is 0.00018651407322361113
INFO:cooler._balance:variance is 0.00014582126504562005
INFO:cooler._balance:variance is 0.0001140049876472808
INFO:cooler._balance:variance is 8.913185268972929e-05
INFO:cooler._balance:variance is 6.968465276436672e-05
INFO:cooler._balance:variance is 5.448113320498036e-05
INFO:cooler._balance:variance is 4.2594284987836545e-05
INFO:cooler._balance:variance is 3.3301231456484226e-05
INFO:cooler._balance:variance is 2.603552310761928e-05
INFO:cooler._balance:variance is 2.0355195615840892e-05
INFO:cooler._balance:variance is 1.591409565338549e-05
INFO:cooler._balance:variance is 1.2442022310528996e-05
INFO:cooler._balance:variance is 9.727432185010805e-06
Verifying KR column exists:
chr1	0	5000	

--- mut_merged @ 10000bp ---
INFO:cooler.cli.balance:Balancing "/expanse/lustre/projects/csd940/zalibhai/stripes/stripenn/data/cool/250402/mut_merged.mcool::/resolutions/10000"
INFO:cooler._balance:variance is 8237215.373835615
INFO:cooler._balance:variance is 394489816.1892031
INFO:cooler._balance:variance is 11094519.987626366
INFO:cooler._balance:variance is 132454293.13873795
INFO:cooler._balance:variance is 10932045.405669985
INFO:cooler._balance:variance is 48168457.95703053
INFO:cooler._balance:variance is 8316076.236320287
INFO:cooler._balance:variance is 19908488.684702612
INFO:cooler._balance:variance is 5557848.987210951
INFO:cooler._balance:variance is 9060475.27664065
INFO:cooler._balance:variance is 3455140.170637577
INFO:cooler._balance:variance is 4405009.944572171
INFO:cooler._balance:variance is 2061888.2728741402
INFO:cooler._balance:variance is 2241943.9633832695
INFO:cooler._balance:variance is 1203743.0608327293
INFO:cooler._balance:variance is 1179133.1253863634
INFO:cooler._balance:variance is 695460.9369959134
INFO:cooler._balance:variance is 635465.3619030234
INFO:cooler._balance:variance is 400341.38402072893
INFO:cooler._balance:variance is 348912.72378196596
INFO:cooler._balance:variance is 230487.18171670055
INFO:cooler._balance:variance is 194385.85526083448
INFO:cooler._balance:variance is 132968.67568334375
INFO:cooler._balance:variance is 109552.96485334985
INFO:cooler._balance:variance is 76927.78713308838
INFO:cooler._balance:variance is 62315.06784653374
INFO:cooler._balance:variance is 44639.824783061595
INFO:cooler._balance:variance is 35709.740504748515
INFO:cooler._balance:variance is 25977.69899208275
INFO:cooler._balance:variance is 20586.39452585346
INFO:cooler._balance:variance is 15156.124147293896
INFO:cooler._balance:variance is 11925.36373298919
INFO:cooler._balance:variance is 8862.069040946526
INFO:cooler._balance:variance is 6935.134864272122
INFO:cooler._balance:variance is 5191.5179464927305
INFO:cooler._balance:variance is 4045.774023292814
INFO:cooler._balance:variance is 3046.0130036655332
INFO:cooler._balance:variance is 2366.169731722016
INFO:cooler._balance:variance is 1789.494299624578
INFO:cooler._balance:variance is 1386.6690359718061
INFO:cooler._balance:variance is 1052.4236766521867
INFO:cooler._balance:variance is 813.9710787838238
INFO:cooler._balance:variance is 619.4831043383148
INFO:cooler._balance:variance is 478.42590264648595
INFO:cooler._balance:variance is 364.90354371712675
INFO:cooler._balance:variance is 281.4995066358235
INFO:cooler._balance:variance is 215.07003684021416
INFO:cooler._balance:variance is 165.77065626801283
INFO:cooler._balance:variance is 126.82027222557171
INFO:cooler._balance:variance is 97.686020794795
INFO:cooler._balance:variance is 74.81120163723443
INFO:cooler._balance:variance is 57.596218277551124
INFO:cooler._balance:variance is 44.14514803420591
INFO:cooler._balance:variance is 33.97393758365218
INFO:cooler._balance:variance is 26.056294168632828
INFO:cooler._balance:variance is 20.047073823302878
INFO:cooler._balance:variance is 15.382793825502128
INFO:cooler._balance:variance is 11.832581605999792
INFO:cooler._balance:variance is 9.083098921059719
INFO:cooler._balance:variance is 6.985662236602518
INFO:cooler._balance:variance is 5.364083719307118
INFO:cooler._balance:variance is 4.12492529354191
INFO:cooler._balance:variance is 3.168171241554882
INFO:cooler._balance:variance is 2.436069497880648
INFO:cooler._balance:variance is 1.8713899241889305
INFO:cooler._balance:variance is 1.4388516409325904
INFO:cooler._balance:variance is 1.1054906006958496
INFO:cooler._balance:variance is 0.849933999830611
INFO:cooler._balance:variance is 0.653092772122143
INFO:cooler._balance:variance is 0.5020988784584033
INFO:cooler._balance:variance is 0.385850238429893
INFO:cooler._balance:variance is 0.2966345451544103
INFO:cooler._balance:variance is 0.22797259690497243
INFO:cooler._balance:variance is 0.1752578295907954
INFO:cooler._balance:variance is 0.13469861429472588
INFO:cooler._balance:variance is 0.10355048889226544
INFO:cooler._balance:variance is 0.07958980484492535
INFO:cooler._balance:variance is 0.06118465152006702
INFO:cooler._balance:variance is 0.047028734097584166
INFO:cooler._balance:variance is 0.03615311076840651
INFO:cooler._balance:variance is 0.027789374936923864
INFO:cooler._balance:variance is 0.021362862413087446
INFO:cooler._balance:variance is 0.016421103484257828
INFO:cooler._balance:variance is 0.012623563484136511
INFO:cooler._balance:variance is 0.009703595053944128
INFO:cooler._balance:variance is 0.007459534818302518
INFO:cooler._balance:variance is 0.0057341450522655005
INFO:cooler._balance:variance is 0.004408060480641729
INFO:cooler._balance:variance is 0.003388515428248543
INFO:cooler._balance:variance is 0.0026048838108663637
INFO:cooler._balance:variance is 0.0020024159248958544
INFO:cooler._balance:variance is 0.001539335733733227
INFO:cooler._balance:variance is 0.001183320848297448
INFO:cooler._balance:variance is 0.0009096657496353132
INFO:cooler._balance:variance is 0.0006992840444372581
INFO:cooler._balance:variance is 0.000537567824688741
INFO:cooler._balance:variance is 0.0004132445729032539
INFO:cooler._balance:variance is 0.00031767800966591147
INFO:cooler._balance:variance is 0.0002442096187074425
INFO:cooler._balance:variance is 0.00018773407739807035
INFO:cooler._balance:variance is 0.00014431787602037802
INFO:cooler._balance:variance is 0.0001109432340140851
INFO:cooler._balance:variance is 8.528624349287977e-05
INFO:cooler._balance:variance is 6.556317987333046e-05
INFO:cooler._balance:variance is 5.040099575224961e-05
INFO:cooler._balance:variance is 3.87454268178959e-05
INFO:cooler._balance:variance is 2.978518721039507e-05
INFO:cooler._balance:variance is 2.2897177617867328e-05
INFO:cooler._balance:variance is 1.7602018787010124e-05
INFO:cooler._balance:variance is 1.3531450741489934e-05
INFO:cooler._balance:variance is 1.0402205300026297e-05
INFO:cooler._balance:variance is 7.996639890126615e-06
Verifying KR column exists:
chr1	0	10000	

All 4 balancing runs complete.
End: Mon Apr 20 09:13:59 PDT 2026
===========================================
