#Insert size (bp)	insert size
221.0	31010.0
222.0	30945.0
223.0	31012.0
224.0	30909.0
225.0	31338.0
226.0	31335.0
227.0	31236.0
228.0	31582.0
229.0	31835.0
230.0	31761.0
231.0	31378.0
232.0	31602.0
233.0	31776.0
234.0	31687.0
235.0	31609.0
236.0	31833.0
237.0	31490.0
238.0	31514.0
239.0	31801.0
240.0	31893.0
241.0	31664.0
242.0	31874.0
243.0	31664.0
244.0	31603.0
245.0	31902.0
246.0	31337.0
247.0	31492.0
248.0	31517.0
249.0	31155.0
250.0	31227.0
251.0	30960.0
252.0	30728.0
253.0	30773.0
254.0	30378.0
255.0	30780.0
256.0	30180.0
257.0	30400.0
258.0	29834.0
259.0	30234.0
260.0	29629.0
261.0	29644.0
262.0	29502.0
263.0	29409.0
264.0	29154.0
265.0	28897.0
266.0	28960.0
267.0	28489.0
268.0	27915.0
269.0	28077.0
270.0	27967.0
271.0	27908.0
272.0	28001.0
273.0	27106.0
274.0	27204.0
275.0	26826.0
276.0	26701.0
277.0	26584.0
278.0	26188.0
279.0	25941.0
280.0	25464.0
281.0	25271.0
282.0	25331.0
283.0	24678.0
284.0	25141.0
285.0	24535.0
286.0	24074.0
287.0	23807.0
288.0	23407.0
289.0	23417.0
290.0	23179.0
291.0	22928.0
292.0	22970.0
293.0	22633.0
294.0	22204.0
295.0	21956.0
296.0	21700.0
297.0	21409.0
298.0	21389.0
299.0	20954.0
300.0	20711.0
301.0	20332.0
302.0	20509.0
303.0	20228.0
304.0	19821.0
305.0	19571.0
306.0	19166.0
307.0	19094.0
308.0	18775.0
309.0	18389.0
310.0	18587.0
311.0	18148.0
312.0	17720.0
313.0	17733.0
314.0	17617.0
315.0	17378.0
316.0	17105.0
317.0	16572.0
318.0	16477.0
319.0	16330.0
320.0	16106.0
321.0	15826.0
322.0	15748.0
323.0	15358.0
324.0	15453.0
325.0	14984.0
326.0	14803.0
327.0	14620.0
328.0	14443.0
329.0	14098.0
330.0	13946.0
331.0	13879.0
332.0	13616.0
333.0	13389.0
334.0	13068.0
335.0	13004.0
336.0	12683.0
337.0	12498.0
338.0	12416.0
339.0	12061.0
340.0	12103.0
341.0	12108.0
342.0	11589.0
343.0	11390.0
344.0	11410.0
345.0	11209.0
346.0	11039.0
347.0	10846.0
348.0	10742.0
349.0	10742.0
350.0	10356.0
351.0	9884.0
352.0	10134.0
353.0	10026.0
354.0	9579.0
355.0	9467.0
356.0	9579.0
357.0	9379.0
358.0	9250.0
359.0	9089.0
360.0	8929.0
361.0	8601.0
362.0	8691.0
363.0	8535.0
364.0	8411.0
365.0	8196.0
366.0	8126.0
367.0	7966.0
368.0	7806.0
369.0	7614.0
370.0	7658.0
371.0	7517.0
372.0	7316.0
373.0	7237.0
374.0	7047.0
375.0	6920.0
376.0	7035.0
377.0	6956.0
378.0	6595.0
379.0	6472.0
380.0	6493.0
381.0	6378.0
382.0	6264.0
383.0	6078.0
384.0	5953.0
385.0	5891.0
386.0	5947.0
387.0	5787.0
388.0	5640.0
389.0	5826.0
390.0	5496.0
391.0	5262.0
392.0	5180.0
393.0	5228.0
394.0	5118.0
395.0	5088.0
396.0	4945.0
397.0	4791.0
398.0	4686.0
399.0	4629.0
400.0	4681.0
401.0	4536.0
402.0	4359.0
403.0	4385.0
404.0	4329.0
405.0	4220.0
406.0	4080.0
407.0	4079.0
408.0	3864.0
409.0	3819.0
410.0	3792.0
411.0	3767.0
412.0	3752.0
413.0	3638.0
414.0	3521.0
415.0	3586.0
416.0	3443.0
417.0	3411.0
418.0	3356.0
419.0	3260.0
420.0	3200.0
421.0	3117.0
422.0	3075.0
423.0	3083.0
424.0	2964.0
425.0	2882.0
426.0	2831.0
427.0	2748.0
428.0	2792.0
429.0	2730.0
430.0	2621.0
431.0	2678.0
432.0	2541.0
433.0	2518.0
434.0	2491.0
435.0	2428.0
436.0	2405.0
437.0	2358.0
438.0	2267.0
439.0	2330.0
440.0	2236.0
441.0	2163.0
442.0	2224.0
443.0	2057.0
444.0	2022.0
445.0	1964.0
446.0	1972.0
447.0	2009.0
448.0	1818.0
449.0	1848.0
450.0	1912.0
451.0	1804.0
452.0	1765.0
453.0	1704.0
454.0	1667.0
455.0	1631.0
456.0	1622.0
457.0	1538.0
458.0	1529.0
459.0	1516.0
460.0	1558.0
461.0	1464.0
462.0	1389.0
463.0	1429.0
464.0	1360.0
465.0	1321.0
466.0	1328.0
467.0	1298.0
468.0	1176.0
469.0	1214.0
470.0	1198.0
471.0	1188.0
472.0	1136.0
473.0	1163.0
474.0	1121.0
475.0	1092.0
476.0	1094.0
477.0	1078.0
478.0	1013.0
479.0	994.0
480.0	999.0
481.0	990.0
482.0	903.0
483.0	896.0
484.0	864.0
485.0	831.0
486.0	809.0
487.0	753.0
488.0	763.0
489.0	758.0
490.0	741.0
491.0	750.0
492.0	693.0
493.0	701.0
494.0	690.0
495.0	714.0
496.0	634.0
497.0	593.0
498.0	588.0
499.0	620.0
500.0	659.0
