#Insert size (bp)	insert size
188.0	9034.0
189.0	9051.0
190.0	8978.0
191.0	8933.0
192.0	8925.0
193.0	8636.0
194.0	8721.0
195.0	8665.0
196.0	8513.0
197.0	8621.0
198.0	8377.0
199.0	8417.0
200.0	7935.0
201.0	8071.0
202.0	7842.0
203.0	7996.0
204.0	7997.0
205.0	7879.0
206.0	7677.0
207.0	7695.0
208.0	7584.0
209.0	7447.0
210.0	7381.0
211.0	7387.0
212.0	7150.0
213.0	7275.0
214.0	7170.0
215.0	6999.0
216.0	7166.0
217.0	7057.0
218.0	6759.0
219.0	6865.0
220.0	6763.0
221.0	6760.0
222.0	6750.0
223.0	6726.0
224.0	6745.0
225.0	6402.0
226.0	6460.0
227.0	6484.0
228.0	6332.0
229.0	6205.0
230.0	6196.0
231.0	6070.0
232.0	6175.0
233.0	5997.0
234.0	5950.0
235.0	5889.0
236.0	5747.0
237.0	5717.0
238.0	5817.0
239.0	5759.0
240.0	5710.0
241.0	5540.0
242.0	5378.0
243.0	5533.0
244.0	5380.0
245.0	5196.0
246.0	5218.0
247.0	5287.0
248.0	5148.0
249.0	5009.0
250.0	5144.0
251.0	4962.0
252.0	4912.0
253.0	4872.0
254.0	4802.0
255.0	4784.0
256.0	4803.0
257.0	4842.0
258.0	4800.0
259.0	4473.0
260.0	4556.0
261.0	4431.0
262.0	4582.0
263.0	4425.0
264.0	4199.0
265.0	4253.0
266.0	4200.0
267.0	4097.0
268.0	4057.0
269.0	4209.0
270.0	4060.0
271.0	3898.0
272.0	3968.0
273.0	3854.0
274.0	3843.0
275.0	3771.0
276.0	3678.0
277.0	3723.0
278.0	3703.0
279.0	3573.0
280.0	3584.0
281.0	3606.0
282.0	3511.0
283.0	3411.0
284.0	3402.0
285.0	3326.0
286.0	3445.0
287.0	3310.0
288.0	3173.0
289.0	3219.0
290.0	3205.0
291.0	3211.0
292.0	3204.0
293.0	3056.0
294.0	3052.0
295.0	3076.0
296.0	2988.0
297.0	2855.0
298.0	2781.0
299.0	2887.0
300.0	2949.0
301.0	2781.0
302.0	2768.0
303.0	2713.0
304.0	2716.0
305.0	2652.0
306.0	2719.0
307.0	2609.0
308.0	2642.0
309.0	2539.0
310.0	2560.0
311.0	2505.0
312.0	2462.0
313.0	2408.0
314.0	2420.0
315.0	2397.0
316.0	2360.0
317.0	2372.0
318.0	2280.0
319.0	2355.0
320.0	2234.0
321.0	2219.0
322.0	2219.0
323.0	2166.0
324.0	2124.0
325.0	2188.0
326.0	2010.0
327.0	2087.0
328.0	2104.0
329.0	1934.0
330.0	2050.0
331.0	2034.0
332.0	1857.0
333.0	1893.0
334.0	1921.0
335.0	1892.0
336.0	1833.0
337.0	1834.0
338.0	1817.0
339.0	1826.0
340.0	1790.0
341.0	1685.0
342.0	1702.0
343.0	1779.0
344.0	1694.0
345.0	1689.0
346.0	1716.0
347.0	1634.0
348.0	1556.0
349.0	1549.0
350.0	1563.0
351.0	1522.0
352.0	1506.0
353.0	1516.0
354.0	1472.0
355.0	1519.0
356.0	1458.0
357.0	1387.0
358.0	1432.0
359.0	1394.0
360.0	1418.0
361.0	1358.0
362.0	1400.0
363.0	1278.0
364.0	1405.0
365.0	1270.0
366.0	1304.0
367.0	1263.0
368.0	1265.0
369.0	1270.0
370.0	1208.0
371.0	1197.0
372.0	1217.0
373.0	1187.0
374.0	1189.0
375.0	1221.0
376.0	1190.0
377.0	1101.0
378.0	1102.0
379.0	1072.0
380.0	1125.0
381.0	1116.0
382.0	1082.0
383.0	1064.0
384.0	1059.0
385.0	1043.0
386.0	998.0
387.0	1069.0
388.0	1042.0
389.0	1016.0
390.0	975.0
391.0	994.0
392.0	948.0
393.0	1013.0
394.0	986.0
395.0	958.0
396.0	956.0
397.0	929.0
398.0	953.0
399.0	832.0
400.0	922.0
401.0	940.0
402.0	886.0
403.0	908.0
404.0	869.0
405.0	857.0
406.0	815.0
407.0	840.0
408.0	865.0
409.0	824.0
410.0	855.0
411.0	834.0
412.0	798.0
413.0	770.0
414.0	784.0
415.0	817.0
416.0	769.0
417.0	738.0
418.0	778.0
419.0	760.0
420.0	729.0
421.0	771.0
422.0	695.0
423.0	716.0
424.0	771.0
425.0	747.0
426.0	723.0
427.0	708.0
428.0	688.0
429.0	683.0
430.0	675.0
431.0	660.0
432.0	631.0
433.0	637.0
434.0	637.0
435.0	635.0
436.0	608.0
437.0	597.0
438.0	633.0
439.0	645.0
440.0	584.0
441.0	620.0
442.0	581.0
443.0	570.0
444.0	590.0
445.0	593.0
446.0	567.0
