loop_id	direction	logFC	FDR	anchor1_type	anchor2_type	anchor1_dist_to_boundary	anchor2_dist_to_boundary	min_dist_to_boundary	nearest_boundary_type	nearest_boundary_enriched	nearest_boundary_gap_score	near_boundary_10kb	near_boundary_25kb	near_boundary_50kb	near_boundary_100kb
loop_17977	down_in_mutant	-0.374358903730253	0.0020457195262961	Other	Other	4999	74999	4999	Merge	Matrix 2	-2.7301317849001783	TRUE	TRUE	TRUE	TRUE
loop_1021	down_in_mutant	-0.408779181980828	0.017779488281524	Other	Active_Enhancer	69999	139999	69999	Strength Change	Matrix 1	3.2183435864427796	FALSE	FALSE	FALSE	TRUE
loop_1054	down_in_mutant	-0.435500809394855	0.0120494355181984	Other	Poised_Enhancer	139999	84999	84999	Strength Change	Matrix 1	3.3088494008108533	FALSE	FALSE	FALSE	TRUE
loop_8008	down_in_mutant	-0.907281814173301	2.57709819655521e-5	Other	Other	194999	344999	194999	Merge	Matrix 2	-2.3368402998386677	FALSE	FALSE	FALSE	FALSE
loop_1100	up_in_mutant	0.316430794939712	0.0119934694950731	Poised_Enhancer	Other	379999	354999	354999	Merge	Matrix 2	-2.815470402909145	FALSE	FALSE	FALSE	FALSE
loop_1350	down_in_mutant	-0.693425681985245	1.8502089672842e-5	Active_Promoter	Active_Enhancer	0	54999	0	Strength Change	Matrix 1	2.5745787612597812	TRUE	TRUE	TRUE	TRUE
loop_1127	up_in_mutant	0.512268586533115	0.0011421711698848	Polycomb	Other	689999	764999	689999	Strength Change	Matrix 1	2.747126861815573	FALSE	FALSE	FALSE	FALSE
loop_1133	down_in_mutant	-0.413238809337614	0.0072145797429907	Other	Other	219999	99999	99999	Merge	Matrix 2	-3.026983527981262	FALSE	FALSE	FALSE	TRUE
loop_1164	down_in_mutant	-0.443512061434171	0.0031231608696555002	Polycomb	Repressed_Promoter	9999	59999	9999	Strength Change	Matrix 1	3.6472841836897	TRUE	TRUE	TRUE	TRUE
loop_1231	down_in_mutant	-0.334345538443171	0.0049474664804606	Poised_Enhancer	Active_Promoter	34999	0	0	Complex	Matrix 1	5.4016423600764965	TRUE	TRUE	TRUE	TRUE
loop_1262	down_in_mutant	-0.497796548329216	0.0045136831499299	Active_Promoter	Active_Promoter	0	194999	0	Strength Change	Matrix 1	5.048281167943682	TRUE	TRUE	TRUE	TRUE
loop_1280	up_in_mutant	0.445075926971527	0.0167595595999851	Polycomb	Polycomb	514999	679999	514999	Strength Change	Matrix 1	2.1704136928424105	FALSE	FALSE	FALSE	FALSE
loop_11108	up_in_mutant	0.528857142465129	5.650977096149e-4	Poised_Enhancer	Other	0	169999	0	Split	Matrix 1	2.7671234169631433	TRUE	TRUE	TRUE	TRUE
loop_1327	down_in_mutant	-0.606689936726529	0.0236370379231726	Active_Promoter	Active_Promoter	4999	424999	4999	Merge	Matrix 2	-2.182574072294394	TRUE	TRUE	TRUE	TRUE
loop_1403	up_in_mutant	0.336947069739314	0.0195523107666676	Other	Polycomb	574999	719999	574999	Shifted	Matrix 1	4.482513993455282	FALSE	FALSE	FALSE	FALSE
loop_13443	down_in_mutant	-0.451842733240291	2.50458627324543e-5	Poised_Enhancer	Active_Enhancer	0	104999	0	Complex	Matrix 1	8.311023715483067	TRUE	TRUE	TRUE	TRUE
loop_1475	down_in_mutant	-0.445495426881342	0.0110015182887482	Active_Enhancer	Poised_Enhancer	379999	424999	379999	Split	Matrix 1	2.6868627754877017	FALSE	FALSE	FALSE	FALSE
loop_13840	down_in_mutant	-0.36574936010493603	2.41477285657953e-5	Poised_Enhancer	Poised_Enhancer	4999	74999	4999	Strength Change	Matrix 1	3.6139879048948744	TRUE	TRUE	TRUE	TRUE
loop_14500	down_in_mutant	-0.441518084243702	0.003276241804923	Polycomb	Other	0	164999	0	Split	Matrix 1	3.3306657058513203	TRUE	TRUE	TRUE	TRUE
loop_1541	down_in_mutant	-0.353380232961542	0.0089336997540338	Active_Enhancer	Other	0	84999	0	Strength Change	Matrix 1	2.0267472794018446	TRUE	TRUE	TRUE	TRUE
loop_1566	down_in_mutant	-0.395993412485924	0.0043505787767933	Active_Promoter	Poised_Enhancer	0	64999	0	Complex	Matrix 1	6.92432592801199	TRUE	TRUE	TRUE	TRUE
loop_1591	down_in_mutant	-0.956922657768539	9.032206145608e-4	Active_Enhancer	Bivalent_Promoter	639999	659999	639999	Split	Matrix 1	3.097107610934099	FALSE	FALSE	FALSE	FALSE
loop_1610	down_in_mutant	-0.453235069681451	0.0055054991878025	Poised_Enhancer	Active_Enhancer	0	0	0	Strength Change	Matrix 1	3.2264325788821875	TRUE	TRUE	TRUE	TRUE
loop_20087	up_in_mutant	0.447695485461473	5.75823574649592e-5	Other	Polycomb	214999	304999	214999	Strength Change	Matrix 2	-3.800970371789272	FALSE	FALSE	FALSE	FALSE
loop_1638	down_in_mutant	-0.459287738883099	0.0207454171166079	Active_Enhancer	Poised_Enhancer	119999	0	0	Strength Change	Matrix 2	-2.089809608950171	TRUE	TRUE	TRUE	TRUE
loop_1662	down_in_mutant	-0.402242657976892	0.0130359506450365	Active_Enhancer	Poised_Enhancer	84999	0	0	Strength Change	Matrix 1	2.204202558737038	TRUE	TRUE	TRUE	TRUE
loop_1715	down_in_mutant	-0.326783252490957	0.0279717310074719	Other	Other	1299999	1139999	1139999	Merge	Matrix 2	-2.1264139507199964	FALSE	FALSE	FALSE	FALSE
loop_1720	down_in_mutant	-0.571639821742711	0.0119934694950731	Other	Other	1459999	1334999	1334999	Shifted	Matrix 2	-2.3697484972906344	FALSE	FALSE	FALSE	FALSE
loop_1844	down_in_mutant	-0.614637350000508	0.0133038001430177	Active_Enhancer	Active_Enhancer	0	14999	0	Strength Change	Matrix 1	4.108034996510159	TRUE	TRUE	TRUE	TRUE
loop_2207	down_in_mutant	-0.353707683412625	0.0060858628107524	Active_Enhancer	Active_Enhancer	124999	354999	124999	Split	Matrix 1	2.7487149393124755	FALSE	FALSE	FALSE	FALSE
loop_18710	down_in_mutant	-0.499289638027787	1.33523178893e-4	Active_Enhancer	Active_Promoter	64999	124999	64999	Split	Matrix 1	2.11542623158456	FALSE	FALSE	FALSE	TRUE
loop_7955	down_in_mutant	-0.676079610913446	1.395794781755e-4	Active_Enhancer	Active_Enhancer	0	14999	0	Strength Change	Matrix 1	2.7990446505247775	TRUE	TRUE	TRUE	TRUE
loop_7987	down_in_mutant	-0.511863483899756	8.478707314906e-4	Poised_Enhancer	Poised_Enhancer	14999	374999	14999	Merge	Matrix 2	-2.262129061675376	FALSE	TRUE	TRUE	TRUE
loop_1882	up_in_mutant	0.409196285067122	0.0231948575343385	Other	Polycomb	1334999	444999	444999	Shifted	Matrix 2	-2.1941895231264077	FALSE	FALSE	FALSE	FALSE
loop_1955	down_in_mutant	-0.412725005993494	0.0061657611348622	Active_Enhancer	Active_Enhancer	49999	189999	49999	Strength Change	Matrix 1	3.4766575877472734	FALSE	FALSE	TRUE	TRUE
loop_1965	up_in_mutant	0.374205075883309	0.0090279570325212	Polycomb	Active_Promoter	519999	349999	349999	Merge	Matrix 2	-2.3530005979997575	FALSE	FALSE	FALSE	FALSE
loop_1986	down_in_mutant	-0.427661869333732	0.0166122285567147	Poised_Enhancer	Bivalent_Promoter	54999	239999	54999	Split	Matrix 1	2.6682686021168207	FALSE	FALSE	FALSE	TRUE
loop_2010	down_in_mutant	-0.381392022376958	0.0130231788240529	Active_Promoter	Active_Promoter	404999	384999	384999	Shifted	Matrix 1	3.648662816743624	FALSE	FALSE	FALSE	FALSE
loop_8889	down_in_mutant	-0.481854557237322	1.306749303275e-4	Active_Enhancer	Active_Enhancer	0	244999	0	Split	Matrix 1	2.30414353908569	TRUE	TRUE	TRUE	TRUE
loop_2084	down_in_mutant	-0.484434612867771	7.967080440606e-4	Other	Active_Enhancer	34999	0	0	Strength Change	Matrix 2	-3.632120184727458	TRUE	TRUE	TRUE	TRUE
loop_2107	down_in_mutant	-0.362250056899823	0.0208137016283425	Active_Enhancer	Poised_Enhancer	49999	169999	49999	Strength Change	Matrix 1	4.137517721188318	FALSE	FALSE	TRUE	TRUE
loop_2108	down_in_mutant	-0.491873905022398	0.004789085760411	Active_Enhancer	Active_Enhancer	144999	0	0	Strength Change	Matrix 1	4.137517721188318	TRUE	TRUE	TRUE	TRUE
loop_2134	down_in_mutant	-0.440902541707972	0.0118671348522153	Other	Poised_Enhancer	249999	119999	119999	Shifted	Matrix 2	-3.218671126849691	FALSE	FALSE	FALSE	FALSE
loop_2207	down_in_mutant	-0.35344100089504	0.026223895657889	Active_Promoter	Active_Promoter	284999	339999	284999	Merge	Matrix 2	-3.0044318710128075	FALSE	FALSE	FALSE	FALSE
loop_10324	down_in_mutant	-0.454853910788424	0.0030749859243435	Active_Enhancer	Active_Enhancer	44999	4999	4999	Strength Change	Matrix 1	3.179608690106335	TRUE	TRUE	TRUE	TRUE
loop_10216	down_in_mutant	-0.51177362507795	4.69297804567962e-5	Active_Enhancer	Active_Enhancer	44999	64999	44999	Merge	Matrix 2	-4.211123386403107	FALSE	FALSE	TRUE	TRUE
loop_2243	up_in_mutant	0.603657576505031	0.002407982251765	Active_Enhancer	Poised_Enhancer	169999	4999	4999	Merge	Matrix 2	-3.799144961715485	TRUE	TRUE	TRUE	TRUE
loop_2308	down_in_mutant	-0.479423629127426	0.0034435214634492	Active_Promoter	Poised_Enhancer	169999	59999	59999	Strength Change	Matrix 1	2.9737048797008985	FALSE	FALSE	FALSE	TRUE
loop_11180	down_in_mutant	-0.527071564812169	0.0029717674829817	Poised_Enhancer	Active_Promoter	94999	0	0	Complex	Matrix 2	-2.8035463803086658	TRUE	TRUE	TRUE	TRUE
loop_2432	down_in_mutant	-0.426407329428652	0.0271576972621035	Active_Enhancer	Active_Enhancer	9999	0	0	Complex	Matrix 1	2.694568295625563	TRUE	TRUE	TRUE	TRUE
loop_11631	down_in_mutant	-0.535767264392674	7.343824111495e-4	Other	Poised_Enhancer	54999	234999	54999	Merge	Matrix 2	-3.211805522578294	FALSE	FALSE	FALSE	TRUE
loop_11629	down_in_mutant	-0.447037141542841	9.505000050692e-4	Poised_Enhancer	Other	174999	14999	14999	Strength Change	Matrix 2	-2.0206641331699577	FALSE	TRUE	TRUE	TRUE
loop_2824	down_in_mutant	-0.398789845490994	1.620660208252e-4	Active_Enhancer	Active_Enhancer	74999	174999	74999	Strength Change	Matrix 1	2.036787298793739	FALSE	FALSE	FALSE	TRUE
loop_2833	down_in_mutant	-0.429871889624772	7.74277804085203e-5	Active_Promoter	Poised_Enhancer	114999	254999	114999	Split	Matrix 1	2.6955076910380584	FALSE	FALSE	FALSE	FALSE
loop_2490	down_in_mutant	-0.688339953467639	0.016230532390915	Other	Poised_Enhancer	104999	259999	104999	Merge	Matrix 2	-2.199581888930789	FALSE	FALSE	FALSE	FALSE
loop_2524	up_in_mutant	0.382641463407192	0.004597824725245	Other	Other	44999	79999	44999	Complex	Matrix 2	-2.132523186427082	FALSE	FALSE	TRUE	TRUE
loop_2573	down_in_mutant	-0.505405314812313	0.0287498320047992	Poised_Enhancer	Active_Promoter	14999	64999	14999	Strength Change	Matrix 1	5.984149863127441	FALSE	TRUE	TRUE	TRUE
loop_22500	up_in_mutant	0.333895372721255	0.0031581680320535	Other	Other	524999	624999	524999	Complex	Matrix 2	-5.918037435466958	FALSE	FALSE	FALSE	FALSE
loop_19480	down_in_mutant	-0.360856400490715	7.204604398812e-4	Other	Other	114999	74999	74999	Strength Change	Matrix 1	2.0111830292586967	FALSE	FALSE	FALSE	TRUE
loop_2619	down_in_mutant	-0.618777302365277	0.0067196575004867	Other	Poised_Enhancer	164999	389999	164999	Strength Change	Matrix 2	-2.2613317862393907	FALSE	FALSE	FALSE	FALSE
loop_621	down_in_mutant	-0.426098600223582	0.0019012489101667	Active_Enhancer	Active_Promoter	54999	94999	54999	Complex	Matrix 2	-2.0506806028373643	FALSE	FALSE	FALSE	TRUE
loop_4416	down_in_mutant	-0.445959354074573	8.197874651893e-4	Poised_Enhancer	Active_Promoter	4999	0	0	Complex	Matrix 1	3.4585311626454067	TRUE	TRUE	TRUE	TRUE
loop_12404	down_in_mutant	-0.302946727000836	0.0016140558077295	Other	Polycomb	304999	49999	49999	Split	Matrix 1	2.3997234903375873	FALSE	FALSE	TRUE	TRUE
loop_13250	down_in_mutant	-0.303911684470155	0.0097761483798808	Repressed_Promoter	Poised_Enhancer	4999	284999	4999	Merge	Matrix 2	-2.222784650005156	TRUE	TRUE	TRUE	TRUE
loop_2742	down_in_mutant	-0.302543432546916	0.0122609754273034	Active_Enhancer	Active_Enhancer	609999	649999	609999	Split	Matrix 1	2.6868627754877017	FALSE	FALSE	FALSE	FALSE
loop_2760	down_in_mutant	-0.49703932814721	0.0113917233825537	Active_Enhancer	Poised_Enhancer	304999	194999	194999	Split	Matrix 1	2.4408597701936565	FALSE	FALSE	FALSE	FALSE
loop_19717	down_in_mutant	-0.453986813969425	7.489451877104e-4	Active_Enhancer	Active_Enhancer	0	0	0	Split	Matrix 1	2.4408597701936565	TRUE	TRUE	TRUE	TRUE
loop_14358	up_in_mutant	0.352591526415697	9.41534420221487e-5	Other	Poised_Enhancer	274999	184999	184999	Strength Change	Matrix 2	-2.252753618031341	FALSE	FALSE	FALSE	FALSE
loop_19716	down_in_mutant	-0.352345497635602	0.0014566921028054	Active_Enhancer	Active_Enhancer	764999	894999	764999	Complex	Matrix 1	2.05181618194244	FALSE	FALSE	FALSE	FALSE
loop_2797	down_in_mutant	-0.959745981857733	0.0016863693998006	Poised_Enhancer	Active_Enhancer	194999	0	0	Strength Change	Matrix 1	2.126054526516806	TRUE	TRUE	TRUE	TRUE
loop_3189	down_in_mutant	-0.715769569998683	4.995099625223e-4	Active_Enhancer	Poised_Enhancer	0	134999	0	Strength Change	Matrix 1	2.126054526516806	TRUE	TRUE	TRUE	TRUE
loop_2816	down_in_mutant	-0.302499319263223	0.0210532143045522	Other	Other	134999	299999	134999	Complex	Matrix 2	-2.092867581680692	FALSE	FALSE	FALSE	FALSE
loop_22112	up_in_mutant	0.398883149355024	0.0032089158864276	Other	Repressed_Promoter	44999	124999	44999	Strength Change	Matrix 1	3.6139879048948744	FALSE	FALSE	TRUE	TRUE
loop_2926	down_in_mutant	-0.363489173848245	0.0251054111008995	Active_Promoter	Active_Enhancer	0	79999	0	Strength Change	Matrix 1	2.6339215423245332	TRUE	TRUE	TRUE	TRUE
loop_2945	down_in_mutant	-0.46414556533356	0.0161368932613151	Poised_Enhancer	Active_Promoter	24999	0	0	Strength Change	Matrix 2	-2.5155600403475753	TRUE	TRUE	TRUE	TRUE
loop_3005	up_in_mutant	0.3588138934346	0.0122429145067475	Repressed_Promoter	Other	44999	99999	44999	Split	Matrix 1	3.148813675151795	FALSE	FALSE	TRUE	TRUE
loop_15947	down_in_mutant	-0.569680714409841	1.812379486588e-4	Active_Enhancer	Active_Enhancer	0	504999	0	Strength Change	Matrix 1	2.356400553823324	TRUE	TRUE	TRUE	TRUE
loop_3034	down_in_mutant	-0.468349214128843	0.0239053150981243	Poised_Enhancer	Active_Enhancer	394999	269999	269999	Strength Change	Matrix 1	3.2428649730478183	FALSE	FALSE	FALSE	FALSE
loop_3050	down_in_mutant	-0.637165764659236	0.004789085760411	Other	Other	229999	94999	94999	Strength Change	Matrix 1	2.358013206513913	FALSE	FALSE	FALSE	TRUE
loop_3162	down_in_mutant	-0.49179923556903	0.0132915675900754	Poised_Enhancer	Poised_Enhancer	114999	224999	114999	Merge	Matrix 2	-2.109172966621626	FALSE	FALSE	FALSE	FALSE
loop_14988	down_in_mutant	-0.364018910309957	0.0014518412338507	Other	Other	164999	174999	164999	Complex	Matrix 1	2.1063928008996182	FALSE	FALSE	FALSE	FALSE
loop_17280	down_in_mutant	-0.866346995338293	9.11944669701854e-6	Polycomb	Repressed_Promoter	224999	54999	54999	Merge	Matrix 2	-2.1100274072929013	FALSE	FALSE	FALSE	TRUE
loop_3243	down_in_mutant	-0.593720340707453	0.017416485814602	Active_Enhancer	Poised_Enhancer	329999	34999	34999	Complex	Matrix 1	6.207493529272858	FALSE	FALSE	TRUE	TRUE
loop_3244	down_in_mutant	-0.441273377578629	0.0250220643515027	Active_Promoter	Other	119999	39999	39999	Strength Change	Matrix 2	-2.0579088427818517	FALSE	FALSE	TRUE	TRUE
loop_3247	down_in_mutant	-0.518124344638804	0.0287498320047992	Active_Enhancer	Active_Enhancer	329999	0	0	Complex	Matrix 1	2.54799264835729	TRUE	TRUE	TRUE	TRUE
loop_17332	down_in_mutant	-0.384812844216208	0.0149873355543256	Other	Active_Enhancer	284999	24999	24999	Shifted	Matrix 1	3.1730302885948096	FALSE	TRUE	TRUE	TRUE
loop_3263	down_in_mutant	-0.365227924008328	0.0168046007960576	Active_Promoter	Other	0	39999	0	Strength Change	Matrix 1	2.8213630018085785	TRUE	TRUE	TRUE	TRUE
loop_3768	down_in_mutant	-0.453466896818812	5.410499886787e-4	Other	Other	124999	54999	54999	Strength Change	Matrix 1	2.2665558251920146	FALSE	FALSE	FALSE	TRUE
loop_3357	down_in_mutant	-0.378789667339191	0.0287498320047992	Poised_Enhancer	Active_Enhancer	0	179999	0	Complex	Matrix 1	2.2252627081220844	TRUE	TRUE	TRUE	TRUE
loop_3398	down_in_mutant	-0.516277471406927	0.0206478738780949	Active_Enhancer	Other	79999	414999	79999	Strength Change	Matrix 2	-3.0164413804591157	FALSE	FALSE	FALSE	TRUE
loop_3456	up_in_mutant	0.689208253393807	0.0135165551198552	Polycomb	Repressed_Promoter	1359999	1249999	1249999	Merge	Matrix 2	-2.0797523197262717	FALSE	FALSE	FALSE	FALSE
loop_21700	up_in_mutant	0.356141088902321	0.0087001841420762	Polycomb	Other	0	0	0	Strength Change	Matrix 2	-2.918908597953531	TRUE	TRUE	TRUE	TRUE
loop_3462	up_in_mutant	0.343872786343041	0.0127557821097193	Poised_Enhancer	Polycomb	84999	0	0	Merge	Matrix 2	-3.564763181205506	TRUE	TRUE	TRUE	TRUE
loop_183	up_in_mutant	0.419793779939131	1.647257840287e-4	Polycomb	Other	9999	484999	9999	Merge	Matrix 2	-3.494901996015954	TRUE	TRUE	TRUE	TRUE
loop_10314	down_in_mutant	-0.455944243282767	0.0014296496134987	Active_Promoter	Poised_Enhancer	224999	154999	154999	Strength Change	Matrix 1	2.02909361944911	FALSE	FALSE	FALSE	FALSE
loop_18627	up_in_mutant	0.338132400885666	8.959320518175e-4	Repressed_Promoter	Polycomb	359999	134999	134999	Split	Matrix 1	3.037654738382998	FALSE	FALSE	FALSE	FALSE
loop_3590	down_in_mutant	-0.335760400317859	0.0281175137525158	Other	Poised_Enhancer	0	49999	0	Strength Change	Matrix 1	2.6091756902599816	TRUE	TRUE	TRUE	TRUE
loop_21870	up_in_mutant	0.435920573711936	2.667337326173e-4	Other	Other	154999	0	0	Merge	Matrix 2	-3.18257132290323	TRUE	TRUE	TRUE	TRUE
loop_3611	up_in_mutant	0.531906894289216	0.0271576972621035	Polycomb	Poised_Enhancer	279999	1079999	279999	Merge	Matrix 2	-2.3294147136040313	FALSE	FALSE	FALSE	FALSE
loop_3634	up_in_mutant	0.473893658439265	0.018117747923249	Repressed_Promoter	Poised_Enhancer	0	174999	0	Merge	Matrix 2	-4.572606896367816	TRUE	TRUE	TRUE	TRUE
loop_21904	up_in_mutant	0.610417457156287	2.097205010062e-4	Other	Polycomb	514999	554999	514999	Split	Matrix 1	2.4695439919224915	FALSE	FALSE	FALSE	FALSE
loop_3645	up_in_mutant	0.445710499556838	0.0058550054749854	Polycomb	Polycomb	49999	54999	49999	Shifted	Matrix 1	2.9922516783661584	FALSE	FALSE	TRUE	TRUE
loop_4284	up_in_mutant	0.436899544178765	7.128315915334e-4	Other	Other	134999	0	0	Strength Change	Matrix 2	-2.110511512465062	TRUE	TRUE	TRUE	TRUE
loop_3692	up_in_mutant	0.433987010267071	0.0263736576338041	Other	Other	194999	149999	149999	Split	Matrix 1	2.1406630958478092	FALSE	FALSE	FALSE	FALSE
loop_3694	up_in_mutant	0.414596283857196	0.004597824725245	Poised_Enhancer	Polycomb	269999	189999	189999	Strength Change	Matrix 1	4.662359398120871	FALSE	FALSE	FALSE	FALSE
