SYMBOL	n_peaks	n_up	n_down	n_ns	mean_fold	min_fdr	gene_peak_class
1700006A11Rik	3	0	0	3	-0.0603667405754212	1	No significant peaks
1700006F04Rik	41	0	0	41	-0.0374177924494304	0.223254402240067	No significant peaks
1700006H21Rik	27	0	0	27	-0.0526400314292104	0.169875481726336	No significant peaks
1700007F19Rik	10	1	0	9	0.0582163849479395	0.0487470777282628	Has UP peak(s)
1700007J10Rik	1	0	0	1	0.0174129287626722	0.945816208739762	No significant peaks
1700007L15Rik	3	0	0	3	-0.0711661482995535	0.458172071201954	No significant peaks
1700008C04Rik	24	0	0	24	-0.0338982537199171	0.359231429062825	No significant peaks
1700008K24Rik	46	0	2	44	-0.128748237578964	0.00344640322848551	Has DOWN peak(s) only
1700008O03Rik	8	0	0	8	-0.0406694471541393	0.433150001894597	No significant peaks
1700008P02Rik	6	0	0	6	-0.0342076840707364	0.978003456750538	No significant peaks
1700009C05Rik	2	0	0	2	0.0367894756372171	0.762031806383072	No significant peaks
1700009J07Rik	5	0	0	5	0.00584550227446597	0.780365154797155	No significant peaks
1700009N14Rik	21	5	0	16	0.810148353460176	1.33293477252987e-12	Has UP peak(s)
1700010B08Rik	1	0	0	1	0.0835164118352603	1	No significant peaks
1700010I02Rik	4	1	0	3	0.602977772229691	1.98259074320411e-05	Has UP peak(s)
1700010I14Rik	16	3	0	13	0.186618268066592	1.89628414736968e-05	Has UP peak(s)
1700010J16Rik	1	0	0	1	0.736614246453099	1	No significant peaks
1700010K23Rik	8	1	0	7	0.330337068886882	2.34171227048983e-05	Has UP peak(s)
1700010N08Rik	3	0	0	3	0.0142660433382033	0.997074550980907	No significant peaks
1700011B04Rik	3	0	0	3	-0.0651794520627907	0.383691789211659	No significant peaks
1700011C11Rik	3	0	0	3	-0.0643025772809544	0.524240563886275	No significant peaks
1700011L22Rik	8	1	0	7	0.382175211504405	1.67820905984799e-13	Has UP peak(s)
1700012A03Rik	53	0	0	53	0.0246946234563808	0.113536962115948	No significant peaks
1700012B07Rik	5	0	0	5	-0.0481051756055459	0.645184955942786	No significant peaks
1700012B09Rik	1	0	0	1	-0.102360313832776	0.630423834373657	No significant peaks
1700012C14Rik	10	2	0	8	0.333847044351313	0.000320556585639318	Has UP peak(s)
1700012D16Rik	48	0	0	48	0.0716815430723692	0.0551818507469587	No significant peaks
1700012I11Rik	25	0	0	25	-0.0064566531250338	0.213075889720222	No significant peaks
1700013G24Rik	2	0	0	2	0.0113125757751093	0.918324496657185	No significant peaks
1700013H16Rik	2	0	0	2	-0.0190262499955219	0.938043372127302	No significant peaks
1700016A09Rik	1	0	0	1	-0.0108819215488957	1	No significant peaks
1700016G22Rik	15	3	0	12	0.292472243878883	0.000191735871393273	Has UP peak(s)
1700016H13Rik	3	0	0	3	-0.0190960059954022	0.57881470750946	No significant peaks
1700016K05Rik	15	0	0	15	-0.00666351829826205	0.528767157691291	No significant peaks
1700016L21Rik	17	0	0	17	0.0261859397046893	0.585737321035585	No significant peaks
1700016P04Rik	1	0	0	1	-0.164854444024278	1	No significant peaks
1700017B05Rik	11	0	0	11	0.0158297044502893	0.328211782026093	No significant peaks
1700017G19Rik	39	1	0	38	0.0377092856339613	0.0201306920699396	Has UP peak(s)
1700017J07Rik	40	0	0	40	0.0104465186332942	0.463016433967367	No significant peaks
1700017L05Rik	46	2	0	44	0.0667148596924392	3.65935576353781e-07	Has UP peak(s)
1700017N19Rik	2	1	0	1	1.33021867919909	1.42286382004076e-09	Has UP peak(s)
1700018A04Rik	9	0	0	9	-0.0244370062127221	0.422771680231848	No significant peaks
1700018B08Rik	52	0	2	50	-0.0678299254510044	0.01733630355173	Has DOWN peak(s) only
1700019A02Rik	3	1	0	2	0.516908356118167	0.00528952350834866	Has UP peak(s)
1700019C18Rik	26	0	0	26	0.0759734687920468	0.174762211308531	No significant peaks
1700019D03Rik	10	2	0	8	0.35085834695362	1.37936813822199e-05	Has UP peak(s)
1700019E08Rik	35	6	0	29	0.371489025405354	2.05785504481051e-07	Has UP peak(s)
1700019G24Rik	15	1	0	14	0.0826850188039587	0.00598431321903741	Has UP peak(s)
1700019M22Rik	9	0	0	9	-0.0360538685258599	1	No significant peaks
1700019P21Rik	6	0	0	6	0.0260708999751319	0.295502208460231	No significant peaks
1700020G17Rik	2	0	0	2	-0.0042649717010604	0.803681386316924	No significant peaks
1700020L24Rik	4	0	0	4	-0.0773419844087392	0.500580640734544	No significant peaks
1700020M21Rik	40	0	0	40	-0.0107044931931101	0.0955276631630243	No significant peaks
1700020N01Rik	18	0	0	18	-0.00176272170061537	0.293138509147982	No significant peaks
1700020N15Rik	2	0	0	2	-0.0130914330323946	1	No significant peaks
1700020N18Rik	1	0	0	1	-0.0441643733907043	0.836050667830256	No significant peaks
1700021F02Rik	4	0	0	4	-0.0058161647168655	0.838476840694286	No significant peaks
1700021N21Rik	7	0	0	7	-0.0196448816121855	0.697413746369721	No significant peaks
1700022A21Rik	6	0	0	6	0.0122589960923917	0.610121460586241	No significant peaks
1700022A22Rik	2	0	0	2	0.0026334673454295	1	No significant peaks
1700022E09Rik	1	0	0	1	0.0717344736662594	1	No significant peaks
1700022H01Rik	1	0	0	1	-0.454384151488361	0.14353311131913	No significant peaks
1700023C21Rik	4	0	0	4	0.0140697527885985	0.942374400281255	No significant peaks
1700023F02Rik	60	12	0	48	0.55222131956235	2.71564749085065e-17	Has UP peak(s)
1700024B18Rik	9	0	0	9	0.0803670921313986	0.919245792857718	No significant peaks
1700024G13Rik	8	0	0	8	0.106966110969641	0.0671739256802136	No significant peaks
1700024I08Rik	18	0	0	18	-0.0369163093695992	0.589831639340956	No significant peaks
1700025C18Rik	16	0	0	16	-0.0870199106706723	0.102047687315677	No significant peaks
1700025F24Rik	6	0	0	6	-0.0833673047334839	0.304527415066537	No significant peaks
1700025G04Rik	63	3	1	59	0.0374180470281871	0.000320280143294177	Has UP peak(s)
1700025K24Rik	3	0	0	3	-0.0727918245001913	0.720599129372055	No significant peaks
1700025M24Rik	1	0	0	1	0.0385855372616566	1	No significant peaks
1700025N23Rik	13	0	1	12	-0.18215856722994	0.0396809508679594	Has DOWN peak(s) only
1700026D11Rik	9	0	0	9	-0.0758185356162417	0.151924138507923	No significant peaks
1700026F02Rik	15	0	0	15	-0.022494516748	0.687699445117473	No significant peaks
1700026J14Rik	2	0	0	2	0.0228393242016594	0.861693830736226	No significant peaks
1700027F06Rik	3	0	0	3	-0.0563154963691719	0.665502445484039	No significant peaks
1700027F09Rik	13	0	0	13	-0.0823749692836658	0.2791443599852	No significant peaks
1700027H10Rik	8	0	0	8	0.0096605480092698	0.636069166494379	No significant peaks
1700027J07Rik	8	0	0	8	-0.0386842086784114	0.490454815182384	No significant peaks
1700028B04Rik	3	0	0	3	-0.00654367568401033	0.930897271164571	No significant peaks
1700028D13Rik	47	0	0	47	-0.0281107781591956	0.193925230691462	No significant peaks
1700028E10Rik	1	0	0	1	-0.15872264159605	0.423443369506892	No significant peaks
1700028I16Rik	5	0	0	5	0.0302727458303792	0.959903354714331	No significant peaks
1700028J19Rik	5	0	0	5	-0.0434700368791671	0.711215892043872	No significant peaks
1700028K03Rik	1	0	0	1	-0.0161150039988413	0.951297254902402	No significant peaks
1700028M03Rik	21	0	0	21	-0.0448050664290098	0.543120918787525	No significant peaks
1700028P15Rik	64	0	0	64	-0.0067241368277606	0.0630423356769162	No significant peaks
1700029B22Rik	1	1	0	0	1.65423149687989	0.000137794733255783	Has UP peak(s)
1700029F12Rik	5	0	0	5	0.038237211583628	0.304058682349413	No significant peaks
1700029H14Rik	9	0	0	9	-0.170429788073029	0.0573242383419621	No significant peaks
1700029J03Rik	22	0	0	22	-0.0184656362476636	0.44892056483807	No significant peaks
1700029M20Rik	7	0	0	7	-0.0208390032162575	0.623194632418116	No significant peaks
1700029N11Rik	63	11	0	52	0.369222160908533	2.5654295725087e-17	Has UP peak(s)
1700030A11Rik	5	0	0	5	-0.00338351797229544	0.924897384697002	No significant peaks
1700030C10Rik	77	0	0	77	-0.0244239207479167	0.11448343166047	No significant peaks
1700030C14Rik	1	0	0	1	-0.04245316447719	0.867421435018125	No significant peaks
1700030F04Rik	22	0	0	22	-0.0347823236219417	0.331066800700974	No significant peaks
1700030J22Rik	4	0	0	4	-0.204242887788511	0.0617366794511455	No significant peaks
1700030K09Rik	3	0	0	3	0.018085998608333	0.502339210099898	No significant peaks
1700030L20Rik	8	0	0	8	0.0337677266660592	0.119847142854027	No significant peaks
1700030M09Rik	1	0	0	1	-0.0146461384589561	0.957616470541204	No significant peaks
1700030O20Rik	5	0	0	5	-0.134540157958867	0.224357131594213	No significant peaks
1700031A10Rik	1	0	0	1	0.0446616483279052	1	No significant peaks
1700031F05Rik	4	0	0	4	-0.143508952639903	1	No significant peaks
1700031L13Rik	2	0	0	2	-0.0954022890400745	1	No significant peaks
1700031M16Rik	4	0	0	4	-0.0443247294114087	0.640601047865432	No significant peaks
1700031P21Rik	3	0	0	3	-0.0580744373500726	0.609624506886812	No significant peaks
1700034E13Rik	7	0	0	7	-0.00149509308379119	0.649752721257509	No significant peaks
1700034G24Rik	24	2	0	22	0.218878702115333	7.09766702665107e-15	Has UP peak(s)
1700034H15Rik	14	0	0	14	-0.0393883230443725	0.175121080810323	No significant peaks
1700034J05Rik	9	0	0	9	-0.0245203520784049	0.571569623839848	No significant peaks
1700034K08Rik	6	0	0	6	-0.0338675063594441	0.211032633127968	No significant peaks
1700036G14Rik	43	3	0	40	0.157216421973731	6.56535822364172e-09	Has UP peak(s)
1700037C18Rik	1	0	0	1	-0.0233781923657613	0.929952883876608	No significant peaks
1700039E22Rik	10	0	0	10	-0.0437696055644732	0.35721719079448	No significant peaks
1700039M10Rik	1	0	0	1	-0.221799458686341	0.418057494369518	No significant peaks
1700041C23Rik	2	0	0	2	-0.147878282281119	0.628053740073297	No significant peaks
1700041M19Rik	3	0	0	3	-0.0311946761517541	0.954547562619955	No significant peaks
1700042G15Rik	6	0	0	6	-0.0910731562424249	0.182138198005935	No significant peaks
1700042O10Rik	1	0	0	1	-0.151512246182994	0.529498363943991	No significant peaks
1700044C05Rik	17	0	0	17	0.0123662435047242	0.463489707064837	No significant peaks
1700044K03Rik	39	8	0	31	0.384050536791223	6.75895484625672e-09	Has UP peak(s)
1700045H11Rik	1	0	0	1	-0.00303393666834063	0.990698424862957	No significant peaks
1700046C09Rik	1	0	0	1	0.0333750940053929	0.881226330838975	No significant peaks
1700047A11Rik	1	0	0	1	0.0904851353747231	0.697660155209935	No significant peaks
1700047E10Rik	10	0	0	10	-0.0189666501795032	0.652905814308574	No significant peaks
1700047G03Rik	6	0	0	6	-0.0534809515926626	0.575991713232658	No significant peaks
1700047L14Rik	1	0	0	1	0.00553669851213404	0.985527804556589	No significant peaks
1700048M11Rik	3	0	0	3	-0.0216786055847371	0.608812613003101	No significant peaks
1700048O20Rik	2	0	0	2	-0.036511615407565	0.898760508721537	No significant peaks
1700049E15Rik	31	1	0	30	0.0853828174149928	0.00788505412894176	Has UP peak(s)
1700049E22Rik	55	0	0	55	-0.0501809118550749	0.0705868542312894	No significant peaks
1700049L16Rik	16	0	0	16	-0.0267118357329532	0.696034300968352	No significant peaks
1700051A21Rik	4	0	0	4	-0.0264369722218978	0.889587598764571	No significant peaks
1700052I22Rik	3	0	0	3	-0.018461592823453	0.858334222736879	No significant peaks
1700052K11Rik	1	0	0	1	-0.0255289977531749	0.891485418680611	No significant peaks
1700054A03Rik	11	5	0	6	0.794618860619821	1.76906958057274e-15	Has UP peak(s)
1700054K19Rik	47	3	0	44	0.0959193773663684	0.000354804519496627	Has UP peak(s)
1700054M17Rik	6	0	0	6	-0.0259209925432797	0.283352147015545	No significant peaks
1700055C04Rik	6	0	0	6	0.00568251998722132	0.614433127175163	No significant peaks
1700056E22Rik	2	0	0	2	-0.0752059153592231	0.469380285706425	No significant peaks
1700057H15Rik	64	0	0	64	-0.0119030845757327	0.154350803280957	No significant peaks
1700057H21Rik	9	0	0	9	-0.0145779442882294	0.756640139356514	No significant peaks
1700060C16Rik	19	0	0	19	-0.000234954025122962	0.347105743679988	No significant peaks
1700060C20Rik	8	0	0	8	0.0358420022475292	0.441791914760143	No significant peaks
1700061F12Rik	24	0	0	24	0.0100543570420671	0.413423699608666	No significant peaks
1700061I17Rik	3	0	0	3	-0.0654352347279725	0.402063707974825	No significant peaks
1700061J23Rik	3	0	0	3	-0.0501316448288061	0.930127993501202	No significant peaks
1700061N14Rik	5	0	0	5	-0.017444920390733	0.817546535449938	No significant peaks
1700063A18Rik	4	0	0	4	0.0163472343175953	0.871261700108111	No significant peaks
1700063D05Rik	23	3	0	20	0.285443180763019	0.00185119303001544	Has UP peak(s)
1700063H04Rik	4	0	0	4	-0.0337775795176146	0.744612762193167	No significant peaks
1700063O14Rik	14	0	0	14	-0.0013339225994103	0.242716182507372	No significant peaks
1700064J06Rik	14	0	0	14	-0.0601278514715317	0.194108521518738	No significant peaks
1700064M15Rik	19	2	0	17	0.198994746978938	0.000314530120927448	Has UP peak(s)
1700065D16Rik	2	0	0	2	0.010283161722641	0.825576028692297	No significant peaks
1700065I16Rik	3	0	0	3	-0.0228091749215884	0.949698253584371	No significant peaks
1700065J11Rik	10	1	0	9	0.336871764616144	3.3411008686018e-10	Has UP peak(s)
1700065L07Rik	3	0	0	3	0.176641003856563	0.17637686175642	No significant peaks
1700066B17Rik	9	1	0	8	0.310565500225471	3.68133570445375e-11	Has UP peak(s)
1700066C05Rik	34	10	0	24	0.878186935924458	9.63060952674866e-22	Has UP peak(s)
1700066M21Rik	1	0	0	1	-0.0323848525240576	0.883552645191774	No significant peaks
1700066O22Rik	4	1	0	3	0.742383323460893	5.9929059679046e-06	Has UP peak(s)
1700067G17Rik	12	0	0	12	-0.061428088990788	0.26246170566854	No significant peaks
1700067K01Rik	1	0	0	1	-0.079149761959664	0.704244632103854	No significant peaks
1700067P10Rik	4	0	0	4	-0.00825031919886005	0.697351394027746	No significant peaks
1700069L16Rik	5	0	0	5	-0.139726279358322	0.131579079237838	No significant peaks
1700069P05Rik	8	0	0	8	-0.00604423637050899	0.608966279683882	No significant peaks
1700071K01Rik	53	0	1	52	-0.0203211235868962	0.0347741984953426	Has DOWN peak(s) only
1700071M16Rik	3	0	0	3	-0.0148307899111037	0.996345417985177	No significant peaks
1700072B07Rik	12	0	0	12	-0.0596002932715762	0.161580186564624	No significant peaks
1700072O05Rik	5	0	0	5	0.0442898634131545	0.42793892121317	No significant peaks
1700073E17Rik	16	0	0	16	0.0333598433453715	0.467728338688823	No significant peaks
1700080N15Rik	7	0	0	7	-0.0309565147241642	0.38040021119105	No significant peaks
1700081H04Rik	16	0	0	16	-0.0104441320579447	0.429136356050525	No significant peaks
1700083H02Rik	22	4	0	18	0.422584912925583	2.87007470988386e-13	Has UP peak(s)
1700084D21Rik	2	0	0	2	0.137437272834617	0.32388435009287	No significant peaks
1700084F23Rik	12	0	0	12	0.0290785654450324	0.535664238085197	No significant peaks
1700084J12Rik	8	0	0	8	-0.0510039946645954	0.998688254368578	No significant peaks
1700084M14Rik	1	0	0	1	-0.0245706107284984	1	No significant peaks
1700085C21Rik	30	1	0	29	0.00218882689753972	0.00846085219071586	Has UP peak(s)
1700086L19Rik	10	0	0	10	-0.0324892055999449	0.264730953718583	No significant peaks
1700086O06Rik	5	0	0	5	0.10983352830884	0.0670344512442309	No significant peaks
1700088E04Rik	3	0	0	3	-0.119047149932915	0.345515331672888	No significant peaks
1700092C02Rik	5	0	0	5	-0.0129004897991355	0.827237921344449	No significant peaks
1700092C10Rik	1	0	0	1	0.00157754639231883	0.997116391361356	No significant peaks
1700092E19Rik	7	2	0	5	0.516728398280397	1.28349426059744e-06	Has UP peak(s)
1700092K14Rik	48	1	0	47	-0.032265066711374	0.00861606912219823	Has UP peak(s)
1700094J05Rik	4	0	0	4	-0.00652211087238387	0.943146626471379	No significant peaks
1700094M24Rik	14	0	0	14	-0.0306386201840919	0.344862852630389	No significant peaks
1700095B10Rik	13	0	0	13	-0.00353411138029044	0.374091695615945	No significant peaks
1700095J03Rik	6	1	0	5	0.131398289488339	0.0293691015526812	Has UP peak(s)
1700095J12Rik	10	0	0	10	-0.146453099755846	0.296090008075943	No significant peaks
1700096J18Rik	6	2	0	4	0.357050146905601	0.00838338255758892	Has UP peak(s)
1700096K18Rik	3	0	1	2	-0.415798132525441	0.0189364552299177	Has DOWN peak(s) only
1700099I09Rik	8	0	0	8	-0.00633612522428072	0.498591354619549	No significant peaks
1700100I10Rik	6	0	0	6	-0.00786398971721343	0.731599151167955	No significant peaks
1700100L14Rik	20	0	1	19	-0.0642286393042128	0.0445948807821897	Has DOWN peak(s) only
1700101I11Rik	1	0	0	1	-0.0721891202274358	0.715707340659741	No significant peaks
1700101O22Rik	31	4	0	27	0.196756535532424	3.30618098492012e-06	Has UP peak(s)
1700102H20Rik	1	0	0	1	0.00904736240337577	0.971618879797919	No significant peaks
1700102P08Rik	4	0	0	4	0.0056629669180573	0.820607392567631	No significant peaks
1700104L18Rik	15	0	0	15	0.0579811849729404	0.254814862324574	No significant peaks
1700108F19Rik	21	0	0	21	0.0521725695839746	0.0527573611584262	No significant peaks
1700108J01Rik	10	3	0	7	1.07959011074977	8.70638094848342e-14	Has UP peak(s)
1700109G14Rik	8	0	0	8	-0.00943084240007135	0.429564794896497	No significant peaks
1700109G15Rik	32	0	1	31	-0.0424495937743827	0.0206584246255809	Has DOWN peak(s) only
1700109I08Rik	9	1	0	8	0.147050112493258	0.0377525839434261	Has UP peak(s)
1700109K24Rik	4	0	0	4	-0.0243841640059237	0.766088363516475	No significant peaks
1700110C19Rik	14	0	0	14	0.00252453281321345	0.370181589559951	No significant peaks
1700110I07Rik	5	0	0	5	-0.0119967548201154	0.916884662493895	No significant peaks
1700110K17Rik	5	0	0	5	-0.0123945169565344	0.67271423791915	No significant peaks
1700111N16Rik	2	0	0	2	-0.107996769119889	0.493972181347477	No significant peaks
1700112H15Rik	34	0	0	34	-0.00586251944934527	0.43662454254529	No significant peaks
1700112J16Rik	14	0	0	14	0.00690884080351741	0.133657259093522	No significant peaks
1700113A16Rik	3	0	0	3	-0.0832916818124649	0.539234594045187	No significant peaks
1700113B09Rik	3	0	0	3	-0.0376386011324202	0.735892223369481	No significant peaks
1700113H08Rik	20	0	0	20	0.0136495848395369	0.682140815367983	No significant peaks
1700116B05Rik	13	0	0	13	-0.0574712390129627	0.414724907721103	No significant peaks
1700119H24Rik	4	0	0	4	-0.0613172157958893	0.385270716658068	No significant peaks
1700120E14Rik	15	0	0	15	0.0144851144153114	0.86380341032414	No significant peaks
1700120G07Rik	43	1	0	42	0.00196780829860715	0.0397487063965195	Has UP peak(s)
1700120K04Rik	2	0	0	2	0.0160177238318316	0.836415898906271	No significant peaks
1700121L16Rik	2	0	0	2	-0.121987018951244	1	No significant peaks
1700121N20Rik	63	0	0	63	-0.0125446939613482	0.188885836031751	No significant peaks
1700122C19Rik	2	0	0	2	-0.0731154804957537	0.599565784269054	No significant peaks
1700122O11Rik	14	0	0	14	-0.068785242777051	0.132648810107883	No significant peaks
1700123J17Rik	1	0	0	1	0.148083836259582	0.518962896445548	No significant peaks
1700123K08Rik	6	0	0	6	-0.0675306035493248	0.780025390103636	No significant peaks
1700123M08Rik	6	0	0	6	-0.00409599308159157	0.828855526104868	No significant peaks
1700123O12Rik	16	0	0	16	0.0504379622887276	0.18849174851427	No significant peaks
1700123O20Rik	1	0	0	1	-0.0151867057477201	1	No significant peaks
1700123O21Rik	37	6	0	31	0.376598345715966	7.76272976185878e-10	Has UP peak(s)
1700124L16Rik	2	0	0	2	-0.0805025162977763	0.888540279474362	No significant peaks
1700125G02Rik	1	0	0	1	0.00154938475098318	0.995466087467304	No significant peaks
1700125G22Rik	1	0	0	1	-0.0123693484806946	1	No significant peaks
1700125H03Rik	11	0	0	11	0.0241023669471256	0.5626818191117	No significant peaks
1700126H18Rik	3	0	0	3	-0.104246529649598	0.9048608654101	No significant peaks
1700128A07Rik	39	16	0	23	0.931126444701203	5.45215325219896e-18	Has UP peak(s)
1700128F08Rik	2	0	0	2	-0.0362786464419003	0.940165852724662	No significant peaks
1700129C05Rik	57	8	0	49	0.305115531732478	2.55180077862436e-17	Has UP peak(s)
1810007C17Rik	5	0	0	5	0.013679087254296	0.915931567123817	No significant peaks
1810007D17Rik	3	0	0	3	-0.0106490037912851	0.91919258177609	No significant peaks
1810008I18Rik	5	0	0	5	0.0341000827976816	0.715555909100622	No significant peaks
1810010H24Rik	4	0	0	4	-0.0278391692618108	0.72259656394656	No significant peaks
1810012K16Rik	1	0	0	1	0.0161733944792029	0.953936429018253	No significant peaks
1810013A23Rik	5	0	0	5	-0.016963458879251	0.836226827364827	No significant peaks
1810014B01Rik	12	0	0	12	-0.0786276776196533	0.200804554541654	No significant peaks
1810018F18Rik	1	0	0	1	0.0132035978597319	0.96731302143466	No significant peaks
1810019D21Rik	2	0	0	2	-0.122758489499661	0.507133395473682	No significant peaks
1810021B22Rik	4	0	0	4	0.0212219045169116	0.543369881848433	No significant peaks
1810024B03Rik	2	0	0	2	-0.287635360211796	0.101643666213506	No significant peaks
1810030O07Rik	1	0	0	1	-0.101018286644787	0.670081684951283	No significant peaks
1810034E14Rik	6	0	0	6	-0.0186474093129327	0.829923247192986	No significant peaks
1810041H14Rik	4	0	0	4	-0.0492438312678437	0.726983469152639	No significant peaks
1810044D09Rik	1	0	0	1	-0.0232591949679489	0.917154094459134	No significant peaks
1810053B23Rik	37	0	0	37	-0.0309290040353601	0.177197215138575	No significant peaks
1810055G02Rik	4	0	0	4	-0.0117172266443002	0.713937208000261	No significant peaks
1810062G17Rik	3	0	0	3	0.00291782013006188	0.988263618984546	No significant peaks
1810062O18Rik	3	0	0	3	-0.000476727764564898	0.7313845400294	No significant peaks
1810063I02Rik	5	0	0	5	-0.0276236225735127	0.414724907721103	No significant peaks
1810065E05Rik	3	0	0	3	-0.0969328290199039	1	No significant peaks
2010001A14Rik	17	0	0	17	-0.0146072450232071	0.555355508719246	No significant peaks
2010003K11Rik	6	2	0	4	0.704988769039288	3.9518269449772e-10	Has UP peak(s)
2010009K17Rik	9	0	0	9	0.00960263129974667	0.699379552940519	No significant peaks
2010010A06Rik	26	0	0	26	-0.0419274304280843	0.298611716842453	No significant peaks
2010016I18Rik	1	0	0	1	-0.0143491506288703	1	No significant peaks
2010106C02Rik	42	0	1	41	-0.0765194504091728	0.0378492798083113	Has DOWN peak(s) only
2010109A12Rik	3	1	0	2	0.435617821727464	0.00186452081134136	Has UP peak(s)
