gene	mc_significant	mc_hyper	coordinated	mecp2_bound	mecp2_sig_change	mecp2_sig_up
1700016K19Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700017B05Rik	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
1700017N19Rik	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
1700018B08Rik	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
1700018F24Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700018G05Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700019A02Rik	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
1700019D03Rik	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
1700019N19Rik	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
1700020A23Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700020D05Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700020L24Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
1700020N01Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
1700020N15Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
1700021F07Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700022I11Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700024B05Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700024G13Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
1700025B11Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700025C18Rik	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
1700025G04Rik	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
1700028J19Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
1700028K03Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
1700028P14Rik	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
1700029F12Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
1700029H14Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
1700029I15Rik	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
1700029J07Rik	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
1700029P11Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700030J22Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
1700030K09Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
1700031F05Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
1700031L13Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
1700034E13Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
1700034J05Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
1700037C18Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
1700037H04Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700042G07Rik	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
1700049E17Rik1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700049E17Rik2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700056E22Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
1700057G04Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700064H15Rik	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
1700066B19Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700066M21Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
1700067K01Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
1700069L16Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
1700074P13Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700080O16Rik	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
1700084M14Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
1700086D15Rik	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
1700088E04Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
1700092M07Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700093K21Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700094D03Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700102P08Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
1700109H08Rik	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
1700113H08Rik	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
1700123K08Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
1700123L14Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700123O20Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
1700125H20Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700129C05Rik	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
1810009A15Rik	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
1810009J06Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1810010H24Rik	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
1810013L24Rik	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
1810020O05Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1810024B03Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
1810030O07Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
1810037I17Rik	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
1810046K07Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1810055G02Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
1810058I24Rik	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
1810062G17Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
1810065E05Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
2010003K11Rik	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
2010106E10Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2010109A12Rik	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
2010300C02Rik	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
2200002D01Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
2200002J24Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
2210010C04Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2210016F16Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2210016L21Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
2210017I01Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2210407C18Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2210408I21Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
2300002M23Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
2300003K06Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2300009A05Rik	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE
2310002L09Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2310003L06Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2310009B15Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
2310011J03Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
2310022A10Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
2310022B05Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
2310030G06Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
2310033P09Rik	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE
2310034C09Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2310034G01Rik	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
2310039H08Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
2310046K23Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2310050C09Rik	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
2310057J18Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
2310057M21Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
2310057N15Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2310061I04Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
2310061N02Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2310079G19Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2410002F23Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2410004B18Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
2410004P03Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
2410131K14Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2410137M14Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
2410141K09Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2510002D24Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
2510009E07Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
2510039O18Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
2610001J05Rik	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
2610002M06Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
2610008E11Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
2610021A01Rik	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
2610028H24Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
2610042L04Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
2610044O15Rik8	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
2610301B20Rik	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
2610318N02Rik	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
2610507B11Rik	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
2610528A11Rik	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
2610528J11Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
2700049A03Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
2700062C07Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
2700081O15Rik	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
2700097O09Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
2810004N23Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
2810006K23Rik	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
2810021J22Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
2810408A11Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
2810459M11Rik	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
2900026A02Rik	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
2900092C05Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
3110001I22Rik	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
3110009E18Rik	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
3110040M04Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
3110040N11Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
3110082I17Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
3110082J24Rik	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
3300002I08Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
3425401B19Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
3830403N18Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
3830406C13Rik	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
3830417A13Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4430402I18Rik	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
4833420G17Rik	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
4833427G06Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4833439L19Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
4921504E06Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4921507P07Rik	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
4921509C19Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4921511C20Rik	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
4921517D22Rik	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
4921524J17Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
4921524L21Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4921536K21Rik	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
4921539E11Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930402F06Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4930402H24Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930402K13Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4930404H24Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930404N11Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930407I10Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4930412O13Rik	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
4930415L06Rik	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
4930415O20Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930430F08Rik	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
4930432K21Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930432M17Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4930433I11Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4930438A08Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930444G20Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930444P10Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4930447A16Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
4930447C04Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4930447F04Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930449I24Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4930451I11Rik	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
4930452B06Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930453N24Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
4930455H04Rik	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
4930467E23Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930469K13Rik	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
4930470P17Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4930474N05Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4930480E11Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4930486L24Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930503B20Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930503E14Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4930503L19Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
4930505A04Rik	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
4930512M02Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4930513O06Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930516K23Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930519G04Rik	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
4930522H14Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4930522L14Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930523C07Rik	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
4930524B15Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4930544D05Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4930544G11Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4930548H24Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930550C14Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930550L24Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930555G01Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930556J24Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930558C23Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930558K02Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4930562C15Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4930563E22Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4930563M21Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930564D02Rik	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
4930568D16Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4930572O03Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930578G10Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4930578I06Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4930579F01Rik	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
4930579G24Rik	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
4930583I09Rik	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
4930590J08Rik	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
4930595D18Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
4930595M18Rik	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
4930596D02Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4931400O07Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4931406B18Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4931406C07Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4931406P16Rik	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
4931408C20Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4931414P19Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4931417E11Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4931422A03Rik	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
4931428F04Rik	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
4931428L18Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4931429L15Rik	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
4932411N23Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4932414N04Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4932415D10Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4932429P05Rik	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
4932438A13Rik	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
4932438H23Rik	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
4933400A11Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4933402D24Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4933402E13Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4933402J07Rik	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
4933402N03Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4933402N22Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4933403O08Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4933405L10Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4933405O20Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4933407L21Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4933409G03Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4933411K16Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4933412E24Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4933414I15Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4933417A18Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4933421I07Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4933424G06Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4933427D14Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
4933428G20Rik	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
4933428M09Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4933430I17Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
4933434E20Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
4933436I01Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
5031410I06Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
5031439G07Rik	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
5330417C22Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
5430401F13Rik	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
5430402E10Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
5430403G16Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
5430427O19Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
5530400C23Rik	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
5530401A14Rik	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
5730409E04Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
5730455P16Rik	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
5730480H06Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
5730507C01Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
5730522E02Rik	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
5830411N06Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6030458C11Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
6030468B19Rik	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
6030498E09Rik	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
6330403K07Rik	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
6330409D20Rik	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
6330411D24Rik	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
6430548M08Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
6430550D23Rik	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
