gene	mc_diff	hmc_diff	combined_effect	quadrant	log2FC	padj	baseMean	expr_tier1	expr_tier2
Flrt3	0.162552480848417	-0.0441726773540707	0.206725158202488	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Xk	0.118002013647643	-0.0884200245197536	0.206422038167397	Q4: mC up/hmC dn	-0.597097309602008	2.48162474880748e-09	319.980637321177	Down	Down
Lgi1	0.137128718547332	-0.0689376887599581	0.20606640730729	Q4: mC up/hmC dn	-1.42345866171481	2.07620896587085e-76	755.034398825771	Down	Down
Scd1	0.179788554883271	0.025865506732709	0.20565406161598	Q3: mC up/hmC up	-0.66620712441641	1.33291575645643e-10	812.625182866272	Down	Down
Rps6ka5	0.115988850712457	-0.0863977539950389	0.202386604707496	Q4: mC up/hmC dn	-1.03695636643258	1.67612322558066e-37	1264.96126380392	Down	Down
Arhgap26	0.134298736188952	-0.0665397386682956	0.200838474857247	Q4: mC up/hmC dn	-1.45118999807683	1.99912148015652e-23	5041.32958925198	Down	Down
Hmgcl	0.140669505661283	-0.06006875025784	0.200738255919123	Q4: mC up/hmC dn	-0.652298594375702	2.97234292507782e-07	250.205000807112	Down	Down
Ccndbp1	0.131145159902574	-0.0690731518043568	0.20021831170693	Q4: mC up/hmC dn	-0.0758327195313271	0.738074404440696	291.41280315002	Not Significant	Not DEG
Abtb1	0.148505571397798	-0.0504551682099579	0.198960739607756	Q4: mC up/hmC dn	-0.435251035118676	0.00297277677123379	158.094431322184	Down	Down
Lyl1	-0.137890314275822	-0.0605956481126477	0.19848596238847	Q1: mC dn/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Lpcat3	0.128894897260965	-0.0691361399113782	0.198031037172343	Q4: mC up/hmC dn	-0.500351336746588	1.89487099889457e-08	436.069730541457	Down	Down
Plekhf1	0.168498151688174	-0.0290324692162142	0.197530620904389	Q4: mC up/hmC dn	-1.26149993642286	7.14020107375994e-15	98.8990669755925	Down	Down
Syn2	0.130328694883986	-0.0667062381396212	0.197034933023607	Q4: mC up/hmC dn	-0.903040551842793	7.82105673696326e-13	2600.85576520621	Down	Down
Wipf3	0.131948765301587	-0.0626102281093484	0.194558993410935	Q4: mC up/hmC dn	-1.22713455721107	1.28788083511761e-41	467.325091164576	Down	Down
Des	0.131865346967163	-0.0624185252834346	0.194283872250598	Q4: mC up/hmC dn	-1.39316483334319	1.58015544322525e-18	101.186349462798	Down	Down
Sost	-0.141829698043974	-0.0493849649030896	0.191214662947063	Q1: mC dn/hmC dn	-1.69073527284858	0.141260735586862	2.58052060462507	Not Significant	Not DEG
Inka2	0.168496128492795	-0.0208849301519937	0.189381058644788	Q4: mC up/hmC dn	-0.909811971962951	2.6577809703753e-27	360.47363352969	Down	Down
Sptssb	0.107583073441373	-0.0817941052448886	0.189377178686261	Q4: mC up/hmC dn	-1.48324680724432	5.98029153491323e-31	166.038288370071	Down	Down
Patj	0.120445731459954	-0.0688380719604627	0.189283803420417	Q4: mC up/hmC dn	-1.90691189514908	8.02004569569793e-75	3511.18901969804	Down	Down
Scg2	0.164124260301168	-0.0246744388656844	0.188798699166852	Q4: mC up/hmC dn	-0.805695948330544	1.09616889468236e-11	342.293979142967	Down	Down
Zfp608	0.12394714759679	-0.0642693260924636	0.188216473689254	Q4: mC up/hmC dn	-0.935360810277533	9.36671040371092e-14	1182.14257631211	Down	Down
Itgb5	0.112936191470343	-0.0750441802058035	0.187980371676147	Q4: mC up/hmC dn	-2.03026013059819	4.05451472991619e-96	589.276025876242	Down	Down
E2f3	0.101446419095902	-0.0863062281005483	0.18775264719645	Q4: mC up/hmC dn	-1.06437410077031	4.74090943808757e-25	292.087011459455	Down	Down
Rgs16	-0.15624418814595	-0.0312988073308679	0.187542995476817	Q1: mC dn/hmC dn	1.72214295176702	5.13126551939707e-15	45.4824813587703	Up	Up
Pram1	0.102149801285227	-0.0846559621056269	0.186805763390854	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Tmem86b	0.140266684517456	-0.046483847843001	0.186750532360457	Q4: mC up/hmC dn	0.280036582593361	0.575138627575364	19.7952919379097	Not Significant	Not DEG
Rnf227	0.118816001819883	-0.0678424361163397	0.186658437936223	Q4: mC up/hmC dn	-0.320393098729835	0.132996208422507	108.068682752964	Not Significant	Not DEG
Chka	0.12670803290434	-0.0580004907171924	0.184708523621533	Q4: mC up/hmC dn	-0.286145148169381	0.00583630606598615	1470.4390850857	Down	Not DEG
Ccsap	0.119898763476033	-0.0629970439610273	0.18289580743706	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Trp53bp2	0.112060092025534	-0.0695960897847486	0.181656181810282	Q4: mC up/hmC dn	-0.711535095473594	4.00987748138079e-23	449.604512686864	Down	Down
Scarf2	-0.135809908893487	-0.0453355203585801	0.181145429252068	Q1: mC dn/hmC dn	-0.955790190879954	0.000890775494161877	27.1247871383415	Down	Down
Max	0.133463477635117	-0.0476584189566179	0.181121896591735	Q4: mC up/hmC dn	-0.284503432900893	2.34027372102529e-07	1063.96016117406	Down	Not DEG
Kiss1r	-0.109611138194568	-0.0711488208051827	0.18075995899975	Q1: mC dn/hmC dn	-1.57485763538124	2.75597707413813e-05	14.8858419132738	Down	Down
Pkib	0.111491249913283	-0.0681481706005901	0.179639420513873	Q4: mC up/hmC dn	-0.456532293965331	0.000253810964375131	1631.31187446673	Down	Down
Ntn4	0.119170223074622	-0.0598824678670815	0.179052690941703	Q4: mC up/hmC dn	-0.848721676654278	3.69976031480964e-22	1531.89867580869	Down	Down
Unc5c	0.106550556235555	-0.0721813597423415	0.178731915977897	Q4: mC up/hmC dn	-0.81903967002233	6.29995885043037e-06	9907.62631464165	Down	Down
Nab1	0.106783623864911	-0.0716947425910995	0.178478366456011	Q4: mC up/hmC dn	-0.616591377924383	1.50682689034569e-06	1137.20644650156	Down	Down
Npb	-0.107719464702261	-0.0700594258790366	0.177778890581298	Q1: mC dn/hmC dn	-0.500287082308081	0.776830663606771	2.20128564085213	Not Significant	Not DEG
Cd83	0.113425263722721	-0.064321981242862	0.177747244965583	Q4: mC up/hmC dn	-1.66641833513255	5.81862206473613e-24	86.7149380314953	Down	Down
Ndst3	0.1204049212253	-0.0572693423306202	0.17767426355592	Q4: mC up/hmC dn	-0.644320279416156	3.4503901011647e-06	5882.48801898187	Down	Down
Rasl11b	0.12541088436625	-0.0520464863477479	0.177457370713998	Q4: mC up/hmC dn	-0.472733333973737	0.051627214573593	56.6447664469367	Not Significant	Not DEG
Slc39a1	0.126173479392043	-0.0509121142658193	0.177085593657862	Q4: mC up/hmC dn	-0.375439187487365	0.117626952422969	74.4026723514785	Not Significant	Not DEG
Fam78b	0.114355846290295	-0.0624154108878435	0.176771257178138	Q4: mC up/hmC dn	-0.879837515592883	1.9077294078794e-21	1764.71175148706	Down	Down
Caln1	0.1067487923351	-0.0697354414570755	0.176484233792176	Q4: mC up/hmC dn	-0.222554206914269	0.19021568455883	9303.08873007651	Not Significant	Not DEG
Cipc	0.121014523817169	0.054791050580419	0.175805574397588	Q3: mC up/hmC up	-0.208815245543207	0.00893620176823704	825.751414632838	Down	Not DEG
Olfr557	-0.102323559111764	0.0714182945637987	0.173741853675563	Q2: mC dn/hmC up	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Phgr1	0.113553629299988	-0.0600965200986507	0.173650149398639	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Pla2g3	0.096577335298426	-0.0761024885197666	0.172679823818193	Q4: mC up/hmC dn	-0.148082441666573	0.76263925622459	36.8039965039832	Not Significant	Not DEG
Epha3	0.096312037987927	-0.0763186239465798	0.172630661934507	Q4: mC up/hmC dn	-2.35780025935128	2.340720861047e-24	1563.73132317994	Down	Down
Inafm2	0.109279954513345	0.0632220628037701	0.172502017317115	Q3: mC up/hmC up	-0.274254076595053	0.153428782833399	121.473917070748	Not Significant	Not DEG
Mpp3	0.126199376744528	-0.0458604238277978	0.172059800572326	Q4: mC up/hmC dn	-0.692845606532029	4.25232046480877e-09	1083.47441168836	Down	Down
Arhgap26	0.134298736188952	-0.0371017973603898	0.171400533549341	Q4: mC up/hmC dn	-1.45118999807683	1.99912148015652e-23	5041.32958925198	Down	Down
Cpeb2	0.120545259485309	-0.0498608823788154	0.170406141864124	Q4: mC up/hmC dn	-0.315453809252049	0.00319905430796313	1448.38891451878	Down	Down
Adra2c	-0.134320389987773	-0.0360630957587617	0.170383485746535	Q1: mC dn/hmC dn	0.123760229901375	0.836994258569299	24.848825724415	Not Significant	Not DEG
Inpp5j	0.13183899984427	-0.0383031026772814	0.170142102521552	Q4: mC up/hmC dn	-0.448180993985858	6.33913055655808e-05	554.233372920387	Down	Down
Get1	0.11740547925836	-0.0526932058801237	0.170098685138484	Q4: mC up/hmC dn	-0.420171876697461	0.0195966962884967	91.0065183537868	Down	Down
Tmtc2	0.0924002542478071	-0.0775979650016768	0.169998219249484	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Sesn1	0.120693588980564	-0.0489156469602452	0.169609235940809	Q4: mC up/hmC dn	-0.356353215381204	1.05749065492854e-05	1489.91825507536	Down	Down
Rnf182	0.129429705158798	-0.0401548463875043	0.169584551546302	Q4: mC up/hmC dn	-0.534229034723044	4.47405333483903e-05	1302.69706504975	Down	Down
Slc16a1	0.0993287819030268	-0.0701399120351782	0.169468693938205	Q4: mC up/hmC dn	-0.500665499877543	0.00376136888977128	132.173863266347	Down	Down
Mgll	0.135007943743503	-0.0344510690408868	0.16945901278439	Q4: mC up/hmC dn	-0.804087846812605	3.35298111741906e-24	1364.62607811693	Down	Down
Zfp395	0.114584486314202	-0.0545077076744132	0.169092193988616	Q4: mC up/hmC dn	-0.618799673129355	5.96904345573614e-14	397.437571316196	Down	Down
Prag1	0.123800456695648	-0.0448224389389501	0.168622895634598	Q4: mC up/hmC dn	-0.303866303228656	0.00818613666457048	1642.54903452031	Down	Down
Nr0b2	0.0864764058114399	-0.0810818129845374	0.167558218795977	Q4: mC up/hmC dn	-2.25253515675356	0.0876337950241759	2.14442588013034	Not Significant	Not DEG
Ndor1	0.112035352865939	-0.0539974988995257	0.166032851765465	Q4: mC up/hmC dn	0.0910399583234695	0.732135349057274	179.727210199511	Not Significant	Not DEG
Aqp6	0.129894479714834	0.0360545520724186	0.165949031787253	Q3: mC up/hmC up	-1.19407414231179	5.58899516634762e-16	151.346343774712	Down	Down
Hus1b	0.105472988314836	-0.0603069967244916	0.165779985039328	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Syt4	0.12714936839884	0.0372724160255243	0.164421784424365	Q3: mC up/hmC up	-0.780504291560392	1.40243697334666e-07	476.167394567466	Down	Down
Itga7	0.128205969755496	-0.0359748176146689	0.164180787370165	Q4: mC up/hmC dn	-2.07572314181959	8.80714446576907e-29	245.533860696659	Down	Down
4930447A16Rik	0.125827757823792	-0.0383205693445708	0.164148327168363	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Lpar6	-0.133963438610194	-0.0300494717397039	0.164012910349898	Q1: mC dn/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Foxn2	0.122230804570348	-0.0408071948520444	0.163037999422392	Q4: mC up/hmC dn	-1.08692600157588	7.54859931396623e-18	629.268836728167	Down	Down
Gm3435	0.0802306326013952	-0.082777310184685	0.16300794278608	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Lgr4	0.101739505137551	-0.0610850936205934	0.162824598758145	Q4: mC up/hmC dn	-0.376916360434039	5.88546716354287e-06	1564.87512134542	Down	Down
Gna13	0.103687093514718	-0.0586091078323678	0.162296201347086	Q4: mC up/hmC dn	-0.211283086696276	0.0910334838307178	469.209626536008	Not Significant	Not DEG
Sypl	0.0958186170902334	-0.0663953207577766	0.16221393784801	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Bmp5	0.0963061392566568	-0.0659002353724788	0.162206374629136	Q4: mC up/hmC dn	-3.43922341653287	2.07834156653227e-78	190.292860662282	Down	Down
Jph1	0.10751476880553	-0.0540499801764602	0.16156474898199	Q4: mC up/hmC dn	-0.681759294935051	2.16608193998593e-06	143.223837229167	Down	Down
Dclk2	0.0974036510345218	-0.0638980626837974	0.161301713718319	Q4: mC up/hmC dn	-0.497543812560727	4.75865357300251e-11	1402.10965598287	Down	Down
Amer2	0.123566160566821	0.0377123129768838	0.161278473543705	Q3: mC up/hmC up	-0.30420513979533	0.0394987021727332	239.887695828321	Down	Down
Igip	0.0671846111598118	-0.0936378783621946	0.160822489522006	Q4: mC up/hmC dn	0.100981326447106	0.752614814222386	194.631564190521	Not Significant	Not DEG
Tmem161b	0.0866043646211745	-0.0738296768145755	0.16043404143575	Q4: mC up/hmC dn	-0.241305291312847	0.000603642429922654	1051.49200962342	Down	Not DEG
Spop	0.0924127343326102	-0.0675673982078043	0.159980132540415	Q4: mC up/hmC dn	-0.169643601128095	0.0180616414252542	1356.92275257784	Down	Not DEG
Runx1t1	0.109502377494959	-0.0500691157816847	0.159571493276644	Q4: mC up/hmC dn	-1.10781828665906	2.36835841264373e-24	1704.68284394439	Down	Down
Pnpla2	0.114986340705892	0.0444886508790395	0.159474991584931	Q3: mC up/hmC up	-0.0136083204768593	0.98564922221294	90.4653181325989	Not Significant	Not DEG
Pld5	0.100167164494823	-0.059237741124805	0.159404905619628	Q4: mC up/hmC dn	-0.570104052104334	1.95017281056425e-05	6021.43850580432	Down	Down
Lancl3	0.111870341251507	-0.047524912473188	0.159395253724695	Q4: mC up/hmC dn	-1.29589540961916	4.02023096893469e-26	269.642748032821	Down	Down
Hgh1	0.0869020953363658	-0.0724786838505113	0.159380779186877	Q4: mC up/hmC dn	-0.349500871621724	0.22772309118276	41.8770719726334	Not Significant	Not DEG
Adamts10	0.0983632071661509	-0.0607054926599886	0.159068699826139	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Barhl1	-0.116504733403278	-0.0422352391765659	0.158739972579843	Q1: mC dn/hmC dn	0.745925633516415	4.8785361200918e-08	146.771420101699	Up	Up
Ndufb4	0.0965861367557374	-0.0619734707180183	0.158559607473756	Q4: mC up/hmC dn	-0.125372536321615	0.596343183941894	140.646849217651	Not Significant	Not DEG
Bloc1s1	0.13833494002856	0.0193062908254125	0.157641230853972	Q3: mC up/hmC up	-0.0892955966918501	0.948176612380248	9.83163643184191	Not Significant	Not DEG
Kctd8	0.0960924138405999	-0.0614958440761438	0.157588257916744	Q4: mC up/hmC dn	-1.10225509630409	2.76923588290005e-05	3785.91185965422	Down	Down
Nsmaf	0.119246216818413	-0.0380596584958507	0.157305875314264	Q4: mC up/hmC dn	-0.584155349592174	1.8837297045984e-17	1343.82758711598	Down	Down
Gprin3	0.103938977086807	-0.0528729723410623	0.156811949427869	Q4: mC up/hmC dn	-1.37416296655745	3.61812423452472e-27	532.260337355994	Down	Down
Gm17190	0.0694388074203479	-0.0873652434542163	0.156804050874564	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Nr3c1	0.118582066046669	-0.0381450757047865	0.156727141751456	Q4: mC up/hmC dn	-0.55641729477001	1.51351587692288e-05	1640.74220837653	Down	Down
Add3	0.0967114447336624	-0.0595527544630374	0.1562641991967	Q4: mC up/hmC dn	-0.500613117926666	1.49504024486718e-05	1982.03495337574	Down	Down
Kctd12	0.132547190244836	-0.0236657368903954	0.156212927135232	Q4: mC up/hmC dn	-0.47301050838263	0.00872651088769747	142.117874366284	Down	Down
Hpcal1	0.100890632234149	-0.0549728374099742	0.155863469644123	Q4: mC up/hmC dn	-0.615989197419296	7.20789677420382e-17	1334.06721157122	Down	Down
Lyn	0.085540435146561	-0.0700588677444902	0.155599302891051	Q4: mC up/hmC dn	-1.05103419848863	1.31770532174937e-31	806.359075331486	Down	Down
Mycl	-0.108584810200596	-0.0460367629241311	0.154621573124727	Q1: mC dn/hmC dn	-0.200454032026748	0.835439783057929	11.5600633784647	Not Significant	Not DEG
Rab4a	0.112028192558062	-0.0420934402061394	0.154121632764202	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Afap1l2	0.114974707384786	-0.038767841724622	0.153742549109408	Q4: mC up/hmC dn	-0.476505234302578	0.000173026934063164	1853.5454258484	Down	Down
Preb	0.106157132084283	-0.0472149433825025	0.153372075466785	Q4: mC up/hmC dn	0.0629721643789845	0.803637825945687	267.18478749894	Not Significant	Not DEG
Paqr9	0.132163523530301	-0.0210783845208422	0.153241908051143	Q4: mC up/hmC dn	-0.736760356297992	6.6994121722991e-08	289.227763525719	Down	Down
Cdh8	0.0851710967214157	-0.0680490187218008	0.153220115443216	Q4: mC up/hmC dn	-1.20648776388163	8.01622876107688e-12	3350.01147008613	Down	Down
Ptchd4	0.0844753183471563	-0.0683176386946963	0.152792957041853	Q4: mC up/hmC dn	-1.40805296792262	2.44355481277718e-06	1131.31436336484	Down	Down
Galt	0.108727340978765	-0.0437832295427281	0.152510570521493	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Gnai1	0.0949129776916535	-0.0571743238565581	0.152087301548212	Q4: mC up/hmC dn	-0.501245112578662	9.89329399959095e-15	1624.59280219003	Down	Down
Manea	0.0914587725000703	-0.060520272741778	0.151979045241848	Q4: mC up/hmC dn	-0.635012888579527	1.21823163025642e-06	148.742819806007	Down	Down
Mreg	0.0747862759408012	-0.0768175309323835	0.151603806873185	Q4: mC up/hmC dn	-0.846953353572053	3.06970891747237e-13	357.778046397037	Down	Down
Dlg1	0.0868102743975991	-0.0645231320596844	0.151333406457283	Q4: mC up/hmC dn	-0.130537193582495	0.193529578381534	3622.89820256796	Not Significant	Not DEG
Arhgap26	0.0846430903164772	-0.0665397386682956	0.151182828984773	Q4: mC up/hmC dn	-1.45118999807683	1.99912148015652e-23	5041.32958925198	Down	Down
Gadd45a	-0.0886052975838988	-0.0623718983943925	0.150977195978291	Q1: mC dn/hmC dn	-0.197519612006402	0.862072354663973	8.71450868227512	Not Significant	Not DEG
Zic4	0.129079921350548	0.021819989081962	0.15089991043251	Q3: mC up/hmC up	-0.6633681620233	3.67720106165769e-06	529.577348032119	Down	Down
Nxph3	0.0983786348478994	-0.0523269906721625	0.150705625520062	Q4: mC up/hmC dn	-1.05950905010099	0.000396357808393654	35.2047022309192	Down	Down
Lin7c	0.0822206787838737	-0.0679440798633311	0.150164758647205	Q4: mC up/hmC dn	0.0770795151661497	0.719528858956793	695.794492070592	Not Significant	Not DEG
Insyn1	0.0997172166808984	-0.0503344776698595	0.150051694350758	Q4: mC up/hmC dn	-0.376451982612911	0.00565041786228695	450.774295921512	Down	Down
Cryab	0.0806752190076967	-0.0691250965448542	0.149800315552551	Q4: mC up/hmC dn	-0.212849567410092	0.194448988981473	119.03221720633	Not Significant	Not DEG
Pdrg1	0.122667214136705	-0.0264965477376624	0.149163761874367	Q4: mC up/hmC dn	-0.110478004701984	0.607542254478547	131.212797743437	Not Significant	Not DEG
Myod1	-0.114089926514488	-0.0348024452705454	0.148892371785034	Q1: mC dn/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Tiparp	0.0806354470913677	-0.0681582125747652	0.148793659666133	Q4: mC up/hmC dn	-0.553878201259443	9.85841739731421e-05	252.756629248472	Down	Down
Exph5	0.11082889304928	-0.0377761740419593	0.148605067091239	Q4: mC up/hmC dn	0.0267344066185283	0.895366892337183	4060.35250797901	Not Significant	Not DEG
Tmeff2	0.085034113995008	-0.0631917777868708	0.148225891781879	Q4: mC up/hmC dn	-0.838933950350721	0.00456850870136713	4746.23593711588	Down	Down
Ly6g6f	0.114474734507642	-0.0337052876556834	0.148180022163325	Q4: mC up/hmC dn	-1.09408865573477	0.33539533108375	2.82307497936058	Not Significant	Not DEG
Ndor1	0.112035352865939	-0.036097569804285	0.148132922670224	Q4: mC up/hmC dn	0.0910399583234695	0.732135349057274	179.727210199511	Not Significant	Not DEG
Rgcc	0.0867860898172321	-0.0610308870694601	0.147816976886692	Q4: mC up/hmC dn	-1.13862740483267	8.29767338393252e-15	69.6702701558767	Down	Down
Ubash3b	0.0917788109023858	-0.055798143355141	0.147576954257527	Q4: mC up/hmC dn	-0.223655430540249	0.298433447143103	3794.35951833889	Not Significant	Not DEG
Stxbp5l	0.0777801233022845	-0.0696676917199734	0.147447815022258	Q4: mC up/hmC dn	-0.423582621242852	0.0027940916574567	5227.20260952435	Down	Down
Nrip1	0.0849127701897209	-0.062488306533841	0.147401076723562	Q4: mC up/hmC dn	-0.239131952782866	0.000700591571541165	1689.21625478906	Down	Not DEG
Ndor1	0.112035352865939	-0.0350295865550697	0.147064939421009	Q4: mC up/hmC dn	0.0910399583234695	0.732135349057274	179.727210199511	Not Significant	Not DEG
Ldlrad3	0.0924843584355526	-0.0544784056384317	0.146962764073984	Q4: mC up/hmC dn	-0.778053547626825	5.89552132439662e-18	1212.92888992169	Down	Down
Slc12a2	0.0923869029260765	-0.0544435443650779	0.146830447291154	Q4: mC up/hmC dn	-0.640199485831137	1.50774710234661e-16	2166.39682017653	Down	Down
Dact1	0.0980509145741837	-0.0487036263712767	0.14675454094546	Q4: mC up/hmC dn	-1.02606018577162	1.47212511405777e-16	119.437905974297	Down	Down
Gm7489	0.0762261717481127	-0.0704725891299809	0.146698760878094	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Gls	0.0903229697062985	-0.0563276440467607	0.146650613753059	Q4: mC up/hmC dn	-0.330480653694314	0.000144934458423593	4590.356891517	Down	Down
Nampt	0.0848582703070512	-0.061466642724269	0.14632491303132	Q4: mC up/hmC dn	-0.491953212734387	0.000121787155801481	410.767944087707	Down	Down
Boc	0.128611993779712	-0.0176194948726115	0.146231488652324	Q4: mC up/hmC dn	-0.871549492006432	1.35108837016592e-45	2263.64658551039	Down	Down
Rnf152	0.0910925413094158	-0.0542686077489952	0.145361149058411	Q4: mC up/hmC dn	-0.299979282645438	0.00093634686740391	2182.02837266116	Down	Not DEG
Cdh7	0.0834532311516325	-0.0612860635696749	0.144739294721307	Q4: mC up/hmC dn	-1.2479808672989	1.28618269768476e-14	1664.910067748	Down	Down
Nucb1	0.0954856538177966	-0.0489892034715993	0.144474857289396	Q4: mC up/hmC dn	NA	NA	NA	No RNA-seq Data	No RNA-seq Data
Pard6a	0.0970776843509785	0.047202864090985	0.144280548441963	Q3: mC up/hmC up	-0.278867540565155	0.215060370616707	82.2936476498111	Not Significant	Not DEG
Zfp687	0.0943543140496558	-0.0497390119376933	0.144093325987349	Q4: mC up/hmC dn	-0.104717014407995	0.701828551923116	498.643802872105	Not Significant	Not DEG
Tapt1	0.0918432177121233	-0.0522355251142552	0.144078742826379	Q4: mC up/hmC dn	-0.219267594708732	0.000124402485752262	1022.31779857135	Down	Not DEG
Derl1	0.100132132407504	-0.0438884552929044	0.144020587700408	Q4: mC up/hmC dn	-0.178386464779624	0.187733613776126	499.376381850663	Not Significant	Not DEG
