loop_id	direction	logFC	loop_distance	n_cpgi	mean_mc_diff	mean_hmc_diff	any_mc_hyper	any_hmc_hypo
loop_10402	up_in_mutant	0.340696657024083	160000	0	NA	NA	FALSE	FALSE
loop_10537	up_in_mutant	0.300551627081911	140000	2	-0.00327237576064909	-0.000886524822695035	FALSE	FALSE
loop_10531	down_in_mutant	-0.371343737517278	320000	0	NA	NA	FALSE	FALSE
loop_10451	down_in_mutant	-0.414810589932074	90000	1	0	0	FALSE	FALSE
loop_8665	down_in_mutant	-0.308647184160387	105000	1	0.00581395348837209	-0.0102692795977298	FALSE	FALSE
loop_10493	up_in_mutant	0.323441054516623	490000	0	NA	NA	FALSE	FALSE
loop_8691	up_in_mutant	0.31276836825409	150000	0	NA	NA	FALSE	FALSE
loop_10490	down_in_mutant	-0.340120500389604	1e+05	1	0	-0.00196850393700787	FALSE	FALSE
loop_8726	down_in_mutant	-0.444491897472739	540000	0	NA	NA	FALSE	FALSE
loop_10626	up_in_mutant	0.41856479134829	70000	1	-0.0058516802796913	-0.000507823604960624	FALSE	FALSE
loop_8748	up_in_mutant	0.39236850658915	240000	0	NA	NA	FALSE	FALSE
loop_10557	up_in_mutant	0.593465104048368	90000	0	NA	NA	FALSE	FALSE
loop_10792	up_in_mutant	0.308795892718181	80000	0	NA	NA	FALSE	FALSE
loop_10927	up_in_mutant	0.327167501875917	350000	0	NA	NA	FALSE	FALSE
loop_8910	down_in_mutant	-0.328445420028374	850000	0	NA	NA	FALSE	FALSE
loop_10932	up_in_mutant	0.314925433015267	450000	0	NA	NA	FALSE	FALSE
loop_10954	up_in_mutant	0.418494841809425	1e+05	0	NA	NA	FALSE	FALSE
loop_11031	up_in_mutant	0.386507731327367	330000	0	NA	NA	FALSE	FALSE
loop_10864	up_in_mutant	0.325189771491144	210000	0	NA	NA	FALSE	FALSE
loop_10979	up_in_mutant	0.399619177705749	230000	0	NA	NA	FALSE	FALSE
loop_9012	down_in_mutant	-0.44204187897156	860000	0	NA	NA	FALSE	FALSE
loop_10961	up_in_mutant	0.337648461652122	140000	0	NA	NA	FALSE	FALSE
loop_11060	up_in_mutant	0.623323428242287	90000	0	NA	NA	FALSE	FALSE
loop_9093	up_in_mutant	0.336981220182709	1e+05	0	NA	NA	FALSE	FALSE
loop_11012	up_in_mutant	0.350381142113743	2e+05	0	NA	NA	FALSE	FALSE
loop_9112	down_in_mutant	-0.393088366723857	105000	0	NA	NA	FALSE	FALSE
loop_11110	up_in_mutant	0.306271380613823	450000	0	NA	NA	FALSE	FALSE
loop_11207	down_in_mutant	-0.447798242365314	1990000	0	NA	NA	FALSE	FALSE
loop_9133	up_in_mutant	0.313477065562811	145000	0	NA	NA	FALSE	FALSE
loop_9176	up_in_mutant	0.303114570745639	330000	0	NA	NA	FALSE	FALSE
loop_11409	down_in_mutant	-0.424543006386247	1030000	0	NA	NA	FALSE	FALSE
loop_11397	down_in_mutant	-0.326082077989586	1440000	1	-0.00249390516941141	0	FALSE	FALSE
loop_9305	down_in_mutant	-0.362330474984998	80000	1	0	0.0031365693130399	FALSE	FALSE
loop_11537	up_in_mutant	0.478083464137493	610000	1	-0.00249390516941141	0	FALSE	FALSE
loop_11482	up_in_mutant	0.353388987029077	160000	0	NA	NA	FALSE	FALSE
loop_11488	up_in_mutant	0.33721609813644	230000	0	NA	NA	FALSE	FALSE
loop_11767	down_in_mutant	-0.310272706215319	120000	0	NA	NA	FALSE	FALSE
loop_11740	down_in_mutant	-0.344731349940149	50000	0	NA	NA	FALSE	FALSE
loop_9554	up_in_mutant	0.32155627627194	190000	0	NA	NA	FALSE	FALSE
loop_12002	up_in_mutant	0.510638959462082	180000	0	NA	NA	FALSE	FALSE
loop_9657	up_in_mutant	0.343544852878036	340000	0	NA	NA	FALSE	FALSE
loop_9665	up_in_mutant	0.327795596824896	275000	0	NA	NA	FALSE	FALSE
loop_11875	up_in_mutant	0.329558557902776	1e+05	0	NA	NA	FALSE	FALSE
loop_11980	up_in_mutant	0.350560862035035	3e+05	0	NA	NA	FALSE	FALSE
loop_11934	up_in_mutant	0.444377306982187	490000	0	NA	NA	FALSE	FALSE
loop_11931	down_in_mutant	-0.396532717218427	8e+05	0	NA	NA	FALSE	FALSE
loop_12019	down_in_mutant	-0.339525973927819	2220000	0	NA	NA	FALSE	FALSE
loop_9790	down_in_mutant	-0.333866679699575	75000	0	NA	NA	FALSE	FALSE
loop_9860	up_in_mutant	0.367457547855563	130000	0	NA	NA	FALSE	FALSE
loop_9863	down_in_mutant	-0.33488290181181	120000	0	NA	NA	FALSE	FALSE
loop_9900	up_in_mutant	0.341596037762811	455000	0	NA	NA	FALSE	FALSE
loop_9908	up_in_mutant	0.360086767034448	85000	0	NA	NA	FALSE	FALSE
loop_12310	up_in_mutant	0.387617209667053	160000	0	NA	NA	FALSE	FALSE
loop_12413	up_in_mutant	0.411586171633455	320000	0	NA	NA	FALSE	FALSE
loop_12304	up_in_mutant	0.3250060216867	220000	0	NA	NA	FALSE	FALSE
loop_10027	up_in_mutant	0.357724442788552	90000	0	NA	NA	FALSE	FALSE
loop_10091	down_in_mutant	-0.384995817076615	475000	0	NA	NA	FALSE	FALSE
loop_12502	up_in_mutant	0.564354034537121	120000	0	NA	NA	FALSE	FALSE
loop_12619	up_in_mutant	0.387514217796483	210000	0	NA	NA	FALSE	FALSE
loop_10199	up_in_mutant	0.481490658141056	750000	0	NA	NA	FALSE	FALSE
loop_12473	up_in_mutant	0.302149948239704	1100000	0	NA	NA	FALSE	FALSE
loop_10207	up_in_mutant	0.491794722199962	385000	0	NA	NA	FALSE	FALSE
loop_12524	up_in_mutant	0.328934653862953	140000	0	NA	NA	FALSE	FALSE
loop_12610	up_in_mutant	0.456584404595133	230000	1	0	0	FALSE	FALSE
loop_19443	up_in_mutant	0.324179058563735	150000	0	NA	NA	FALSE	FALSE
loop_10245	up_in_mutant	0.339602804660268	65000	0	NA	NA	FALSE	FALSE
loop_10252	up_in_mutant	0.315888738296754	425000	0	NA	NA	FALSE	FALSE
loop_12605	up_in_mutant	0.340881765502683	940000	0	NA	NA	FALSE	FALSE
loop_12651	up_in_mutant	0.386116018883104	480000	0	NA	NA	FALSE	FALSE
loop_12680	up_in_mutant	0.375265717517455	530000	0	NA	NA	FALSE	FALSE
loop_12672	up_in_mutant	0.303926395947826	430000	0	NA	NA	FALSE	FALSE
loop_12733	up_in_mutant	0.30120296738338	410000	0	NA	NA	FALSE	FALSE
loop_12813	up_in_mutant	0.401942830685575	170000	0	NA	NA	FALSE	FALSE
loop_12625	up_in_mutant	0.420238122863138	190000	0	NA	NA	FALSE	FALSE
loop_12707	up_in_mutant	0.348706285583977	240000	0	NA	NA	FALSE	FALSE
loop_12696	down_in_mutant	-0.487062228529982	3610000	0	NA	NA	FALSE	FALSE
loop_12666	up_in_mutant	0.375575380075923	230000	0	NA	NA	FALSE	FALSE
loop_10366	up_in_mutant	0.328609775882984	60000	0	NA	NA	FALSE	FALSE
loop_10396	up_in_mutant	0.426575656734989	125000	0	NA	NA	FALSE	FALSE
loop_10466	down_in_mutant	-0.325121728068758	140000	0	NA	NA	FALSE	FALSE
loop_13072	up_in_mutant	0.346466705759157	570000	0	NA	NA	FALSE	FALSE
loop_12981	up_in_mutant	0.384822473650711	140000	1	0.00369445888403346	-0.00348945316141994	FALSE	FALSE
loop_13104	up_in_mutant	0.347689902100943	520000	0	NA	NA	FALSE	FALSE
loop_13114	up_in_mutant	0.469613680965118	120000	0	NA	NA	FALSE	FALSE
loop_22026	up_in_mutant	0.332798741760156	4e+05	1	-0.0115384615384615	-0.00421207890470186	FALSE	FALSE
loop_13088	up_in_mutant	0.308849274073665	570000	0	NA	NA	FALSE	FALSE
loop_1701	up_in_mutant	0.41915538296448	170000	0	NA	NA	FALSE	FALSE
loop_10608	up_in_mutant	0.380183328486813	185000	0	NA	NA	FALSE	FALSE
loop_13165	up_in_mutant	0.464906759357105	290000	0	NA	NA	FALSE	FALSE
loop_13219	down_in_mutant	-0.3448697674357	750000	0	NA	NA	FALSE	FALSE
loop_13248	up_in_mutant	0.469050580952868	640000	0	NA	NA	FALSE	FALSE
loop_13146	up_in_mutant	0.300091771101875	6e+05	0	NA	NA	FALSE	FALSE
loop_13452	down_in_mutant	-0.400584554140218	810000	0	NA	NA	FALSE	FALSE
loop_21090	up_in_mutant	0.404499872588381	210000	0	NA	NA	FALSE	FALSE
loop_10836	up_in_mutant	0.365803818871562	80000	0	NA	NA	FALSE	FALSE
loop_13509	up_in_mutant	0.322623730404163	130000	0	NA	NA	FALSE	FALSE
loop_10892	up_in_mutant	0.301706399851555	55000	0	NA	NA	FALSE	FALSE
loop_13649	up_in_mutant	0.320420223921431	210000	2	-0.0057783608195902	-0.00483273677965328	FALSE	FALSE
loop_13638	down_in_mutant	-0.341513712695852	120000	2	0.0125789218139002	-0.000964775658972861	FALSE	FALSE
loop_13741	down_in_mutant	-0.315124448620195	180000	0	NA	NA	FALSE	FALSE
loop_12748	up_in_mutant	0.326174675971923	350000	0	NA	NA	FALSE	FALSE
loop_13906	up_in_mutant	0.521296490129072	110000	0	NA	NA	FALSE	FALSE
loop_11013	up_in_mutant	0.302828141524952	65000	0	NA	NA	FALSE	FALSE
loop_11021	up_in_mutant	0.301807761103756	195000	0	NA	NA	FALSE	FALSE
loop_13849	up_in_mutant	0.39213244444333	50000	0	NA	NA	FALSE	FALSE
loop_11070	up_in_mutant	0.527523130439401	55000	0	NA	NA	FALSE	FALSE
loop_11090	up_in_mutant	0.336057418060216	180000	0	NA	NA	FALSE	FALSE
loop_11095	up_in_mutant	0.350250665629197	40000	0	NA	NA	FALSE	FALSE
loop_13910	up_in_mutant	0.360993031883069	80000	0	NA	NA	FALSE	FALSE
loop_11106	up_in_mutant	0.311679907477513	60000	0	NA	NA	FALSE	FALSE
loop_11121	up_in_mutant	0.351841385953235	115000	0	NA	NA	FALSE	FALSE
loop_13890	up_in_mutant	0.37558960622533	4e+05	0	NA	NA	FALSE	FALSE
loop_11145	up_in_mutant	0.309940871338959	2e+05	0	NA	NA	FALSE	FALSE
loop_11146	up_in_mutant	0.357578330201712	115000	1	-0.00862068965517241	-0.00879859394266574	FALSE	FALSE
loop_11158	down_in_mutant	-0.311978488937969	80000	0	NA	NA	FALSE	FALSE
loop_11160	up_in_mutant	0.323470548108855	60000	0	NA	NA	FALSE	FALSE
loop_11193	down_in_mutant	-0.409502853781457	345000	0	NA	NA	FALSE	FALSE
loop_14036	up_in_mutant	0.353591049823947	190000	0	NA	NA	FALSE	FALSE
loop_11241	up_in_mutant	0.386719663993784	65000	0	NA	NA	FALSE	FALSE
loop_14080	up_in_mutant	0.440491719600192	60000	1	0.00493110452349577	0.0474308300395257	FALSE	FALSE
loop_11278	up_in_mutant	0.328380159902535	320000	0	NA	NA	FALSE	FALSE
loop_14128	up_in_mutant	0.414579506810805	440000	0	NA	NA	FALSE	FALSE
loop_13944	up_in_mutant	0.474132909185857	120000	1	0	0	FALSE	FALSE
loop_11355	down_in_mutant	-0.457150227524593	635000	0	NA	NA	FALSE	FALSE
loop_14263	up_in_mutant	0.494301253971309	530000	0	NA	NA	FALSE	FALSE
