gene	mc_diff	hmc_diff	mc_q	hmc_q	combined_effect	mecp2_nearest_fold	mecp2_nearest_fdr	mecp2_mean_fold	mecp2_n_peaks
Nab1	0.106783623864911	-0.0716947425910995	8.66479399414472e-137	7.55329649397159e-80	0.178478366456011	-0.047800860135031	0.810374267434789	0.255493781492924	19
Cd83	0.113425263722721	-0.064321981242862	4.01892596898047e-85	4.38549555069607e-35	0.177747244965583	1.49562561712984	7.50065282464853e-05	0.606560523832217	41
Ndst3	0.1204049212253	-0.0572693423306202	4.8151057076211e-306	3.31875474081655e-192	0.17767426355592	-0.0338398950617634	0.867851127333733	1.04870015547613	37
Rasl11b	0.12541088436625	-0.0520464863477479	8.15799768456588e-36	9.60682816383952e-09	0.177457370713998	-0.0143488404651888	0.946386012764467	0.012794950054816	16
Slc39a1	0.126173479392043	-0.0509121142658193	4.57305182291274e-20	7.70829435458494e-06	0.177085593657862	-0.196029874072911	0.418900870178858	-0.196029874072911	1
Fam78b	0.114355846290295	-0.0624154108878435	4.8151057076211e-306	2.97768779487e-136	0.176771257178138	-0.0047699872781524	0.990661532577023	0.299588041201039	31
Caln1	0.1067487923351	-0.0697354414570755	4.8151057076211e-306	7.07674626726131e-306	0.176484233792176	0.0167477333129991	0.935764453933887	0.36630868141067	36
Phgr1	0.113553629299988	-0.0600965200986507	2.23655600144812e-09	0.000398595929532103	0.173650149398639	-0.155328076896007	0.492204568288687	-0.038701111585812	3
Pla2g3	0.096577335298426	-0.0761024885197666	2.30343368647195e-25	1.59951896077559e-20	0.172679823818193	-0.00791592320676159	0.972962969961833	-0.0226161954262423	5
Epha3	0.096312037987927	-0.0763186239465798	4.8151057076211e-306	7.07674626726131e-306	0.172630661934507	-0.0459861426238603	0.832417951671698	0.440434254822992	65
Mpp3	0.126199376744528	-0.0458604238277978	1.77553121852323e-140	6.12636420006212e-23	0.172059800572326	-0.193422328863418	0.404709387394413	0.0314246988826423	4
Cpeb2	0.120545259485309	-0.0498608823788154	1.77362394574013e-225	2.81399959542645e-47	0.170406141864124	-0.020731455872305	0.923286570203872	0.274525683669698	47
Inpp5j	0.13183899984427	-0.0383031026772814	4.54065520702196e-35	6.01972407552196e-05	0.170142102521552	-0.0737437090857335	0.697180897955655	-0.0252514792036694	5
Get1	0.11740547925836	-0.0526932058801237	5.6782311105975e-65	4.02175079676729e-19	0.170098685138484	0.05159386620588	0.765824577811177	0.665202352862951	8
Tmtc2	0.0924002542478071	-0.0775979650016768	4.8151057076211e-306	7.07674626726131e-306	0.169998219249484	0.00364648546725074	0.988223395371966	0.235350740196057	37
Sesn1	0.120693588980564	-0.0489156469602452	4.8151057076211e-306	3.47953278516476e-81	0.169609235940809	-0.0154960626709838	0.940756262232826	0.171689102134887	15
Rnf182	0.129429705158798	-0.0401548463875043	4.8151057076211e-306	3.20381043970768e-33	0.169584551546302	0.00553922562843683	0.982901336668885	0.58147091982508	12
Slc16a1	0.0993287819030268	-0.0701399120351782	3.56222520594538e-65	1.69963252978146e-53	0.169468693938205	-0.00503105018178071	0.982112350715992	-0.0114836745897287	10
Mgll	0.135007943743503	-0.0344510690408868	4.8151057076211e-306	1.74964639250384e-46	0.16945901278439	0.132544897125754	0.561256538038991	0.191480625380925	40
Zfp395	0.114584486314202	-0.0545077076744132	6.22068331340643e-189	2.13338749849488e-58	0.169092193988616	0.0249167411248316	0.89810070699411	0.112300656139091	19
Prag1	0.123800456695648	-0.0448224389389501	4.8151057076211e-306	1.63979538637621e-54	0.168622895634598	-0.00827032387727461	0.968249637839634	0.208261704137572	25
Nr0b2	0.0864764058114399	-0.0810818129845374	2.4119530980168e-06	3.00162896344181e-10	0.167558218795977	-0.0493538993461764	0.828862036987984	0.00690182588101047	3
Hus1b	0.105472988314836	-0.0603069967244916	1.13069120363444e-06	0.00171646206756374	0.165779985039328	-0.0598815967357578	0.768960763335281	-0.0598815967357578	1
Itga7	0.128205969755496	-0.0359748176146689	1.39148119131655e-113	7.08505455465105e-18	0.164180787370165	0.0103370080896591	0.969671763051711	0.167087106655144	10
4930447A16Rik	0.125827757823792	-0.0383205693445708	4.80691773981607e-75	1.2363926405418e-09	0.164148327168363	-0.125822816041928	0.571440279850784	-0.0582189976035778	5
Foxn2	0.122230804570348	-0.0408071948520444	4.38486029099719e-225	2.01535291563148e-26	0.163037999422392	0.147124947269689	1	0.954490546523768	22
Lgr4	0.101739505137551	-0.0610850936205934	4.8151057076211e-306	2.49512683529807e-158	0.162824598758145	-0.0131632546295476	0.939655621276056	0.476820898798468	12
Gna13	0.103687093514718	-0.0586091078323678	9.90263183759282e-186	7.49310085116398e-72	0.162296201347086	-0.0111797676905698	0.96657156339784	0.0705073025775391	2
Bmp5	0.0963061392566568	-0.0659002353724788	4.8151057076211e-306	7.07674626726131e-306	0.162206374629136	0.652659936635928	0.0613997467702869	0.151712477484941	4
Jph1	0.10751476880553	-0.0540499801764602	4.8151057076211e-306	4.16261147380513e-99	0.16156474898199	-0.0458760841250322	0.803361841569105	0.20585204993964	13
Dclk2	0.0974036510345218	-0.0638980626837974	4.8151057076211e-306	1.17274148300503e-256	0.161301713718319	0.0558009798164917	0.781650458481889	0.138722046465007	45
Igip	0.0671846111598118	-0.0936378783621946	6.3131224339588e-05	9.90962270360125e-09	0.160822489522006	-0.0240183476872422	1	0.0071909272771224	4
Tmem161b	0.0866043646211745	-0.0738296768145755	4.90758103482439e-147	1.50332396328065e-131	0.16043404143575	0.0140796661001271	1	0.378602785693474	17
Spop	0.0924127343326102	-0.0675673982078043	6.86273465330276e-185	1.78656524496484e-127	0.159980132540415	0.30444143150197	0.267383105465286	0.0839398087485335	6
Runx1t1	0.109502377494959	-0.0500691157816847	4.8151057076211e-306	8.54444144181944e-137	0.159571493276644	0.113273493139048	0.621376557214025	0.433461260137853	101
Pld5	0.100167164494823	-0.059237741124805	4.8151057076211e-306	7.07674626726131e-306	0.159404905619628	-0.0131516310228979	0.957869818169209	0.220080886628992	25
Lancl3	0.111870341251507	-0.047524912473188	6.1352274367813e-158	1.07913383664768e-55	0.159395253724695	-0.0183973470313197	0.944933300739411	0.371949467932584	3
Hgh1	0.0869020953363658	-0.0724786838505113	9.22887839579656e-09	1.5911280355283e-11	0.159380779186877	-0.105764545278098	0.605157072452318	-0.157570723407937	2
Adamts10	0.0983632071661509	-0.0607054926599886	4.0046071545525e-95	6.67343677010055e-55	0.159068699826139	0.113457861679207	0.606502430129301	0.204410365847866	12
Ndufb4	0.0965861367557374	-0.0619734707180183	5.48685928183623e-27	1.26045040095278e-16	0.158559607473756	-0.031225482932181	0.875108077739514	-0.0031993834596343	10
Kctd8	0.0960924138405999	-0.0614958440761438	4.8151057076211e-306	2.08564964952401e-189	0.157588257916744	0.032022221086656	0.845004251236532	0.647068022912574	18
Nsmaf	0.119246216818413	-0.0380596584958507	2.89490873763033e-277	6.99333924957544e-39	0.157305875314264	-0.663101449245219	0.0913840293080639	-0.0857214987305648	10
Gprin3	0.103938977086807	-0.0528729723410623	1.17171270269459e-160	8.19183383347557e-53	0.156811949427869	1.72361283135836	2.58751492272059e-06	1.58364888919615	24
Nr3c1	0.118582066046669	-0.0381450757047865	4.8151057076211e-306	3.83021250903837e-51	0.156727141751456	-0.247940272614513	0.346198411537629	0.182448297048112	26
Add3	0.0967114447336624	-0.0595527544630374	4.8151057076211e-306	4.55248637680295e-176	0.1562641991967	0.00560936975413986	0.97316772835828	0.141498271809165	13
Kctd12	0.132547190244836	-0.0236657368903954	3.3938011166944e-35	0.023365422561419	0.156212927135232	0.0282036053110634	0.891714983103446	0.0336439011041384	3
Hpcal1	0.100890632234149	-0.0549728374099742	7.04571861045441e-251	4.30270371490744e-92	0.155863469644123	-0.0623853156924219	0.758422437132307	-0.00688109429094357	70
Lyn	0.085540435146561	-0.0700588677444902	1.53753513370241e-240	3.5723686209334e-264	0.155599302891051	0.00937931330001246	0.966069180786798	0.153181425243147	12
Rab4a	0.112028192558062	-0.0420934402061394	1.26673002871451e-150	2.19942854465616e-26	0.154121632764202	0.00311609454784013	0.99061123455883	0.0157466809678223	22
Afap1l2	0.114974707384786	-0.038767841724622	4.8151057076211e-306	9.43102342251317e-54	0.153742549109408	0.0260907497551128	0.908645018980279	-0.0290826394790346	34
Preb	0.106157132084283	-0.0472149433825025	7.88302795161063e-30	8.54813384508686e-09	0.153372075466785	0.0459583087495231	0.821766118108806	0.0478577440862425	2
Paqr9	0.132163523530301	-0.0210783845208422	4.1670782481219e-64	0.00860229034499951	0.153241908051143	-0.0206099249387587	0.932847914164909	0.167003789217386	8
Cdh8	0.0851710967214157	-0.0680490187218008	4.8151057076211e-306	7.07674626726131e-306	0.153220115443216	-0.0271563102858776	0.890402610720044	0.508490708046445	16
Ptchd4	0.0844753183471563	-0.0683176386946963	4.8151057076211e-306	1.1193904499305e-305	0.152792957041853	2.30193948920759	2.14206796006058e-08	0.814911061429204	28
Galt	0.108727340978765	-0.0437832295427281	5.64157736361612e-21	3.27857425084686e-06	0.152510570521493	-0.0418269655640502	0.826062383423511	-0.117660905412622	3
Gnai1	0.0949129776916535	-0.0571743238565581	4.67805737537994e-236	8.34712000677658e-105	0.152087301548212	-0.0199876280577591	0.928833036481237	0.122823230160869	17
Manea	0.0914587725000703	-0.060520272741778	2.06026537081621e-52	7.68802373503916e-33	0.151979045241848	-0.00195059140515095	0.993715772222266	1.23407511707579	7
Mreg	0.0747862759408012	-0.0768175309323835	1.02392651096669e-144	2.08330759672042e-232	0.151603806873185	0.240451794598409	0.355456775465634	0.151416420543226	28
Dlg1	0.0868102743975991	-0.0645231320596844	4.8151057076211e-306	4.54888480614793e-293	0.151333406457283	0.150308572193558	0.532780857979399	0.373225718227287	10
Arhgap26	0.0846430903164772	-0.0665397386682956	4.8151057076211e-306	7.07674626726131e-306	0.151182828984773	0.100801214206284	0.566080782755094	0.71588741276439	108
Nxph3	0.0983786348478994	-0.0523269906721625	4.87441597520754e-12	1.18573783540968e-05	0.150705625520062	-0.0714596554433072	0.736024670042223	-0.0168771445345291	12
Lin7c	0.0822206787838737	-0.0679440798633311	1.83818016521107e-32	2.39848731077044e-32	0.150164758647205	-0.038200790729164	0.872268717536641	-0.00388986263463395	2
Insyn1	0.0997172166808984	-0.0503344776698595	2.9222750130991e-19	3.26102461736894e-06	0.150051694350758	0.0196783443189242	0.936706599880632	-0.0316491850989448	10
Cryab	0.0806752190076967	-0.0691250965448542	2.53911708648623e-13	8.58166999311408e-17	0.149800315552551	0.0114362733134307	0.963360129351082	-0.161606840624386	2
Pdrg1	0.122667214136705	-0.0264965477376624	1.95343314557642e-29	0.00684715763224042	0.149163761874367	-0.0340769466550942	0.869602726278255	0.141636347750813	5
Tiparp	0.0806354470913677	-0.0681582125747652	2.46668980317481e-48	1.58857301413297e-52	0.148793659666133	-0.0510418968798395	0.784095073235859	0.00183584109622965	9
Exph5	0.11082889304928	-0.0377761740419593	1.14104541235592e-264	4.15347872564372e-38	0.148605067091239	0.0134768928811842	0.952135959015676	0.130161238295548	11
Tmeff2	0.085034113995008	-0.0631917777868708	4.8151057076211e-306	7.07674626726131e-306	0.148225891781879	-0.0284175298402841	0.839170557104143	0.478257669117376	23
Ly6g6f	0.114474734507642	-0.0337052876556834	3.86517580648663e-20	0.00430969225367761	0.148180022163325	0.00544005471101713	0.984162051661222	0.00544005471101713	1
Ndor1	0.112035352865939	-0.036097569804285	1.43711268718618e-07	5.20376915179955e-08	0.148132922670224	-0.0190936019621948	0.929926704241054	-0.17836164553661	2
Rgcc	0.0867860898172321	-0.0610308870694601	6.18505148436457e-35	3.20966853919472e-24	0.147816976886692	-0.00721770000186591	0.972519622836731	-0.00928341302672832	10
Ubash3b	0.0917788109023858	-0.055798143355141	4.8151057076211e-306	5.41757012646019e-186	0.147576954257527	-0.0685618973687564	0.734278724296391	-0.00191642274686472	24
Stxbp5l	0.0777801233022845	-0.0696676917199734	4.5766669298062e-270	5.67517678167193e-285	0.147447815022258	-0.0482066182844363	0.777285423184326	1.70047180545944	15
Nrip1	0.0849127701897209	-0.062488306533841	4.8151057076211e-306	1.31196222545708e-205	0.147401076723562	-0.0494876992490982	0.798229306012559	0.361114593844438	34
Ldlrad3	0.0924843584355526	-0.0544784056384317	4.8151057076211e-306	7.07674626726131e-306	0.146962764073984	-0.00660849158581842	0.979948257894915	0.245573960285284	69
Slc12a2	0.0923869029260765	-0.0544435443650779	2.23125343549099e-199	2.32552854580131e-94	0.146830447291154	0.00583364737193775	0.984684822871953	0.16484225184299	6
Dact1	0.0980509145741837	-0.0487036263712767	6.55153549823446e-58	8.94160002848866e-24	0.14675454094546	0.0155303345531077	0.941726757446831	0.274345222307437	13
Gls	0.0903229697062985	-0.0563276440467607	4.99130804924578e-136	1.45713331488078e-64	0.146650613753059	-0.00260164143774495	0.992426848261662	0.484800499873496	14
Nampt	0.0848582703070512	-0.061466642724269	4.29419437006798e-102	8.1080862879268e-86	0.14632491303132	-0.0417417863454595	0.786794618329851	0.162321375060089	27
Boc	0.128611993779712	-0.0176194948726115	4.8151057076211e-306	7.1939025544365e-11	0.146231488652324	0.0919369057912687	1	0.928482950277369	17
Rnf152	0.0910925413094158	-0.0542686077489952	6.4145190565792e-156	2.54876097242028e-66	0.145361149058411	-0.123553531077406	0.544473080599911	-0.123553531077406	1
Cdh7	0.0834532311516325	-0.0612860635696749	1.39569438586647e-220	4.09515225101112e-177	0.144739294721307	-0.0258300655685448	0.888412331553261	1.67120067853063	26
Nucb1	0.0954856538177966	-0.0489892034715993	1.77559884900204e-64	3.69235980827709e-28	0.144474857289396	0.00649055758015998	0.982324007154909	-0.0110696283046137	3
Zfp687	0.0943543140496558	-0.0497390119376933	1.62477100555737e-22	7.75520561979469e-08	0.144093325987349	-0.133106686348809	0.486197057930365	-0.133106686348809	1
Tapt1	0.0918432177121233	-0.0522355251142552	5.09251411167002e-135	3.78682028822033e-54	0.144078742826379	0.0211019085327793	0.939151686088354	0.537906499814363	31
Derl1	0.100132132407504	-0.0438884552929044	2.57139760041005e-96	5.7967050054252e-26	0.144020587700408	0.0225777803114819	0.925403746264068	0.0213468326557884	23
Fa2h	0.0797342355123927	-0.0634987391649943	1.05339610256454e-107	1.14193377265237e-101	0.143232974677387	0.0114212349117423	0.965250597229372	0.103917185989146	21
Mycbp	0.072803225883806	-0.070319326336683	4.85114420188201e-10	8.59153807496351e-15	0.143122552220489	-0.0247894818781042	0.895526226660929	-0.0206174840110779	7
Cdyl2	0.0767283679723849	-0.0663593291712134	4.8151057076211e-306	7.07674626726131e-306	0.143087697143598	0.0157031275407905	0.94625335469158	-0.0159470464314953	19
Tmem109	0.106349905578196	-0.036662757675936	4.91014589832074e-36	2.29391271231798e-05	0.143012663254132	0.0626004374999572	0.727051196286085	0.0193734222242374	3
Pcdh1	0.0826622951417167	-0.0603199075210323	1.52508033869423e-70	3.03677121220138e-55	0.142982202662749	-0.042451978118403	0.817808087296298	-0.0430055413839468	29
Daam2	0.0868960652106038	-0.0559163621694673	4.87603902492820e-240	4.11982077126949e-139	0.142812427380071	-0.0332982824711577	0.881590854142145	0.00682552374276078	22
Lpp	0.0851325175537252	-0.0575834388659432	4.8151057076211e-306	7.07674626726131e-306	0.142715956419668	0.0202704547940601	0.93256006763192	0.365637237286476	86
Zhx2	0.0918430822611607	-0.0506612140565443	4.8151057076211e-306	5.64807161209594e-161	0.142504296317705	0.0674802846401079	0.767795709001486	0.305095313000595	39
Endog	0.0901788801457838	-0.0521073255964214	4.43990395045355e-08	0.000911037525130446	0.142286205742205	0.00568848361447893	0.984319955360861	0.00456696210628915	3
Rnf122	0.127378352321639	-0.014688080630282	2.63299019392094e-122	0.00352277852821678	0.142066432951921	0.00726244726017776	0.975553014954568	0.000651709012989608	9
Hps6	0.0855867371352983	-0.056268959547353	0.00025054122477766	0.00685967065591398	0.141855696682651	-0.0250275796809408	0.912075564569006	-0.0602534949686036	2
Rit2	0.0740865703389755	-0.0677229063846733	4.8151057076211e-306	7.07674626726131e-306	0.141809476723649	-0.0544737345354465	0.802691709830625	0.403826300092735	82
4833439L19Rik	0.0930258982587455	-0.0486476853795895	5.33784389075981e-36	6.06895883439313e-15	0.141673583638335	0.0308642645931676	0.878141559281695	0.0433385974978133	2
Otud1	0.102767503570984	-0.0385220735078587	2.6312663439033e-10	0.011642881785576	0.141289577078843	-0.0431420206805485	0.846590626239983	0.220949280568434	13
Ndufa2	0.0737770452091765	-0.06731744046931	7.72954869531158e-05	2.84570904813782e-06	0.141094485678486	0.083700683285283	0.67299960732539	0.083700683285283	1
Ssx2ip	0.090895047889781	-0.0500521390964371	2.38393185374807e-159	5.03943435778857e-69	0.140947186986218	-0.0452285805655555	0.814868740510122	0.0239029289810828	10
Maf	0.0903221381008704	-0.0505810345207318	9.41468762730397e-98	4.97425884700805e-49	0.140903172621602	-0.00300474483687834	0.992741776176174	0.104076815396648	149
Slc35g2	0.102090444950749	-0.0388070701116084	6.34155827401713e-67	2.34221343935913e-13	0.140897515062358	-0.0939717100998606	0.646285252556634	1.00701235022325	6
Mlf2	0.078489276621209	-0.0623424286177419	2.97215737827331e-14	1.97225728462815e-13	0.140831705238951	-0.0240893772920874	0.880531193989608	-0.0271030053287809	2
Trpm3	0.0898599315712247	-0.0509344491284077	4.8151057076211e-306	7.07674626726131e-306	0.140794380699632	-0.0118422457089262	0.954178518985632	0.626396891284012	92
Samd10	0.0961683679914814	-0.0444450086731226	2.08281297689765e-08	0.00950159609637191	0.140613376664604	0.0196455132048563	0.932586408827713	0.0196455132048563	1
Spred1	0.076315142391121	-0.0641347033478054	1.59261703519494e-92	5.86928327148244e-84	0.140449845738926	-0.436114214245366	0.143862615953746	0.0408067990951969	6
Zfp653	0.114039611455927	-0.026166046574527	6.34612379239108e-50	0.000644318591058533	0.140205658030454	-0.0374021625521689	0.865709192527015	-0.071350781376797	2
Paqr8	0.0948681385636401	-0.0453322485898978	5.50945992129496e-163	2.99379076712596e-48	0.140200387153538	0.118909816366944	0.601205545034638	0.0373123081844973	5
Heg1	0.0975534305048875	-0.0425994461360838	4.8151057076211e-306	4.72036844631739e-92	0.140152876640971	-0.00468131691968868	0.986508422310029	0.516922716212902	32
Snca	0.0845562122509037	-0.055576132475232	9.14212819222119e-154	2.07343380385575e-92	0.140132344726136	2.2326097199753	1.15962971694167e-09	0.676482334921322	14
Myt1l	0.0799913999828868	-0.0598868014032435	4.8151057076211e-306	7.07674626726131e-306	0.13987820138613	0.293034300347374	0.269329808868135	0.28576607944634	74
Cdk17	0.0916117110032357	-0.0482503285239106	4.8151057076211e-306	6.20125238963106e-113	0.139862039527146	0.0125484156749823	0.963562040766153	0.140456633891402	14
Gmppa	0.117566902960082	-0.0221130527881466	2.93989766839998e-34	0.00884985177732952	0.139679955748229	-0.0359340393529418	0.846079210797647	-0.0380311283568773	2
Adrb2	0.102993332090129	-0.0366435598577077	8.02963535299592e-16	0.00146912444951895	0.139636891947837	-0.0343830644803345	0.870307959728147	0.0257669819613077	20
Sdcbp	0.0932746202923607	-0.0461400611106537	5.69126501403537e-117	5.2076531306002e-35	0.139414681403014	0.00957775773614648	0.967818455634166	1.05037536036752	5
Trim44	0.0756637648045773	-0.063745781917843	8.91559917239868e-125	1.46111111970405e-111	0.13940954672242	-0.0196869669527703	1	0.0470482538063218	6
Fdxr	0.0965978558764598	-0.0426252633738136	6.03538035255555e-35	2.57575400502857e-12	0.139223119250273	0.00714981800949403	0.972143102818345	-0.00852618770375826	4
1700003F12Rik	0.0729404830620106	-0.0656555823076116	0.00442210763978519	0.00691690534856818	0.138596065369622	0.087072367694919	0.650000529453903	0.087072367694919	1
Rgmb	0.0887466264999109	-0.0497932203181667	2.11048784836222e-87	1.59574578877352e-47	0.138539846818078	-0.086578197023351	0.695594282281443	0.116156697299987	10
Cplx2	0.10841400722995	-0.0300098748895779	1.12117328358956e-43	1.37776766343427e-05	0.138423882119528	-0.0469119611987693	0.811701253021131	0.0903935992080824	41
Hbegf	0.101904673810707	-0.036507506360188	4.20252479943351e-39	1.57803609665815e-08	0.138412180170895	-0.0167488203364913	0.943400848534106	-0.0229703925482468	4
Clic3	0.0787685582907628	-0.0590500136552022	6.99991551819307e-05	0.00248735808231863	0.137818571945965	-0.337183068767138	0.223946475916269	-0.337183068767138	1
