gene	mc_diff	mc_sig	hmc_diff	hmc_sig	delta_ratio	dmr_status	chromatin_state	me3_fold	me3_fdr	me3_n_peaks	me2_fold	me2_fdr	me2_n_peaks	k119ub_fold	k27me3_fold	k27ac_fold	atac_fold
Zcchc3	0.191499133233443	TRUE	0.0167460378184597	FALSE	-0.180393296717816	mC DMR only	Active_Promoter	-0.250504172	0.489735041	1	NA	NA	NA	NA	NA	-0.463150627389762	-0.320318532558111
Prxl2b	0.215503293571978	TRUE	-0.0451903607472336	TRUE	-0.178973849676933	Both mC+hmC DMR	Active_Promoter	0.243511921	0.5173257	1	NA	NA	NA	-0.0678762653384376	NA	-0.361293528455006	0.00537223263971089
Syt1	0.173138279538543	TRUE	-0.149653303443115	TRUE	-0.178724115601608	Both mC+hmC DMR	Active_Promoter	1.050838409	0.000604638	12	-0.565537361859099	0.0352893349336382	29	1.29872901696794	3.83677376580842	-2.24063162710741	-1.11266159150267
Tmem238	0.202948019567946	TRUE	-0.124535661232602	TRUE	-0.175116256288751	Both mC+hmC DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	-1.3077751235603	-0.142373729222424
Ripply2	0.186290557972284	TRUE	-0.0540996569016488	TRUE	-0.172977330262098	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	0.709926247275205	0.000299293744507308	4	0.614332126838017	NA	-0.410655257809373	0.210276764190477
Higd2a	0.00201612903225806	FALSE	-0.0138103422737461	FALSE	-0.169618468587541	Not DMR	Active_Promoter	-0.1488432	0.721351851	2	NA	NA	NA	NA	NA	0.210646630768592	-0.75116979760808
Sap30	0.211953324709116	TRUE	-0.0544488852139743	TRUE	-0.168835113168445	Both mC+hmC DMR	Active_Promoter	0.026760308	0.958732711	2	NA	NA	NA	0.747402963642258	NA	-0.813358570311884	0.0427124653395375
Hoxa4	0.00804092218053777	FALSE	-0.00576026246353302	FALSE	-0.168532780488722	Not DMR	Repressed_Promoter	NA	NA	NA	NA	NA	NA	-0.577709826169625	NA	NA	NA
Arf6	0.0390102300439166	TRUE	-0.00194104060383106	FALSE	-0.167839947688683	mC DMR only	Active_Promoter	0.106681418	0.802810571	1	-0.757079513788447	0.00133069909195092	1	0.0394280462869571	NA	-0.229503680316686	0.0469630148362266
Magea1	0.100044691323761	FALSE	-0.149255541406704	FALSE	-0.167480264722265	Not DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plekhj1	0.0383853919446311	TRUE	0.00812326749907681	FALSE	-0.159263206114419	mC DMR only	Active_Promoter	-0.0536227	0.909884252	1	NA	NA	NA	NA	NA	0.161616819940906	0.0612121341267737
Bhlhe40	0.216559777294325	TRUE	-0.0248506543949298	TRUE	-0.154254625278107	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	-0.0596880518414399	0.0499218287299727
Mrpl53	0.0273793807201065	TRUE	0.00193369975521866	FALSE	-0.153644148955532	mC DMR only	Active_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	0.201173191242821	0.180558304508087
A330070K13Rik	0.185823966874757	TRUE	-0.0553867696751865	TRUE	-0.153259312024724	Both mC+hmC DMR	Other	-0.223609892	0.573348529	1	0.492953769803959	0.0403417923979546	2	-0.469522200295962	NA	-0.330476497341351	0.665421288691696
H2-Ke6	0.0402933275327481	TRUE	-0.0205112609608718	FALSE	-0.152838187595376	mC DMR only	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C030006K11Rik	0.0315334513336105	FALSE	-0.00704861999379326	FALSE	-0.152146156824949	Not DMR	Active_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0843492591056059
Ly6g6e	0.158691721848252	TRUE	-0.101885663311484	TRUE	-0.14999400023207	Both mC+hmC DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	-0.953733130173326	-0.731971642056355
Gclm	0.163626383332672	TRUE	-0.109341876534835	TRUE	-0.144906830938034	Both mC+hmC DMR	Active_Promoter	-0.189011057	0.647240738	1	-0.538695242034024	0.0407595566206489	4	1.58188468577145	3.61791358160929	-1.32047172561438	-0.0629769241599408
Cldn5	0.0131578386258425	FALSE	-0.0198084099358852	FALSE	-0.142992826844414	Not DMR	Repressed_Promoter	-0.003944368	0.994063208	1	NA	NA	NA	-0.455054594087815	-0.273485144158414	NA	NA
Zic5	0.089333524155842	TRUE	0.0138557880125574	TRUE	-0.142375740825872	Both mC+hmC DMR	Active_Promoter	-0.17622645	0.671204955	3	NA	NA	NA	0.621548375085796	NA	-0.636091371043759	-0.388583323990603
Tnfsf13	0.146649608250268	TRUE	-0.00862503661474565	FALSE	-0.141154824070045	mC DMR only	Other	NA	NA	NA	NA	NA	NA	0.467702128354451	NA	-1.86829561365241	-0.694721516454645
Rpp25l	0.021603370566631	TRUE	0.0129602484200439	FALSE	-0.139967778756338	mC DMR only	Active_Promoter	-0.153838193	0.716902212	2	NA	NA	NA	0.449546122463544	NA	-0.188193425923373	0.136109056611193
2310033P09Rik	0.0530013677976948	TRUE	-0.0231030771907005	FALSE	-0.136919552201861	mC DMR only	Other	-0.173662532	0.677689645	2	NA	NA	NA	NA	NA	0.249048717900476	0.0716037416818449
Abtb1	0.148505571397798	TRUE	-0.0504551682099579	TRUE	-0.135459619705556	Both mC+hmC DMR	Active_Promoter	-0.184700227	0.633024966	2	0.879646121739598	0.00235588437204914	6	0.152239499852159	NA	-0.247948349365258	-0.0293070800179472
Bhlha9	0.0895640736813185	FALSE	-0.132466681733102	TRUE	-0.134987798537088	hmC DMR only	Other	NA	NA	NA	NA	NA	NA	0.0624479473205651	NA	-1.15027800893929	-0.289373235759424
Lrrc26	-0.00202148456800636	FALSE	-0.00393438414610678	FALSE	-0.134759983296426	Not DMR	Other	NA	NA	NA	NA	NA	NA	-0.488558721043148	NA	NA	0.455961554292032
Ubc	0.0388835401206091	TRUE	-0.02652114670079	FALSE	-0.133568981323298	mC DMR only	Other	-0.061488445	1	1	-0.733225434700751	0.00296887182177672	1	NA	NA	0.0713225258613228	0.139226159499493
Cnfn	-0.0105276585978172	FALSE	-0.0236432376313725	TRUE	-0.133564211614964	hmC DMR only	Other	-0.243954394	0.530785352	3	NA	NA	NA	-0.209135546239535	NA	-0.00654679753163243	0.128444656909131
AY074887	0.0742741350601505	TRUE	-0.0368886181312936	FALSE	-0.132967501532031	mC DMR only	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Galnt7	0.162788287901922	TRUE	-0.0745554585017827	TRUE	-0.132796594873134	Both mC+hmC DMR	Active_Promoter	-0.181873656	0.650505289	10	-0.528497062889143	0.0347008230796053	14	0.795518293678723	NA	-0.887570142738584	-0.124639672914455
Gm1673	0.03048001185872	FALSE	-0.0372023036455859	FALSE	-0.132630846673931	Not DMR	Active_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mt2	-0.00931219191918705	FALSE	-0.013695685416744	FALSE	-0.132423916165929	Not DMR	Repressed_Promoter	0.594514018	0.069824133	1	NA	NA	NA	-0.140695834941078	0.423779690700371	NA	0.113255681738599
Atoh7	0.0371807929298745	TRUE	-0.00907431119280984	FALSE	-0.129363703042395	mC DMR only	Other	NA	NA	NA	NA	NA	NA	0.917440873520678	NA	-0.948663961407331	-1.13317998159434
Tmem256	0.0472312935732086	TRUE	0.00549008206638046	FALSE	-0.129262206825448	mC DMR only	Active_Promoter	0.290444566	0.409202577	1	NA	NA	NA	0.0424329601061882	NA	0.089342677957417	0.0860566427576828
Gm45337	-0.0328566041801336	FALSE	-0.0946173924115101	FALSE	-0.129157016193963	Not DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gpr62	0.040102355177244	TRUE	0.0240516649744451	FALSE	-0.128902084045623	mC DMR only	Active_Promoter	NA	NA	NA	NA	NA	NA	-0.231310303200555	NA	0.0255565803505872	0.00219345842448332
Mcu	0.142137210855473	TRUE	-0.0944174928500678	TRUE	-0.128448744242072	Both mC+hmC DMR	Active_Promoter	-0.29731998	0.434179427	1	-0.605890713011647	0.0214866639075495	3	0.634818513849211	NA	-1.40354126487517	0.00789040112712124
H4c11	-0.00246896054947465	FALSE	-0.00381641954554308	FALSE	-0.128349474395775	Not DMR	Active_Promoter	NA	NA	NA	-0.655909406781696	0.0170534091889263	1	0.228512878727087	NA	0.284573391937242	0.225775731104729
Gpr68	0.162567747047773	TRUE	-0.0871033833156893	TRUE	-0.127940484366614	Both mC+hmC DMR	Active_Promoter	-0.335638924	0.367165842	2	-0.603309095702034	0.00495751153605977	1	0.446575991199901	NA	-1.40901475353421	-0.247763990283326
Samd10	0.0961683679914814	TRUE	-0.0444450086731226	TRUE	-0.12677803809144	Both mC+hmC DMR	Active_Promoter	0.203091844	0.619525141	1	NA	NA	NA	0.291974805282871	NA	-0.106402509732013	0.0632796410109736
Gm5136	0.125990638009662	TRUE	-0.123099470685328	TRUE	-0.125798043562644	Both mC+hmC DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zic2	0.00374234599743701	FALSE	-0.000200469678610649	FALSE	-0.124985712221361	Not DMR	Active_Promoter	-0.150053365	0.723719471	2	NA	NA	NA	NA	NA	0.0740430271201667	0.0712705293106319
Scd2	0.0920971237060903	TRUE	-0.0298075736412426	TRUE	-0.124807634119604	Both mC+hmC DMR	Active_Promoter	-0.016566521	0.973303609	1	NA	NA	NA	0.370002342652994	NA	-0.175612622860585	-0.0243608740036815
Tmem88	0.131744786095412	TRUE	0.0122289981040185	FALSE	-0.12463546790172	mC DMR only	Active_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	0.0763829351499759	0.0141988023110005
Bhlhe41	0.102419237463644	TRUE	-0.0267714025084663	TRUE	-0.124555195718677	Both mC+hmC DMR	Active_Promoter	0.303533475	0.422749278	2	NA	NA	NA	0.340308512254976	NA	-0.0596329006812199	0.05938462180611
Tssk5	0.137817160825713	TRUE	-0.0797306589340282	TRUE	-0.123175501223477	Both mC+hmC DMR	Other	-0.04495177	0.929301723	1	NA	NA	NA	0.336685394962503	NA	-1.02105279313651	-0.539829228143887
Taar7a	0.0907246635504538	FALSE	-0.0584524716293688	FALSE	-0.123074039560541	Not DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cnr1	0.156555408467778	TRUE	0.0108585009044822	FALSE	-0.123067879392291	mC DMR only	Active_Promoter	0.093558941	0.840150558	3	0.519563221115712	0.0183753720742497	1	0.622549190841626	2.9864586855909	-0.11627922465245	-0.0113194869570328
Tmem141	0.0801257834538313	TRUE	-0.0194482802226458	FALSE	-0.121842828621419	mC DMR only	Other	-0.008041864	0.988222034	1	NA	NA	NA	0.0605042008861365	NA	-0.615837601705481	0.0511094199658212
Lrrn1	0.137802817859855	TRUE	-0.0693689510246577	TRUE	-0.121686821027127	Both mC+hmC DMR	Active_Promoter	-0.170605166	0.683723147	3	-0.596037259503303	0.018179943305287	8	0.466356311578752	0.839134579136368	-0.303578901114289	-0.0195470822188211
Amigo1	0.135919939262634	TRUE	-0.0793056006820435	TRUE	-0.121423991049351	Both mC+hmC DMR	Active_Promoter	0.044614409	0.927544287	1	0.431308920665472	0.0404248297813805	1	-0.0880032606793953	NA	-0.222507601501179	0.0559196021319032
Tceal6	-0.0763361630042503	FALSE	-0.063499240153638	FALSE	-0.121278978382574	Not DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	0.875973093341713	0.350069472879185
Inka2	0.168496128492795	TRUE	-0.0208849301519937	TRUE	-0.121082389449789	Both mC+hmC DMR	Active_Promoter	-0.290885079	0.446708624	2	NA	NA	NA	0.387236128832884	NA	-0.782483267755759	0.00136830997475289
Btbd17	0.137029780082412	TRUE	0.0295886908938406	FALSE	-0.120443041212436	mC DMR only	Other	NA	NA	NA	NA	NA	NA	0.381905072412893	NA	-0.581543235373808	0.0392576479080255
Tusc1	0.0800896157426584	FALSE	-0.107162621109856	TRUE	-0.120212808862595	hmC DMR only	Active_Promoter	NA	NA	NA	NA	NA	NA	0.395070814315432	NA	0.347195730177415	0.133089720850516
Scg2	0.164124260301168	TRUE	-0.0246744388656844	TRUE	-0.119407127647946	Both mC+hmC DMR	Active_Promoter	-0.373948474	0.28474078	1	NA	NA	NA	0.840801351573172	1.13402961158799	-0.925630542209818	-0.148663550670956
Ccnq	0.0679723613423291	TRUE	-0.0478534372509179	TRUE	-0.119244104435576	Both mC+hmC DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.248827633797324
Ifna6	0.0786283891547049	FALSE	-0.0648524720893142	FALSE	-0.119240354098781	Not DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zic4	0.129079921350548	TRUE	0.021819989081962	TRUE	-0.119190370743796	Both mC+hmC DMR	Active_Promoter	-0.171390146	0.680527993	6	-0.501458186338353	0.0433610307385932	2	0.232205027560748	2.87436978717952	0.0433084021914075	-0.0163546024030911
Hnrnpa0	0.00779234248331598	FALSE	-0.0176552813920855	TRUE	-0.118635305512481	hmC DMR only	Active_Promoter	-0.11339535	0.796387909	2	NA	NA	NA	NA	NA	0.0988034905637906	0.081027675559919
Fjx1	-0.0166486437504969	FALSE	-0.0433134931782036	TRUE	-0.118572473960494	hmC DMR only	Active_Promoter	NA	NA	NA	NA	NA	NA	0.617799020590145	NA	0.0441370706498294	0.0758100995544214
Mcam	0.132332402499776	TRUE	-0.0813840331948875	TRUE	-0.118559606074342	Both mC+hmC DMR	Other	-0.215546176	0.594339739	2	NA	NA	NA	0.16793982482022	NA	-1.45911298135257	-0.795448652033244
Otud1	0.102767503570984	TRUE	-0.0385220735078587	TRUE	-0.118043609344481	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	NA	NA	NA	0.601765254083829	0.165021061585439	-0.13719965997369	0.0401472956934759
Ackr1	0.057766891473379	TRUE	-0.0166512739144622	FALSE	-0.117357938961079	mC DMR only	Other	0.199703587	0.627074629	1	NA	NA	NA	-0.160359920865033	NA	0.596914799695175	-0.167545188809542
Nab2	0.0554370769473903	TRUE	0.00676837690599606	FALSE	-0.117266891131369	mC DMR only	Active_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.15267765852873
Thrsp	0.159260984346886	TRUE	0.00682322996271173	FALSE	-0.116774992106601	mC DMR only	Other	-0.385284493	0.286693813	1	NA	NA	NA	0.350678912322199	NA	-0.0710811557320265	-0.0154753783431922
Kctd12	0.132547190244836	TRUE	-0.0236657368903954	TRUE	-0.116404979866437	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	NA	NA	NA	0.580686383319235	1.03498015696187	NA	-0.0351071210137029
Rasl11b	0.12541088436625	TRUE	-0.0520464863477479	TRUE	-0.116359747643069	Both mC+hmC DMR	Active_Promoter	-0.166098325	0.694479431	1	-0.531557014895012	0.0344405189759961	5	0.404472839356498	1.8846771470207	-0.358153322280226	0.0240254582075758
Gm3424	0.0283738556764873	FALSE	-0.0508682655064234	FALSE	-0.115955924694509	Not DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hmgcl	0.140669505661283	TRUE	-0.06006875025784	TRUE	-0.115727549510354	Both mC+hmC DMR	Other	-0.365517533	0.316545311	2	-0.612729909142487	0.0183899470704088	1	NA	NA	-0.568460614464233	0.0474638708324301
Ccndbp1	0.131145159902574	TRUE	-0.0690731518043568	TRUE	-0.11437376251954	Both mC+hmC DMR	Active_Promoter	0.223712928	0.57723305	4	NA	NA	NA	NA	NA	-0.269491690170419	0.0158994818988271
1810037I17Rik	0.0961384309740294	TRUE	0.00652360281572054	FALSE	-0.114355999127992	mC DMR only	Active_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tmem64	0.153634974562263	TRUE	-0.0662312353228351	TRUE	-0.11373360729028	Both mC+hmC DMR	Active_Promoter	-0.278879359	0.468178621	2	NA	NA	NA	1.10957702284642	2.28997547984251	-0.43592418907007	0.0400387080008004
Taar5	0.0757618965355861	TRUE	-0.0440562176617755	FALSE	-0.113574712073402	mC DMR only	Other	NA	NA	NA	-0.555599748142725	0.0261795979548879	1	0.338167312907999	1.93108491418009	NA	-0.590420406021925
Nrn1	0.0334586947934856	TRUE	0.00785925693020544	FALSE	-0.11340602855589	mC DMR only	Bivalent_Promoter	0.415524263	0.247144735	4	NA	NA	NA	0.558654173436065	NA	-0.0477536066962578	0.111340952912189
Tbcc	0.0212361188073063	FALSE	0.0267378771313939	FALSE	-0.113342826419111	Not DMR	Active_Promoter	-0.022195954	0.967494523	1	NA	NA	NA	NA	NA	0.144638975022964	0.110168282800779
Gm18596	0.102335045222976	FALSE	-0.0683332771156047	FALSE	-0.113028803800515	Not DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mpp3	0.126199376744528	TRUE	-0.0458604238277978	TRUE	-0.111897075778707	Both mC+hmC DMR	Active_Promoter	0.072481855	0.865851012	12	NA	NA	NA	0.00849627486645134	NA	-0.481804000130796	-0.0105981135447364
Boc	0.128611993779712	TRUE	-0.0176194948726115	TRUE	-0.111459693751291	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	0.439440553375916	0.0133058207384855	2	1.3542065726791	NA	-2.29280841707735	-0.0613294922713601
Xk	0.118002013647643	TRUE	-0.0884200245197536	TRUE	-0.111070977074221	Both mC+hmC DMR	Other	NA	NA	NA	NA	NA	NA	1.96018218456017	NA	-0.429177708026193	-0.0111604892577174
Hmx3	-0.0168776660294595	FALSE	-0.00520833333333333	FALSE	-0.11081259996231	Not DMR	Repressed_Promoter	-0.062111796	0.896292027	1	NA	NA	NA	NA	-0.15012399682252	NA	0.168632586915709
Cd300ld3	0.161333435039462	TRUE	0.00777771050880327	FALSE	-0.11078913099451	mC DMR only	Other	NA	NA	NA	0.609762303431568	0.0120029319612975	3	NA	NA	-0.829465858556319	0.0519948016092468
Ccsap	0.119898763476033	TRUE	-0.0629970439610273	TRUE	-0.110731516272209	Both mC+hmC DMR	Active_Promoter	0.002550163	0.996641133	2	NA	NA	NA	0.101149356362512	NA	-0.262909402579902	0.0130370950092722
Rnf182	0.129429705158798	TRUE	-0.0401548463875043	TRUE	-0.110569295922929	Both mC+hmC DMR	Active_Promoter	-0.067919626	0.8900578	1	-0.790010415521453	0.00464770743048548	2	0.651423862989742	NA	-0.500263802493671	-0.0340015733071431
Rnf227	0.118816001819883	TRUE	-0.0678424361163397	TRUE	-0.110239585983934	Both mC+hmC DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	-0.522141512262525	0.00482903651153012
Zfp608	0.12394714759679	TRUE	-0.0642693260924636	TRUE	-0.109903911088772	Both mC+hmC DMR	Active_Promoter	-0.169937872	0.685755996	6	0.544312832844789	0.0404069233927958	12	0.672581755817769	3.30791976589371	-1.17560810675052	-0.224645622523575
Tmem109	0.106349905578196	TRUE	-0.036662757675936	TRUE	-0.109882828935141	Both mC+hmC DMR	Active_Promoter	-0.194897238	0.634050306	3	NA	NA	NA	NA	NA	-0.0486813838551951	-0.0312084915117098
Lpcat3	0.128894897260965	TRUE	-0.0691361399113782	TRUE	-0.109882024293368	Both mC+hmC DMR	Other	-0.016872517	0.972106813	1	NA	NA	NA	NA	NA	-0.728562112976002	-0.225208731712275
Prag1	0.123800456695648	TRUE	-0.0448224389389501	TRUE	-0.109659452579926	Both mC+hmC DMR	Active_Promoter	-0.107111713	0.812671345	5	NA	NA	NA	0.375978518431406	NA	-0.0991367496562685	0.239869074247879
Flrt3	0.162552480848417	TRUE	-0.0441726773540707	TRUE	-0.109424200365879	Both mC+hmC DMR	Active_Promoter	-0.470132769	0.181114203	3	NA	NA	NA	0.706233352000747	1.43489517359953	-1.50086441940529	-0.18221066559272
Slc39a1	0.126173479392043	TRUE	-0.0509121142658193	TRUE	-0.109301137937691	Both mC+hmC DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	-0.81682087108822	-0.00766206201421667
Syn2	0.130328694883986	TRUE	-0.0667062381396212	TRUE	-0.109231229794023	Both mC+hmC DMR	Active_Promoter	0.045160133	0.924423203	6	0.81790947959963	0.00563194851786423	1	NA	NA	-1.64451658881023	-0.0717594095912497
Ndor1	0.112035352865939	TRUE	-0.0539974988995257	TRUE	-0.108888495477987	Both mC+hmC DMR	Other	-0.058634242	0.905989163	2	NA	NA	NA	NA	NA	NA	NA
Enkd1	0.191927179565295	TRUE	0.0433510832614834	TRUE	-0.108450305185052	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	NA	NA	NA	0.924672387856656	NA	NA	0.0175605692435767
Pnmal2	0.0244836788803577	TRUE	-0.0135172745229404	FALSE	-0.108070304937723	mC DMR only	Active_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Syt4	0.12714936839884	TRUE	0.0372724160255243	TRUE	-0.10798135921065	Both mC+hmC DMR	Active_Promoter	0.456247149	0.196756387	3	NA	NA	NA	1.28817619985735	NA	-0.30472497077801	-0.28363766287408
Rps6ka5	0.115988850712457	TRUE	-0.0863977539950389	TRUE	-0.107604999846941	Both mC+hmC DMR	Active_Promoter	0.119268875	0.779448479	1	NA	NA	NA	0.615464663230693	NA	-1.15742805912983	-0.0601146047011839
Exoc3l	0.176934946660433	TRUE	0.00254439026358233	FALSE	-0.107573950419332	mC DMR only	Active_Promoter	NA	NA	NA	NA	NA	NA	0.679870129094594	NA	-1.7820399707813	-0.455424569754599
Scd1	0.179788554883271	TRUE	0.025865506732709	TRUE	-0.107459512448174	Both mC+hmC DMR	Active_Promoter	-0.349281029	0.333597816	3	0.703397619513135	0.00766085096548717	2	0.559399076262879	NA	-1.00468822776344	-0.236515850093181
Max	0.133463477635117	TRUE	-0.0476584189566179	TRUE	-0.107320122629399	Both mC+hmC DMR	Active_Promoter	0.122234027	0.770231217	7	-0.370269329306641	0.0489303583334846	1	0.456997128861397	NA	-0.337800086624753	0.0114693475652001
Slc16a13	0.142245862144334	TRUE	0.0105813410060958	FALSE	-0.106928673122855	mC DMR only	Active_Promoter	0.239993376	0.534932272	2	NA	NA	NA	NA	NA	-0.0751046360026568	0.00941948611509369
Chka	0.12670803290434	TRUE	-0.0580004907171924	TRUE	-0.106926590916252	Both mC+hmC DMR	Other	-0.130080704	0.755595235	6	-0.630612103291236	0.0120837644158831	1	NA	NA	-0.171442385843616	0.104881977883544
Preb	0.106157132084283	TRUE	-0.0472149433825025	TRUE	-0.106160566438061	Both mC+hmC DMR	Active_Promoter	-0.135826116	0.734645061	1	NA	NA	NA	NA	NA	0.0588616502191443	0.10773620891692
Vamp2	0.0687559869216162	TRUE	-0.0206003514082101	FALSE	-0.106142568031098	mC DMR only	Active_Promoter	0.221961917	0.56420741	1	NA	NA	NA	NA	NA	0.0540471305357474	0.101669546058938
Uqcc3	0.0167303716825129	FALSE	-0.0168741930873898	FALSE	-0.105875244827796	Not DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	-0.192822110347051	0.121402747046164
Ndst3	0.1204049212253	TRUE	-0.0572693423306202	TRUE	-0.105806385319294	Both mC+hmC DMR	Active_Promoter	-0.255423203	0.51277484	27	-0.634045259674098	0.0122413395342513	4	0.514915866576423	NA	-0.152605981288514	-0.0601701543739566
Rnf208	0.109504037394609	TRUE	-0.0123644210846454	FALSE	-0.105437608721686	mC DMR only	Active_Promoter	0.03944259	0.937068429	1	NA	NA	NA	NA	NA	-0.253760704825273	-0.409714541058559
Bloc1s1	0.13833494002856	TRUE	0.0193062908254125	TRUE	-0.104907329111331	Both mC+hmC DMR	Other	NA	NA	NA	NA	NA	NA	0.770899918034518	NA	-0.220109839487275	0.0479867453292005
