ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0048705	skeletal system morphogenesis	266	0.656866913186203	2.0636623192751	7.82205441511177e-26	3.68916530050908e-23	2.70366129640036e-23	2809	tags=42%, list=13%, signal=37%	107587/13395/18109/20429/12020/23967/20471/13392/15404/791364/15438/17869/17701/111970/15402/15396/17300/15427/15431/12159/21418/15405/15430/22160/15434/15399/109663/15400/15426/373864/15436/11694/15437/18121/54352/20472/16147/14836/21380/14234/15423/14179/15414/232174/15401/15394/64406/14219/15415/15413/20682/13115/14451/20666/11695/15416/22410/15417/18159/103889/12622/15410/18595/18507/18014/21387/213948/14184/12845/216285/21825/12824/15407/18119/15412/21407/18503/17684/215418/20855/16869/12151/14172/17937/622473/14284/20997/20474/73121/19401/12643/12406/21384/19227/329872/23892/22255/22339/17387/17702/20379/20289/16776/12842/234356/18596/14175/15530/12006/12817/12590/14042
GO:0035270	endocrine system development	150	0.736523637891122	2.26514798179585	1.0950808591374e-25	4.73439958100403e-23	3.46967724842482e-23	1484	tags=44%, list=7%, signal=41%	15205/18420/18741/20471/12918/15402/15376/18740/12159/14842/20674/14462/110805/18088/14461/11516/15434/15400/18096/18121/21869/53626/13614/16324/18992/18091/21380/14179/232077/15285/17069/20473/16871/18609/20682/20675/20423/26423/16392/22417/14912/22418/14465/12156/15410/13078/18595/22411/13388/20897/20677/214593/22431/17172/15364/14632/12577/18508/18503/17684/15379/14633/15242/14602/17242/225631
GO:0048704	embryonic skeletal system morphogenesis	108	0.792997094926959	2.39130666286891	1.25832076337564e-25	5.02166778491755e-23	3.68020615167029e-23	1255	tags=49%, list=6%, signal=46%	107587/18109/20429/23967/20471/13392/15404/15438/111970/15402/15396/15427/15431/12159/21418/15405/15430/22160/15434/15399/109663/15400/15436/11694/18121/54352/20472/14836/21380/14234/15423/14179/15414/15401/15394/15415/15413/14451/20666/11695/15416/15417/103889/15410/18595/18507/216285/12824/15407/18119/15412/16869/12151
GO:0090596	sensory organ morphogenesis	336	0.613075272547585	1.93783373987654	6.59104317550533e-24	2.40368133720557e-21	1.76157468449185e-21	5058	tags=53%, list=23%, signal=41%	107587/11921/13395/12020/23967/18741/20471/18423/13396/17869/17701/21385/12159/21418/20674/14462/26927/14461/18424/22160/15399/14581/18998/14367/18121/15372/22408/54352/13614/20472/15373/16147/14836/21380/14179/232174/20473/15394/574519/15228/20682/16658/24064/59058/14472/14451/20666/14685/20423/15422/14238/21386/241324/244152/667663/20681/22418/17150/14221/114889/21419/69743/140489/20664/723950/13388/18014/20897/57265/20677/19213/18185/14184/107585/24113/12954/12824/18508/16449/21393/17684/22773/16869/11826/18742/238021/18994/11830/14633/64379/20667/12142/16470/110796/60613/12064/20474/76365/73750/237979/16535/18124/12831/12677/29815/22339/14174/14561/97031/30923/16542/68588/71769/18128/212541/19712/116810/109934/22295/330166/15258/18504/13836/259172/18591/21838/76574/230824/110935/19274/16206/231004/320398/22157/22416/19242/19130/20776/14623/15165/20655/24013/18208/12043/58235/13844/14180/12965/110279/270190/17158/13508/14048/18933/18129/12614/14368/218772/231070/387609/329941/21823/19411/270120/21906/93840/110253/17921/81896/14790/23958/14107/72088/12307/26941/20378/239250
GO:0060562	epithelial tube morphogenesis	399	0.590839066138869	1.87745379860248	6.94973401273777e-24	2.40368133720557e-21	1.76157468449185e-21	4395	tags=43%, list=20%, signal=35%	18109/15205/23967/18741/20471/21815/17869/21412/238057/16870/21385/15402/15375/15111/15396/15229/15376/15431/12159/21418/16814/20674/14462/16373/22160/11535/12767/18121/21869/22408/16371/13614/16372/20472/16147/18091/15227/21380/14234/14179/15110/66042/15415/20682/14463/24064/73181/14472/20671/22420/20423/18095/21386/24063/15213/16911/20353/22417/20681/54485/22418/12977/17292/14573/12156/67122/58198/20315/13642/18595/22411/77411/15208/13388/11852/18654/211401/67784/22431/15364/216285/107586/12705/18119/21393/21420/18018/17684/22773/15945/16869/64058/21923/433809/14633/18505/15242/106042/17242/99377/24136/67937/20997/20474/244058/19401/14609/19227/23892/22339/17387/14174/17702/16542/65100/16776/65256/27205/68588/56753/11839/23796/18128/20807/116810/14042/12215/18504/20356/11482/20319/13836/20732/12826/12627/230824/98711/107515/13838/21926/15184/140570/18514/69847/22416/14106/19206/21676/17127/15235/18208/12043/252973/22412/22337/18612/19303/11606/20971/207920/17260/12165/104156/108655/21410/71228/21803/14048/18129/12614/319757/14368/12391
GO:0021536	diencephalon development	88	0.806441005021157	2.40798408909741	4.40485647781792e-23	1.42827471293246e-20	1.04673299986042e-20	1518	tags=51%, list=7%, signal=48%	15205/18420/18741/18423/18092/12918/230025/18996/18740/12159/50913/14842/20674/14461/18424/11516/18121/21869/11878/22408/16324/18992/14179/18187/20473/19434/16871/14472/20675/20423/16392/22417/22418/12156/18072/18227/214593/15364/14632/18508/18844/64290/14633/14602/24136
GO:0001708	cell fate specification	112	0.764299884476078	2.31017595150207	1.00238647350225e-22	3.05904766148805e-20	2.24186993330659e-20	1167	tags=46%, list=5%, signal=43%	11921/20471/21375/104360/15398/21385/15375/18089/260298/15396/18996/15376/50913/20674/13172/15430/18088/18424/14581/209448/14843/242620/20472/16147/14836/18992/21380/240590/232077/27140/15285/13363/16871/20682/20672/94222/20671/20423/16392/21386/14369/16911/383491/17292/20664/13388/21387/17172/18508/18119/13380
GO:0048880	sensory system development	470	0.565051315411441	1.80203451960517	1.39748168659422e-22	4.02785277225045e-20	2.95187359764814e-20	4676	tags=44%, list=22%, signal=36%	107587/15205/18741/13392/18935/21815/20476/13390/16870/21385/17300/18996/12159/21418/20674/14462/23937/26927/18424/22160/18997/22326/14367/21907/54352/16324/12958/16147/14234/16600/723960/69453/20473/574519/19434/20682/24064/59058/20475/14451/20666/14685/66993/20423/16392/26386/387142/14238/14281/241324/22352/24063/244152/20681/16476/54485/17150/14221/114889/21419/13078/69743/18595/140489/20664/723950/15208/16917/13388/20897/20677/16878/19213/18185/18008/22431/14184/107585/24113/12954/12968/12577/18508/58208/80837/104382/16449/17684/20181/16869/11826/18742/19672/238021/11830/12259/64379/106042/108013/20667/18081/12969/24136/16323/12142/14366/26401/17132/654812/12064/237979/19401/14609/72002/12831/14824/12677/29815/22339/17116/214301/14561/228839/12292/30923/16542/18506/16545/11537/210992/71769/18596/18128/53404/212541/20807/116810/330166/12215/15258/18504/320736/11482/13836/259172/18591/12826/21838/76574/230824/98711/18032/18028/19274/231004/30044/12075/18012/12576/18514/22157/15444/234788/140919/12724/243853/19242/19130/15165/17127/217012/12962/24013/12043/252973/381290/58235/271209/13844/17536/260305/268396/14180/12965/270190/17158/13508/21803/64075/100126824/21812/18129/26889/11423/12955/21916/218772/105278/12961/74023/27281/12967/387609/329941/21823/19411/12288/270120/270893
GO:0150063	visual system development	464	0.561131528863233	1.78877380189223	2.24995909346025e-22	6.14357251414303e-20	4.50241121638693e-20	4656	tags=44%, list=22%, signal=35%	107587/15205/18741/13392/21815/20476/13390/16870/21385/17300/12159/21418/20674/14462/23937/26927/18424/22160/18997/22326/14367/21907/54352/16324/12958/16147/14234/16600/723960/69453/20473/574519/19434/20682/24064/59058/20475/14451/20666/14685/66993/20423/26386/387142/14238/14281/241324/22352/24063/244152/20681/16476/54485/17150/14221/114889/21419/13078/69743/18595/140489/20664/723950/15208/16917/13388/20897/20677/16878/19213/18185/18008/22431/14184/107585/24113/12954/12968/12577/18508/58208/80837/104382/16449/17684/20181/16869/11826/18742/19672/238021/11830/12259/64379/106042/108013/20667/18081/12969/24136/16323/12142/14366/26401/17132/654812/12064/237979/19401/14609/72002/12831/14824/12677/29815/22339/17116/214301/14561/228839/12292/30923/16542/18506/16545/11537/210992/71769/18596/18128/53404/212541/20807/116810/330166/12215/15258/18504/320736/11482/13836/259172/18591/12826/21838/76574/230824/98711/18032/18028/19274/231004/30044/12075/18012/12576/18514/22157/15444/234788/140919/12724/243853/19242/19130/15165/17127/217012/12962/24013/12043/252973/381290/58235/271209/13844/17536/260305/268396/14180/12965/270190/17158/13508/21803/64075/100126824/21812/18129/26889/11423/12955/21916/218772/105278/12961/74023/27281/12967/387609/329941/21823/19411/12288/270120
GO:0060485	mesenchyme development	326	0.605314049397964	1.91329434620397	2.54406744753143e-22	6.59931095889653e-20	4.83640611604396e-20	3990	tags=46%, list=18%, signal=38%	15205/23967/18741/20471/18935/17869/17701/21412/21385/15402/15375/15111/17300/15229/15376/12159/21418/14462/22160/18121/21869/12192/13614/20472/14836/18091/15227/21380/14234/14179/15110/22409/18187/20682/353310/14463/24064/14472/20423/16392/21386/20583/241324/24063/15213/20353/22417/76905/20681/22418/93735/20357/21859/17292/14573/12156/22411/20677/66214/22431/14170/15364/216285/107586/21825/18508/20613/11705/68010/18119/16449/17131/83395/21407/18503/18018/17684/546726/20181/22422/22773/13082/18505/106042/17242/11459/13641/24136/11490/20474/20350/20347/14609/12667/68790/20361/56177/218877/23892/22339/80288/100182/71878/17702/20289/14464/11464/65100/16776/12842/69601/13813/102693/23796/67888/15214/18128/20665/18188/12006/14042/18504/20356/11482/20319/246154/21453/100044509/98711/13838/20358/13636/171463/20351/21388/22416/666794/21676/56198/17127/23794/16401/73703/12043/20360/18127/16193/14180/11606
GO:0007517	muscle organ development	378	0.58585632648604	1.85956215830273	3.51723590111729e-22	8.68924754999834e-20	6.36804815781236e-20	4447	tags=46%, list=21%, signal=37%	20429/18741/15284/20471/18935/791364/15438/17869/17701/21412/15903/17300/18996/18740/12159/16814/15430/26927/22160/14362/56702/13654/22326/18121/242620/14836/18091/21380/14234/14179/15110/15285/232174/17069/13609/11819/11555/14463/215031/20666/107831/20423/17927/11695/16392/22410/382639/329828/14281/15213/20681/54485/12156/75805/231602/13388/18507/18014/20897/13653/57265/16878/211401/22431/22761/434246/14733/17131/21393/24087/21407/17684/108000/20181/17681/16002/12390/228785/11910/18505/11459/13857/16716/17133/72330/12064/20474/12227/12224/56233/14609/225115/12804/60406/12922/18858/17878/217082/80288/14174/66175/116701/12647/14775/353326/12292/15353/224640/20289/21956/12632/11464/16776/65256/17928/13813/11898/15214/18128/15485/18509/15370/17897/17700/69080/54720/11865/208258/18032/653016/15184/117606/13346/21952/243853/22416/14106/666794/19130/109620/56198/17127/17868/217012/53321/12372/208727/13009/12043/17904/16193/20670/21954/228788/67267/30928/105675/12389/270190/17260/108655/21803/16656/22634/53376/21812/12651/16948/22003/319757/12955/107765/14009
GO:0001654	eye development	461	0.561622012120765	1.79028030776396	9.08894076762084e-22	2.1433374864735e-19	1.57077770586825e-19	4656	tags=44%, list=22%, signal=35%	107587/15205/18741/13392/21815/20476/13390/16870/21385/17300/12159/21418/20674/14462/23937/26927/18424/22160/18997/22326/14367/21907/54352/16324/12958/16147/14234/16600/723960/69453/20473/574519/19434/20682/24064/59058/20475/14451/20666/14685/66993/20423/26386/387142/14238/14281/241324/22352/24063/244152/20681/16476/54485/17150/14221/114889/21419/13078/69743/18595/140489/20664/723950/15208/16917/13388/20897/20677/16878/19213/18185/18008/22431/14184/107585/24113/12954/12968/12577/18508/58208/80837/104382/16449/17684/20181/16869/11826/18742/19672/238021/11830/64379/106042/108013/20667/18081/12969/24136/16323/12142/14366/26401/17132/654812/12064/237979/19401/14609/72002/12831/14824/12677/29815/22339/17116/214301/14561/228839/12292/30923/16542/18506/16545/11537/210992/71769/18596/18128/53404/212541/20807/116810/330166/12215/15258/18504/320736/11482/13836/259172/18591/12826/21838/76574/230824/98711/18032/18028/19274/231004/30044/12075/18012/12576/18514/22157/15444/234788/140919/12724/243853/19242/19130/15165/17127/217012/12962/24013/12043/252973/381290/58235/271209/13844/17536/260305/268396/14180/12965/270190/17158/13508/21803/64075/100126824/21812/18129/26889/11423/12955/21916/218772/105278/12961/74023/27281/12967/387609/329941/21823/19411/12288/270120
GO:0035107	appendage morphogenesis	179	0.695108612093215	2.15402927992163	1.27755079113981e-21	2.76163896018055e-19	2.02390941122675e-19	1469	tags=32%, list=7%, signal=30%	107587/13395/18109/20429/23967/18741/13396/791364/15438/17701/15398/15432/21385/15111/381373/14029/15396/15431/18740/12159/15433/15395/21418/15405/15430/13798/22160/109663/320145/209448/11694/18121/16147/14179/100503872/232174/106522/20689/20682/14451/20423/11695/12904/21386/22418/21419/58198/16917/21387/216285/12125/12824/13380/22773/14633/106042/99377
GO:0035108	limb morphogenesis	179	0.695108612093215	2.15402927992163	1.27755079113981e-21	2.76163896018055e-19	2.02390941122675e-19	1469	tags=32%, list=7%, signal=30%	107587/13395/18109/20429/23967/18741/13396/791364/15438/17701/15398/15432/21385/15111/381373/14029/15396/15431/18740/12159/15433/15395/21418/15405/15430/13798/22160/109663/320145/209448/11694/18121/16147/14179/100503872/232174/106522/20689/20682/14451/20423/11695/12904/21386/22418/21419/58198/16917/21387/216285/12125/12824/13380/22773/14633/106042/99377
GO:0048736	appendage development	218	0.657952148622429	2.05251960572542	2.90367305910371e-21	5.79394455024233e-19	4.2461810078877e-19	1469	tags=28%, list=7%, signal=26%	107587/13395/18109/20429/23967/18741/13396/791364/15438/17701/15398/15432/21385/15111/381373/14029/15396/15431/18740/12159/15433/15395/21418/15405/15430/13798/22160/109663/320145/209448/11694/18121/16147/14179/100503872/232174/106522/19434/20689/20682/14451/20423/15422/11695/12904/21386/22418/21419/58198/16917/21387/12845/216285/12125/12824/73016/13380/22773/14633/106042/99377
GO:0060173	limb development	218	0.657952148622429	2.05251960572542	2.90367305910371e-21	5.79394455024233e-19	4.2461810078877e-19	1469	tags=28%, list=7%, signal=26%	107587/13395/18109/20429/23967/18741/13396/791364/15438/17701/15398/15432/21385/15111/381373/14029/15396/15431/18740/12159/15433/15395/21418/15405/15430/13798/22160/109663/320145/209448/11694/18121/16147/14179/100503872/232174/106522/19434/20689/20682/14451/20423/15422/11695/12904/21386/22418/21419/58198/16917/21387/12845/216285/12125/12824/73016/13380/22773/14633/106042/99377
GO:0003007	heart morphogenesis	287	0.61522434018397	1.9373938863863	1.0178690662501e-20	1.95581656137242e-18	1.4333501237019e-18	4449	tags=49%, list=21%, signal=39%	20429/15205/18741/20471/17701/21385/15111/17300/18996/12159/21418/16814/14462/22160/14362/18121/15902/13614/16147/16007/18091/15227/21380/14234/14179/15110/17069/18187/13609/11504/20682/14463/20671/16523/20666/66993/20423/16392/21386/20583/24063/15213/16476/54485/22418/93735/14465/17292/12156/13590/22411/13388/57265/20677/67784/107586/21825/12824/22761/20613/14707/18119/16449/17131/21393/102636514/18018/17684/13380/20181/22437/22773/228785/433809/106042/13857/11490/18167/20997/20602/14609/12831/56177/22339/116701/17702/328365/224640/21956/14464/68760/11464/65256/23796/67888/15214/18128/12006/20807/116810/14042/17130/11482/20319/17897/12627/13636/21952/21388/243853/22416/14106/19206/19130/109620/21676/56198/17127/17868/20541/23794/252973/18127/14180/21954/228788/20564/17260/21803/14048/18712/21812/18129/22003/22040/319757/83993/12391/107765/17293
GO:0030326	embryonic limb morphogenesis	144	0.713912196898188	2.18792593414377	1.30868098451893e-20	2.34118515437387e-18	1.71577339966693e-18	915	tags=31%, list=4%, signal=29%	107587/13395/18109/20429/23967/18741/13396/15438/17701/15398/15432/21385/15111/381373/15396/15431/18740/12159/15433/15395/21418/15405/15430/13798/22160/109663/320145/209448/11694/18121/16147/14179/232174/14451/20423/11695/12904/21386/22418/58198/16917/21387/216285/12125
GO:0035113	embryonic appendage morphogenesis	144	0.713912196898188	2.18792593414377	1.30868098451893e-20	2.34118515437387e-18	1.71577339966693e-18	915	tags=31%, list=4%, signal=29%	107587/13395/18109/20429/23967/18741/13396/15438/17701/15398/15432/21385/15111/381373/15396/15431/18740/12159/15433/15395/21418/15405/15430/13798/22160/109663/320145/209448/11694/18121/16147/14179/232174/14451/20423/11695/12904/21386/22418/58198/16917/21387/216285/12125
GO:0043010	camera-type eye development	411	0.571301482336536	1.81664223829672	1.46378122968417e-20	2.5313656732005e-18	1.85515010583131e-18	4656	tags=46%, list=22%, signal=37%	107587/15205/18741/13392/21815/13390/16870/21385/17300/12159/21418/20674/14462/23937/26927/22160/18997/22326/14367/21907/54352/12958/16147/14234/16600/723960/69453/20473/574519/19434/20682/24064/59058/20475/14451/20666/14685/66993/20423/26386/387142/14238/14281/241324/22352/24063/244152/20681/16476/54485/14221/114889/21419/13078/69743/18595/140489/20664/723950/15208/16917/13388/20897/20677/16878/19213/18185/18008/22431/14184/107585/24113/12954/12968/12577/18508/58208/80837/104382/16449/17684/20181/16869/11826/18742/19672/11830/64379/106042/108013/20667/18081/12969/24136/16323/12142/14366/26401/17132/654812/237979/19401/14609/14824/12677/29815/22339/17116/214301/14561/228839/12292/30923/16542/18506/16545/11537/210992/71769/18596/18128/53404/212541/20807/116810/330166/12215/15258/18504/320736/11482/13836/259172/18591/12826/21838/76574/230824/98711/18032/18028/19274/231004/30044/12075/18012/12576/22157/15444/234788/140919/12724/243853/19242/19130/15165/17127/217012/12962/24013/252973/381290/58235/271209/13844/260305/12965/270190/17158/13508/21803/21812/18129/26889/11423/12955/21916/105278/12961/74023/27281/12967/387609/329941/21823/19411/12288/270120
GO:0001763	morphogenesis of a branching structure	251	0.625214740707282	1.9621606385945	1.52194388824565e-20	2.5470467394253e-18	1.8666422153967e-18	4227	tags=47%, list=20%, signal=39%	18109/20429/18741/20471/13392/17869/21412/238057/15398/21385/15402/15375/15396/15229/15376/15431/12159/15433/20674/11535/12767/14367/18121/21869/22408/13614/20472/16147/15227/21380/14234/14179/12702/15415/20682/24064/73181/14472/22420/20423/18095/21386/20583/16153/24063/22417/20681/54485/22418/12977/14573/12156/67122/58198/20315/15408/18595/77411/18654/67784/22431/15364/12705/21420/18018/18844/20181/16869/21923/14633/15242/17242/12142/67937/20474/23892/22339/17387/21817/18590/17702/16542/16776/56753/11839/14025/18128/20665/20807/12817/14042/18504/20356/20319/13836/18591/20732/12826/98711/107515/21926/18514/19206/19130/12043/252973/22412/22337/18612/16193/19303/11606/207920/12165/104156/21410/71228/21803/14048
