gene_symbol	gene_class	log2FoldChange	padj	baseMean	max_delta_abc	sum_delta_abc	max_delta_unnorm	n_enhancers	n_gained	n_lost	sum_abc_wt	sum_abc_ko	sum_delta_unnorm
Ap1s3	DEG_down	-1.53028677941472	1.1913209804646e-16	66.2978042430054	0.082658	0.027232	0.121424	13	3	4	0.462752	0.489984	0.055487
Nyap2	DEG_down	-0.71241103407208894	9.35026823820904e-5	1502.08092167171	-0.021266	-0.005308	-0.100819	5	1	1	0.135891	0.130583	-0.080688
Slc16a14	DEG_down	-0.969589131811909	1.98362182033329e-6	61.4038213263179	-0.062024	-0.070142	-0.262459	6	1	3	0.237928	0.167786	-0.437045
Itm2c	DEG_down	-0.513343953647938	8.2407931355507e-5	625.447819294269	-0.053637	-0.05632	-0.915152	5	1	2	0.523475	0.467155	-1.521916
Snorc	DEG_up	1.47957856237357	0.0149729328505964	6.43216158995423	-0.205021	-0.521182	-0.731288	9	0	9	0.521182	0	-1.859002
Ngef	DEG_up	0.751784296971997	9.85003013143527e-9	97.5600291349493	-0.028557	-0.058033	-0.088806	9	1	3	0.493039	0.435006	-0.30604
Inpp5d	DEG_up	0.437975251450819	0.0231074993644	54.7571205311152	-0.018891	0.008851	-0.046035	11	2	2	0.473338	0.482189	0.027232
Mroh2a	DEG_up	0.512442264975659	0.0210266180460576	126.936507814409	0.038681	-0.017521	0.064683	7	1	3	0.422327	0.404806	-0.035611
Hjurp	DEG_up	0.52916294104857	7.73645137289171e-14	810.699361232804	-0.012974	-0.024025	-0.05798	2	0	2	0.054231	0.030206	-0.107409
Lrrfip1	DEG_up	0.438875490736928	4.43032764564875e-6	809.398846877245	0.023507	-0.03626	0.092391	6	1	3	0.155532	0.119272	0.034408
Espnl	DEG_up	1.20898140966341	0.0347492567530838	13.2059052154327	-0.019102	-0.053066	-0.014989	9	0	4	0.375267	0.322201	0.049393
Sned1	DEG_up	0.369418201612425	2.35562679107663e-4	700.151780593984	-0.023071	-0.028554	-0.087434	9	2	3	0.356736	0.328182	0.084105
Slco4c1	DEG_up	1.73375757692955	5.68416591107555e-7	15.6570773806165	0.049415	0.071721	0.069799	6	3	1	0.161014	0.232735	0.219477
Pam	DEG_up	0.585224876340324	1.08468032922783e-6	591.323307374968	-0.036091	-0.092657	-0.025846	6	0	3	0.315125	0.222468	0.132189
Pign	DEG_down	-0.434412813689377	0.00281281874502564	224.40754222131	-0.019545	-0.029352	-0.147532	9	0	2	0.310368	0.281016	-0.454625
Tnfrsf11a	DEG_up	0.869063581512983	4.08158390552803e-8	63.4144290617539	0.045028	0.010717	0.130898	13	3	4	0.550901	0.561618	0.211239
Gm7160	DEG_down	-0.871119084519829	1.25283943517544e-4	33.3873485600702	0.020329	-0.007796	-0.020069	8	2	3	0.449876	0.44208	-0.614034
Zcchc2	DEG_down	-0.37299188080875	6.68922666441498e-10	770.128433149433	0.020328	-0.007792	-0.020069	8	2	3	0.449869	0.442077	-0.614038
Cdh7	DEG_down	-1.2479808672989	1.28618269768476e-14	1664.910067748	-0.050487	-0.1611	-0.639598	7	0	5	0.490622	0.329522	-2.536474
Cntnap5a	DEG_up	1.94353888563003	2.57442235553383e-30	424.565281068089	-0.086084	-0.1465	-0.01733	6	2	4	0.48235	0.33585	0.179691
Tmem177	DEG_down	-1.43639096755974	5.01974009553661e-6	17.3399225172759	0.008562	-0.018885	-0.085572	7	0	0	0.430109	0.411224	-0.361526
En1	DEG_down	-1.09131817803157	0.00115223994224201	21.4697329981029	-0.031263	-0.006474	-0.039335	8	3	2	0.310906	0.304432	-0.076438
Lemd1	DEG_down	-0.783969507194377	0.00304537375895677	69.0015376055863	-0.048423	-0.082735	-0.642619	10	2	2	0.488908	0.406173	-1.48091
Klhdc8a	DEG_down	-0.783878182800484	0.00310740181657543	65.6192451777559	-0.026665	-0.035161	-0.29784	9	0	3	0.272886	0.237725	-0.585368
Plekha6	DEG_up	0.548137038532068	4.22728599954799e-13	1498.59183535194	0.033327	0.038852	0.23771	5	2	0	0.297476	0.336328	0.495073
Atp2b4	DEG_down	-2.57637855000457	2.57426358112684e-118	518.08158968726	-0.028203	-0.064707	-0.197345	9	0	3	0.218096	0.153389	-0.669115
Cyb5r1	DEG_down	-0.731028373969846	0.00810016958605842	28.1510505094267	-0.012745	-0.006642	-0.146379	13	0	1	0.460524	0.453882	-0.58427
Syt2	DEG_up	0.474523159441323	8.29779970258748e-22	4569.74535966456	-0.03418	0.001097	-0.383337	11	4	2	0.604127	0.605224	1.051304
Nav1	DEG_up	0.397311773790795	0.00149305930089665	849.963197981315	-0.014615	-0.027692	-0.03175	7	0	2	0.189329	0.161637	0.084932
Brinp3	DEG_down	-1.20746409505328	3.40034481729898e-5	1777.36186635001	0.022231	0.036612	0.108013	2	2	0	0.461124	0.497736	-0.510603
Rgs16	DEG_up	1.72214295176702	5.13126551939707e-15	45.4824813587703	0.007095	-0.004187	0.097517	9	0	0	0.611451	0.607264	1.458632
Teddm2	DEG_up	0.670625399265745	0.00668104087723542	37.3577586075932	-0.006552	-0.003996	-0.016146	2	0	0	0.046317	0.042321	0.023476
Stx6	DEG_down	-0.318144773821151	0.00169988102500365	486.44701413227	-0.030383	-0.016394	-0.251406	7	1	1	0.249062	0.232668	-0.243681
Brinp2	DEG_down	-0.542544742454193	0.00188898624232044	572.89858529131	-0.01487	0.006871	-0.077554	5	2	1	0.363577	0.370448	-0.003642
Astn1	DEG_down	-0.537956971342183	3.14290419166218e-8	1594.47637000154	-0.012025	-0.008927	-0.064973	5	1	1	0.487138	0.478211	-0.146652
Tnn	DEG_down	-2.25864937399878	2.44514271264725e-6	8.17506547893161	-0.032712	0.019442	-0.048358	9	3	2	0.485822	0.505264	0.09715
Slc19a2	DEG_down	-0.443191889584986	0.00252414543001461	98.5335029075597	-0.013899	-0.043402	-0.111596	10	0	4	0.315244	0.271842	-0.655954
Ccdc181	DEG_down	-0.666306161810934	3.50283172488861e-5	73.6841267632187	-0.041773	-0.016521	-0.350769	9	3	1	0.473279	0.456758	-0.511579
Gm20743	DEG_down	-1.02892441868838	0.00306719344406104	16.2574733612259	-0.075231	-0.056057	-0.990008	9	3	5	0.562819	0.506762	-2.261438
Mpzl1	DEG_down	-0.405953337716018	1.01948545000057e-4	674.127762594503	-0.036541	-0.007589	-0.410106	6	2	2	0.2989	0.291311	-0.362236
Pogk	DEG_down	-0.398804754177571	6.43830408626839e-5	311.396405896678	-0.036428	0.010962	-0.340112	8	4	2	0.354942	0.365904	-0.433417
Gm16701	DEG_down	-1.23039576368049	1.06396690833441e-12	53.6516010488604	-0.066067	-0.055171	-0.498752	8	2	3	0.671605	0.616434	-1.62993
Fam78b	DEG_down	-0.879837515592883	1.9077294078794e-21	1764.71175148706	-0.041118	-0.110079	-0.444892	8	1	4	0.487498	0.377419	-1.641336
Aldh9a1	DEG_down	-0.338115224472695	0.00417488266676669	189.412258524247	0.020996	0.016016	0.03791	10	2	2	0.303835	0.319851	-0.313716
Hsd17b7	DEG_down	-0.444778650707478	0.0156516067127739	77.7174742033636	0.004321	0.005912	0.013322	2	0	0	0.12325	0.129162	0.005174
Ddr2	DEG_down	-0.481978737093667	0.0125594917377391	69.2910820160672	-0.036449	-0.022808	-0.058053	7	2	3	0.497748	0.47494	0.014201
Fcrlb	DEG_down	-0.947334979364288	0.026320108163439	12.9240721286712	0.049393	0.0727	0.186397	6	3	0	0.474255	0.546955	0.309129
Nectin4	DEG_down	-0.688212152241143	3.26096466098563e-4	54.259127881257	0.031209	0.004679	0.137374	8	2	2	0.654444	0.659123	-0.121649
Mndal	DEG_down	-3.10306758540771	5.28248999609625e-21	27.6355484308292	0.059124	-0.091882	0.0316	21	8	10	0.554573	0.462691	-0.248021
Pld5	DEG_down	-0.570104052104334	1.95017281056425e-5	6021.43850580432	-0.017056	-0.023465	-0.085306	9	1	2	0.298613	0.275148	-0.200129
Itpkb	DEG_down	-0.331518260429484	0.00993032066268954	615.321889628589	-0.022155	-0.046491	-0.363459	6	0	3	0.461424	0.414933	-1.364253
Stum	DEG_down	-0.998603723463113	2.39052446250235e-5	55.5675396680643	-0.031066	-0.042499	-0.261127	13	2	5	0.509352	0.466853	-0.819886
Enah	DEG_up	0.449156476228686	1.12399948314183e-8	1536.17554086877	0.05502	0.071798	0.183126	9	4	3	0.301094	0.372892	0.383099
Trp53bp2	DEG_down	-0.711535095473594	4.00987748138079e-23	449.604512686864	-0.031195	-0.057529	-0.179817	7	2	3	0.318981	0.261452	-0.487042
Mtarc2	DEG_down	-0.52745628404692	5.61091604839634e-4	82.6530472666142	0.015734	0.041458	0.040196	7	3	0	0.246222	0.28768	0.133305
Esrrg	DEG_down	-0.37681200075411	0.00134975907735846	1765.98606848201	-0.02198	-0.028501	0.075978	10	2	4	0.520455	0.491954	0.182508
Kcnk2	DEG_up	0.452198917060696	0.00206714290582185	253.561199023499	0.064154	0.013638	0.081909	12	3	5	0.44388	0.457518	0.108919
Smyd2	DEG_down	-0.53760714989008	4.10159236531257e-8	284.212495250869	-0.024387	-0.024578	-0.11741	10	1	3	0.337958	0.31338	-0.209889
Tatdn3	DEG_down	-0.356168273376745	0.00557631857715439	194.959709835314	-0.018101	-0.014055	-0.060931	6	1	1	0.388846	0.374791	-0.025986
Kcnh1	DEG_up	0.312643008934827	0.00652900255211084	4344.61561723514	-0.031659	-0.007973	-0.323457	14	2	2	0.549064	0.541091	0.209722
A330023F24Rik	DEG_up	0.575061981456778	1.12947308720039e-8	3929.25178653829	0.064398	0.134487	0.814055	5	3	0	0.388085	0.522572	2.231209
Fam107b	DEG_down	-0.656205472344843	4.94831916186995e-8	867.048020484094	0.065161	-0.003303	-0.057968	11	2	4	0.690458	0.687155	-0.967967
Bend7	DEG_up	1.82101552972257	2.41782786692128e-47	156.801667536344	-0.051603	-0.058316	-0.023575	9	3	4	0.373124	0.314808	0.140509
Phyh	DEG_down	-0.407541655705966	0.0125715070794828	173.734882790504	-0.016093	-0.031514	-0.069849	6	0	2	0.265381	0.233867	-0.208358
Camk1d	DEG_down	-0.366473995575715	3.52630412502755e-4	1917.35174629484	-0.041123	-0.087645	-0.168044	4	0	2	0.254606	0.166961	-0.35362
Echdc3	DEG_down	-2.00361933049965	0.00121247615938121	4.85109737631571	0.017174	0.050383	-0.27094	5	2	0	0.32307	0.373453	-0.339511
Sfmbt2	DEG_up	1.48532445175647	3.9732066217599e-27	267.069456279779	0.041893	0.02572	0.128478	8	3	2	0.491984	0.517704	0.326056
Plxdc2	DEG_down	-0.81224201983549	2.51994095212933e-6	1316.05467499992	-0.021974	-0.043617	-0.071556	10	2	4	0.393709	0.350092	-0.238732
Spag6	DEG_down	-0.759714850570838	8.02966514940604e-4	31.158877207149	-0.01911	-0.056268	-0.159544	10	0	2	0.400059	0.343791	-0.462619
Cacna1b	DEG_up	0.46690544682644	1.17059236027305e-11	2314.09535687011	0.033215	0.079652	0.314516	4	3	0	0.22733	0.306982	0.659167
Arrdc1	DEG_down	-0.463476906396622	0.0383090257646929	70.4147648330047	0.021485	0.064407	0.117262	6	3	0	0.287565	0.351972	0.359805
Nsmf	DEG_up	0.528341994529376	0.00132722580385513	196.198294488255	-0.014212	-0.037274	-0.044339	6	0	2	0.290457	0.253183	-0.086899
Paxx	DEG_down	-0.454120882413536	0.0104124773014646	132.372786473249	-0.045649	-0.080097	-2.53849	7	0	3	0.478591	0.398494	-5.612921
Fam163b	DEG_up	2.15300219798689	3.24845326791654e-9	94.1926575959385	0.027165	-0.003184	0.214896	7	2	2	0.259765	0.256581	0.492695
Rxra	DEG_up	0.568014688178317	3.74602799303473e-4	171.34742490302	-0.038307	0.027981	-0.147374	7	3	1	0.266914	0.294895	0.210291
Barhl1	DEG_up	0.745925633516415	4.8785361200918e-8	146.771420101699	-0.018216	0.007493	-0.080715	5	2	1	0.144135	0.151628	0.21656
Cercam	DEG_up	0.44468489540847	0.028434965515733	59.602544888991	-0.010077	0.001674	-0.047797	7	0	1	0.390016	0.39169	0.323695
Crat	DEG_up	0.359863729127026	0.00167639608112445	396.827628433229	0.015401	0.017018	0.330905	5	2	0	0.22496	0.241978	0.497152
Ass1	DEG_up	1.28336350776133	7.92079664870434e-4	33.665031316899	-0.009809	-0.017632	-0.003445	4	0	0	0.147859	0.130227	0.074614
Fam78a	DEG_up	0.654054969753719	0.00890480196383724	31.0681901679343	0.011302	0.037447	0.227576	6	1	0	0.210998	0.248445	0.603334
Prrc2b	DEG_up	0.322365776568891	0.00405078698822065	4121.82268774156	0.01176	0.03572	0.281483	11	2	0	0.388827	0.424547	1.584863
Pip5kl1	DEG_down	-0.744933576129198	0.0305769808132231	19.8149626069376	-0.009791	-0.020637	-0.14146	10	0	0	0.403305	0.382668	-0.295033
Sh2d3c	DEG_up	0.444330126959095	0.011695178015986	225.552953976257	0.020323	0.007276	0.297408	8	1	2	0.457433	0.464709	0.327203
Stxbp1	DEG_up	0.345460283297197	5.18301625119551e-8	6666.27734114485	-0.011316	-0.004796	-0.274389	8	0	1	0.431577	0.426781	-0.449761
Garnl3	DEG_up	0.429052365609968	4.75540981822304e-5	2546.29466746923	0.013311	-0.018253	0.260739	7	2	1	0.352821	0.334568	0.057160999999999997
C230014O12Rik	DEG_down	-0.941530330978892	0.00167746186128609	19.4624250468337	-0.016666	-0.014372	-0.045868	6	1	3	0.256675	0.242303	-0.048819
Pbx3	DEG_down	-0.756640259597085	2.75114734734763e-14	605.772835452818	-0.033913	-0.023462	-0.194168	2	1	1	0.124151	0.100689	-0.189937
Stom	DEG_down	-1.15180697104759	2.21742207447571e-16	96.6329379657091	-0.019483	-0.032119	-0.295423	3	0	1	0.200767	0.168648	-0.508161
Mbd5	DEG_up	0.310897578529307	0.00845002580539607	3898.75394666763	0.013094	-0.014325	0.077193	7	2	3	0.161913	0.147588	-0.019271
Lypd6b	DEG_up	0.834625837282904	0.00134398274287787	28.475915216893	0.015094	0.002155	0.108359	12	2	1	0.407047	0.409202	0.283983
Arl5a	DEG_up	0.414988561282204	0.00352418090043535	1069.06463039395	0.018951	0.00854	0.148329	13	3	2	0.597194	0.605734	-0.047485
BB557941	DEG_down	-0.950831755139381	0.0388693164395147	19.6970891307481	-0.032764	-0.003649	-0.239417	8	2	3	0.487669	0.48402	-0.741184
Gpd2	DEG_down	-0.58279406937203	4.12789666652451e-12	953.070472427189	-0.034199	-0.061736	-0.354764	7	2	3	0.373619	0.311883	-1.05392
Acvr1c	DEG_down	-1.57368469734648	5.53509807325564e-25	132.880558018993	-0.025328	-0.007659	-0.087152	11	4	4	0.295594	0.287935	-0.273707
Acvr1	DEG_down	-0.365013251484785	0.00575339310543053	1274.62753828487	-0.025024	-0.051488	-0.18555	6	1	3	0.272351	0.220863	-0.594644
Csrnp3	DEG_down	-0.790961736524887	4.00051970203344e-24	686.808740517073	0.01979	0.026886	0.004111	11	3	2	0.39851	0.425396	-0.318354
Scn1a	DEG_up	0.766902778174845	6.61131207296462e-14	5133.16400035294	0.019221	0.047701	0.269163	7	3	0	0.282424	0.330125	0.941719
Scn9a	DEG_up	0.786007444334188	3.9692179433338e-5	307.48528270601	0.02922	0.008543	0.099316	10	4	3	0.408486	0.417029	0.191262
Stk39	DEG_down	-0.358433309643217	4.36740255923434e-5	3316.87498929895	-0.072519	-0.049183	-0.479683	5	2	2	0.661212	0.612029	-0.396024
Klhl23	DEG_down	-0.805180587787418	8.81310615370526e-13	243.710664434774	-0.108674	-0.045986	-0.709502	9	2	1	0.65037	0.604384	-0.753885
Mettl8	DEG_down	-0.386199960750739	1.10879010025251e-4	270.303044515424	-0.012209	6.98e-4	-0.06659	4	0	1	0.107376	0.108074	-0.010811
Metap1d	DEG_down	-0.825528570058035	8.8258910575933e-15	175.028841139989	-0.020014	-0.027175	-0.076816	8	2	2	0.314894	0.287719	-0.20132
Pdk1	DEG_down	-0.418837065885636	0.00402082714496333	98.0611261647391	-0.041017	-0.07342	-0.168067	10	2	3	0.349139	0.275719	-0.35048
Map3k20	DEG_up	0.459474141150415	0.00346075920077722	273.411409881502	0.039179	0.046532	0.10355	9	3	1	0.257755	0.304287	0.24342
Prkra	DEG_down	-0.57826223576898	7.57728254467615e-5	139.0925400948	0.022083	0.044758	0.032941	5	3	1	0.155424	0.200182	-0.085904
Fkbp7	DEG_down	-1.01701395321325	0.0041721408683963	23.6683440519698	0.044174	0.025131	-0.009548	3	1	1	0.3919	0.417031	-0.346526
P2rx3	DEG_down	-0.851432125268364	0.0358617837546971	13.8218248478937	-0.017152	-0.020647	-0.064301	6	1	2	0.440698	0.420051	0.084933
Ptprj	DEG_down	-0.376516996628617	0.0066820193283799	3350.36743627813	-0.032482	-0.046899	-0.638232	8	0	1	0.504879	0.45798	-1.191845
Agbl2	DEG_up	1.05422062933734	2.150746599048e-13	221.962825459911	0.016785	0.055198	0.167642	8	3	1	0.45006	0.505258	0.6046
C1qtnf4	DEG_up	0.676151650445707	9.58647205009306e-9	259.179457245631	0.048001	0.034945	0.917715	11	1	1	0.489017	0.523962	1.597912
Mybpc3	DEG_down	-0.853227685145382	0.0439032988209375	155.231785188412	-0.022171	9.06e-4	-0.57044	15	3	3	0.643806	0.644712	-0.731205
Trp53i11	DEG_down	-0.616203781672143	0.00566127686907439	220.089613140669	-0.016642	-0.039691	-0.238602	8	0	2	0.398994	0.359303	-1.287455
Tspan18	DEG_down	-0.559097763854767	7.50103737210401e-5	875.391692506598	-0.020796	-0.072096	-0.320583	12	0	4	0.547407	0.475311	-2.227847
Lrrc4c	DEG_down	-1.05689759020827	1.98685943298523e-10	9492.85293683141	-0.021513	-0.045273	-0.142925	6	0	2	0.295353	0.25008	-0.473288
Ldlrad3	DEG_down	-0.778053547626825	5.89552132439662e-18	1212.92888992169	0.028711	-0.068776	-0.126033	15	1	3	0.598392	0.529616	-1.933858
D430041D05Rik	DEG_up	0.595366179695572	3.01439384061941e-8	7917.68970730583	0.023777	0.003756	0.304382	9	2	1	0.3964	0.400156	0.52012100000000006
Elp4	DEG_down	-0.382072216651266	0.00117581488978086	1518.84760168661	-0.023359	-0.070472	-0.177294	12	0	5	0.449697	0.379225	-0.685982
BB218582	DEG_down	-1.51804845324999	0.00224776526752394	9.32123747846815	0.024212	0.075347	0.010314	7	3	0	0.236367	0.311714	0.010847
Kcna4	DEG_up	0.983525046833782	2.55428109049965e-4	28.1944534723394	-0.07324	-0.12581	-0.044678	10	2	4	0.319879	0.194069	-0.049367
Mettl15	DEG_down	-0.940946704850946	3.24845326791654e-9	304.862321323301	-0.043509	-0.021605	-0.322111	9	2	2	0.477709	0.456104	-0.707208
Kif18a	DEG_down	-0.877053655013156	0.00306292279061905	35.6892162611592	-0.04351	-0.021609	-0.322111	9	2	2	0.477711	0.456102	-0.707203
Bdnf	DEG_down	-1.36238643186776	6.9961251600885e-12	329.854532109525	0.030905	-0.00541	-0.077786	8	2	3	0.7966	0.79119	-1.010772
Lgr4	DEG_down	-0.376916360434039	5.88546716354287e-6	1564.87512134542	-0.017245	-0.038201	-0.187937	5	0	3	0.305536	0.267335	-0.448402
Ano3	DEG_down	-1.78750982962324	2.61528034534024e-60	1020.25796950028	-0.038497	-0.067011	-0.889311	5	1	3	0.747541	0.68053	-1.377727
Ryr3	DEG_up	0.552546000898558	3.65882154895375e-5	2738.17483895379	-0.028915	-0.071967	-0.051894	7	0	4	0.257467	0.1855	0.022811
Fmn1	DEG_down	-0.533458508061628	9.5716039415482e-4	607.550747807072	-0.033074	-0.03523	-0.223495	4	1	2	0.206575	0.171345	-0.263975
Gpr176	DEG_down	-1.95072537242892	9.07721805977823e-77	218.097724283842	0.052356	0.036871	-0.165486	5	1	0	0.362178	0.399049	-0.529339
Bmf	DEG_down	-0.776249580136422	1.17466076284999e-6	120.008585298979	-0.038052	-0.016788	-0.856607	5	1	2	0.557574	0.540786	-1.397701
Pak6	DEG_up	1.62248817731186	2.90449831667997e-9	23.5861793197255	0.029944	-0.015609	0.108777	15	2	3	0.401053	0.385444	0.047447
Ccdc9b	DEG_down	-0.98156981004055	4.9919283383309e-7	99.7987825377891	-0.032049	-0.024086	-0.376375	7	1	1	0.387069	0.362983	-0.859788
Sptbn5	DEG_up	1.93412223818437	2.99784477275101e-4	9.85668761816235	-0.020758	-0.001428	-0.074115	10	3	2	0.359054	0.357626	-0.09019
Pla2g4e	DEG_down	-0.55517575584466194	0.00156624911085047	398.221647229837	-0.021694	-0.040496	-0.214403	4	0	2	0.169574	0.129078	-0.407311
Lrrc57	DEG_up	0.403927449704744	0.0155159491932042	91.4208935366247	0.020077	0.03574	0.107344	6	3	0	0.269686	0.305426	0.227579
Stard9	DEG_up	0.387571090520178	6.75131928754535e-5	455.520384214768	-0.021957	-0.050217	-0.104907	5	0	4	0.205749	0.155532	-0.207927
Tgm5	DEG_down	-1.53040907648889	1.86055497383173e-6	23.6018024494114	-0.025041	-0.003493	-0.138807	10	3	3	0.360218	0.356725	-0.180881
