## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics --Histogram_FILE /dev/null --MINIMUM_PCT 0.0 --INCLUDE_DUPLICATES true --INPUT 260516_EMseq_LV_index_B1_Bap1_Math1_adult_mut_3391_S64_L001.good_mapq --OUTPUT 260516_EMseq_LV_index_B1_Bap1_Math1_adult_mut_3391_S64_L001.good_mapq.insert_size_metrics.txt --VALIDATION_STRINGENCY SILENT --DEVIATIONS 10.0 --METRIC_ACCUMULATION_LEVEL ALL_READS --ASSUME_SORTED true --STOP_AFTER 0 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Jun 26 13:15:00 PDT 2026

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
227	166	65	2	176853093	249.761169	104.199848	9241697	FR	27	53	79	105	131	159	191	235	341	451	671			
16058	16019	254	75	156502255	14686.825	4177.324711	141	RF	45	137	233	341	509	323209	29101833	68481135	115149863	129071531	281780157			
0	0	0	0	0	0	0	0	TANDEM	0	0	0	0	0	0	0	0	0	0	0			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count	All_Reads.rf_count
159	44841	0
160	44922	0
161	45146	0
162	45379	0
163	45484	0
164	45839	0
165	45236	0
166	45858	0
167	45392	0
168	45702	0
169	45383	0
170	45829	0
171	45114	0
172	45395	0
173	45258	0
174	45152	0
175	44750	0
176	44875	0
177	44395	0
178	44877	0
179	44582	0
180	44134	0
181	44044	0
182	43622	0
183	43449	0
184	43232	0
185	43145	0
186	42999	0
187	42771	0
188	42769	1
189	42666	0
190	42347	0
191	41730	0
192	42153	0
193	41732	0
194	41662	0
195	41285	0
196	40861	0
197	40964	0
198	40376	0
199	40768	0
200	40766	0
201	40116	0
202	40048	0
203	39848	0
204	39531	0
205	39531	0
206	38991	0
207	39027	0
208	39594	0
209	39005	0
210	38566	0
211	37962	0
212	38209	0
213	37642	0
214	38061	0
215	37787	0
216	38004	0
217	37062	0
218	36997	0
219	36956	0
220	36986	0
221	36894	0
222	36070	0
223	36025	0
224	36086	0
225	36123	0
226	35398	0
227	35275	0
228	35330	0
229	35245	0
230	34807	0
231	35020	0
232	34581	0
233	34396	0
234	34119	0
235	34137	0
236	33893	0
237	33823	0
238	33050	0
239	33285	0
240	33269	0
241	32967	0
242	32561	0
243	32782	0
244	32439	0
245	32250	0
246	31999	0
247	31762	0
248	31413	0
249	31530	0
250	31294	0
251	31153	0
252	30972	0
253	30569	0
254	30488	0
255	30550	0
256	29962	0
257	29771	0
258	29885	0
259	29515	0
260	29625	0
261	29284	0
262	29457	0
263	28840	0
264	28879	0
265	28583	0
266	28678	0
267	28092	0
268	28527	0
269	28071	0
270	28075	0
271	27856	0
272	28023	0
273	27325	0
274	27175	0
275	27253	0
276	26852	0
277	26517	0
278	26662	0
279	26284	0
280	25824	0
281	25997	0
282	25504	0
283	25488	0
284	25452	0
285	25131	0
286	25108	0
287	24382	0
288	24381	0
289	24577	0
290	24510	0
291	24206	0
292	24216	0
293	23942	1
294	23586	0
295	23618	0
296	23514	0
297	23319	0
298	23034	0
299	23142	0
300	22766	0
301	22934	0
302	22678	0
303	22446	0
304	22261	0
305	22390	0
306	21694	0
307	21953	0
308	21408	0
309	21403	0
310	21474	0
311	21045	0
312	20762	0
313	20670	0
314	20245	0
315	20380	0
316	20484	0
317	20263	0
318	20147	0
319	19957	0
320	19635	0
321	19730	0
322	19324	0
323	19396	0
324	19548	0
325	19282	0
326	19034	0
327	18625	0
328	18560	0
329	18582	0
330	18614	0
331	18362	0
332	17807	0
333	18272	0
334	17809	0
335	18114	0
336	17577	0
337	17809	0
338	17579	0
339	17345	0
340	17051	0
341	17002	0
342	16813	0
343	16714	0
344	16664	0
345	16554	0
346	16415	0
347	16340	0
348	16143	0
349	16098	0
350	16073	0
351	15890	0
352	15583	0
353	15634	0
354	15416	0
355	15240	0
356	15210	0
357	15135	0
358	14999	0
359	14815	0
360	14508	0
361	14877	0
362	14487	0
363	14526	0
364	14171	0
365	14170	0
366	14092	0
367	13538	0
368	13984	0
369	13586	0
370	13422	0
371	13509	0
372	13555	0
373	13330	0
374	13034	0
375	13041	0
376	12704	0
377	12915	0
378	12420	0
379	12682	0
380	12515	0
381	12395	0
382	12253	0
383	12028	0
384	12087	0
385	11990	0
386	11721	0
387	12075	0
388	11738	0
389	11589	0
390	11483	0
391	11366	0
392	11148	0
393	11047	0
394	10898	0
395	10888	0
396	10834	0
397	10826	0
398	10668	0
399	10500	0
400	10411	0
401	10298	0
402	10201	0
403	10147	0
404	10104	0
405	9957	0
406	9924	0
407	9823	0
408	9754	0
409	9511	0
410	9548	0
411	9547	0
412	9246	0
413	9217	0
414	9099	0
415	9276	0
416	9025	0
417	9026	0
418	8675	0
419	8788	0
420	8561	0
421	8582	0
422	8562	0
423	8478	0
424	8320	0
425	8252	0
426	8261	0
427	8182	0
428	8025	0
429	7750	0
430	7746	0
431	7728	0
432	7844	0
433	7609	0
434	7701	0
435	7589	0
436	7424	0
437	7416	0
438	7337	0
439	7121	0
440	7113	0
441	6935	0
442	7101	0
443	6877	0
444	6689	0
445	6643	0
446	6547	0
447	6527	0
448	6562	0
449	6568	0
450	6456	0
451	6173	0
452	6151	0
453	6087	0
454	5963	0
455	6163	0
456	5994	0
457	5771	0
458	5748	0
459	5683	0
460	5800	0
461	5443	0
462	5421	0
463	5588	0
464	5480	0
465	5210	0
466	5109	0
467	5363	0
468	5059	0
469	5064	0
470	4941	0
471	5017	0
472	4806	0
473	4691	0
474	4887	0
475	4681	0
476	4556	0
477	4472	0
478	4399	0
479	4493	0
480	4268	0
481	4418	0
482	4336	0
483	4255	0
484	4263	0
485	4250	0
486	3988	0
487	3997	0
488	3746	0
489	3835	0
490	3919	0
491	3826	0
492	3751	0
493	3690	0
494	3568	0
495	3671	0
496	3534	0
497	3467	0
498	3567	0
499	3327	0
500	3382	0
501	3405	0
502	3290	0
503	3251	0
504	3328	0
505	3349	0
506	3169	0
507	3209	0
508	3004	0
509	3025	0
510	3115	0
511	2933	0
512	2847	0
513	2850	0
514	2740	0
515	2837	0
516	2841	0
517	2560	0
518	2622	0
519	2559	0
520	2459	0
521	2674	0
522	2450	0
523	2539	0
524	2423	0
525	2466	0
526	2487	0
527	2345	0
528	2387	0
529	2246	0
530	2323	0
531	2289	0
532	2142	0
533	2218	0
534	2178	0
535	2183	0
536	2047	0
537	2082	0
538	2135	0
539	2019	0
540	1958	0
541	1995	0
542	1972	0
543	1877	0
544	1917	0
545	1867	0
546	1742	0
547	1799	0
548	1804	0
549	1807	0
550	1724	0
551	1668	0
552	1711	0
553	1625	0
554	1659	0
555	1689	0
556	1533	0
557	1571	0
558	1533	0
559	1556	0
560	1516	0
561	1534	0
562	1505	0
563	1448	0
564	1390	0
565	1447	0
566	1363	0
567	1361	0
568	1413	0
569	1314	0
570	1343	0
571	1395	0
572	1286	0
573	1345	0
574	1185	0
575	1299	0
576	1146	0
577	1071	0
578	1286	0
579	1159	0
580	1139	0
581	1182	0
582	1113	0
583	1129	0
584	1042	0
585	1067	0
586	1023	0
587	1042	0
588	1119	0
589	959	0
590	1047	0
591	989	0
592	908	0
593	959	0
594	927	0
595	867	0
596	838	0
597	954	0
598	927	0
599	845	0
600	800	0
601	801	0
602	881	0
603	847	0
604	792	0
605	768	0
606	772	0
607	807	0
608	720	0
609	712	0
610	691	0
611	759	0
612	708	0
613	664	0
614	724	0
615	662	0
616	725	0
617	652	0
618	685	0
619	653	0
620	681	0
621	631	0
622	646	0
623	575	0
624	532	0
625	638	0
626	588	0
627	608	0
628	622	0
629	550	0
630	564	0
631	498	0
632	481	0
633	516	0
634	527	0
635	543	0
636	511	0
637	487	0
638	490	0
639	415	0
640	476	0
641	512	0
642	436	0
643	494	0
644	479	0
645	414	0
646	419	0
647	436	0
648	374	0
649	401	0
650	444	0
651	386	0
652	381	0
653	390	0
654	369	0
655	352	0
656	332	0
657	370	0
658	340	0
659	354	0
660	376	0
661	305	0
662	320	0
663	325	0
664	293	0
665	291	0
666	347	0
667	346	0
668	298	0
669	257	0
670	322	0
671	275	0
672	271	0
673	261	0
674	241	0
675	249	0
676	261	0
677	239	0
678	260	0
679	235	0
680	246	0
681	218	0
682	203	0
683	173	0
684	216	0
685	216	0
686	212	0
687	207	0
688	194	0
689	209	0
690	188	0
691	208	0
692	180	0
693	184	0
694	193	0
695	153	0
696	161	0
697	152	0
698	148	0
699	189	0
700	154	0
701	172	0
702	133	0
703	148	0
704	143	0
705	132	0
706	146	0
707	113	0
708	154	0
709	134	0
710	86	0
711	112	0
712	118	0
713	98	0
714	99	0
715	109	0
716	103	0
717	111	0
718	105	0
719	113	0
720	96	0
721	125	0
722	103	0
723	110	0
724	89	0
725	110	0
726	129	0
727	124	0
728	80	0
729	70	0
730	68	0
731	78	0
732	59	0
733	72	0
734	80	0
735	76	0
736	107	0
737	57	0
738	70	0
739	63	0
740	51	0
741	63	0
742	67	0
743	74	0
744	60	0
745	78	0
746	54	0
747	64	0
748	49	0
749	43	0
750	41	0
751	29	0
752	34	0
753	54	0
754	28	0
755	28	0
756	34	0
757	42	0
758	28	0
759	34	0
760	33	0
761	28	0
762	25	0
763	33	0
764	28	0
765	25	0
766	37	0
767	45	0
768	24	0
769	33	0
770	24	0
771	12	0
772	13	0
773	21	0
774	13	0
775	24	0
776	10	0
777	13	0
778	13	0
779	15	0
780	11	0
781	10	0
782	11	0
783	15	0
784	11	0
785	11	0
786	12	0
787	11	0
788	16	0
789	12	0
790	12	0
791	9	0
792	13	0
793	8	0
794	14	0
795	9	0
796	3	0
797	13	0
798	6	0
799	5	0
800	9	0
801	9	0
802	6	0
803	5	0
804	5	0
805	5	0
806	10	0
807	3	0
808	1	0
809	4	0
810	3	0
811	12	0
812	1	0
813	5	0
814	5	0
815	7	0
816	1	0
817	1	0
818	4	0
819	6	0
821	6	0
822	2	0
823	3	0
824	4	0
825	2	0
826	3	0
827	2	0
828	3	0
829	2	0
830	1	0
832	1	0
833	2	0
834	3	0
836	2	0
837	2	0
838	1	0
839	3	0
842	2	0
843	3	0
844	1	0
845	2	0
846	1	0
847	3	0
853	2	0
855	3	0
856	1	0
857	1	0
861	1	0
863	1	0
865	1	0
868	1	0
869	1	0
876	1	0
989	0	1
1976	0	1
2450	0	1
3356	0	1
15710	0	1
15796	0	1
15804	0	1
15815	0	2
15845	0	1
15849	0	1
15852	0	1
15858	0	1
15863	0	1
15868	0	2
15881	0	1
15883	0	1
15885	0	1
15886	0	1
15888	0	1
15898	0	1
15911	0	1
15912	0	1
15919	0	2
15920	0	1
15924	0	2
15927	0	1
15933	0	1
15939	0	1
15942	0	1
15944	0	1
15947	0	1
15948	0	1
15949	0	2
15952	0	1
15961	0	1
15963	0	1
15969	0	1
15976	0	1
15987	0	1
15990	0	1
15992	0	1
15997	0	1
16000	0	1
16007	0	1
16012	0	1
16014	0	1
16015	0	1
16019	0	3
16021	0	1
16030	0	1
16036	0	2
16037	0	1
16039	0	3
16050	0	1
16054	0	1
16055	0	1
16058	0	2
16060	0	2
16064	0	1
16074	0	1
16097	0	1
16131	0	1
16152	0	1
16183	0	2

