gene_symbol	n_hubs	hub_directions	direction_mixed	mean_stripe_lfc	log2FoldChange	padj	baseMean
Odad1	2	gained,lost	TRUE	-0.09215000000000001	0.090456385047861	0.92390154807044	15.7053021759411
Odad3	2	gained,lost	TRUE	-0.08349999999999999	-0.281183133060714	0.713797124842205	10.4384974245282
Otog	2	gained,lost	TRUE	-0.09215000000000001	NA	NA	NA
Pacs2	2	gained,lost	TRUE	0.1113	0.137417755890828	0.436244205356658	1008.25727968883
Pcdh12	2	gained,lost	TRUE	-0.10540000000000001	-0.0194570667322705	0.994420333816504	3.26978339155798
Pga5	2	gained,lost	TRUE	-0.0658	NA	NA	NA
Phkb	2	gained,lost	TRUE	-0.10805000000000001	-0.2024987582546	0.129391006401983	914.033443700465
Pld4	2	gained,lost	TRUE	0.1113	-0.54069103464265	0.633896678820994	3.70231093138009
Plppr2	2	gained,lost	TRUE	-0.08349999999999999	-0.130493862165775	0.543499525175394	246.704480081193
Prag1	2	gained,lost	TRUE	-0.08405	-0.303866303228656	0.00818613666457048	1642.54903452031
Prkcsh	2	gained,lost	TRUE	-0.08349999999999999	-0.0818430398039878	0.701446175563162	212.792791074368
Prpf19	2	gained,lost	TRUE	-0.0658	-0.0896435989358145	0.740702717402806	410.004868463407
Rab3d	2	gained,lost	TRUE	-0.08349999999999999	-0.733099444296554	4.78323988301555e-5	44.5879504767089
Rasl11b	2	lost	FALSE	-0.0713	-0.472733333973737	0.051627214573593	56.6447664469367
Rgl3	2	gained,lost	TRUE	-0.08349999999999999	-0.322660413388934	0.108941098372465	457.255506519278
Rnf14	2	gained,lost	TRUE	-0.10540000000000001	-0.0114816701970938	0.956214499607653	656.937888461439
Rpl18	2	gained,lost	TRUE	-0.09215000000000001	-0.193995904311419	0.70639548509839	63.4613652661089
Saa3	2	gained,lost	TRUE	-0.09215000000000001	-0.876242637699635	0.500845242048569	2.51423799332269
Saal1	2	gained,lost	TRUE	-0.09215000000000001	-0.040506353654252	0.920889832559517	250.486269532046
Sdhaf2	2	gained,lost	TRUE	-0.0658	0.074808529354415	0.765222469749019	147.028902259598
Sec1	2	gained,lost	TRUE	-0.09215000000000001	NA	NA	NA
Sergef	2	gained,lost	TRUE	-0.09215000000000001	-0.208144204806019	0.073189309587335	2040.3405546094
Slc15a3	2	gained,lost	TRUE	-0.0658	-0.328580559245999	0.314519262432384	80.3467264639634
Spaca4	2	gained,lost	TRUE	-0.09215000000000001	NA	NA	NA
Spc24	2	gained,lost	TRUE	-0.08349999999999999	0.752300261369989	0.49537557304732	5.05800034241758
Sphk2	2	gained,lost	TRUE	-0.09215000000000001	0.121148215966249	0.690312620193747	169.276758237533
Spry4	2	gained,lost	TRUE	-0.10540000000000001	-1.1019677423881	4.75756558412402e-5	84.8364097452053
Sult2b1	2	gained,lost	TRUE	-0.09215000000000001	0.180056384411077	0.85258765599927	10.7245325195925
Swsap1	2	gained,lost	TRUE	-0.08349999999999999	-0.316595502000139	0.585817672624274	14.798133689963
Syngr4	2	gained,lost	TRUE	-0.09215000000000001	0.00517356467857808	0.996741412602588	15.6172343888938
Tex22	2	gained,lost	TRUE	0.1113	0.0345642661696094	0.978462886366491	10.4418139796457
Tkfc	2	gained,lost	TRUE	-0.0658	-0.111903171386261	0.834194251694826	30.2857848530077
Tmem109	2	gained,lost	TRUE	-0.0658	-0.199847611041441	0.293260114702189	257.79803701559
Tmem132a	2	gained,lost	TRUE	-0.0658	-0.23108067341498	0.393342762640668	721.489619927453
Tmem138	2	gained,lost	TRUE	-0.0658	-0.20449135560726	0.780780359792535	19.7828989635938
Tmem143	2	gained,lost	TRUE	-0.09215000000000001	-0.0472324768387956	0.922133838006393	77.7003590825527
Tmem205	2	gained,lost	TRUE	-0.08349999999999999	0.130016899109309	0.794718675328583	29.2922497447732
Tmem216	2	gained,lost	TRUE	-0.0658	-0.2648400185808	0.355192441599946	46.0514655202922
Tph1	2	gained,lost	TRUE	-0.09215000000000001	NA	NA	NA
Ubash3b	2	gained,lost	TRUE	-0.12145	-0.223655430540249	0.298433447143103	3794.35951833889
Ush1c	2	gained,lost	TRUE	-0.09215000000000001	NA	NA	NA
Usp46	2	lost	FALSE	-0.0713	-0.232340387502289	4.35139054049456e-5	799.04533044473
Vps37c	2	gained,lost	TRUE	-0.0658	0.0323415382256749	0.931199029828706	320.873473009977
Vwce	2	gained,lost	TRUE	-0.0658	0.331217748484136	0.814917778717034	3.90428701921311
