loop_id	direction	ctcf_anchor_count	ctcf_anchor	ctcf_end_type	other_end_type	loop_type_extended
loop_5728	up_in_mutant	1	1	Repressed_Promoter	Polycomb	Repressed_Promoter-Polycomb
loop_5753	up_in_mutant	1	2	Polycomb	Active_Enhancer	Polycomb-Active_Enhancer
loop_21115	up_in_mutant	1	1	CTCF_Site	Repressed_Promoter	Repressed_Promoter-CTCF_Site
loop_15862	up_in_mutant	1	1	Repressed_Promoter	Active_Enhancer	Repressed_Promoter-Active_Enhancer
loop_5940	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_5973	up_in_mutant	1	1	Polycomb	Polycomb	Polycomb-Polycomb
loop_6012	up_in_mutant	1	1	Active_Promoter	Repressed_Promoter	Active_Promoter-Repressed_Promoter
loop_6068	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_6070	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_6124	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_17798	up_in_mutant	1	1	Polycomb	Polycomb	Polycomb-Polycomb
loop_6140	up_in_mutant	1	1	CTCF_Site	Active_Enhancer	Active_Enhancer-CTCF_Site
loop_21576	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_22323	up_in_mutant	1	2	Polycomb	Other	Polycomb-Other
loop_22635	up_in_mutant	1	2	Polycomb	Poised_Enhancer	Polycomb-Poised_Enhancer
loop_22636	up_in_mutant	1	2	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_6376	down_in_mutant	1	1	Poised_Enhancer	Active_Enhancer	Active_Enhancer-Poised_Enhancer
loop_7580	down_in_mutant	1	2	Active_Enhancer	Other	Active_Enhancer-Other
loop_6419	down_in_mutant	1	1	CTCF_Site	Active_Promoter	Active_Promoter-CTCF_Site
loop_7663	down_in_mutant	1	2	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_6531	down_in_mutant	1	2	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_6564	down_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_6570	up_in_mutant	1	2	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_6618	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_7927	up_in_mutant	1	2	CTCF_Site	Polycomb	Polycomb-CTCF_Site
loop_6672	up_in_mutant	1	1	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_6733	down_in_mutant	1	1	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_8225	up_in_mutant	1	2	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_6889	down_in_mutant	1	1	Active_Enhancer	Poised_Enhancer	Active_Enhancer-Poised_Enhancer
loop_6901	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_8152	up_in_mutant	1	1	CTCF_Site	Repressed_Promoter	Repressed_Promoter-CTCF_Site
loop_8427	down_in_mutant	1	1	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_8474	down_in_mutant	1	1	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_7156	up_in_mutant	1	1	CTCF_Site	Repressed_Promoter	Repressed_Promoter-CTCF_Site
loop_7194	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_7284	down_in_mutant	1	2	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_8739	up_in_mutant	1	2	Repressed_Promoter	Other	Repressed_Promoter-Other
loop_7336	down_in_mutant	1	2	Active_Promoter	Other	Active_Promoter-Other
loop_8954	up_in_mutant	1	2	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_8947	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_9106	down_in_mutant	1	2	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_7691	down_in_mutant	1	2	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_9380	down_in_mutant	1	2	Active_Enhancer	Polycomb	Polycomb-Active_Enhancer
loop_8067	up_in_mutant	1	2	Poised_Enhancer	Repressed_Promoter	Repressed_Promoter-Poised_Enhancer
loop_199	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_9513	up_in_mutant	1	1	CTCF_Site	Polycomb	Polycomb-CTCF_Site
loop_9863	down_in_mutant	1	2	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_9943	down_in_mutant	1	2	Active_Enhancer	Active_Promoter	Active_Promoter-Active_Enhancer
loop_8234	down_in_mutant	1	2	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_8236	up_in_mutant	1	2	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_8343	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_8349	up_in_mutant	1	2	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_8366	up_in_mutant	1	1	Polycomb	Other	Polycomb-Other
loop_10119	down_in_mutant	1	2	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_8410	up_in_mutant	1	1	CTCF_Site	Polycomb	Polycomb-CTCF_Site
loop_10215	down_in_mutant	1	1	Active_Enhancer	Other	Active_Enhancer-Other
loop_10186	up_in_mutant	1	1	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb
loop_8445	up_in_mutant	1	1	Active_Promoter	Other	Active_Promoter-Other
loop_8612	down_in_mutant	1	1	Polycomb	Polycomb	Polycomb-Polycomb
loop_10490	down_in_mutant	1	1	Active_Promoter	Poised_Enhancer	Active_Promoter-Poised_Enhancer
loop_8726	down_in_mutant	1	2	Poised_Enhancer	Active_Promoter	Active_Promoter-Poised_Enhancer
loop_8748	up_in_mutant	1	1	Poised_Enhancer	Polycomb	Polycomb-Poised_Enhancer
loop_10726	up_in_mutant	1	1	Polycomb	Polycomb	Polycomb-Polycomb
loop_8890	down_in_mutant	1	1	CTCF_Site	Active_Enhancer	Active_Enhancer-CTCF_Site
loop_8910	down_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_10954	up_in_mutant	1	2	Repressed_Promoter	Polycomb	Repressed_Promoter-Polycomb
loop_8951	down_in_mutant	1	1	Poised_Enhancer	Active_Enhancer	Active_Enhancer-Poised_Enhancer
loop_9021	down_in_mutant	1	1	Active_Enhancer	Poised_Enhancer	Active_Enhancer-Poised_Enhancer
loop_9072	up_in_mutant	1	2	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_20807	up_in_mutant	1	1	Polycomb	Polycomb	Polycomb-Polycomb
loop_11110	up_in_mutant	1	2	Polycomb	Polycomb	Polycomb-Polycomb
loop_9176	up_in_mutant	1	1	Repressed_Promoter	Polycomb	Repressed_Promoter-Polycomb
loop_11409	down_in_mutant	1	1	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_11417	down_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_9586	up_in_mutant	1	1	Polycomb	Polycomb	Polycomb-Polycomb
loop_9713	up_in_mutant	1	2	Active_Promoter	Active_Enhancer	Active_Promoter-Active_Enhancer
loop_12304	up_in_mutant	1	1	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_10151	up_in_mutant	1	1	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_10203	down_in_mutant	1	1	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_12439	up_in_mutant	1	2	Repressed_Promoter	Poised_Enhancer	Repressed_Promoter-Poised_Enhancer
loop_10236	down_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_12637	up_in_mutant	1	2	CTCF_Site	Repressed_Promoter	Repressed_Promoter-CTCF_Site
loop_12527	up_in_mutant	1	2	CTCF_Site	Repressed_Promoter	Repressed_Promoter-CTCF_Site
loop_10252	up_in_mutant	1	1	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_12672	up_in_mutant	1	2	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_12696	down_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_10413	down_in_mutant	1	2	Poised_Enhancer	Active_Enhancer	Active_Enhancer-Poised_Enhancer
loop_10488	down_in_mutant	1	1	Active_Promoter	Active_Promoter	Active_Promoter-Active_Promoter
loop_12981	up_in_mutant	1	2	Repressed_Promoter	Polycomb	Repressed_Promoter-Polycomb
loop_10518	down_in_mutant	1	1	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_10523	up_in_mutant	1	1	Bivalent_Promoter	Other	Bivalent_Promoter-Other
loop_13104	up_in_mutant	1	1	Polycomb	Polycomb	Polycomb-Polycomb
loop_13039	down_in_mutant	1	2	Active_Promoter	Active_Enhancer	Active_Promoter-Active_Enhancer
loop_22026	up_in_mutant	1	1	Poised_Enhancer	Bivalent_Promoter	Bivalent_Promoter-Poised_Enhancer
loop_10556	down_in_mutant	1	1	Active_Enhancer	Poised_Enhancer	Active_Enhancer-Poised_Enhancer
loop_10608	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_13248	up_in_mutant	1	2	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_13452	down_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_10836	up_in_mutant	1	2	Polycomb	Polycomb	Polycomb-Polycomb
loop_10860	down_in_mutant	1	2	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_13638	down_in_mutant	1	2	Active_Enhancer	Bivalent_Promoter	Bivalent_Promoter-Active_Enhancer
loop_12748	up_in_mutant	1	1	Repressed_Promoter	Polycomb	Repressed_Promoter-Polycomb
loop_11064	down_in_mutant	1	1	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_11090	up_in_mutant	1	1	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_11095	up_in_mutant	1	2	Poised_Enhancer	Polycomb	Polycomb-Poised_Enhancer
loop_11158	down_in_mutant	1	1	Poised_Enhancer	Active_Enhancer	Active_Enhancer-Poised_Enhancer
loop_14142	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_13991	up_in_mutant	1	1	Polycomb	Other	Polycomb-Other
loop_14298	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_14438	down_in_mutant	1	1	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_11566	up_in_mutant	1	1	Poised_Enhancer	Polycomb	Polycomb-Poised_Enhancer
loop_14629	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_11732	down_in_mutant	1	2	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_15029	down_in_mutant	1	2	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_11917	up_in_mutant	1	2	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_15086	up_in_mutant	1	2	CTCF_Site	Repressed_Promoter	Repressed_Promoter-CTCF_Site
loop_12035	up_in_mutant	1	1	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_12039	down_in_mutant	1	2	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_12073	up_in_mutant	1	1	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_15314	up_in_mutant	1	1	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_12147	down_in_mutant	1	1	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_12261	down_in_mutant	1	2	Active_Promoter	Active_Enhancer	Active_Promoter-Active_Enhancer
loop_15870	down_in_mutant	1	1	Active_Enhancer	Other	Active_Enhancer-Other
loop_14425	down_in_mutant	1	1	Active_Enhancer	Polycomb	Polycomb-Active_Enhancer
loop_15859	down_in_mutant	1	1	Active_Enhancer	Poised_Enhancer	Active_Enhancer-Poised_Enhancer
loop_19947	up_in_mutant	1	1	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb
loop_15879	up_in_mutant	1	1	Active_Promoter	Other	Active_Promoter-Other
loop_12577	down_in_mutant	1	2	Active_Enhancer	Active_Promoter	Active_Promoter-Active_Enhancer
loop_15878	up_in_mutant	1	1	Polycomb	Other	Polycomb-Other
loop_15912	up_in_mutant	1	2	CTCF_Site	Polycomb	Polycomb-CTCF_Site
loop_12735	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_12740	up_in_mutant	1	2	Poised_Enhancer	Repressed_Promoter	Repressed_Promoter-Poised_Enhancer
loop_12758	down_in_mutant	1	1	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_12925	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_16551	down_in_mutant	1	2	Active_Promoter	Active_Enhancer	Active_Promoter-Active_Enhancer
loop_16574	up_in_mutant	1	2	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_13105	up_in_mutant	1	1	Repressed_Promoter	Poised_Enhancer	Repressed_Promoter-Poised_Enhancer
loop_13108	up_in_mutant	1	1	CTCF_Site	Repressed_Promoter	Repressed_Promoter-CTCF_Site
loop_13149	up_in_mutant	1	1	Polycomb	Other	Polycomb-Other
loop_16964	down_in_mutant	1	1	Poised_Enhancer	Active_Enhancer	Active_Enhancer-Poised_Enhancer
loop_13399	down_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_13428	up_in_mutant	1	1	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_16932	up_in_mutant	1	1	Polycomb	Other	Polycomb-Other
loop_17011	down_in_mutant	1	2	Active_Promoter	Active_Enhancer	Active_Promoter-Active_Enhancer
loop_17115	down_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_13540	down_in_mutant	1	1	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb
loop_20207	up_in_mutant	1	2	Repressed_Promoter	Polycomb	Repressed_Promoter-Polycomb
loop_17171	up_in_mutant	1	1	Active_Promoter	Active_Enhancer	Active_Promoter-Active_Enhancer
loop_17197	up_in_mutant	1	1	Polycomb	Poised_Enhancer	Polycomb-Poised_Enhancer
loop_13635	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_17265	up_in_mutant	1	2	CTCF_Site	Other	CTCF_Site-Other
loop_17288	up_in_mutant	1	2	CTCF_Site	Polycomb	Polycomb-CTCF_Site
loop_13952	down_in_mutant	1	1	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_17804	up_in_mutant	1	1	Polycomb	Polycomb	Polycomb-Polycomb
loop_14054	down_in_mutant	1	2	Active_Enhancer	Active_Promoter	Active_Promoter-Active_Enhancer
loop_17877	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_17831	up_in_mutant	1	2	Repressed_Promoter	Poised_Enhancer	Repressed_Promoter-Poised_Enhancer
loop_18035	up_in_mutant	1	1	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_18342	down_in_mutant	1	2	Active_Promoter	Active_Enhancer	Active_Promoter-Active_Enhancer
loop_18321	up_in_mutant	1	2	CTCF_Site	Repressed_Promoter	Repressed_Promoter-CTCF_Site
loop_14488	up_in_mutant	1	2	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb
loop_18556	down_in_mutant	1	1	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_14620	up_in_mutant	1	1	CTCF_Site	Polycomb	Polycomb-CTCF_Site
loop_18607	up_in_mutant	1	2	Poised_Enhancer	Repressed_Promoter	Repressed_Promoter-Poised_Enhancer
loop_7961	down_in_mutant	1	2	Active_Promoter	Active_Promoter	Active_Promoter-Active_Promoter
loop_14732	up_in_mutant	1	2	Poised_Enhancer	Active_Promoter	Active_Promoter-Poised_Enhancer
loop_18774	up_in_mutant	1	1	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_8618	down_in_mutant	1	2	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_18848	up_in_mutant	1	1	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_14919	down_in_mutant	1	2	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_15036	up_in_mutant	1	1	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_11138	up_in_mutant	1	2	Poised_Enhancer	Polycomb	Polycomb-Poised_Enhancer
loop_15272	up_in_mutant	1	2	Polycomb	Polycomb	Polycomb-Polycomb
loop_15285	down_in_mutant	1	1	Poised_Enhancer	Active_Promoter	Active_Promoter-Poised_Enhancer
loop_12736	down_in_mutant	1	2	Active_Enhancer	Active_Promoter	Active_Promoter-Active_Enhancer
loop_20985	up_in_mutant	1	1	Poised_Enhancer	Polycomb	Polycomb-Poised_Enhancer
loop_15334	up_in_mutant	1	2	CTCF_Site	Active_Promoter	Active_Promoter-CTCF_Site
loop_19605	up_in_mutant	1	2	Polycomb	Poised_Enhancer	Polycomb-Poised_Enhancer
loop_14236	up_in_mutant	1	2	Repressed_Promoter	Polycomb	Repressed_Promoter-Polycomb
loop_15615	up_in_mutant	1	2	Polycomb	Other	Polycomb-Other
loop_15664	up_in_mutant	1	1	Active_Promoter	Poised_Enhancer	Active_Promoter-Poised_Enhancer
loop_15856	up_in_mutant	1	1	Poised_Enhancer	Active_Promoter	Active_Promoter-Poised_Enhancer
loop_15888	up_in_mutant	1	2	Repressed_Promoter	Other	Repressed_Promoter-Other
loop_17230	down_in_mutant	1	2	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb
loop_15959	down_in_mutant	1	1	Poised_Enhancer	Other	Poised_Enhancer-Other
loop_20430	up_in_mutant	1	1	Repressed_Promoter	Other	Repressed_Promoter-Other
loop_21672	up_in_mutant	1	2	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
