TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
40000000.0	39642123.2	39606094.1	39653974.2
41000000.0	40629269.7	40588196.0	40641730.3
42000000.0	41616597.7	41571105.6	41629377.0
43000000.0	42603626.9	42554959.3	42616915.7
44000000.0	43590251.6	43538711.4	43604580.0
45000000.0	44576997.5	44522300.1	44592341.2
46000000.0	45563581.0	45505497.0	45580080.8
47000000.0	46550183.9	46486792.4	46567768.8
48000000.0	47536683.2	47467258.3	47555407.0
49000000.0	48522645.2	48444327.6	48542997.1
50000000.0	49509102.6	49420856.9	49530540.9
51000000.0	50495544.4	50397312.5	50518039.9
52000000.0	51481897.4	51375524.6	51505495.7
53000000.0	52468189.9	52353371.2	52492909.7
54000000.0	53454414.4	53330881.8	53480283.3
55000000.0	54440227.3	54308067.3	54467617.8
56000000.0	55426238.9	55284938.2	55454382.1
57000000.0	56412179.7	56261504.3	56441020.0
58000000.0	57398050.6	57237775.1	57427554.2
59000000.0	58383869.4	58213759.4	58413984.5
60000000.0	59369714.6	59189465.4	59400310.5
61000000.0	60355299.8	60164900.5	60386547.0
62000000.0	61340854.9	61140071.6	61372741.1
63000000.0	62326390.4	62114984.7	62359290.3
64000000.0	63311861.1	63089645.6	63345986.1
65000000.0	64297234.0	64064058.9	64332202.1
66000000.0	65282541.9	65038229.2	65318359.1
67000000.0	66267674.2	66012160.1	66304840.4
68000000.0	67252739.0	66985855.0	67291561.8
69000000.0	68237736.7	67959316.9	68278258.7
70000000.0	69222667.9	68932548.0	69264950.1
71000000.0	70207533.2	69905550.5	70251617.7
72000000.0	71192333.1	70878326.2	71238262.0
73000000.0	72177068.0	71850876.4	72224883.7
74000000.0	73161738.5	72823202.4	73211483.4
75000000.0	74146345.0	73795305.1	74198061.8
76000000.0	75130887.9	74767351.6	75184619.2
77000000.0	76115367.6	75739967.2	76171156.4
78000000.0	77099784.5	76712383.3	77157673.8
79000000.0	78084139.1	77684597.6	78144171.8
80000000.0	79068431.6	78656607.7	79130651.0
81000000.0	80052662.5	79628411.6	80117111.9
82000000.0	81036832.1	80597040.2	81103554.8
83000000.0	82020940.6	81565026.2	82089980.3
84000000.0	83004333.2	82532754.0	83076388.6
85000000.0	83986948.3	83500225.8	84062780.3
86000000.0	84969447.7	84467443.6	85049155.7
87000000.0	85952528.4	85434409.1	86035560.0
88000000.0	86936242.0	86401123.9	87021924.4
89000000.0	87919895.8	87367589.4	88008223.0
90000000.0	88903490.1	88333806.8	88994504.7
91000000.0	89887025.1	89299777.1	89980769.9
92000000.0	90870501.0	90265501.4	90967018.8
93000000.0	91853918.2	91230980.3	91953251.8
94000000.0	92837276.7	92196214.5	92939469.1
95000000.0	93820576.9	93161204.5	93925671.0
96000000.0	94803819.0	94125950.8	94911857.7
97000000.0	95787003.1	95090453.8	95898029.5
98000000.0	96770129.5	96054713.7	96884186.6
99000000.0	97752775.3	97018730.7	97870329.3
100000000.0	98735178.1	97982505.0	98856457.7
101000000.0	99717503.6	98946036.6	99842572.2
102000000.0	100699751.7	99909325.6	100828680.9
103000000.0	101681922.7	100872372.0	101814783.7
104000000.0	102664016.8	101835175.8	102800873.5
105000000.0	103646033.9	102797736.8	103786950.6
106000000.0	104627974.4	103760055.0	104773015.1
107000000.0	105609838.2	104722130.2	105759067.2
108000000.0	106592098.0	105683962.4	106745107.0
109000000.0	107574359.2	106645551.3	107731134.8
110000000.0	108556560.0	107606896.7	108717150.6
111000000.0	109538700.5	108567998.5	109703154.8
112000000.0	110520576.4	109528856.5	110689147.4
113000000.0	111501617.4	110489470.5	111675128.5
114000000.0	112482574.5	111449840.3	112661224.2
115000000.0	113463447.6	112409965.6	113647351.0
116000000.0	114444237.0	113369846.3	114633470.9
117000000.0	115424942.9	114329482.1	115619583.9
118000000.0	116405565.3	115288740.6	116605690.3
119000000.0	117386104.4	116247684.6	117591790.1
120000000.0	118367059.6	117206382.9	118577883.4
121000000.0	119348217.3	118164835.4	119563970.5
122000000.0	120329455.5	119123041.9	120550051.4
123000000.0	121310628.7	120081002.1	121536126.2
124000000.0	122291739.4	121038715.9	122522195.1
125000000.0	123272787.7	121996183.0	123508258.1
126000000.0	124253773.7	122953403.3	124494315.5
127000000.0	125234697.5	123910376.6	125480367.2
128000000.0	126215559.1	124867102.6	126466413.4
129000000.0	127196358.5	125823581.2	127452454.2
130000000.0	128177096.0	126779812.1	128438489.7
131000000.0	129157771.5	127735795.4	129424520.0
132000000.0	130138385.1	128691530.7	130410545.1
133000000.0	131118936.8	129647017.9	131396565.3
134000000.0	132099426.8	130602256.9	132382580.5
135000000.0	133079855.1	131557247.5	133368590.8
136000000.0	134060221.8	132511989.5	134354596.4
137000000.0	135040526.9	133466482.9	135340597.3
138000000.0	136020770.5	134420727.5	136326593.6
139000000.0	137000952.6	135374723.2	137312585.4
140000000.0	137981073.3	136328469.9	138298549.4
141000000.0	138961132.7	137281967.4	139284467.5
142000000.0	139941130.8	138235215.7	140270380.2
143000000.0	140921067.6	139188214.6	141256287.5
144000000.0	141900943.2	140140964.0	142242189.6
145000000.0	142880757.7	141093463.9	143228086.5
146000000.0	143860511.1	142045714.2	144213978.2
147000000.0	144840203.5	142997714.8	145199864.8
148000000.0	145819834.9	143949465.7	146185746.5
149000000.0	146799405.3	144900966.6	147171623.1
150000000.0	147778914.8	145852217.7	148157494.9
151000000.0	148758363.4	146803218.8	149143361.9
152000000.0	149737751.2	147753969.8	150129224.1
153000000.0	150717078.3	148704470.8	151115081.6
154000000.0	151696344.6	149654721.7	152100934.4
155000000.0	152675550.2	150604722.3	153086782.7
156000000.0	153654695.2	151554472.8	154072626.3
157000000.0	154633779.6	152503973.0	155058465.5
158000000.0	155612803.4	153453223.0	156044300.3
159000000.0	156591766.6	154402222.6	157030130.6
160000000.0	157570669.4	155350971.9	158015956.6
161000000.0	158549511.6	156299470.9	159001778.3
162000000.0	159528332.8	157247719.5	159987595.7
163000000.0	160507116.8	158195717.7	160973408.9
164000000.0	161485841.5	159144337.3	161959218.0
165000000.0	162464507.0	160092880.4	162945022.9
166000000.0	163443113.5	161041176.6	163930823.8
167000000.0	164421660.8	161989225.6	164916620.6
168000000.0	165400149.1	162937027.8	165902413.5
169000000.0	166378578.3	163884583.0	166888202.4
170000000.0	167356948.6	164831891.4	167873987.3
171000000.0	168335259.9	165778953.0	168859768.4
172000000.0	169313512.3	166725767.9	169845545.7
173000000.0	170291705.7	167672336.1	170831319.2
174000000.0	171269840.3	168618657.7	171817088.9
175000000.0	172247916.1	169564732.8	172802854.8
176000000.0	173225933.0	170510561.4	173788617.1
177000000.0	174203891.2	171456143.6	174774375.7
178000000.0	175181790.6	172401479.5	175760130.7
179000000.0	176159631.3	173346569.1	176745882.1
180000000.0	177137413.2	174291412.6	177731630.0
181000000.0	178115136.5	175236009.8	178717374.3
182000000.0	179092801.2	176180361.1	179703115.1
183000000.0	180070407.2	177124466.3	180688852.4
184000000.0	181047954.7	178068325.7	181674586.3
185000000.0	182025443.5	179011939.1	182660316.8
186000000.0	183002873.8	179955306.9	183646044.0
187000000.0	183980245.6	180898428.9	184631767.7
188000000.0	184957558.9	181841305.3	185617488.2
189000000.0	185934813.8	182783936.2	186603205.3
190000000.0	186912010.1	183726321.6	187588919.2
191000000.0	187889148.1	184668461.6	188574629.9
192000000.0	188866227.6	185610356.3	189560337.3
193000000.0	189843248.8	186552005.8	190546041.5
194000000.0	190820211.6	187493410.1	191531742.6
195000000.0	191797116.0	188434569.3	192517440.5
196000000.0	192773962.1	189375483.6	193503141.9
197000000.0	193750750.0	190316152.9	194488841.9
198000000.0	194727479.5	191256577.4	195474538.9
199000000.0	195704150.8	192196757.1	196460233.0
200000000.0	196680763.9	193136692.2	197445924.1
201000000.0	197657318.7	194076382.6	198431612.3
202000000.0	198633815.4	195015828.6	199417297.7
203000000.0	199610253.9	195955030.1	200402980.2
204000000.0	200586634.2	196893987.2	201388659.8
205000000.0	201562956.4	197832700.1	202374336.6
206000000.0	202539220.4	198771168.8	203360010.7
207000000.0	203515426.4	199709393.5	204345681.9
208000000.0	204491574.3	200647374.1	205331350.4
209000000.0	205467664.1	201585110.7	206317016.1
210000000.0	206443695.8	202522603.5	207302679.1
211000000.0	207419669.5	203459852.6	208288339.4
212000000.0	208395585.3	204396858.0	209273997.0
213000000.0	209371443.0	205333619.8	210259652.0
214000000.0	210347242.7	206270138.0	211245304.3
215000000.0	211322984.5	207206412.9	212230953.9
216000000.0	212298668.3	208142444.4	213216601.0
217000000.0	213274294.2	209078232.7	214202245.4
218000000.0	214249862.2	210013777.8	215187887.3
219000000.0	215225372.3	210949079.8	216173526.6
220000000.0	216200824.5	211884138.8	217159163.3
221000000.0	217176218.8	212818955.0	218144797.5
222000000.0	218151555.3	213753528.3	219130429.2
223000000.0	219126833.9	214687858.9	220116058.3
224000000.0	220102054.8	215621946.8	221101685.0
225000000.0	221077217.8	216555792.2	222087309.2
226000000.0	222052323.0	217489395.1	223072930.9
227000000.0	223027370.5	218422755.6	224058550.2
228000000.0	224002360.2	219355873.8	225044167.0
229000000.0	224977292.1	220288749.9	226029781.5
230000000.0	225952166.3	221221383.8	227015393.5
231000000.0	226926982.8	222153775.6	228001003.1
232000000.0	227901741.6	223085925.6	228986610.3
233000000.0	228876442.7	224017833.7	229972215.2
234000000.0	229851086.1	224949500.0	230957817.7
235000000.0	230825671.8	225880924.6	231943417.9
236000000.0	231800199.9	226812107.7	232929015.7
237000000.0	232774670.3	227743049.2	233914611.2
238000000.0	233749083.2	228673749.3	234900204.4
239000000.0	234723438.4	229604208.2	235885795.3
240000000.0	235697736.0	230534425.7	236871384.0
241000000.0	236671976.0	231464402.2	237856970.3
242000000.0	237646158.5	232394137.6	238842554.4
243000000.0	238620283.4	233323632.0	239828136.3
244000000.0	239594350.7	234252885.5	240813715.9
245000000.0	240568360.5	235181898.3	241799293.2
246000000.0	241542312.8	236110670.3	242784868.4
247000000.0	242516207.5	237039201.8	243770441.3
248000000.0	243490044.8	237967492.7	244756012.1
249000000.0	244463824.5	238895543.2	245741580.7
250000000.0	245437546.8	239823353.4	246727147.0
251000000.0	246411211.6	240750923.3	247712711.3
252000000.0	247384819.0	241678253.0	248698273.3
253000000.0	248358368.9	242605342.7	249683833.2
254000000.0	249331861.4	243532192.4	250669391.0
255000000.0	250305296.5	244458802.2	251654946.6
256000000.0	251278674.1	245385172.2	252640500.2
257000000.0	252251994.4	246311302.5	253626051.6
258000000.0	253225257.3	247237193.2	254611600.9
259000000.0	254198462.8	248162844.3	255597148.1
260000000.0	255171610.9	249088256.0	256582720.5
261000000.0	256144701.6	250013428.4	257568342.7
262000000.0	257117735.1	250938361.5	258553963.6
263000000.0	258090711.2	251863055.4	259539583.2
264000000.0	259063629.9	252787510.2	260525201.5
265000000.0	260036491.4	253711726.1	261510818.5
266000000.0	261009295.5	254635703.0	262496434.3
267000000.0	261982042.4	255559441.1	263482048.8
268000000.0	262954731.9	256482940.5	264467662.1
269000000.0	263927364.2	257406201.3	265453274.2
270000000.0	264899939.3	258329223.5	266438885.0
271000000.0	265872457.1	259252007.3	267424494.5
272000000.0	266844917.6	260174552.7	268410102.9
273000000.0	267817320.9	261096859.9	269395710.0
274000000.0	268789667.0	262018928.8	270381316.0
275000000.0	269761955.8	262940759.7	271366920.7
276000000.0	270734187.5	263862352.6	272352524.3
277000000.0	271706362.0	264783707.6	273338126.7
278000000.0	272678479.3	265704824.7	274323727.9
279000000.0	273650539.4	266625704.1	275309327.9
280000000.0	274622542.3	267546345.9	276294926.8
281000000.0	275594488.1	268466750.1	277280524.5
282000000.0	276566376.7	269386916.9	278266121.1
283000000.0	277538208.2	270306846.3	279251716.5
284000000.0	278509982.6	271226538.4	280237310.8
285000000.0	279481699.8	272145993.3	281222904.0
286000000.0	280453360.0	273065211.1	282208496.0
287000000.0	281424963.0	273984191.9	283194087.0
288000000.0	282396509.0	274902935.8	284179676.8
289000000.0	283367997.8	275821442.9	285165265.5
290000000.0	284339429.6	276739713.2	286150853.1
291000000.0	285310804.3	277657746.9	287136439.7
292000000.0	286282122.0	278575544.0	288122025.1
293000000.0	287253382.6	279493104.7	289107609.5
294000000.0	288224586.2	280410428.9	290093192.8
295000000.0	289195732.7	281327516.9	291078775.0
296000000.0	290166822.2	282244368.7	292064356.2
297000000.0	291137854.7	283160984.4	293049936.3
298000000.0	292108830.2	284077364.0	294035515.3
299000000.0	293079748.7	284993507.7	295021093.3
300000000.0	294050610.2	285909415.6	296006670.3
301000000.0	295021414.7	286825087.7	296992246.2
302000000.0	295992162.3	287740524.2	297977821.1
303000000.0	296962852.8	288655725.1	298963395.0
304000000.0	297933486.5	289570690.5	299948967.9
305000000.0	298904063.2	290485420.5	300934539.7
306000000.0	299874582.9	291399915.3	301920110.5
307000000.0	300845045.7	292314174.8	302905680.4
308000000.0	301815451.6	293228199.2	303891249.2
309000000.0	302785800.5	294141988.5	304876817.0
310000000.0	303756092.6	295055543.0	305862383.8
311000000.0	304726327.8	295968862.5	306847949.7
312000000.0	305696506.0	296881947.3	307833514.5
313000000.0	306666627.4	297794797.4	308819078.4
314000000.0	307636691.9	298707413.0	309804641.3
315000000.0	308606699.5	299619794.0	310790203.3
316000000.0	309576650.3	300531940.7	311775764.2
317000000.0	310546544.2	301443853.0	312761324.3
318000000.0	311516381.3	302355531.1	313746883.3
319000000.0	312486161.6	303266975.1	314732441.4
320000000.0	313455885.0	304178185.0	315717998.6
321000000.0	314425551.6	305089160.9	316703554.8
322000000.0	315395161.3	305999903.0	317689110.1
323000000.0	316364714.3	306910411.3	318674664.4
324000000.0	317334210.4	307820686.0	319660217.8
325000000.0	318303649.8	308730727.0	320645770.3
326000000.0	319273032.4	309640534.5	321631321.9
327000000.0	320242358.2	310550108.6	322616872.5
328000000.0	321211627.2	311459449.3	323602422.2
329000000.0	322180839.5	312368556.8	324587971.0
330000000.0	323149995.0	313277431.2	325573518.9
331000000.0	324119093.8	314186072.4	326559065.9
332000000.0	325088135.8	315094480.7	327544612.0
333000000.0	326057121.1	316002656.2	328530157.2
334000000.0	327026049.7	316910598.8	329515701.5
335000000.0	327994921.5	317818308.7	330501244.9
336000000.0	328963736.7	318725786.0	331486787.5
337000000.0	329932495.1	319633030.7	332472329.1
338000000.0	330901196.8	320540043.0	333457869.9
339000000.0	331869841.9	321446823.0	334443409.7
340000000.0	332838430.2	322353370.6	335428948.7
341000000.0	333806961.9	323259686.1	336414486.9
342000000.0	334775436.9	324165769.6	337400024.2
343000000.0	335743855.3	325071621.0	338385560.6
344000000.0	336712217.0	325977240.5	339371096.1
345000000.0	337680522.0	326882628.2	340356630.8
346000000.0	338648770.4	327787784.1	341342164.6
347000000.0	339616962.2	328692708.4	342327697.6
348000000.0	340585097.3	329597401.1	343313229.8
349000000.0	341553175.8	330501862.4	344298761.0
350000000.0	342521197.7	331406092.3	345284291.5
351000000.0	343489163.0	332310090.9	346269821.1
352000000.0	344457071.7	333213858.3	347255349.9
353000000.0	345424923.8	334117394.5	348240877.8
354000000.0	346392719.3	335020699.8	349226404.9
355000000.0	347360458.3	335923774.1	350211931.2
356000000.0	348328140.6	336826617.5	351197456.6
357000000.0	349295766.4	337729230.2	352182981.3
358000000.0	350263335.6	338631612.2	353168505.1
359000000.0	351230848.3	339533763.7	354154028.1
360000000.0	352198304.4	340435684.6	355139550.3
361000000.0	353165704.0	341337375.1	356125071.6
362000000.0	354133047.1	342238835.3	357110592.2
363000000.0	355100333.6	343140065.2	358096111.9
364000000.0	356067563.6	344041065.0	359081630.9
365000000.0	357034737.1	344941834.8	360067149.0
366000000.0	358001854.1	345842374.5	361052666.4
367000000.0	358968914.6	346742684.4	362038183.0
368000000.0	359935918.6	347642764.5	363023698.7
369000000.0	360902866.1	348542614.9	364009213.7
370000000.0	361869757.1	349442235.7	364994727.9
371000000.0	362836591.7	350341626.9	365980241.3
372000000.0	363803369.7	351240788.7	366965753.9
373000000.0	364770091.3	352139721.1	367951265.7
374000000.0	365736756.5	353038424.2	368936776.7
375000000.0	366703365.2	353936898.2	369922287.0
376000000.0	367669917.5	354835143.0	370907796.5
377000000.0	368636413.3	355733158.9	371893305.2
378000000.0	369602852.7	356630945.8	372878813.2
379000000.0	370569235.7	357528503.9	373864320.4
380000000.0	371534980.9	358425833.3	374849826.8
381000000.0	372500553.0	359322934.0	375835332.5
382000000.0	373466064.4	360219806.1	376820837.4
383000000.0	374431515.4	361116449.7	377806341.5
384000000.0	375396905.8	362012864.9	378791844.9
385000000.0	376362235.7	362909051.8	379777347.5
386000000.0	377327505.0	363805010.5	380762849.4
387000000.0	378292713.9	364700741.1	381748350.5
388000000.0	379257862.2	365596243.6	382733850.9
389000000.0	380222950.1	366491518.1	383719350.5
390000000.0	381187977.5	367386564.8	384704849.4
391000000.0	382152944.4	368281383.6	385690347.5
392000000.0	383117850.8	369175974.8	386675844.9
393000000.0	384082696.7	370070338.4	387661341.6
394000000.0	385047482.2	370964474.4	388646837.5
395000000.0	386012207.3	371858382.9	389632332.7
396000000.0	386976871.9	372752064.2	390617827.1
397000000.0	387941476.0	373645518.1	391603320.8
398000000.0	388906019.7	374538744.9	392588813.8
399000000.0	389870503.0	375431744.5	393574306.1
400000000.0	390834925.8	376324517.2	394559797.6
401000000.0	391799288.3	377217062.9	395545288.4
402000000.0	392763590.3	378109381.8	396530778.5
403000000.0	393727832.0	379001473.9	397516267.9
404000000.0	394692013.2	379893339.4	398501756.5
405000000.0	395656134.1	380784978.2	399487244.5
406000000.0	396620194.5	381676390.6	400472731.7
407000000.0	397584194.6	382567576.6	401458218.2
408000000.0	398548134.3	383458536.3	402443704.0
409000000.0	399512013.7	384349269.7	403429189.0
410000000.0	400475832.7	385239777.0	404414673.4
411000000.0	401439591.4	386130058.2	405400157.1
412000000.0	402403289.7	387020113.4	406385640.0
413000000.0	403366927.7	387909942.8	407371122.3
414000000.0	404330505.3	388799546.3	408356603.8
415000000.0	405294022.7	389688924.1	409342084.7
416000000.0	406257479.7	390578076.3	410327564.8
417000000.0	407220876.4	391467002.9	411313044.3
418000000.0	408184212.8	392355704.1	412298523.0
419000000.0	409147488.9	393244179.9	413284001.1
420000000.0	410110704.7	394132430.4	414269478.5
421000000.0	411073860.3	395020455.7	415254955.1
422000000.0	412036955.5	395908255.9	416240431.1
423000000.0	412999990.5	396795831.0	417225906.4
424000000.0	413962965.2	397683181.2	418211381.0
425000000.0	414925879.7	398570306.5	419196855.0
426000000.0	415888733.9	399457207.1	420182328.2
427000000.0	416851527.9	400343882.9	421167800.8
428000000.0	417814261.6	401230334.2	422153272.6
429000000.0	418776935.1	402116560.9	423138743.8
430000000.0	419739548.4	403002563.2	424124214.3
431000000.0	420702101.5	403888341.1	425109684.2
432000000.0	421664594.3	404773894.8	426095153.3
433000000.0	422627026.9	405659224.2	427080621.8
434000000.0	423589399.4	406544329.6	428066089.6
435000000.0	424551711.6	407429211.0	429051556.8
436000000.0	425513963.7	408313868.4	430037023.3
437000000.0	426476155.5	409198302.0	431022489.1
438000000.0	427438287.2	410082511.9	432007954.2
439000000.0	428400358.8	410966498.0	432993418.7
440000000.0	429362370.1	411850260.6	433978882.5
441000000.0	430324321.3	412733799.7	434964345.6
442000000.0	431286212.4	413617115.4	435949808.1
443000000.0	432248043.3	414500207.7	436935269.9
444000000.0	433209814.1	415383076.8	437920731.0
445000000.0	434171524.8	416265722.7	438906191.5
446000000.0	435133175.3	417148145.5	439891651.4
447000000.0	436094765.7	418030345.3	440877110.5
448000000.0	437056296.0	418912322.3	441862569.0
449000000.0	438017766.2	419794076.3	442848026.9
450000000.0	438979176.3	420675607.7	443833484.1
451000000.0	439940526.3	421556916.4	444818940.7
452000000.0	440901816.2	422438002.5	445804396.6
453000000.0	441863046.1	423318866.1	446789851.8
454000000.0	442824215.8	424199507.4	447775306.5
455000000.0	443785325.5	425079926.3	448760760.4
456000000.0	444746375.2	425960122.9	449746213.7
457000000.0	445707364.8	426840097.5	450731666.4
458000000.0	446668294.3	427719849.9	451717118.4
459000000.0	447629163.8	428599380.4	452702569.8
460000000.0	448589973.2	429478688.9	453688020.5
461000000.0	449550722.7	430357775.7	454673470.6
462000000.0	450511412.1	431236640.7	455658920.1
463000000.0	451472041.4	432115284.0	456644368.9
464000000.0	452432610.8	432993705.8	457629817.1
465000000.0	453393120.2	433871906.1	458615264.6
466000000.0	454353569.5	434749885.1	459600711.5
467000000.0	455313958.9	435627642.6	460586157.8
468000000.0	456274288.3	436505179.0	461571603.4
469000000.0	457234557.7	437382494.2	462557048.4
470000000.0	458194767.1	438259588.4	463542492.8
471000000.0	459154916.6	439136461.6	464527936.5
472000000.0	460115006.1	440013113.8	465513379.6
473000000.0	461075035.6	440889545.3	466498822.1
474000000.0	462035005.2	441765756.1	467484264.0
475000000.0	462994914.9	442641746.1	468469705.2
476000000.0	463954764.6	443517515.7	469455145.8
477000000.0	464914554.4	444393064.7	470440585.7
478000000.0	465874284.2	445268393.4	471426025.1
479000000.0	466833954.1	446143501.7	472411463.8
480000000.0	467793564.2	447018389.8	473396901.9
481000000.0	468753114.3	447893057.8	474382339.4
482000000.0	469712604.5	448767505.7	475367776.2
483000000.0	470672034.8	449641733.6	476353212.5
484000000.0	471631405.2	450515741.6	477338648.1
485000000.0	472590715.8	451389529.8	478324083.1
486000000.0	473549966.5	452263098.2	479309517.4
487000000.0	474509157.2	453136447.1	480294951.2
488000000.0	475468288.2	454009576.3	481280384.4
489000000.0	476427359.3	454882486.1	482265816.9
490000000.0	477386370.5	455755176.4	483251248.8
491000000.0	478345321.9	456627647.5	484236680.1
492000000.0	479304213.4	457499899.3	485222110.8
493000000.0	480263045.1	458371932.0	486207540.9
494000000.0	481221817.0	459243745.5	487192970.3
495000000.0	482180529.0	460115340.1	488178399.2
496000000.0	483139181.3	460986715.8	489163827.4
497000000.0	484097773.7	461857872.7	490149255.1
498000000.0	485056306.3	462728810.8	491134682.1
499000000.0	486014779.1	463599530.3	492120108.5
500000000.0	486973192.2	464470031.2	493105534.4
501000000.0	487931545.4	465340313.6	494090959.6
502000000.0	488889838.9	466210377.6	495076384.2
503000000.0	489848072.6	467080223.2	496061808.2
504000000.0	490806246.5	467949850.6	497047231.6
505000000.0	491764360.7	468819259.9	498032654.4
506000000.0	492722415.1	469688451.0	499018076.6
507000000.0	493680409.7	470557424.2	500003498.2
508000000.0	494638344.6	471426179.4	500988919.2
509000000.0	495596219.8	472294716.8	501974339.6
510000000.0	496554035.2	473163036.5	502959759.4
511000000.0	497511791.0	474031138.5	503945178.6
512000000.0	498469487.0	474899022.8	504930597.2
513000000.0	499427123.2	475766689.7	505916015.2
514000000.0	500384699.8	476634139.2	506901432.6
515000000.0	501342216.7	477501371.3	507886849.4
516000000.0	502299673.9	478368386.1	508872265.6
517000000.0	503257071.4	479235183.7	509857681.3
518000000.0	504214409.2	480101764.3	510843096.3
519000000.0	505171687.3	480968127.8	511828510.7
520000000.0	506128905.7	481834274.4	512813924.6
521000000.0	507086064.5	482700204.1	513799337.9
522000000.0	508043163.6	483565917.1	514784750.5
523000000.0	509000203.1	484431413.4	515770162.6
524000000.0	509957182.9	485296693.0	516755574.1
525000000.0	510914103.1	486161756.1	517740985.0
526000000.0	511871499.9	487026602.8	518726395.3
527000000.0	512829204.8	487891233.1	519711805.0
528000000.0	513786853.7	488755647.1	520697214.2
529000000.0	514744446.7	489619844.9	521682622.7
530000000.0	515701983.7	490483826.6	522668030.7
531000000.0	516659464.9	491347592.2	523653438.1
532000000.0	517616890.1	492211141.9	524638844.9
533000000.0	518574259.3	493074475.7	525624251.1
534000000.0	519531572.7	493937593.7	526609656.7
535000000.0	520488830.2	494800496.0	527595061.8
536000000.0	521446031.7	495663182.6	528580466.3
537000000.0	522403177.4	496525653.7	529565870.1
538000000.0	523360267.2	497387909.3	530551273.5
539000000.0	524317301.0	498249949.5	531536676.2
540000000.0	525274279.0	499111774.3	532522078.3
541000000.0	526231201.2	499973384.0	533507479.9
542000000.0	527188067.4	500834778.5	534492880.9
543000000.0	528144877.8	501695957.9	535478281.3
544000000.0	529101632.3	502556922.3	536463681.2
545000000.0	530058331.0	503417671.8	537449080.4
546000000.0	531014973.8	504278206.5	538434479.1
547000000.0	531971560.8	505138526.4	539419877.2
548000000.0	532928092.0	505998631.6	540405274.7
549000000.0	533884567.3	506858522.3	541390671.7
550000000.0	534840986.8	507718198.4	542376068.1
551000000.0	535797350.4	508577660.2	543361463.9
552000000.0	536753658.2	509436907.5	544346859.1
553000000.0	537709910.3	510295940.6	545332253.8
554000000.0	538666106.5	511154759.5	546317647.9
555000000.0	539622246.9	512013364.3	547303041.4
556000000.0	540578331.5	512871755.1	548288434.4
557000000.0	541534360.3	513729931.9	549273826.8
558000000.0	542490333.4	514587894.8	550259218.6
559000000.0	543446250.6	515445643.9	551244609.8
560000000.0	544402112.1	516303179.4	552230000.5
561000000.0	545357917.8	517160501.2	553215390.6
562000000.0	546313667.8	518017609.4	554200780.2
563000000.0	547269361.9	518874504.2	555186169.2
564000000.0	548225000.4	519731185.6	556171557.6
565000000.0	549180583.0	520587653.7	557156945.4
566000000.0	550136110.0	521443908.5	558142332.7
567000000.0	551091581.2	522299950.2	559127719.4
568000000.0	552046996.6	523155778.8	560113105.6
569000000.0	553002356.3	524011394.5	561098491.1
570000000.0	553957660.3	524866797.2	562083876.2
571000000.0	554912908.6	525721987.1	563069260.6
572000000.0	555868101.2	526576964.2	564054644.5
573000000.0	556823238.1	527431728.6	565040027.8
574000000.0	557778319.2	528286280.5	566025410.6
575000000.0	558733344.7	529140619.8	567010792.8
576000000.0	559688314.4	529994746.7	567996174.5
577000000.0	560643228.5	530848661.3	568981555.6
578000000.0	561598086.9	531702363.5	569966936.1
579000000.0	562552889.6	532555853.6	570952316.1
