task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
14	42/a147cb	51506427	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:SAMTOOLS_SORT (Bap1_Math1_mut_3201)	COMPLETED	0	2026-06-25 20:26:01.501	23.5s	17s	249.9%	2.1 GB	5.5 GB	818.2 MB	796.3 MB
16	87/4d5163	51506430	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:SAMTOOLS_INDEX (Bap1_Math1_mut_3201)	COMPLETED	0	2026-06-25 20:26:25.381	14.6s	2s	156.9%	16.2 MB	223.3 MB	387.6 MB	3 MB
18	96/eaa198	51506432	NFCORE_METHYLSEQ:METHYLSEQ:PRESEQ_LCEXTRAP (Bap1_Math1_mut_3201)	COMPLETED	0	2026-06-25 20:26:29.479	26.5s	22s	98.1%	18.9 MB	24.4 MB	387.5 MB	495.9 KB
15	5a/9aaa18	51506426	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:BISMARK_METHYLATIONEXTRACTOR (Bap1_Math1_mut_3201)	COMPLETED	0	2026-06-25 20:25:55.990	2m 14s	2m 11s	408.6%	66.2 MB	1.7 GB	15.1 GB	13.8 GB
20	39/ea1f53	51506441	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:BISMARK_REPORT (Bap1_Math1_mut_3201)	COMPLETED	0	2026-06-25 20:28:10.470	14.5s	1s	29.7%	5.3 MB	12 MB	4.2 MB	3 MB
17	94/843f76	51506448	NFCORE_METHYLSEQ:METHYLSEQ:QUALIMAP_BAMQC (Bap1_Math1_mut_3201)	COMPLETED	0	2026-06-25 20:29:44.722	40.3s	31s	243.4%	10.6 GB	32.9 GB	398.7 MB	1002 KB
10	01/321b14	51506348	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:BISMARK_ALIGN (Bap1_Math1_mut_3391)	COMPLETED	0	2026-06-25 20:09:11.554	39m 28s	39m 13s	1436.4%	34.7 GB	37.3 GB	120.1 GB	80.6 GB
21	83/624fdd	51506522	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:BISMARK_DEDUPLICATE (Bap1_Math1_mut_3391)	COMPLETED	0	2026-06-25 20:48:40.391	2m 45s	2m 32s	165.9%	1.4 GB	1.8 GB	17.6 GB	17.4 GB
22	bd/d8eda4	51506535	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:SAMTOOLS_SORT (Bap1_Math1_mut_3391)	COMPLETED	0	2026-06-25 20:51:25.282	2m	1m 26s	210.8%	5 GB	6 GB	4 GB	3.9 GB
26	e1/4bc476	51506546	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:SAMTOOLS_INDEX (Bap1_Math1_mut_3391)	COMPLETED	0	2026-06-25 20:53:25.401	29.9s	6s	164.2%	26.6 MB	233.7 MB	1.4 GB	2 MB
25	d7/ab4b95	51506548	NFCORE_METHYLSEQ:METHYLSEQ:QUALIMAP_BAMQC (Bap1_Math1_mut_3391)	COMPLETED	0	2026-06-25 20:53:25.959	1m 44s	1m 12s	245.9%	6.3 GB	32.9 GB	1.4 GB	1 MB
24	0c/d3e238	51506547	NFCORE_METHYLSEQ:METHYLSEQ:PRESEQ_LCEXTRAP (Bap1_Math1_mut_3391)	COMPLETED	0	2026-06-25 20:53:25.780	1m 45s	1m 19s	98.9%	28.7 MB	36 MB	1.4 GB	506.6 KB
23	3c/2f93b0	51506536	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:BISMARK_METHYLATIONEXTRACTOR (Bap1_Math1_mut_3391)	COMPLETED	0	2026-06-25 20:51:25.725	8m 29s	7m 52s	457.3%	180.5 MB	7.3 GB	58.8 GB	53.9 GB
28	3c/973ced	51506563	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:BISMARK_REPORT (Bap1_Math1_mut_3391)	COMPLETED	0	2026-06-25 20:59:55.241	59.8s	435ms	66.9%	11.1 MB	15 MB	4.2 MB	3 MB
11	fa/0df010	51506347	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:BISMARK_ALIGN (Bap1_Math1_ctrl_3200)	COMPLETED	0	2026-06-25 20:09:11.315	55m 14s	55m 11s	1052.5%	34.7 GB	37.3 GB	119.7 GB	79.8 GB
29	b4/158f9f	51506575	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:BISMARK_DEDUPLICATE (Bap1_Math1_ctrl_3200)	COMPLETED	0	2026-06-25 21:04:30.048	2m 55s	2m 24s	168.1%	1.2 GB	1.6 GB	16 GB	15.8 GB
31	3a/3da9b0	51506576	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:SAMTOOLS_SORT (Bap1_Math1_ctrl_3200)	COMPLETED	0	2026-06-25 21:07:25.979	1m 44s	1m 16s	187.4%	5 GB	6 GB	3.6 GB	3.5 GB
33	63/41acd0	51506581	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:SAMTOOLS_INDEX (Bap1_Math1_ctrl_3200)	COMPLETED	0	2026-06-25 21:09:10.754	29.3s	5s	166.7%	20.2 MB	227.3 MB	1.2 GB	2 MB
32	41/e5b531	51506580	NFCORE_METHYLSEQ:METHYLSEQ:PRESEQ_LCEXTRAP (Bap1_Math1_ctrl_3200)	COMPLETED	0	2026-06-25 21:09:10.487	1m 30s	1m 12s	98.7%	30.3 MB	37.5 MB	1.2 GB	506.6 KB
34	33/d50e41	51506579	NFCORE_METHYLSEQ:METHYLSEQ:QUALIMAP_BAMQC (Bap1_Math1_ctrl_3200)	COMPLETED	0	2026-06-25 21:09:10.331	1m 30s	1m	274.4%	6.2 GB	32.9 GB	1.2 GB	1 MB
12	a3/a35bf8	51506349	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:BISMARK_ALIGN (Bap1_Math1_ctrl_3139)	COMPLETED	0	2026-06-25 20:09:40.980	1h 2m 29s	1h 2m 17s	1232.3%	34.7 GB	37.3 GB	139.7 GB	97 GB
30	b5/15400c	51506577	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:BISMARK_METHYLATIONEXTRACTOR (Bap1_Math1_ctrl_3200)	COMPLETED	0	2026-06-25 21:07:26.353	7m 44s	7m 20s	442.0%	185.6 MB	7.5 GB	50 GB	45.7 GB
35	7d/efd0df	51506593	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:BISMARK_DEDUPLICATE (Bap1_Math1_ctrl_3139)	COMPLETED	0	2026-06-25 21:12:10.493	3m 15s	2m 47s	169.6%	1.5 GB	1.9 GB	19.7 GB	19.4 GB
37	fe/d1715e	51506600	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:BISMARK_REPORT (Bap1_Math1_ctrl_3200)	COMPLETED	0	2026-06-25 21:15:10.437	29.7s	1.5s	20.8%	4.4 MB	11.9 MB	4.2 MB	3 MB
39	fe/03f9ec	51506602	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:SAMTOOLS_SORT (Bap1_Math1_ctrl_3139)	COMPLETED	0	2026-06-25 21:15:25.249	1m 30s	1m 21s	209.7%	5 GB	6 GB	4.3 GB	4.2 GB
42	02/da02f0	51506629	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:SAMTOOLS_INDEX (Bap1_Math1_ctrl_3139)	COMPLETED	0	2026-06-25 21:16:55.840	44.2s	7s	157.8%	20.4 MB	227.2 MB	1.5 GB	2 MB
19	6b/10ba56	51506442	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:BISMARK_COVERAGE2CYTOSINE (Bap1_Math1_mut_3201)	COMPLETED	0	2026-06-25 20:28:11.202	50m 14s	50m 11s	100.5%	2.8 GB	2.9 GB	3.8 GB	1.3 GB
40	29/b65211	51506627	NFCORE_METHYLSEQ:METHYLSEQ:QUALIMAP_BAMQC (Bap1_Math1_ctrl_3139)	COMPLETED	0	2026-06-25 21:16:55.341	1m 45s	1m 1s	291.3%	6.8 GB	32.9 GB	1.5 GB	1 MB
41	32/04f112	51506628	NFCORE_METHYLSEQ:METHYLSEQ:PRESEQ_LCEXTRAP (Bap1_Math1_ctrl_3139)	COMPLETED	0	2026-06-25 21:16:55.700	2m 14s	1m 27s	98.7%	31.1 MB	37.9 MB	1.5 GB	507.1 KB
38	35/999426	51506603	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:BISMARK_METHYLATIONEXTRACTOR (Bap1_Math1_ctrl_3139)	COMPLETED	0	2026-06-25 21:15:25.923	9m 14s	9m 8s	451.6%	307.7 MB	13.5 GB	63.1 GB	57.8 GB
44	83/02a82e	51506647	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:BISMARK_REPORT (Bap1_Math1_ctrl_3139)	COMPLETED	0	2026-06-25 21:24:40.259	14.8s	388ms	62.8%	3.4 MB	4.6 MB	4.2 MB	3 MB
45	42/965eb6	51506648	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:BISMARK_SUMMARY	COMPLETED	0	2026-06-25 21:24:40.513	14.6s	970ms	20.4%	11.5 MB	15.3 MB	4.1 MB	3 MB
27	30/f50ac9	51506564	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:BISMARK_COVERAGE2CYTOSINE (Bap1_Math1_mut_3391)	COMPLETED	0	2026-06-25 20:59:55.930	53m 14s	52m 35s	100.6%	3 GB	3.1 GB	4 GB	1.6 GB
36	9f/3d8cb8	51506601	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:BISMARK_COVERAGE2CYTOSINE (Bap1_Math1_ctrl_3200)	COMPLETED	0	2026-06-25 21:15:11.024	52m 29s	52m 5s	100.5%	3 GB	3 GB	4 GB	1.5 GB
43	f4/6d6fa2	51506649	NFCORE_METHYLSEQ:METHYLSEQ:FASTQ_ALIGN_DEDUP_BISMARK:BISMARK_COVERAGE2CYTOSINE (Bap1_Math1_ctrl_3139)	COMPLETED	0	2026-06-25 21:24:41.005	51m 59s	51m 39s	100.7%	3 GB	3.1 GB	4 GB	1.6 GB
46	a8/04fac3	51506820	NFCORE_METHYLSEQ:METHYLSEQ:MULTIQC	COMPLETED	0	2026-06-25 22:16:47.281	1m 8s	56.6s	11.1%	909 MB	10.7 GB	103.8 MB	34.6 MB
