stripe_id	direction	body_bins	frac_A1	frac_A2	frac_B1	frac_B2	timepoint
stripe_0128	unchanged	5	0.4	0.6	0	0	250831
stripe_0129	unchanged	14	0.5	0.5	0	0	250831
stripe_0130	unchanged	5	1	0	0	0	250831
stripe_0131	lost	5	1	0	0	0	250831
stripe_0132	unchanged	3	0.3333	0	0	0.6667	250831
stripe_0135	unchanged	7	0	0.5714	0	0.4286	250831
stripe_0133	lost	8	0	0.375	0	0.625	250831
stripe_0134	unchanged	4	0	0.75	0	0.25	250831
stripe_0136	unchanged	9	0.1111	0.6667	0.2222	0	250831
stripe_0137	unchanged	7	0	0.7143	0.2857	0	250831
stripe_0140	unchanged	8	0.875	0.125	0	0	250831
stripe_0138	gained	4	1	0	0	0	250831
stripe_0139	gained	3	1	0	0	0	250831
stripe_0141	unchanged	5	0.4	0.4	0	0.2	250831
stripe_0142	gained	4	0.5	0.5	0	0	250831
stripe_0143	gained	2	0.5	0	0	0.5	250831
stripe_0144	lost	9	0	0	0.2222	0.7778	250831
stripe_0145	gained	9	0	0	0.4444	0.5556	250831
stripe_0146	gained	20	0.3	0.1	0.25	0.35	250831
stripe_0148	unchanged	6	1	0	0	0	250831
stripe_0147	unchanged	9	0.8889	0.1111	0	0	250831
stripe_0149	unchanged	7	0.8571	0.1429	0	0	250831
stripe_0151	unchanged	32	0.1875	0.1562	0.3125	0.3438	250831
stripe_0150	gained	3	1	0	0	0	250831
stripe_0152	unchanged	6	0.3333	0	0.6667	0	250831
stripe_0153	gained	15	0.0667	0.3333	0.6	0	250831
stripe_0154	gained	9	0	0.5556	0.4444	0	250831
stripe_0076	gained	29	0	0.0345	0.3103	0.6552	250831
stripe_0155	lost	8	0.375	0.25	0.25	0.125	250831
stripe_0156	gained	11	0	0.5455	0.4545	0	250831
stripe_0159	unchanged	7	0.4286	0.2857	0.2857	0	250831
stripe_0157	unchanged	5	0.6	0	0.4	0	250831
stripe_0158	unchanged	4	0.75	0	0.25	0	250831
stripe_0160	unchanged	6	0.6667	0.3333	0	0	250831
stripe_0161	lost	4	1	0	0	0	250831
stripe_0162	unchanged	7	0.4286	0.5714	0	0	250831
stripe_0163	gained	25	0	0.28	0.08	0.64	250831
stripe_0080	gained	11	0	0.2727	0.1818	0.5455	250831
stripe_0164	unchanged	8	0.75	0	0.25	0	250831
stripe_0166	unchanged	5	0.8	0	0.2	0	250831
stripe_0167	unchanged	6	1	0	0	0	250831
stripe_0165	gained	5	1	0	0	0	250831
stripe_0082	lost	5	1	0	0	0	250831
stripe_0168	unchanged	4	1	0	0	0	250831
stripe_0169	gained	5	1	0	0	0	250831
stripe_0170	gained	3	1	0	0	0	250831
stripe_0171	unchanged	4	1	0	0	0	250831
stripe_0083	lost	8	1	0	0	0	250831
stripe_0172	unchanged	5	1	0	0	0	250831
stripe_0174	unchanged	7	0.8571	0.1429	0	0	250831
stripe_0173	unchanged	5	0.8	0.2	0	0	250831
stripe_0175	unchanged	5	1	0	0	0	250831
stripe_0176	lost	7	1	0	0	0	250831
stripe_0177	gained	13	0.7692	0	0	0.2308	250831
stripe_0087	lost	7	1	0	0	0	250831
stripe_0178	unchanged	5	1	0	0	0	250831
stripe_0180	unchanged	11	0.2727	0.2727	0.4545	0	250831
stripe_0179	unchanged	7	0	0.4286	0.5714	0	250831
stripe_0181	unchanged	8	0.625	0.375	0	0	250831
stripe_0183	unchanged	7	0.7143	0.2857	0	0	250831
stripe_0182	gained	5	0.8	0.2	0	0	250831
stripe_0184	gained	13	0	0.3846	0.6154	0	250831
stripe_0185	gained	31	0	0.3226	0.5161	0.1613	250831
stripe_0186	lost	3	0	0.6667	0.3333	0	250831
stripe_0187	gained	3	0.3333	0	0	0.6667	250831
stripe_0188	unchanged	7	0.1429	0	0.4286	0.4286	250831
stripe_0189	lost	4	0.25	0	0.75	0	250831
stripe_0190	unchanged	7	0.1429	0	0.4286	0.4286	250831
stripe_0191	gained	10	0.5	0.5	0	0	250831
stripe_0192	lost	6	0	0.1667	0.8333	0	250831
stripe_0193	lost	6	0	0	0	1	250831
stripe_0194	unchanged	6	0	0	1	0	250831
stripe_0195	unchanged	5	0.4	0.4	0.2	0	250831
stripe_0196	unchanged	6	1	0	0	0	250831
stripe_0197	unchanged	6	1	0	0	0	250831
stripe_0199	gained	5	1	0	0	0	250831
stripe_0198	unchanged	5	1	0	0	0	250831
stripe_0200	unchanged	8	1	0	0	0	250831
stripe_0201	unchanged	4	1	0	0	0	250831
stripe_0202	unchanged	5	0.2	0.6	0.2	0	250831
stripe_0203	lost	6	0.6667	0.3333	0	0	250831
stripe_0204	lost	6	0.6667	0.3333	0	0	250831
stripe_0206	unchanged	9	0.7778	0.2222	0	0	250831
stripe_0205	unchanged	6	1	0	0	0	250831
stripe_0208	lost	6	1	0	0	0	250831
stripe_0207	unchanged	6	1	0	0	0	250831
stripe_0209	unchanged	6	1	0	0	0	250831
stripe_0210	unchanged	13	0.6154	0.1538	0.2308	0	250831
stripe_0211	unchanged	9	0.4444	0.5556	0	0	250831
stripe_0212	unchanged	13	1	0	0	0	250831
stripe_0213	gained	13	0.8462	0.1538	0	0	250831
stripe_0214	unchanged	12	0.4167	0.5833	0	0	250831
stripe_0215	unchanged	9	0.4444	0.5556	0	0	250831
stripe_0217	unchanged	10	0.5	0.5	0	0	250831
stripe_0216	unchanged	5	0.8	0.2	0	0	250831
stripe_0218	unchanged	6	0.1667	0	0.8333	0	250831
stripe_0222	unchanged	9	0.7778	0.2222	0	0	250831
stripe_0219	unchanged	6	1	0	0	0	250831
stripe_0221	lost	4	1	0	0	0	250831
stripe_0220	unchanged	21	0.8571	0.0476	0.0952	0	250831
stripe_0223	unchanged	5	0.4	0.6	0	0	250831
stripe_0224	unchanged	9	0.4444	0.5556	0	0	250831
stripe_0225	gained	17	0.2353	0.3529	0	0.4118	250831
stripe_0226	gained	10	0.2	0.3	0	0.5	250831
stripe_0227	unchanged	5	0.4	0	0	0.6	250831
stripe_0228	unchanged	10	0	0.2	0.5	0.3	250831
stripe_0111	gained	9	0	0.2222	0.4444	0.3333	250831
stripe_0229	lost	10	0	0.8	0.2	0	250831
stripe_0231	unchanged	5	0.6	0.4	0	0	250831
stripe_0230	lost	3	0.6667	0.3333	0	0	250831
stripe_0232	unchanged	7	0.5714	0.4286	0	0	250831
stripe_0233	unchanged	5	0.6	0.4	0	0	250831
stripe_0114	unchanged	12	0.75	0	0.0833	0.1667	250831
stripe_0234	unchanged	10	0.8	0	0	0.2	250831
stripe_0235	unchanged	8	0.875	0	0.125	0	250831
stripe_0237	unchanged	6	1	0	0	0	250831
stripe_0236	unchanged	5	1	0	0	0	250831
stripe_0238	unchanged	5	0.4	0.2	0.4	0	250831
stripe_0239	unchanged	3	0	1	0	0	250831
stripe_0240	unchanged	16	0.1875	0.25	0.375	0.1875	250831
stripe_0242	gained	15	0.2	0.2	0.4	0.2	250831
stripe_0243	gained	15	0.2	0.2	0.4	0.2	250831
stripe_0241	unchanged	10	0.3	0	0.4	0.3	250831
stripe_0245	unchanged	7	1	0	0	0	250831
stripe_0244	lost	3	1	0	0	0	250831
stripe_0246	unchanged	5	1	0	0	0	250831
stripe_0247	gained	3	1	0	0	0	250831
stripe_0248	gained	4	0.5	0	0	0.5	250831
stripe_0249	unchanged	4	1	0	0	0	250831
stripe_0250	unchanged	4	0.25	0.75	0	0	250831
stripe_0251	gained	7	0.1429	0.4286	0.2857	0.1429	250831
stripe_0253	lost	7	1	0	0	0	250831
stripe_0252	unchanged	4	1	0	0	0	250831
stripe_0256	unchanged	12	0.5	0	0.5	0	250831
stripe_0257	lost	11	0.5455	0	0.4545	0	250831
stripe_0254	lost	10	0.6	0	0.4	0	250831
stripe_0255	lost	4	1	0	0	0	250831
stripe_0258	gained	6	1	0	0	0	250831
stripe_0259	unchanged	4	1	0	0	0	250831
stripe_0261	unchanged	29	0.3103	0.0345	0.1724	0.4828	250831
stripe_0260	unchanged	4	1	0	0	0	250831
stripe_0263	gained	5	0.4	0	0.6	0	250831
stripe_0262	unchanged	4	0.75	0	0.25	0	250831
stripe_0264	lost	4	0.75	0	0.25	0	250831
stripe_0267	unchanged	13	1	0	0	0	250831
stripe_0265	unchanged	7	1	0	0	0	250831
stripe_0266	unchanged	6	1	0	0	0	250831
stripe_0268	unchanged	5	1	0	0	0	250831
stripe_0269	gained	12	0.5833	0.3333	0	0.0833	250831
stripe_0270	unchanged	9	0.6667	0.2222	0	0.1111	250831
stripe_0271	lost	4	1	0	0	0	250831
stripe_0272	unchanged	3	1	0	0	0	250831
stripe_0273	lost	8	0.875	0.125	0	0	250831
stripe_0276	unchanged	8	0.875	0.125	0	0	250831
stripe_0274	unchanged	3	1	0	0	0	250831
stripe_0275	unchanged	11	0.3636	0.6364	0	0	250831
stripe_0277	unchanged	15	0.0667	0.4667	0.4667	0	250831
stripe_0278	unchanged	5	0.2	0.8	0	0	250831
stripe_0279	gained	4	0	1	0	0	250831
stripe_0280	gained	9	0.1111	0.4444	0.4444	0	250831
stripe_0131	unchanged	20	0.15	0.35	0.5	0	250831
stripe_0281	gained	7	0	0.5714	0.4286	0	250831
stripe_0282	lost	6	0	0.1667	0.8333	0	250831
stripe_0283	unchanged	4	0	0.5	0.5	0	250831
stripe_0284	unchanged	12	0	0.5	0.5	0	250831
stripe_0286	unchanged	13	0	0.5385	0.4615	0	250831
stripe_0285	gained	7	0	1	0	0	250831
stripe_0287	unchanged	15	0	0.4667	0.0667	0.4667	250831
stripe_0133	unchanged	14	0.1429	0.7143	0.1429	0	250831
stripe_0289	unchanged	11	0	0.8182	0.1818	0	250831
stripe_0288	gained	10	0.2	0.6	0.2	0	250831
stripe_0135	lost	8	0.25	0.75	0	0	250831
stripe_0290	unchanged	10	0.8	0.2	0	0	250831
stripe_0291	lost	4	1	0	0	0	250831
stripe_0292	unchanged	10	0.9	0.1	0	0	250831
stripe_0293	unchanged	5	1	0	0	0	250831
stripe_0294	lost	3	1	0	0	0	250831
stripe_0295	unchanged	6	1	0	0	0	250831
stripe_0296	unchanged	11	0.3636	0.3636	0	0.2727	250831
stripe_0299	unchanged	10	0.8	0.2	0	0	250831
stripe_0297	unchanged	7	0.7143	0.2857	0	0	250831
stripe_0298	gained	6	0.8333	0.1667	0	0	250831
stripe_0300	unchanged	5	1	0	0	0	250831
stripe_0301	unchanged	11	0.9091	0.0909	0	0	250831
stripe_0302	unchanged	3	0.6667	0.3333	0	0	250831
stripe_0303	unchanged	5	0.4	0	0.6	0	250831
stripe_0305	gained	5	0.4	0	0.6	0	250831
stripe_0306	gained	9	0.2222	0	0.7778	0	250831
stripe_0304	lost	7	0.2857	0	0.7143	0	250831
stripe_0307	unchanged	21	0.1905	0	0	0.8095	250831
stripe_0309	unchanged	8	0.625	0.125	0.25	0	250831
stripe_0308	unchanged	3	1	0	0	0	250831
stripe_0310	gained	11	0	0.1818	0.0909	0.7273	250831
stripe_0311	lost	14	0.3571	0	0.0714	0.5714	250831
stripe_0312	unchanged	5	0.8	0	0	0.2	250831
stripe_0313	lost	7	0.8571	0.1429	0	0	250831
stripe_0314	unchanged	5	0.6	0	0.4	0	250831
stripe_0315	lost	4	1	0	0	0	250831
stripe_0316	unchanged	7	0	0.2857	0.7143	0	250831
stripe_0317	unchanged	10	0.4	0.3	0.3	0	250831
stripe_0318	unchanged	12	0.75	0.0833	0.1667	0	250831
stripe_0319	unchanged	5	0.8	0	0.2	0	250831
stripe_0320	gained	11	0.1818	0.1818	0.4545	0.1818	250831
stripe_0321	gained	4	0.5	0.25	0.25	0	250831
stripe_0322	unchanged	5	0.4	0.4	0.2	0	250831
stripe_0323	gained	5	0	0.6	0.4	0	250831
stripe_0324	unchanged	8	0.625	0.25	0.125	0	250831
stripe_0328	unchanged	9	0.5556	0.2222	0.2222	0	250831
stripe_0325	unchanged	4	0.75	0.25	0	0	250831
stripe_0326	unchanged	7	0.7143	0.1429	0.1429	0	250831
stripe_0327	gained	8	0.625	0.125	0.25	0	250831
stripe_0329	unchanged	13	0	0.3846	0.6154	0	250831
stripe_0330	unchanged	6	0	0.5	0.5	0	250831
stripe_0331	unchanged	4	0.5	0	0.5	0	250831
stripe_0332	unchanged	4	0	0	1	0	250831
stripe_0333	unchanged	10	0.3	0.2	0.5	0	250831
stripe_0334	lost	4	0	0.5	0.5	0	250831
stripe_0157	gained	10	0.3	0.2	0.5	0	250831
stripe_0335	gained	5	0.6	0	0.4	0	250831
stripe_0336	gained	5	0	1	0	0	250831
stripe_0338	unchanged	8	0.25	0.125	0.625	0	250831
stripe_0337	unchanged	6	0.3333	0	0.6667	0	250831
stripe_0339	lost	5	0	0	0.6	0.4	250831
stripe_0340	unchanged	3	0	0.6667	0	0.3333	250831
stripe_0341	unchanged	6	0	0.5	0	0.5	250831
stripe_0342	gained	7	0	0	0.1429	0.8571	250831
stripe_0343	unchanged	4	0	0.25	0.75	0	250831
stripe_0344	lost	4	0	0.25	0.75	0	250831
stripe_0345	unchanged	5	0.6	0.2	0.2	0	250831
stripe_0346	gained	12	0.0833	0	0.6667	0.25	250831
stripe_0347	lost	10	0.1	0	0.6	0.3	250831
stripe_0348	unchanged	5	0	0.8	0	0.2	250831
stripe_0349	gained	8	0	0.5	0	0.5	250831
stripe_0350	unchanged	18	0	0.5556	0.2222	0.2222	250831
stripe_0351	lost	8	0	0.5	0	0.5	250831
stripe_0164	gained	7	0	0.4286	0	0.5714	250831
stripe_0352	unchanged	4	0	0.75	0	0.25	250831
stripe_0354	gained	5	0	0.4	0.6	0	250831
stripe_0353	gained	4	0	0.5	0.5	0	250831
stripe_0355	unchanged	10	0.2	0.8	0	0	250831
stripe_0356	gained	11	0	0.5455	0	0.4545	250831
stripe_0357	unchanged	14	0	0.4286	0	0.5714	250831
stripe_0358	unchanged	8	0.875	0	0	0.125	250831
stripe_0359	lost	3	1	0	0	0	250831
stripe_0360	gained	4	1	0	0	0	250831
stripe_0168	lost	6	1	0	0	0	250831
stripe_0361	unchanged	4	0.75	0.25	0	0	250831
stripe_0364	gained	8	0.375	0.625	0	0	250831
stripe_0362	unchanged	7	0.4286	0.5714	0	0	250831
stripe_0363	lost	3	0.3333	0.6667	0	0	250831
stripe_0367	unchanged	7	1	0	0	0	250831
stripe_0365	unchanged	5	1	0	0	0	250831
stripe_0366	lost	5	1	0	0	0	250831
stripe_0368	unchanged	11	0.4545	0.5455	0	0	250831
stripe_0369	gained	8	0.125	0	0.625	0.25	250831
stripe_0370	unchanged	12	0.6667	0	0.1667	0.1667	250831
stripe_0371	unchanged	9	0	0.2222	0.3333	0.4444	250831
stripe_0372	gained	5	0	0	1	0	250831
stripe_0373	lost	4	0	0.75	0.25	0	250831
stripe_0374	lost	10	0	0.2	0	0.8	250831
stripe_0375	unchanged	8	0.25	0.625	0	0.125	250831
stripe_0378	unchanged	14	0.1429	0.4286	0.2143	0.2143	250831
stripe_0377	unchanged	8	0.25	0.25	0.375	0.125	250831
stripe_0376	lost	5	0.2	0.2	0.6	0	250831
stripe_0379	unchanged	7	0	0	0.1429	0.8571	250831
stripe_0380	lost	3	0	0	0.6667	0.3333	250831
stripe_0381	gained	4	1	0	0	0	250831
stripe_0382	gained	3	1	0	0	0	250831
stripe_0383	unchanged	12	0	0	0.1667	0.8333	250831
stripe_0384	unchanged	24	0.125	0.3333	0.5	0.0417	250831
stripe_0385	unchanged	7	0.8571	0.1429	0	0	250831
stripe_0386	lost	5	1	0	0	0	250831
stripe_0387	gained	17	0.4118	0.2941	0.2941	0	250831
stripe_0388	gained	4	1	0	0	0	250831
stripe_0389	unchanged	6	1	0	0	0	250831
stripe_0390	gained	4	1	0	0	0	250831
stripe_0392	gained	4	1	0	0	0	250831
stripe_0393	gained	13	0.5385	0.2308	0	0.2308	250831
stripe_0391	gained	5	1	0	0	0	250831
stripe_0394	unchanged	3	1	0	0	0	250831
stripe_0395	lost	12	0.25	0	0.75	0	250831
stripe_0396	lost	14	0	0.5714	0.2143	0.2143	250831
stripe_0187	unchanged	14	0.2857	0.1429	0.5714	0	250831
stripe_0397	unchanged	5	0.8	0	0.2	0	250831
stripe_0398	lost	3	1	0	0	0	250831
stripe_0399	gained	4	0	0.25	0.75	0	250831
stripe_0400	lost	4	0	0	0.75	0.25	250831
stripe_0401	unchanged	5	0	0.4	0.6	0	250831
stripe_0403	gained	4	0.5	0.5	0	0	250831
stripe_0402	unchanged	6	0.8333	0.1667	0	0	250831
stripe_0404	lost	4	1	0	0	0	250831
stripe_0405	unchanged	6	0.8333	0.1667	0	0	250831
stripe_0407	unchanged	7	0.1429	0.8571	0	0	250831
stripe_0408	unchanged	10	0.2	0.8	0	0	250831
stripe_0406	unchanged	5	0.2	0.8	0	0	250831
stripe_0409	unchanged	3	1	0	0	0	250831
stripe_0410	gained	4	1	0	0	0	250831
stripe_0411	unchanged	4	1	0	0	0	250831
stripe_0412	lost	5	1	0	0	0	250831
stripe_0413	unchanged	4	0.75	0.25	0	0	250831
stripe_0414	gained	3	1	0	0	0	250831
stripe_0415	unchanged	4	0.5	0.5	0	0	250831
stripe_0418	lost	6	0.8333	0.1667	0	0	250831
stripe_0416	unchanged	6	1	0	0	0	250831
stripe_0417	lost	4	1	0	0	0	250831
stripe_0419	unchanged	13	1	0	0	0	250831
stripe_0196	lost	6	1	0	0	0	250831
stripe_0420	gained	4	1	0	0	0	250831
stripe_0198	lost	6	0.8333	0	0.1667	0	250831
stripe_0422	unchanged	1	1	0	0	0	250831
stripe_0423	lost	3	1	0	0	0	250831
stripe_0424	lost	6	1	0	0	0	250831
stripe_0425	gained	6	1	0	0	0	250831
stripe_0426	unchanged	4	1	0	0	0	250831
stripe_0427	lost	3	1	0	0	0	250831
stripe_0428	unchanged	9	1	0	0	0	250831
stripe_0430	unchanged	7	1	0	0	0	250831
stripe_0429	unchanged	4	1	0	0	0	250831
stripe_0432	unchanged	5	0.6	0.4	0	0	250831
stripe_0431	gained	3	0.6667	0.3333	0	0	250831
stripe_0433	unchanged	5	1	0	0	0	250831
stripe_0435	gained	5	1	0	0	0	250831
stripe_0434	unchanged	4	1	0	0	0	250831
stripe_0438	unchanged	6	1	0	0	0	250831
stripe_0436	unchanged	5	1	0	0	0	250831
stripe_0437	lost	3	1	0	0	0	250831
stripe_0439	unchanged	5	0	0	0.2	0.8	250831
stripe_0440	unchanged	4	0	0	1	0	250831
stripe_0441	lost	4	1	0	0	0	250831
stripe_0442	unchanged	10	1	0	0	0	250831
stripe_0443	unchanged	5	1	0	0	0	250831
stripe_0444	unchanged	4	1	0	0	0	250831
stripe_0445	unchanged	13	0	0.4615	0.5385	0	250831
stripe_0208	gained	12	0	0.3333	0.6667	0	250831
stripe_0446	lost	15	0.0667	0.2667	0.5333	0.1333	250831
stripe_0447	lost	6	1	0	0	0	250831
stripe_0448	unchanged	8	1	0	0	0	250831
stripe_0449	gained	6	1	0	0	0	250831
stripe_0450	unchanged	7	1	0	0	0	250831
stripe_0451	unchanged	6	1	0	0	0	250831
stripe_0452	lost	5	1	0	0	0	250831
stripe_0453	unchanged	4	1	0	0	0	250831
stripe_0454	unchanged	6	0.5	0.5	0	0	250831
stripe_0456	gained	6	1	0	0	0	250831
stripe_0455	unchanged	9	1	0	0	0	250831
stripe_0459	unchanged	10	1	0	0	0	250831
stripe_0457	unchanged	5	1	0	0	0	250831
stripe_0458	unchanged	6	1	0	0	0	250831
stripe_0461	lost	14	0.3571	0.1429	0.2143	0.2857	250831
stripe_0460	lost	4	0.75	0.25	0	0	250831
stripe_0462	unchanged	5	0.6	0.4	0	0	250831
stripe_0463	gained	9	0	0.1111	0	0.8889	250831
stripe_0464	lost	5	0	0	0	1	250831
stripe_0465	unchanged	5	0.8	0	0	0.2	250831
stripe_0466	unchanged	7	0.5714	0.1429	0.1429	0.1429	250831
stripe_0467	unchanged	12	0	0.3333	0.5833	0.0833	250831
stripe_0223	lost	12	0	0.3333	0.5833	0.0833	250831
