loop_id	anchor_num	type_10kb	direction	n_motifs	type_motif_consensus	n_chip_bound	is_concordant
loop_19513	1	Repressed_Promoter	down_in_mutant	2	Polycomb	2	FALSE
loop_13109	1	Repressed_Promoter	down_in_mutant	2	Polycomb	2	FALSE
loop_18042	1	Polycomb	down_in_mutant	1	Polycomb	1	TRUE
loop_14438	1	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_15566	1	Active_Enhancer	down_in_mutant	1	Active_Enhancer	0	TRUE
loop_15592	1	Active_Promoter	down_in_mutant	1	Active_Enhancer	1	FALSE
loop_16029	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_16581	1	Polycomb	down_in_mutant	1	Polycomb	0	TRUE
loop_16414	1	Repressed_Promoter	down_in_mutant	1	CTCF_Site	0	FALSE
loop_17706	1	Other	up_in_mutant	0	NA	0	NA
loop_17895	1	Other	up_in_mutant	0	NA	0	NA
loop_17936	1	Other	up_in_mutant	0	NA	0	NA
loop_18971	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_19875	1	Poised_Enhancer	up_in_mutant	1	Poised_Enhancer	1	TRUE
loop_20048	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_21838	1	Repressed_Promoter	up_in_mutant	1	Repressed_Promoter	0	TRUE
loop_51	1	Polycomb	down_in_mutant	2	CTCF_Site	0	FALSE
loop_57	1	Poised_Enhancer	down_in_mutant	4	CTCF_Site	2	FALSE
loop_58	1	Repressed_Promoter	down_in_mutant	2	Repressed_Promoter	0	TRUE
loop_59	1	Repressed_Promoter	down_in_mutant	1	Polycomb	0	FALSE
loop_60	1	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_62	1	Repressed_Promoter	down_in_mutant	1	Polycomb	0	FALSE
loop_225	1	Repressed_Promoter	down_in_mutant	4	Polycomb	4	FALSE
loop_611	1	Repressed_Promoter	down_in_mutant	1	Polycomb	1	FALSE
loop_715	1	Repressed_Promoter	down_in_mutant	2	Polycomb	1	FALSE
loop_964	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_966	1	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_1268	1	Repressed_Promoter	down_in_mutant	5	Polycomb	0	FALSE
loop_1271	1	Polycomb	down_in_mutant	0	NA	0	NA
loop_1294	1	Polycomb	down_in_mutant	2	Polycomb	0	TRUE
loop_1310	1	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_1314	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_1325	1	Repressed_Promoter	down_in_mutant	1	Repressed_Promoter	0	TRUE
loop_1446	1	Repressed_Promoter	down_in_mutant	1	Repressed_Promoter	1	TRUE
loop_1512	1	Repressed_Promoter	down_in_mutant	2	Poised_Enhancer	0	FALSE
loop_1516	1	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_2061	1	Repressed_Promoter	down_in_mutant	4	Repressed_Promoter	1	TRUE
loop_2070	1	Repressed_Promoter	down_in_mutant	1	Repressed_Promoter	1	TRUE
loop_2167	1	Repressed_Promoter	down_in_mutant	2	CTCF_Site	1	FALSE
loop_2250	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_2329	1	CTCF_Site	down_in_mutant	2	CTCF_Site	0	TRUE
loop_2330	1	CTCF_Site	up_in_mutant	3	CTCF_Site	1	TRUE
loop_2586	1	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_2588	1	Repressed_Promoter	down_in_mutant	2	Polycomb	0	FALSE
loop_2729	1	Repressed_Promoter	down_in_mutant	4	Polycomb	4	FALSE
loop_3100	1	Repressed_Promoter	down_in_mutant	2	Polycomb	2	FALSE
loop_3102	1	Repressed_Promoter	down_in_mutant	2	Polycomb	1	FALSE
loop_3208	1	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_3291	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_3471	1	CTCF_Site	down_in_mutant	1	CTCF_Site	0	TRUE
loop_3596	1	Poised_Enhancer	down_in_mutant	4	Poised_Enhancer	0	TRUE
loop_3664	1	Polycomb	down_in_mutant	2	CTCF_Site	0	FALSE
loop_3726	1	Bivalent_Promoter	up_in_mutant	2	CTCF_Site	0	FALSE
loop_3951	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_4540	1	Other	up_in_mutant	0	NA	0	NA
loop_4819	1	Polycomb	up_in_mutant	3	Poised_Enhancer	2	FALSE
loop_4884	1	Other	up_in_mutant	0	NA	0	NA
loop_4888	1	Poised_Enhancer	up_in_mutant	3	CTCF_Site	0	FALSE
loop_4905	1	Bivalent_Promoter	down_in_mutant	0	NA	0	NA
loop_4911	1	Poised_Enhancer	down_in_mutant	1	CTCF_Site	0	FALSE
loop_4914	1	Active_Promoter	up_in_mutant	2	Poised_Enhancer	0	FALSE
loop_4918	1	Other	up_in_mutant	0	NA	0	NA
loop_4921	1	Active_Enhancer	up_in_mutant	2	Poised_Enhancer	1	FALSE
loop_5278	1	CTCF_Site	up_in_mutant	2	CTCF_Site	0	TRUE
loop_5289	1	CTCF_Site	up_in_mutant	3	CTCF_Site	2	TRUE
loop_5346	1	Poised_Enhancer	up_in_mutant	1	CTCF_Site	1	FALSE
loop_5394	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_5406	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_5774	1	Polycomb	down_in_mutant	3	Polycomb	1	TRUE
loop_6044	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_6398	1	CTCF_Site	up_in_mutant	2	CTCF_Site	0	TRUE
loop_6571	1	Other	up_in_mutant	0	NA	0	NA
loop_6585	1	Other	up_in_mutant	0	NA	0	NA
loop_6730	1	CTCF_Site	up_in_mutant	2	CTCF_Site	0	TRUE
loop_6807	1	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_7111	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_7202	1	Polycomb	up_in_mutant	1	CTCF_Site	0	FALSE
loop_7417	1	Other	up_in_mutant	0	NA	0	NA
loop_7483	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_7853	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_8041	1	CTCF_Site	up_in_mutant	2	CTCF_Site	0	TRUE
loop_8063	1	Polycomb	down_in_mutant	0	NA	0	NA
loop_8150	1	Other	up_in_mutant	0	NA	0	NA
loop_8498	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_8561	1	Active_Enhancer	up_in_mutant	3	Poised_Enhancer	1	FALSE
loop_8779	1	Polycomb	down_in_mutant	2	CTCF_Site	0	FALSE
loop_8812	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_8828	1	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_8834	1	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_8841	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_8845	1	Repressed_Promoter	down_in_mutant	2	Repressed_Promoter	0	TRUE
loop_8846	1	Repressed_Promoter	down_in_mutant	1	Repressed_Promoter	0	TRUE
loop_8847	1	Repressed_Promoter	down_in_mutant	2	Repressed_Promoter	0	TRUE
loop_9644	1	Repressed_Promoter	down_in_mutant	1	Polycomb	0	FALSE
loop_9656	1	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_9657	1	Repressed_Promoter	down_in_mutant	3	CTCF_Site	2	FALSE
loop_10149	1	Repressed_Promoter	down_in_mutant	4	Polycomb	4	FALSE
loop_10155	1	Repressed_Promoter	down_in_mutant	4	Polycomb	4	FALSE
loop_10524	1	Polycomb	down_in_mutant	0	NA	0	NA
loop_10591	1	Repressed_Promoter	down_in_mutant	2	Repressed_Promoter	1	TRUE
loop_10875	1	Repressed_Promoter	down_in_mutant	1	Repressed_Promoter	0	TRUE
loop_10974	1	Repressed_Promoter	down_in_mutant	1	Repressed_Promoter	0	TRUE
loop_12466	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_13141	1	Repressed_Promoter	down_in_mutant	2	Polycomb	2	FALSE
loop_13154	1	Repressed_Promoter	down_in_mutant	1	CTCF_Site	0	FALSE
loop_13156	1	Repressed_Promoter	down_in_mutant	2	Polycomb	2	FALSE
loop_13214	1	Repressed_Promoter	down_in_mutant	2	Polycomb	2	FALSE
loop_13659	1	Polycomb	down_in_mutant	1	Polycomb	0	TRUE
loop_13852	1	Polycomb	down_in_mutant	1	CTCF_Site	0	FALSE
loop_13925	1	Repressed_Promoter	down_in_mutant	4	Repressed_Promoter	1	TRUE
loop_13932	1	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_14489	1	Repressed_Promoter	down_in_mutant	2	CTCF_Site	1	FALSE
loop_14494	1	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_14495	1	Repressed_Promoter	down_in_mutant	1	Repressed_Promoter	1	TRUE
loop_14905	1	Poised_Enhancer	down_in_mutant	1	CTCF_Site	0	FALSE
loop_14987	1	Repressed_Promoter	down_in_mutant	2	Repressed_Promoter	1	TRUE
loop_16829	1	Poised_Enhancer	down_in_mutant	4	Poised_Enhancer	0	TRUE
loop_16957	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_17125	1	Repressed_Promoter	down_in_mutant	1	Repressed_Promoter	1	TRUE
loop_18419	1	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_18547	1	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_18550	1	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_18556	1	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_19055	1	Repressed_Promoter	down_in_mutant	5	Polycomb	0	FALSE
loop_19406	1	Polycomb	down_in_mutant	3	Polycomb	1	TRUE
loop_19460	1	Repressed_Promoter	up_in_mutant	1	CTCF_Site	1	FALSE
loop_19960	1	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_19964	1	Other	up_in_mutant	0	NA	0	NA
loop_19966	1	CTCF_Site	up_in_mutant	2	CTCF_Site	1	TRUE
loop_19978	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_20005	1	Poised_Enhancer	up_in_mutant	1	CTCF_Site	0	FALSE
loop_20283	1	Poised_Enhancer	up_in_mutant	1	CTCF_Site	0	FALSE
loop_20287	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_20331	1	CTCF_Site	up_in_mutant	2	CTCF_Site	1	TRUE
loop_20543	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_20941	1	CTCF_Site	up_in_mutant	2	CTCF_Site	0	TRUE
loop_3362	2	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_3909	2	Repressed_Promoter	up_in_mutant	0	NA	0	NA
loop_7340	2	Active_Promoter	up_in_mutant	2	CTCF_Site	0	FALSE
loop_15623	2	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_16094	2	Poised_Enhancer	up_in_mutant	2	CTCF_Site	1	FALSE
loop_1298	2	Polycomb	down_in_mutant	1	Polycomb	1	TRUE
loop_40	2	Other	up_in_mutant	0	NA	0	NA
loop_16964	2	Polycomb	down_in_mutant	1	Polycomb	0	TRUE
loop_51	2	Polycomb	down_in_mutant	5	Polycomb	3	TRUE
loop_11648	2	Repressed_Promoter	down_in_mutant	1	CTCF_Site	0	FALSE
loop_849	2	CTCF_Site	down_in_mutant	2	CTCF_Site	1	TRUE
loop_9583	2	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_2344	2	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_2361	2	Active_Enhancer	down_in_mutant	1	CTCF_Site	1	FALSE
loop_4080	2	Other	up_in_mutant	0	NA	0	NA
loop_4307	2	Other	up_in_mutant	0	NA	0	NA
loop_4309	2	CTCF_Site	up_in_mutant	2	CTCF_Site	1	TRUE
loop_4389	2	CTCF_Site	up_in_mutant	2	CTCF_Site	0	TRUE
loop_4713	2	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_7428	2	CTCF_Site	up_in_mutant	2	CTCF_Site	1	TRUE
loop_8364	2	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_8390	2	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_8692	2	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_8667	2	CTCF_Site	up_in_mutant	3	CTCF_Site	2	TRUE
loop_8758	2	Polycomb	down_in_mutant	1	Polycomb	1	TRUE
loop_8805	2	CTCF_Site	up_in_mutant	2	CTCF_Site	0	TRUE
loop_10501	2	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_12019	2	Poised_Enhancer	up_in_mutant	2	CTCF_Site	1	FALSE
loop_12880	2	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_19513	2	Repressed_Promoter	down_in_mutant	2	Repressed_Promoter	1	TRUE
loop_13109	2	Other	down_in_mutant	0	NA	0	NA
loop_18042	2	Repressed_Promoter	down_in_mutant	1	Polycomb	0	FALSE
loop_14438	2	Polycomb	down_in_mutant	0	NA	0	NA
loop_15566	2	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_15592	2	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_16029	2	CTCF_Site	up_in_mutant	2	CTCF_Site	0	TRUE
loop_16581	2	Polycomb	down_in_mutant	0	NA	0	NA
loop_16414	2	Bivalent_Promoter	down_in_mutant	2	Polycomb	1	FALSE
loop_17706	2	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_17895	2	Polycomb	up_in_mutant	1	Poised_Enhancer	1	FALSE
loop_17936	2	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_18971	2	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_19875	2	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_20048	2	Repressed_Promoter	up_in_mutant	0	NA	0	NA
loop_21838	2	Repressed_Promoter	up_in_mutant	2	CTCF_Site	0	FALSE
loop_51	2	Poised_Enhancer	down_in_mutant	5	Polycomb	3	FALSE
loop_57	2	Poised_Enhancer	down_in_mutant	3	Poised_Enhancer	2	TRUE
loop_58	2	Repressed_Promoter	down_in_mutant	3	Repressed_Promoter	1	TRUE
loop_59	2	Polycomb	down_in_mutant	1	Polycomb	0	TRUE
loop_60	2	Polycomb	down_in_mutant	1	Polycomb	0	TRUE
loop_62	2	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_225	2	Repressed_Promoter	down_in_mutant	1	Polycomb	0	FALSE
loop_611	2	Repressed_Promoter	down_in_mutant	1	CTCF_Site	0	FALSE
loop_715	2	Repressed_Promoter	down_in_mutant	1	CTCF_Site	0	FALSE
loop_964	2	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_966	2	Repressed_Promoter	down_in_mutant	1	Polycomb	0	FALSE
loop_1268	2	Polycomb	down_in_mutant	1	CTCF_Site	0	FALSE
loop_1271	2	Repressed_Promoter	down_in_mutant	1	CTCF_Site	0	FALSE
loop_1294	2	Other	down_in_mutant	0	NA	0	NA
loop_1310	2	Polycomb	down_in_mutant	1	Polycomb	1	TRUE
loop_1314	2	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_1325	2	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_1446	2	Repressed_Promoter	down_in_mutant	3	Polycomb	2	FALSE
loop_1512	2	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_1516	2	Repressed_Promoter	down_in_mutant	1	Polycomb	0	FALSE
loop_2061	2	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_2070	2	Repressed_Promoter	down_in_mutant	2	Repressed_Promoter	1	TRUE
loop_2167	2	Repressed_Promoter	down_in_mutant	1	Repressed_Promoter	1	TRUE
loop_2250	2	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_2329	2	Polycomb	down_in_mutant	0	NA	0	NA
loop_2330	2	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_2586	2	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_2588	2	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_2729	2	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_3100	2	Repressed_Promoter	down_in_mutant	1	CTCF_Site	0	FALSE
loop_3102	2	Polycomb	down_in_mutant	1	Polycomb	1	TRUE
loop_3208	2	Repressed_Promoter	down_in_mutant	2	Repressed_Promoter	1	TRUE
loop_3291	2	Other	up_in_mutant	0	NA	0	NA
loop_3471	2	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_3596	2	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_3664	2	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_3726	2	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_3951	2	Other	up_in_mutant	0	NA	0	NA
loop_4540	2	CTCF_Site	up_in_mutant	2	CTCF_Site	0	TRUE
loop_4819	2	Polycomb	up_in_mutant	1	CTCF_Site	0	FALSE
loop_4884	2	Active_Promoter	up_in_mutant	1	CTCF_Site	0	FALSE
loop_4888	2	Active_Promoter	up_in_mutant	4	CTCF_Site	1	FALSE
loop_4905	2	Other	down_in_mutant	0	NA	0	NA
loop_4911	2	Polycomb	down_in_mutant	1	Polycomb	1	TRUE
loop_4914	2	CTCF_Site	up_in_mutant	2	CTCF_Site	0	TRUE
loop_4918	2	Repressed_Promoter	up_in_mutant	1	Polycomb	0	FALSE
loop_4921	2	Active_Promoter	up_in_mutant	1	CTCF_Site	0	FALSE
loop_5278	2	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_5289	2	CTCF_Site	up_in_mutant	3	CTCF_Site	0	TRUE
loop_5346	2	Polycomb	up_in_mutant	1	Polycomb	1	TRUE
loop_5394	2	Poised_Enhancer	up_in_mutant	2	CTCF_Site	2	FALSE
loop_5406	2	Other	up_in_mutant	0	NA	0	NA
loop_5774	2	Other	down_in_mutant	0	NA	0	NA
loop_6044	2	CTCF_Site	up_in_mutant	2	CTCF_Site	0	TRUE
loop_6398	2	Active_Enhancer	up_in_mutant	1	Active_Enhancer	1	TRUE
loop_6571	2	CTCF_Site	up_in_mutant	2	CTCF_Site	0	TRUE
loop_6585	2	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_6730	2	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_6807	2	Other	down_in_mutant	0	NA	0	NA
loop_7111	2	Poised_Enhancer	up_in_mutant	1	CTCF_Site	0	FALSE
loop_7202	2	Repressed_Promoter	up_in_mutant	1	Polycomb	0	FALSE
loop_7417	2	CTCF_Site	up_in_mutant	3	CTCF_Site	0	TRUE
loop_7483	2	CTCF_Site	up_in_mutant	3	CTCF_Site	0	TRUE
loop_7853	2	Other	up_in_mutant	0	NA	0	NA
loop_8041	2	Active_Enhancer	up_in_mutant	2	Poised_Enhancer	1	FALSE
loop_8063	2	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_8150	2	CTCF_Site	up_in_mutant	2	CTCF_Site	0	TRUE
loop_8498	2	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_8561	2	Active_Enhancer	up_in_mutant	2	CTCF_Site	1	FALSE
loop_8779	2	Polycomb	down_in_mutant	1	Polycomb	1	TRUE
loop_8812	2	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_8828	2	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_8834	2	Repressed_Promoter	down_in_mutant	3	Repressed_Promoter	1	TRUE
loop_8841	2	CTCF_Site	up_in_mutant	3	CTCF_Site	2	TRUE
loop_8845	2	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_8846	2	Polycomb	down_in_mutant	3	Polycomb	0	TRUE
loop_8847	2	Repressed_Promoter	down_in_mutant	1	Repressed_Promoter	0	TRUE
loop_9644	2	Repressed_Promoter	down_in_mutant	3	Polycomb	2	FALSE
loop_9656	2	Repressed_Promoter	down_in_mutant	3	Polycomb	2	FALSE
loop_9657	2	Repressed_Promoter	down_in_mutant	3	Polycomb	2	FALSE
loop_10149	2	Repressed_Promoter	down_in_mutant	1	Polycomb	0	FALSE
loop_10155	2	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_10524	2	Repressed_Promoter	down_in_mutant	2	Repressed_Promoter	1	TRUE
loop_10591	2	Repressed_Promoter	down_in_mutant	1	Polycomb	0	FALSE
loop_10875	2	Repressed_Promoter	down_in_mutant	1	Repressed_Promoter	0	TRUE
loop_10974	2	Polycomb	down_in_mutant	1	CTCF_Site	0	FALSE
loop_12466	2	CTCF_Site	up_in_mutant	2	CTCF_Site	1	TRUE
loop_13141	2	Polycomb	down_in_mutant	2	CTCF_Site	0	FALSE
loop_13154	2	Repressed_Promoter	down_in_mutant	1	Polycomb	0	FALSE
loop_13156	2	Repressed_Promoter	down_in_mutant	2	Polycomb	2	FALSE
loop_13214	2	Polycomb	down_in_mutant	1	Polycomb	1	TRUE
loop_13659	2	Repressed_Promoter	down_in_mutant	1	Repressed_Promoter	1	TRUE
loop_13852	2	Repressed_Promoter	down_in_mutant	1	Repressed_Promoter	1	TRUE
loop_13925	2	Repressed_Promoter	down_in_mutant	1	Polycomb	0	FALSE
loop_13932	2	Repressed_Promoter	down_in_mutant	1	Repressed_Promoter	1	TRUE
loop_14489	2	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_14494	2	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_14495	2	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_14905	2	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_14987	2	Repressed_Promoter	down_in_mutant	1	CTCF_Site	0	FALSE
loop_16829	2	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_16957	2	CTCF_Site	up_in_mutant	2	CTCF_Site	1	TRUE
loop_17125	2	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_18419	2	Repressed_Promoter	down_in_mutant	2	CTCF_Site	1	FALSE
loop_18547	2	Repressed_Promoter	down_in_mutant	1	CTCF_Site	0	FALSE
loop_18550	2	Repressed_Promoter	down_in_mutant	2	Repressed_Promoter	1	TRUE
loop_18556	2	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_19055	2	Repressed_Promoter	down_in_mutant	0	NA	0	NA
loop_19406	2	Active_Promoter	down_in_mutant	2	CTCF_Site	1	FALSE
loop_19460	2	Poised_Enhancer	up_in_mutant	1	CTCF_Site	1	FALSE
loop_19960	2	Active_Promoter	down_in_mutant	1	CTCF_Site	0	FALSE
loop_19964	2	Repressed_Promoter	up_in_mutant	1	CTCF_Site	0	FALSE
loop_19966	2	Active_Enhancer	up_in_mutant	1	CTCF_Site	1	FALSE
loop_19978	2	Other	up_in_mutant	0	NA	0	NA
loop_20005	2	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_20283	2	Repressed_Promoter	up_in_mutant	1	Polycomb	1	FALSE
loop_20287	2	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_20331	2	CTCF_Site	up_in_mutant	2	CTCF_Site	0	TRUE
loop_20543	2	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_20941	2	CTCF_Site	up_in_mutant	3	CTCF_Site	1	TRUE
