loop_id	direction	ctcf_anchor_count	ctcf_anchor	ctcf_end_type	other_end_type	loop_type_extended
loop_8498	up_in_mutant	1	1	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_8828	down_in_mutant	1	1	CTCF_Site	Active_Promoter	Active_Promoter-CTCF_Site
loop_8834	down_in_mutant	1	2	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_8845	down_in_mutant	1	1	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_9656	down_in_mutant	1	2	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_10155	down_in_mutant	1	1	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_10524	down_in_mutant	1	2	Repressed_Promoter	Polycomb	Repressed_Promoter-Polycomb
loop_13932	down_in_mutant	1	2	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_14489	down_in_mutant	1	1	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_14495	down_in_mutant	1	1	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_17125	down_in_mutant	1	1	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_18419	down_in_mutant	1	2	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_18547	down_in_mutant	1	2	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_18550	down_in_mutant	1	2	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_19055	down_in_mutant	1	1	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_19960	down_in_mutant	1	2	Active_Promoter	Active_Promoter	Active_Promoter-Active_Promoter
loop_19964	up_in_mutant	1	2	Repressed_Promoter	Other	Repressed_Promoter-Other
loop_19978	up_in_mutant	1	1	CTCF_Site	Other	CTCF_Site-Other
loop_20005	up_in_mutant	1	1	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
